EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,BlockedCorner3,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Clear Path Fouls,on
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,51158.0,853,-69,1634,1633,278,272,192.0,3267,52.0,85.0,7.0,10.0,10.0,17.0,22.0,79.0,26.0,70.0,10.0,32.0,3.0,1.0,5.0,18.0,44.0,3.0,5.0,7.0,14.0,100.0,234.0,28.0,76.0,53.0,337.0,1786,9.0,21.0,3.0,8.0,1.0,28.0,15.0,34.0,8.0,19.0,16.0,70.0,104.0,96.0,84.0,6.0,2.0,42.0,18.0,20.0,27.0,14.0,41.0,7.0,7.0,5.0,7.0,15.0,96.0,2.0,15.0,12.0,68.0,2.0,82.0,17.0,99.0,5.0,18.0,12.0,6.0,24.0,2.0,14.0,20.0,2.0,10.0,5.0,44.0,6.0,7.0,43.0,80.0,4.0,8.0,72.0,5.0,1.0,32.0,1.0,6.0,8.0,7.0,1.0,8.0,4.0,1.0,70.0,278,7.0,0.52,0.5360824742268041,1.0,0.3684210526315789,0.375,0.4210526315789473,0.3783783783783784,0.4273504273504273,0.4285714285714285,0.4411764705882353,0.4580645161290322,0.4655172413793103,0.5094339622641509,0.4912536443148688,0.4666666666666667,0.5555555555555556,0.2451612903225806,0.0854700854700854,0.1294117647058823,0.1139240506329113,20.873786407766996,0.5454545454545454,0.04,0.1152542372881356,0.0248344370860927,0.09375,0.0111111111111111,0.1114206128133704,0.0216836734693877,0.02,0.0246305418719211,0.0278884462151394,0.008,0.0181818181818181,0.0760233918128654,0.096045197740113,0.1570247933884297,0.1063829787234042,0.0588235294117647,0.0314465408805031,0.5,0.2741935483870967,0.611764705882353,0.7027027027027027,0.4807692307692308,0.2548387096774193,0.2784810126582278,0.3142857142857143,0.2727272727272727,0.2258064516129032,0.3714285714285714,0.3714285714285714,0.8076923076923077,0.1032258064516129,0.3125,0.3125,1.0,0.1419354838709677,0.4090909090909091,0.4090909090909091,1.0,0.3448275862068966,0.7,0.1428571428571428,0.1034482758620689,0.1724137931034483,0.6,1.0,0.320754716981132,0.5882352941176471,0.0943396226415094,0.2,0.2641509433962264,0.5,0.5193548387096775,0.4285714285714285,0.4885821428571428,0.4856260869565218,0.4905147058823529,0.0979228486646884,0.1226053639846743,0.0131578947368421,0.0830860534124629,0.2077151335311572,8.33974358974359,24.99210526315789,0.1701346389228886,,,,,,,,,,,,,,,,,,,,,,True
1737,1610612752,Nazr Mohammed,Nazr Mohammed,1737,NYK,91367.0,1523,-120,2894,2899,616,600,347.0,5793,146.0,232.0,63.0,94.0,31.0,54.0,80.0,199.0,8.0,28.0,,,,,,,1.0,,,,1.0,234.0,459.0,,1.0,121.0,589.0,3113,74.0,119.0,,,26.0,174.0,42.0,93.0,,1.0,38.0,122.0,250.0,218.0,,114.0,,1.0,,44.0,21.0,5.0,26.0,4.0,1.0,9.0,5.0,7.0,57.0,30.0,135.0,41.0,200.0,29.0,270.0,169.0,439.0,15.0,53.0,30.0,23.0,27.0,5.0,11.0,54.0,7.0,16.0,11.0,81.0,8.0,16.0,94.0,172.0,17.0,16.0,171.0,23.0,,88.0,,9.0,52.0,38.0,11.0,53.0,32.0,1.0,122.0,616,16.0,0.5341880341880342,0.7062146892655368,,,,,,0.5098039215686274,0.6218487394957983,0.4516129032258064,0.508695652173913,0.6218487394957983,0.4468085106382978,0.5514981273408239,0.6541353383458647,0.5258620689655172,0.0021739130434782,0.0958605664488017,0.125,0.0653266331658291,18.630717964253257,0.3333333333333333,0.3152173913043478,0.1872659176029962,0.1227272727272727,0.1535580524344569,0.1034482758620689,0.1805243445692884,0.118705035971223,0.227891156462585,0.1008902077151335,0.0724946695095948,0.0869565217391304,0.144578313253012,0.1880597014925373,0.2006578947368421,0.1771561771561771,0.1570680628272251,0.1447368421052631,0.0837988826815642,0.6037735849056604,0.5043478260869565,0.6293103448275862,0.7192118226600985,0.5,0.4326086956521739,0.4020100502512563,0.4301075268817204,0.575,0.0608695652173913,0.2857142857142857,0.3076923076923077,0.75,,,,,0.0021739130434782,,,,0.7899159663865546,0.6702127659574468,0.0952380952380952,,,,,0.574468085106383,0.5740740740740741,,,0.0106382978723404,,0.5065217391304347,,0.4783125,0.5402765765765767,0.4882313829787233,0.1676190476190476,0.1679389312977099,,0.2954159592529711,0.2071307300509338,4.683224400871459,26.8,0.2128541810642709,4.0,1.0,1.0,1.0,3.0,8.0,7.0,1.0,0.0714285714285714,0.0512820512820512,,,,,,,,,,,,True
1743,1610612752,Bruno Sundov,Bruno Sundov,1743,NYK,359.0,6,-14,12,12,9,7,,24,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,20,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,25.0,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3824,,0.3824,,,,,,15.15,,0.75,,,,,,,,,,,,,,,,,,,,,,True
2772,1610612752,Trevor Ariza,Trevor Ariza,2772,NYK,26404.0,440,-65,816,812,173,134,101.0,1628,31.0,59.0,6.0,16.0,5.0,8.0,5.0,20.0,19.0,48.0,,,,,,,1.0,,,,1.0,55.0,127.0,,1.0,29.0,139.0,887,9.0,20.0,,,5.0,23.0,9.0,19.0,,1.0,7.0,25.0,70.0,40.0,,10.0,1.0,,,14.0,26.0,6.0,32.0,6.0,,11.0,3.0,12.0,70.0,2.0,20.0,14.0,26.0,3.0,43.0,22.0,65.0,3.0,17.0,14.0,3.0,13.0,2.0,8.0,9.0,2.0,5.0,1.0,22.0,1.0,2.0,11.0,40.0,3.0,3.0,46.0,4.0,,21.0,,4.0,4.0,2.0,1.0,5.0,2.0,,25.0,173,4.0,0.6363636363636364,0.7,,,,,,0.4330708661417323,0.45,0.4736842105263157,0.4296875,0.45,0.45,0.4664429530201342,0.4791666666666667,0.4807692307692308,0.0078125,0.1102362204724409,0.1186440677966101,0.3,18.230277185501063,0.5909090909090909,0.1034482758620689,0.0828025477707006,0.0595238095238095,0.1555555555555555,0.0416666666666666,0.099009900990099,0.0572916666666666,0.101010101010101,0.0510204081632653,0.0359712230215827,0.05,,0.0495049504950495,0.0547945205479452,0.1214285714285714,0.1774193548387097,0.1071428571428571,0.0517241379310344,0.4,0.4609375,0.5254237288135594,0.5961538461538461,0.4838709677419355,0.15625,0.25,0.3571428571428571,0.6,0.375,0.3958333333333333,0.4042553191489361,0.8947368421052632,,,,,0.0078125,,,,0.8,0.375,0.1666666666666666,,,,,0.4,0.625,,,0.05,,0.46875,,0.4889377952755905,0.5493666666666667,0.4569631578947369,0.1448275862068965,0.1458333333333333,,0.1654676258992805,0.1798561151079136,8.316535433070866,43.3,0.2120098039215686,,,1.0,,1.0,,,,0.0208333333333333,,1.0,,,,,,,,,,,True
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,84137.0,1402,-41,2670,2673,553,542,321.0,5343,116.0,202.0,8.0,17.0,28.0,57.0,26.0,66.0,76.0,152.0,3.0,6.0,,1.0,1.0,32.0,111.0,1.0,7.0,9.0,40.0,218.0,420.0,35.0,117.0,147.0,688.0,2850,16.0,30.0,1.0,7.0,17.0,52.0,45.0,95.0,10.0,41.0,43.0,163.0,96.0,340.0,57.0,6.0,1.0,110.0,32.0,30.0,239.0,54.0,293.0,37.0,17.0,64.0,43.0,132.0,640.0,7.0,15.0,16.0,64.0,3.0,83.0,22.0,105.0,3.0,45.0,26.0,19.0,69.0,13.0,46.0,32.0,6.0,23.0,6.0,101.0,5.0,20.0,33.0,74.0,,7.0,176.0,20.0,,80.0,1.0,12.0,3.0,1.0,2.0,3.0,3.0,,163.0,553,12.0,0.2201834862385321,0.2232558139534883,0.5428571428571428,0.2991452991452991,0.1428571428571428,0.2439024390243902,0.3017241379310345,0.5190476190476191,0.5333333333333333,0.4736842105263157,0.5037243947858473,0.4729729729729729,0.4411764705882353,0.559016393442623,0.5543478260869565,0.5094339622641509,0.217877094972067,0.0714285714285714,0.1039603960396039,0.1212121212121212,23.303834808259587,0.6831683168316832,0.0344827586206896,0.064516129032258,0.0146914789422135,0.064516129032258,0.0255474452554744,0.064516129032258,0.0169884169884169,0.0215827338129496,0.016025641025641,0.0092807424593967,0.0206185567010309,0.0375,0.0544871794871794,0.075,0.065,0.0459770114942528,0.1081081081081081,0.0121457489878542,1.0,0.3761638733705773,0.5742574257425742,0.6408839779005525,0.1293103448275862,0.1229050279329608,0.3939393939393939,0.4482758620689655,0.0769230769230769,0.2830540037243947,0.5,0.5033112582781457,0.4078947368421052,0.0111731843575419,0.5,0.5,0.6666666666666666,0.2067039106145251,0.2882882882882883,0.2935779816513761,0.53125,0.4594594594594595,0.4705882352941176,0.125,,0.1891891891891892,0.1428571428571428,,0.4191176470588235,0.4912280701754385,0.0073529411764705,1.0,0.2941176470588235,0.225,0.5940409683426443,0.2909090909090909,0.5003712686567163,0.4977346153846153,0.499067037037037,0.1354515050167224,0.1666666666666666,0.0084745762711864,0.0755813953488372,0.2369186046511628,8.175714285714285,25.435897435897445,0.2071161048689138,,,,,,,,,0.006578947368421,,,48.0,2.0,9.0,0.017094017094017,0.018018018018018,,,,,,True
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,57572.0,960,-98,1859,1868,357,382,222.0,3727,28.0,47.0,1.0,3.0,3.0,5.0,16.0,53.0,61.0,149.0,24.0,59.0,3.0,3.0,8.0,45.0,128.0,2.0,12.0,9.0,30.0,105.0,249.0,69.0,187.0,66.0,483.0,2018,5.0,15.0,4.0,15.0,6.0,28.0,13.0,40.0,12.0,38.0,31.0,93.0,74.0,136.0,168.0,4.0,1.0,127.0,45.0,8.0,83.0,13.0,96.0,7.0,6.0,24.0,13.0,46.0,205.0,1.0,8.0,14.0,50.0,,64.0,9.0,73.0,3.0,31.0,23.0,8.0,35.0,6.0,25.0,25.0,1.0,10.0,2.0,60.0,1.0,15.0,23.0,51.0,1.0,13.0,76.0,1.0,1.0,20.0,3.0,12.0,6.0,4.0,,6.0,6.0,,93.0,357,7.0,0.3523809523809524,0.3592233009708738,0.8115942028985508,0.3689839572192513,0.2666666666666666,0.3157894736842105,0.3709677419354839,0.4216867469879518,0.3333333333333333,0.325,0.4782110091743119,0.3666666666666666,0.3974358974358974,0.509594882729211,0.4242424242424242,0.4793814432989691,0.4288990825688073,0.0321285140562249,0.0638297872340425,0.0566037735849056,24.9881908360888,0.5833333333333334,,0.0722543352601156,0.0112359550561797,0.0880503144654088,0.0048780487804878,0.0752056404230317,0.0098146128680479,0.0054054054054054,0.0186046511627906,0.0096153846153846,0.0068965517241379,,0.0837209302325581,0.0765306122448979,0.0604982206405693,0.091743119266055,0.08,0.0122448979591836,1.0,0.1077981651376146,0.5957446808510638,0.6363636363636364,0.3928571428571428,0.1215596330275229,0.3018867924528302,0.32,0.1875,0.341743119266055,0.4093959731543624,0.4149659863945578,0.3770491803278688,0.1353211009174312,0.4067796610169492,0.4067796610169492,0.9583333333333334,0.2935779816513761,0.3515625,0.3515625,0.7333333333333333,0.1,0.3333333333333333,,0.1,0.4,0.1666666666666666,1.0,0.0641025641025641,0.6,0.1025641025641025,0.375,0.3846153846153846,0.3,0.536697247706422,0.3543307086614173,0.4837130484988454,0.4942354166666666,0.4516086666666666,0.0503282275711159,0.0746268656716417,0.0158730158730158,0.0579710144927536,0.1925465838509316,13.116465863453811,25.086096256684492,0.1920387305002689,,1.0,,,2.0,,,,0.0134228187919463,,,39.0,,6.0,,,2.0,0.6666666666666666,1.0,,,True
2552,1610612752,Michael Sweetney,Michael Sweetney,2552,NYK,7803.0,130,-2,243,239,51,44,33.0,482,5.0,13.0,3.0,7.0,1.0,3.0,,4.0,5.0,6.0,,,,,,,,,,,,10.0,23.0,,,11.0,31.0,251,4.0,10.0,,,7.0,15.0,3.0,6.0,,,4.0,10.0,12.0,8.0,,6.0,,,,4.0,5.0,1.0,6.0,,1.0,1.0,2.0,2.0,13.0,1.0,10.0,4.0,15.0,1.0,20.0,11.0,31.0,1.0,1.0,1.0,,4.0,3.0,1.0,13.0,1.0,3.0,,17.0,2.0,2.0,7.0,24.0,1.0,9.0,14.0,,,6.0,,1.0,7.0,6.0,1.0,7.0,3.0,,10.0,51,3.0,0.6,0.8571428571428571,,,,,,0.4347826086956521,0.4,0.5,0.4347826086956521,0.4,0.5,0.5166666666666667,0.5357142857142857,0.625,,0.1739130434782608,0.3076923076923077,,16.906474820143885,0.2352941176470588,0.3333333333333333,0.1470588235294117,0.1149425287356321,0.1739130434782608,0.0714285714285714,0.152,0.1089108910891089,0.1290322580645161,0.1290322580645161,0.08,0.1,,0.1290322580645161,0.2592592592592592,0.0909090909090909,0.125,0.2857142857142857,0.1111111111111111,0.4285714285714285,0.5652173913043478,0.3846153846153846,0.5555555555555556,0.2,0.1739130434782608,,,,0.2608695652173913,0.8333333333333334,0.8333333333333334,1.0,,,,,,,,,0.7,0.4285714285714285,,,,,,0.5,0.3333333333333333,,,,,0.5652173913043478,,0.4974652173913043,0.5103666666666666,0.47805,0.2068965517241379,0.2068965517241379,,0.4838709677419355,0.3225806451612903,6.234782608695652,,0.2098765432098765,,,,,,,,,,,,,,,,,,,,,,True
275,1610612752,Allan Houston,Allan Houston,275,NYK,21082.0,351,2,651,649,154,162,73.0,1300,1.0,4.0,,,,1.0,13.0,22.0,28.0,66.0,7.0,21.0,3.0,1.0,3.0,14.0,32.0,2.0,4.0,5.0,9.0,42.0,92.0,21.0,53.0,21.0,168.0,699,2.0,3.0,3.0,7.0,,13.0,10.0,24.0,6.0,12.0,5.0,43.0,50.0,34.0,63.0,,1.0,31.0,14.0,3.0,25.0,2.0,27.0,2.0,,9.0,10.0,6.0,56.0,1.0,1.0,4.0,9.0,1.0,14.0,2.0,16.0,,6.0,2.0,4.0,11.0,2.0,7.0,3.0,,4.0,,14.0,,5.0,10.0,25.0,2.0,1.0,26.0,1.0,,8.0,,2.0,1.0,,1.0,2.0,,,43.0,154,3.0,0.5952380952380952,0.5952380952380952,1.0,0.3962264150943396,0.4285714285714285,0.5,0.4038461538461538,0.4565217391304347,0.6666666666666666,0.4166666666666667,0.506896551724138,0.65,0.5277777777777778,0.5324675324675324,0.65,0.5526315789473685,0.3655172413793103,0.0326086956521739,0.25,,22.73342354533153,0.7857142857142857,0.0833333333333333,0.03862660944206,0.0043478260869565,0.0634920634920634,0.0158730158730158,0.0439189189189189,0.0068259385665529,,0.0144927536231884,,0.0222222222222222,,,0.0266666666666666,0.0813953488372093,0.0769230769230769,,,,0.0275862068965517,0.25,0.3333333333333333,,0.1517241379310344,0.5909090909090909,0.5909090909090909,0.6153846153846154,0.4551724137931034,0.4242424242424242,0.4375,0.6071428571428571,0.1448275862068965,0.3333333333333333,0.35,1.0,0.2206896551724138,0.4375,0.4375,1.0,,,,0.3,0.4,0.5,1.0,0.0277777777777777,,0.0833333333333333,0.3333333333333333,0.25,0.5555555555555556,0.3931034482758621,0.4516129032258064,0.4620628472222223,0.546935,0.4428527777777777,0.0526315789473684,0.0808080808080808,,0.0773809523809523,0.2559523809523809,15.35,25.09433962264151,0.2365591397849462,,,1.0,1.0,,,,,0.0303030303030303,,,,1.0,7.0,0.0188679245283018,,1.0,0.3333333333333333,1.0,0.0476190476190476,,True
358,1610612752,Anfernee Hardaway,Anfernee Hardaway,358,NYK,14409.0,240,2,460,456,158,132,57.0,916,5.0,8.0,,1.0,1.0,2.0,6.0,15.0,14.0,25.0,2.0,9.0,,,5.0,4.0,11.0,,1.0,1.0,1.0,25.0,48.0,6.0,20.0,9.0,77.0,463,2.0,4.0,,1.0,2.0,6.0,5.0,10.0,1.0,6.0,3.0,16.0,26.0,24.0,18.0,,,11.0,4.0,3.0,16.0,5.0,21.0,2.0,3.0,6.0,3.0,7.0,47.0,,4.0,7.0,19.0,,26.0,4.0,30.0,1.0,6.0,4.0,2.0,14.0,2.0,9.0,5.0,,5.0,2.0,19.0,1.0,6.0,8.0,15.0,1.0,1.0,14.0,1.0,,5.0,,2.0,1.0,1.0,,1.0,1.0,,16.0,158,1.0,0.52,0.52,1.0,0.3,,0.1666666666666666,0.3,0.5208333333333334,0.5,0.5,0.5,0.4,0.40625,0.5202702702702703,0.5,0.4444444444444444,0.2941176470588235,0.0625,0.25,0.0666666666666666,17.850287907869482,0.7368421052631579,,0.1172839506172839,0.0240963855421686,0.1555555555555555,,0.1256038647342995,0.0186915887850467,0.0454545454545454,0.037037037037037,,,,0.0727272727272727,0.0909090909090909,0.1923076923076923,0.15625,0.1538461538461538,0.0294117647058823,1.0,0.1176470588235294,0.625,0.8333333333333334,0.2,0.2205882352941176,0.4,0.4285714285714285,0.5,0.3676470588235294,0.56,0.56,0.6428571428571429,0.1323529411764706,0.2222222222222222,0.2222222222222222,1.0,0.1617647058823529,0.3636363636363636,0.3636363636363636,1.0,0.2,,,,0.2,,,0.125,0.5,0.3125,,0.0625,1.0,0.4117647058823529,0.3636363636363636,0.4616772058823529,0.4388333333333333,0.45708125,0.0694444444444444,0.0961538461538461,,0.0779220779220779,0.2077922077922078,12.63125,24.415,0.3434782608695652,,,,,,,,,,,,,,1.0,,,,,,,1.0,True
983,1610612752,Moochie Norris,Moochie Norris,983,NYK,7672.0,128,-26,228,234,86,59,30.0,462,2.0,6.0,1.0,2.0,,,2.0,9.0,8.0,18.0,,,,,,,6.0,,,,3.0,12.0,33.0,,6.0,5.0,29.0,233,2.0,4.0,,,,4.0,3.0,10.0,,3.0,3.0,9.0,14.0,10.0,,2.0,2.0,4.0,,7.0,15.0,2.0,17.0,1.0,1.0,4.0,2.0,9.0,36.0,1.0,4.0,4.0,7.0,1.0,12.0,5.0,17.0,,6.0,,6.0,5.0,3.0,2.0,6.0,,3.0,,11.0,1.0,3.0,6.0,17.0,,2.0,6.0,,,2.0,,1.0,1.0,1.0,,1.0,,,9.0,86,3.0,0.5833333333333334,0.6363636363636364,,,,,,0.3636363636363636,0.5,0.3,0.3076923076923077,0.5,0.2307692307692307,0.3452380952380952,0.5,0.3,0.1538461538461538,0.2121212121212121,0.5,0.3333333333333333,20.0,0.4545454545454545,0.1428571428571428,0.0769230769230769,0.0459770114942528,0.1538461538461538,0.0555555555555555,0.094017094017094,0.0476190476190476,0.0555555555555555,0.08,0.0227272727272727,0.0625,,0.03125,0.08,0.1176470588235294,0.1578947368421052,0.1428571428571428,,,0.1538461538461538,0.3333333333333333,0.6666666666666666,,0.2307692307692307,0.2222222222222222,0.3333333333333333,,0.4615384615384615,0.4444444444444444,0.4705882352941176,0.875,,,,,0.1538461538461538,,,,0.5,0.5,,,,,,,,,,0.2307692307692307,,0.3076923076923077,,0.4189541666666666,0.4877666666666667,0.3880800000000001,0.048780487804878,0.0571428571428571,,0.1379310344827586,0.3103448275862069,13.136363636363637,34.583333333333336,0.3771929824561403,,,,,,,,,0.0555555555555555,,,,,,,,,,,,,True
