EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedCorner3,DefensiveGoaltends,ThreePtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,on,Clear Path Fouls,3pt And 1 Free Throw Trips
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,31095.0,518,-6,965,965,346,343,110,1930,29.0,41,1.0,12.0,16,4.0,8.0,20.0,50,3.0,15.0,2.0,6.0,17.0,58.0,2.0,5.0,5.0,20.0,53.0,99,20.0,73.0,11,177,1017,1.0,5.0,2.0,7.0,8.0,19.0,35,5.0,26.0,5.0,58,18.0,88.0,39.0,21.0,2.0,3.0,55.0,17.0,2,54.0,27.0,81.0,21.0,6.0,29.0,10.0,15.0,189.0,4.0,8.0,13,21,4.0,25,13.0,5.0,8.0,19.0,6.0,12.0,15.0,3.0,7.0,1.0,2.0,34.0,11.0,10.0,24,2.0,22,1.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,58,346,4.0,0.16981132075471697,0.17307692307692307,0.65,0.273972602739726,0.2857142857142857,0.19230769230769232,0.2857142857142857,0.5353535353535354,0.2,0.5428571428571428,0.48255813953488375,0.3333333333333333,0.4344262295081967,0.4860335195530726,0.3333333333333333,0.4318181818181818,0.42441860465116277,0.020202020202020204,0.04878048780487805,19.649446494464947,0.5588235294117647,0.03768115942028986,0.013289036544850499,0.07339449541284404,0.046255506607929514,0.008968609865470852,0.018691588785046728,0.023529411764705882,0.04032258064516129,0.011627906976744186,0.05185185185185185,0.05333333333333334,0.11764705882352941,1.0,0.23837209302325582,0.7073170731707317,0.7435897435897436,0.27586206896551724,0.046511627906976744,0.5,0.5,0.29069767441860467,0.4,0.4,0.05,0.0872093023255814,0.2,0.2,1.0,0.3372093023255814,0.29310344827586204,0.29310344827586204,0.5882352941176471,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.4,1.0,0.26229508196721313,0.75,0.09836065573770492,0.32786885245901637,0.25,0.6627906976744186,0.3090909090909091,0.5133065476190477,0.5465428571428571,0.5180908333333334,0.022857142857142857,0.0392156862745098,0.04519774011299435,0.327683615819209,10.442424242424241,26.327397260273973,0.35854922279792745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,33131.0,552,35,1010,1010,284,272,119,2020,54.0,99,14.0,11.0,21,15.0,31.0,18.0,63,12.0,35.0,3.0,10.0,2.0,9.0,,,,2.0,87.0,193,14.0,44.0,55,271,1009,10.0,21.0,2.0,3.0,28.0,18.0,41,3.0,12.0,12.0,57,114.0,60.0,39.0,3.0,6.0,,9.0,2.0,17,21.0,9.0,30.0,8.0,1.0,14.0,2.0,5.0,69.0,11.0,11.0,53,77,18.0,95,39.0,22.0,17.0,14.0,2.0,7.0,18.0,3.0,7.0,,2.0,32.0,9.0,23.0,65,9.0,73,7.0,,33.0,7.0,,,14.0,9.0,57,284,10.0,0.6551724137931034,0.6785714285714286,0.9285714285714286,0.3181818181818182,0.6666666666666666,0.25,0.3181818181818182,0.45077720207253885,0.47619047619047616,0.43902439024390244,0.45569620253164556,0.5416666666666666,0.42452830188679247,0.5018518518518519,0.56,0.4596774193548387,0.18565400843881857,0.08808290155440414,0.12121212121212122,26.238053866203302,0.4375,0.1518624641833811,0.03064066852367688,0.10185185185185185,0.1400437636761488,0.03624733475479744,0.0440251572327044,0.0379746835443038,0.09917355371900827,0.17391304347826086,0.18382352941176472,0.13513513513513514,0.029411764705882353,0.6428571428571429,0.4177215189873418,0.5454545454545454,0.6206896551724138,0.6666666666666666,0.1308016877637131,0.4838709677419355,0.5769230769230769,0.26582278481012656,0.2857142857142857,0.2857142857142857,0.7777777777777778,0.14767932489451477,0.34285714285714286,0.35294117647058826,0.9166666666666666,0.0379746835443038,0.2222222222222222,0.2222222222222222,1.0,0.5833333333333334,0.125,,,,0.39622641509433965,0.5238095238095238,0.18867924528301888,0.03773584905660377,,0.6033755274261603,0.2222222222222222,0.5107154008438818,0.48175277777777775,0.514088679245283,0.12547528517110265,0.1506849315068493,0.1033210332103321,0.21033210332103322,7.480310880829017,23.65454545454546,0.2811881188118812,7.0,2.0,3.0,2.0,1.0,6.0,1.0,13.0,2.0,1.0,4.0,14.0,8.0,1.0,5.0,1.0,0.022727272727272728,0.16129032258064516,0.02857142857142857,0.35135135135135137,0.03225806451612903,0.05454545454545454,0.008264462809917356,0.07462686567164178,0.023255813953488372,0.017094017094017096,0.4666666666666667,0.5,0.42857142857142855,0.6666666666666666,1.0,0.3,,,,,,,,,True,,
1899,1610612763,James Posey,James Posey,1899,MEM,20917.0,349,-36,637,636,186,209,66,1273,11.0,23,1.0,2.0,3,5.0,12.0,1.0,7,7.0,16.0,,4.0,10.0,24.0,2.0,2.0,3.0,8.0,17.0,42,17.0,40.0,21,106,660,1.0,3.0,2.0,2.0,14.0,3.0,6,4.0,12.0,10.0,28,14.0,20.0,45.0,6.0,,,24.0,10.0,5,10.0,6.0,16.0,4.0,2.0,8.0,1.0,1.0,38.0,6.0,8.0,32,45,9.0,54,20.0,14.0,6.0,7.0,,2.0,16.0,3.0,5.0,4.0,,23.0,8.0,10.0,34,8.0,25,1.0,,6.0,7.0,1.0,,6.0,3.0,28,186,5.0,0.4117647058823529,0.4117647058823529,0.8823529411764706,0.425,1.0,0.3333333333333333,0.425,0.40476190476190477,0.3333333333333333,0.5,0.5182926829268293,0.8,0.5,0.5638297872340425,0.875,0.56,0.4878048780487805,0.11904761904761904,0.17391304347826086,16.43258426966292,0.30434782608695654,0.14545454545454545,0.02857142857142857,0.10526315789473684,0.13513513513513514,0.030927835051546393,0.037037037037037035,0.017543859649122806,0.10843373493975904,0.1875,0.15730337078651685,0.09433962264150944,0.13043478260869565,0.5,0.2804878048780488,0.4782608695652174,0.5789473684210527,0.36363636363636365,0.14634146341463414,0.4166666666666667,0.45454545454545453,0.08536585365853659,0.14285714285714285,0.14285714285714285,1.0,0.1951219512195122,0.4375,0.4375,0.8571428571428571,0.2926829268292683,0.4166666666666667,0.4166666666666667,0.9,0.2,,0.4,1.0,0.5,0.16666666666666666,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.375,0.7682926829268293,0.4166666666666667,0.5107298780487805,0.41219,0.4742333333333334,0.06896551724137931,0.1276595744680851,0.1320754716981132,0.2641509433962264,5.404761904761905,24.2425,0.29199372056514916,,,1.0,6.0,,3.0,,5.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,,,0.08333333333333333,,0.20833333333333334,,0.037037037037037035,0.027777777777777776,0.017857142857142856,0.08,0.024390243902439025,0.4,,,,,0.25,1.0,,,,,,,,True,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,17616.0,294,38,552,549,196,219,56,1101,30.0,46,5.0,6.0,13,12.0,45.0,10.0,27,,,,,,,,,,,52.0,118,,,50,154,555,7.0,9.0,,,20.0,17.0,42,,,16.0,50,62.0,42.0,,,10.0,,,,16,9.0,5.0,14.0,2.0,3.0,5.0,1.0,3.0,33.0,9.0,10.0,25,45,15.0,60,16.0,11.0,5.0,12.0,2.0,5.0,12.0,2.0,7.0,,1.0,24.0,9.0,21.0,43,7.0,64,4.0,,32.0,2.0,2.0,2.0,18.0,8.0,50,196,5.0,0.5961538461538461,0.6595744680851063,,,,,,0.4406779661016949,0.7777777777777778,0.40476190476190477,0.4406779661016949,0.7777777777777778,0.40476190476190477,0.5202702702702703,0.8333333333333334,0.49019607843137253,,0.13559322033898305,0.13043478260869565,28.150572831423894,0.5,0.13966480446927373,0.047619047619047616,0.16393442622950818,0.14583333333333334,0.0635593220338983,0.07894736842105263,0.043478260869565216,0.12962962962962962,0.14583333333333334,0.14285714285714285,0.15,0.19047619047619047,0.4444444444444444,0.3898305084745763,0.6521739130434783,0.75,0.7333333333333333,0.3813559322033898,0.26666666666666666,0.34285714285714286,0.2288135593220339,0.37037037037037035,0.37037037037037035,0.5,,,,,,,,,0.5555555555555556,,,,,0.30952380952380953,0.46153846153846156,,,,0.3898305084745763,,0.4683118644067797,0.47055,0.4352119047619047,0.2191780821917808,0.2191780821917808,0.12987012987012986,0.3246753246753247,6.754237288135593,,0.35507246376811596,4.0,,,6.0,,6.0,,10.0,3.0,2.0,5.0,16.0,10.0,,6.0,,,0.2222222222222222,,0.3448275862068966,,0.1276595744680851,0.014925373134328358,0.17857142857142858,0.05263157894736842,0.061224489795918366,0.3333333333333333,0.8,,,,,,3.0,,,,,,,True,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,85986.0,1433,123,2637,2635,911,916,304,5272,46.0,106,23.0,9.0,29,23.0,63.0,47.0,138,12.0,34.0,3.0,14.0,32.0,91.0,3.0,8.0,15.0,42.0,116.0,307,44.0,125.0,158,522,2666,15.0,45.0,4.0,11.0,66.0,33.0,94,20.0,56.0,72.0,198,134.0,98.0,126.0,6.0,16.0,3.0,88.0,32.0,33,88.0,26.0,114.0,17.0,9.0,58.0,20.0,10.0,254.0,43.0,34.0,108,162,63.0,225,88.0,58.0,30.0,48.0,11.0,38.0,35.0,7.0,10.0,1.0,2.0,83.0,19.0,95.0,172,8.0,181,7.0,15.0,61.0,24.0,,,19.0,12.0,198,911,24.0,0.5775862068965517,0.6203703703703703,0.9545454545454546,0.352,0.36363636363636365,0.35714285714285715,0.36065573770491804,0.3778501628664495,0.3333333333333333,0.35106382978723405,0.4212962962962963,0.375,0.42,0.49608610567514677,0.4714285714285714,0.5079787234042553,0.28935185185185186,0.10749185667752444,0.22641509433962265,19.906166219839143,0.5783132530120482,0.11600429645542427,0.04919908466819222,0.11643835616438356,0.116107931316435,0.051537822111388194,0.04261363636363636,0.036036036036036036,0.11145510835913312,0.1471861471861472,0.10079575596816977,0.09644670050761421,0.15789473684210525,0.631578947368421,0.24537037037037038,0.4339622641509434,0.5609756097560976,0.5217391304347826,0.14583333333333334,0.36507936507936506,0.4107142857142857,0.3194444444444444,0.34057971014492755,0.34558823529411764,0.7659574468085106,0.0787037037037037,0.35294117647058826,0.35294117647058826,1.0,0.21064814814814814,0.3516483516483517,0.3516483516483517,0.9375,0.4107142857142857,0.05357142857142857,0.14285714285714285,0.375,1.0,0.19333333333333333,0.3103448275862069,0.09333333333333334,0.28,0.35714285714285715,0.5347222222222222,0.36363636363636365,0.4701207459207459,0.4765888888888889,0.4634918367346939,0.1273100616016427,0.16897506925207756,0.12643678160919541,0.3793103448275862,10.181758957654726,25.3456,0.3454683352294274,10.0,1.0,5.0,24.0,,19.0,1.0,20.0,7.0,6.0,13.0,19.0,14.0,1.0,4.0,6.0,,0.1111111111111111,,0.20618556701030927,0.011235955056179775,0.057750759878419454,0.06666666666666667,0.03940886699507389,0.0873015873015873,0.030303030303030304,0.30434782608695654,0.43478260869565216,0.2,0.3333333333333333,1.0,0.35714285714285715,,,1.0,1.0,2.0,0.014492753623188406,0.007936507936507936,,True,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,10228.0,170,13,319,315,126,126,40,634,18.0,28,2.0,6.0,11,11.0,25.0,2.0,5,,,,,,1.0,,,,1.0,31.0,58,,1.0,17,79,314,4.0,5.0,,,9.0,12.0,21,,1.0,12.0,36,36.0,26.0,,,4.0,,1.0,,5,6.0,6.0,12.0,5.0,1.0,6.0,,,30.0,6.0,3.0,13,20,12.0,32,7.0,6.0,1.0,4.0,,2.0,2.0,1.0,2.0,,,6.0,3.0,10.0,17,,24,4.0,,11.0,3.0,1.0,1.0,9.0,7.0,36,126,3.0,0.5806451612903226,0.6206896551724138,,,,,,0.5344827586206896,0.8,0.5714285714285714,0.5254237288135594,0.8,0.5454545454545454,0.572463768115942,0.75,0.6,0.01694915254237288,0.08620689655172414,0.10714285714285714,20.435967302452315,0.6666666666666666,0.11504424778761062,0.05714285714285714,0.08333333333333333,0.10738255033557047,0.07006369426751592,0.041666666666666664,0.03333333333333333,0.18,0.037037037037037035,0.08333333333333333,0.08,0.09090909090909091,0.7777777777777778,0.4745762711864407,0.6428571428571429,0.72,0.7222222222222222,0.423728813559322,0.44,0.4782608695652174,0.0847457627118644,0.4,0.4,0.5,,,,,0.01694915254237288,,,,0.4,,,,,0.5,0.5454545454545454,,0.045454545454545456,,0.4915254237288136,,0.4645881355932203,0.4276,0.4532499999999999,0.16666666666666666,0.16923076923076924,0.11392405063291139,0.45569620253164556,4.586206896551724,26.3,0.3949843260188088,2.0,,,1.0,,5.0,1.0,4.0,1.0,3.0,1.0,8.0,6.0,,2.0,,,0.08,,0.36363636363636365,0.1111111111111111,0.09615384615384616,0.1111111111111111,0.05714285714285714,0.17647058823529413,0.043478260869565216,0.36363636363636365,1.0,0.5,,,,,,,,,,,,True,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,45151.0,753,37,1365,1364,431,384,157,2729,77.0,121,31.0,20.0,34,27.0,71.0,18.0,38,,,,,,2.0,,,,1.0,122.0,230,,2.0,57,301,1402,21.0,42.0,,,51.0,38.0,70,,1.0,31.0,107,172.0,72.0,,,28.0,1.0,1.0,,20,9.0,13.0,22.0,8.0,5.0,5.0,3.0,1.0,57.0,42.0,25.0,89,133,56.0,189,14.0,8.0,6.0,18.0,,8.0,16.0,3.0,10.0,,2.0,34.0,13.0,34.0,73,9.0,83,11.0,,36.0,11.0,,,24.0,12.0,107,431,10.0,0.7049180327868853,0.7962962962962963,,,,,,0.5304347826086957,0.5,0.5428571428571428,0.5258620689655172,0.5,0.5352112676056338,0.5615671641791045,0.5425531914893617,0.5879120879120879,0.008620689655172414,0.08695652173913043,0.11570247933884298,19.597663854639844,0.5294117647058824,0.18016194331983806,0.09395973154362416,0.1736111111111111,0.1786833855799373,0.08306709265175719,0.13855421686746988,0.0603448275862069,0.1497005988023952,0.2288135593220339,0.17703349282296652,0.15463917525773196,0.2127659574468085,0.5,0.521551724137931,0.6363636363636364,0.719626168224299,0.7012987012987013,0.30603448275862066,0.38028169014084506,0.4090909090909091,0.16379310344827586,0.47368421052631576,0.4864864864864865,0.8888888888888888,,,,,0.008620689655172414,,,,0.7380952380952381,,,,,0.4788732394366197,0.5882352941176471,,0.014084507042253521,,0.5301724137931034,,0.47393766233766244,0.5225058823529412,0.4388028169014085,0.14007782101167315,0.1411764705882353,0.16943521594684385,0.3554817275747508,5.8039130434782615,37.15,0.31575091575091574,17.0,,,9.0,,10.0,4.0,19.0,4.0,2.0,7.0,24.0,18.0,,6.0,2.0,,0.07042253521126761,,0.4318181818181818,0.0851063829787234,0.055865921787709494,0.07272727272727272,0.045454545454545456,0.07246376811594203,0.04597701149425287,0.5925925925925926,0.5483870967741935,0.17647058823529413,,,,,3.0,,,1.0,0.02631578947368421,,,True,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,51339.0,856,131,1584,1583,586,602,178,3167,53.0,85,13.0,15.0,27,5.0,17.0,28.0,58,8.0,19.0,1.0,8.0,44.0,89.0,6.0,13.0,14.0,34.0,86.0,160,52.0,108.0,55,383,1591,13.0,20.0,6.0,14.0,48.0,26.0,49,17.0,42.0,29.0,132,78.0,94.0,144.0,12.0,12.0,,89.0,44.0,14,49.0,31.0,80.0,18.0,13.0,22.0,5.0,22.0,191.0,13.0,23.0,91,119,19.0,138,22.0,20.0,2.0,15.0,3.0,8.0,19.0,3.0,7.0,3.0,1.0,34.0,14.0,30.0,70,8.0,73,9.0,,31.0,10.0,1.0,,7.0,2.0,132,586,9.0,0.45348837209302323,0.4875,0.9230769230769231,0.48148148148148145,0.42857142857142855,0.40476190476190477,0.48148148148148145,0.5375,0.65,0.5306122448979592,0.6119402985074627,0.6470588235294118,0.5659340659340659,0.6383333333333333,0.6486486486486487,0.6111111111111112,0.40298507462686567,0.0875,0.1411764705882353,18.701007838745802,0.4411764705882353,0.15294117647058825,0.025691699604743084,0.13450292397660818,0.14882506527415143,0.025,0.03571428571428571,0.038461538461538464,0.06862745098039216,0.1513157894736842,0.22594142259414227,0.14285714285714285,0.11864406779661017,0.2857142857142857,0.31716417910447764,0.6235294117647059,0.726027397260274,0.3584905660377358,0.06343283582089553,0.29411764705882354,0.3333333333333333,0.21641791044776118,0.4827586206896552,0.4827586206896552,0.6428571428571429,0.0708955223880597,0.42105263157894735,0.42105263157894735,1.0,0.332089552238806,0.4943820224719101,0.5,0.9090909090909091,0.38235294117647056,0.029411764705882353,0.38235294117647056,0.46153846153846156,0.8333333333333334,0.2967032967032967,0.5555555555555556,0.08791208791208792,0.37362637362637363,0.4117647058823529,0.7201492537313433,0.4943820224719101,0.5149028089887641,0.4934538461538462,0.5023755555555557,0.10689655172413794,0.17032967032967034,0.12532637075718014,0.34464751958224543,8.097499999999998,25.07592592592593,0.369949494949495,10.0,,3.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,9.0,6.0,2.0,,4.0,,0.009259259259259259,0.11764705882352941,,0.07936507936507936,0.01818181818181818,0.02336448598130841,0.005555555555555556,0.03597122302158273,,0.035398230088495575,0.4,0.7692307692307693,0.1,,,0.375,1.0,,,,,,,0.011235955056179775,True,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,49150.0,819,140,1512,1498,558,488,187,3010,58.0,92,28.0,9.0,18,20.0,47.0,5.0,24,13.0,39.0,3.0,17.0,5.0,16.0,,,2.0,8.0,83.0,163,18.0,55.0,81,301,1507,25.0,39.0,,3.0,62.0,18.0,44,6.0,25.0,45.0,99,92.0,74.0,48.0,6.0,30.0,1.0,15.0,5.0,16,16.0,14.0,30.0,9.0,5.0,12.0,3.0,1.0,74.0,35.0,23.0,65,88,51.0,139,25.0,15.0,10.0,14.0,,8.0,11.0,2.0,6.0,3.0,1.0,25.0,6.0,35.0,68,4.0,104,7.0,,42.0,14.0,,,18.0,7.0,99,558,12.0,0.5542168674698795,0.6764705882352942,0.8888888888888888,0.32727272727272727,,0.24,0.3333333333333333,0.50920245398773,0.6410256410256411,0.4090909090909091,0.5045871559633027,0.5952380952380952,0.391304347826087,0.5636704119850188,0.6458333333333334,0.5103092783505154,0.25229357798165136,0.09815950920245399,0.13043478260869565,16.859791425260717,0.56,0.1252408477842004,0.06944444444444445,0.13450292397660818,0.12753623188405797,0.07,0.07329842931937172,0.09929078014184398,0.11976047904191617,0.16279069767441862,0.10762331838565023,0.12605042016806722,0.15384615384615385,0.3888888888888889,0.42201834862385323,0.6304347826086957,0.725,0.5344827586206896,0.21559633027522937,0.425531914893617,0.46511627906976744,0.11009174311926606,0.20833333333333334,0.20833333333333334,0.8,0.17889908256880735,0.3333333333333333,0.3333333333333333,0.8461538461538461,0.07339449541284404,0.3125,0.3125,1.0,0.6666666666666666,0.07142857142857142,,,,0.2608695652173913,0.5,0.2463768115942029,0.11594202898550725,0.25,0.6743119266055045,0.3333333333333333,0.5055064516129033,0.5238180555555555,0.48635441176470595,0.16600790513833993,0.21212121212121213,0.2059800664451827,0.3289036544850498,4.9079754601227,24.51636363636364,0.36904761904761907,19.0,,4.0,12.0,,14.0,2.0,,4.0,3.0,3.0,18.0,15.0,,3.0,,,0.0851063829787234,,,0.0392156862745098,0.07142857142857142,0.040697674418604654,0.10434782608695652,0.024691358024691357,0.04081632653061224,0.55,0.6785714285714286,0.15789473684210525,,,0.23529411764705882,,,,,1.0,,,,True,,
2248,1610612763,Earl Watson,Earl Watson,2248,MEM,50786.0,846,94,1543,1540,508,520,177,3083,55.0,112,8.0,24.0,43,15.0,29.0,18.0,42,3.0,15.0,2.0,1.0,23.0,67.0,,4.0,4.0,18.0,88.0,183,26.0,82.0,42,296,1523,6.0,14.0,,6.0,13.0,31.0,61,4.0,19.0,21.0,95,30.0,146.0,60.0,18.0,4.0,2.0,65.0,23.0,23,122.0,33.0,155.0,20.0,13.0,66.0,17.0,39.0,343.0,12.0,17.0,46,65,18.0,83,34.0,16.0,18.0,45.0,9.0,31.0,28.0,5.0,14.0,2.0,2.0,73.0,25.0,29.0,83,9.0,57,7.0,,25.0,7.0,1.0,1.0,7.0,4.0,95,508,14.0,0.17045454545454544,0.1744186046511628,0.7692307692307693,0.3170731707317073,,0.21052631578947367,0.325,0.4808743169398907,0.42857142857142855,0.5081967213114754,0.47924528301886793,0.3,0.4625,0.5103448275862069,0.30952380952380953,0.5163043478260869,0.30943396226415093,0.12568306010928962,0.17857142857142858,20.68376068376068,0.6164383561643836,0.08394160583941605,0.022900763358778626,0.10119047619047619,0.08798882681564246,0.025677603423680456,0.02643171806167401,0.0234375,0.07407407407407407,0.05925925925925926,0.10714285714285714,0.125,0.05357142857142857,0.5714285714285714,0.4226415094339623,0.49107142857142855,0.5978260869565217,0.18181818181818182,0.10943396226415095,0.5172413793103449,0.5555555555555556,0.15849056603773584,0.42857142857142855,0.43902439024390244,0.16666666666666666,0.05660377358490566,0.2,0.21428571428571427,0.6666666666666666,0.2528301886792453,0.34328358208955223,0.34328358208955223,0.782608695652174,0.4,0.1,0.2,,,0.5375,0.5581395348837209,0.0125,0.225,0.2222222222222222,0.7320754716981132,0.35384615384615387,0.5149290874524715,0.5046235294117648,0.5141198717948718,0.08833922261484099,0.12437810945273632,0.04391891891891892,0.32094594594594594,5.602185792349727,25.128048780487806,0.3292287751134154,4.0,,,1.0,1.0,6.0,,2.0,2.0,3.0,4.0,6.0,5.0,1.0,,,0.012195121951219513,0.06896551724137931,0.06666666666666667,0.03389830508474576,,0.03389830508474576,0.01775147928994083,0.027522935779816515,0.04411764705882353,0.01639344262295082,0.13333333333333333,0.5,0.25,,,,,,,,,0.023809523809523808,,,True,,
