EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFtPoints,PenaltyFtPoints,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassTurnovers,ShootingFouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,PenaltyFG2M,PtsPutbacks,Corner3Assists,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,BlockedLongMidRange,SecondChanceFg2Pct,PenaltyFg2Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Corner3FGM,PtsUnassisted3s,2pt And 1 Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,Travels,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,BlockedShortMidRange,Technical Free Throw Trips,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,OffensiveGoaltends,on,SecondChanceCorner3FGA,Fg3aBlocked,Clear Path Fouls,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1065,1610612749,Erick Strickland,Erick Strickland,1065,MIL,2525.0,42,10.0,74,72,19,30,9,146,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,6.0,1.0,2.0,1.0,3.0,5.0,9,3.0,8.0,4.0,23.0,69,1.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,8.0,2.0,9.0,6.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,2.0,1.0,4.0,5.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5,2.0,6.0,3.0,3.0,19,3.0,0.8,0.8,1.0,0.375,0.5,0.25,0.375,0.5555555555555556,0.5588235294117647,0.5,0.25,0.575,0.5,0.25,0.47058823529411764,24.444444444444443,0.5,0.15384615384615385,0.06896551724137931,0.1111111111111111,0.14285714285714285,0.04878048780487805,0.07142857142857142,0.14285714285714285,0.25,0.2,0.16666666666666666,0.23529411764705882,0.5,0.5,0.5,0.11764705882352941,0.17647058823529413,1.0,1.0,1.0,0.11764705882352941,0.35294117647058826,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.16666666666666666,0.5,0.3333333333333333,0.7058823529411765,0.5,0.510185294117647,0.5607,0.4694583333333333,0.15,0.25,0.13043478260869565,0.13043478260869565,8.68888888888889,25.262500000000003,0.25675675675675674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1985,1610612749,Zendon Hamilton,Zendon Hamilton,1985,MIL,4110.0,68,9.0,130,132,40,51,12,262,1.0,9.0,3.0,2.0,,4.0,,,,,,,,,2.0,15,,,5.0,9.0,114,3.0,,,1.0,4.0,,,3.0,4.0,,,,,4.0,,4.0,,2.0,1.0,1.0,8.0,5.0,2.0,6.0,10.0,7.0,17.0,4.0,3.0,2.0,,1.0,1.0,3.0,10,2.0,12.0,5.0,3.0,40,,1.0,1.0,,,,,,0.13333333333333333,0.13333333333333333,,,0.21428571428571427,0.125,0.21428571428571427,,16.551724137931036,0.6666666666666666,0.13043478260869565,0.09259259259259259,0.125,0.12903225806451613,0.09230769230769231,0.15,0.08333333333333333,,0.11538461538461539,0.1,0.6,0.1111111111111111,0.25,1.0,0.13333333333333333,0.26666666666666666,,,,,,,,,1.0,,,,,,,0.6,,0.4716666666666667,0.5679666666666666,0.46710000000000007,0.25,0.25,0.1111111111111111,0.3333333333333333,6.480000000000001,,0.3076923076923077,2.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.5555555555555556,1.0,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.1875,0.16666666666666666,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2033,1610612749,Marcus Fizer,Marcus Fizer,2033,MIL,8455.0,141,-23.0,258,263,65,90,33,521,8.0,18.0,8.0,16.0,8.0,16.0,,,,,,,,,22.0,50,,,11.0,55.0,285,10.0,,,12.0,9.0,,,14.0,32.0,12.0,,,,14.0,3.0,17.0,2.0,9.0,,5.0,37.0,7.0,3.0,15.0,18.0,8.0,26.0,2.0,1.0,4.0,,4.0,3.0,8.0,19,2.0,16.0,5.0,14.0,65,1.0,0.7272727272727273,0.8421052631578947,,,,,,0.44,0.44,0.6,0.6666666666666666,0.47413793103448276,0.6,0.6363636363636364,,22.22222222222222,0.5,0.18292682926829268,0.06363636363636363,0.10714285714285714,0.16363636363636364,0.05785123966942149,0.05405405405405406,0.0625,0.25,0.17857142857142858,0.09090909090909091,0.36,0.4444444444444444,0.4444444444444444,0.375,0.32,0.32,0.5,0.5,0.875,,,,,,0.8,,,,,,,0.36,,0.442466,0.5214333333333334,0.4328777777777778,0.09090909090909091,0.09090909090909091,0.21818181818181817,0.2545454545454545,8.862000000000002,,0.25193798449612403,3.0,6.0,,2.0,2.0,,1.0,,1.0,1.0,7.0,3.0,1.0,,1.0,1.0,,,0.04,,,0.07142857142857142,,,0.13333333333333333,0.16666666666666666,1.0,0.375,0.42857142857142855,1.0,0.3333333333333333,4.0,3.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,0.6,0.6666666666666666,0.125,0.08,0.07692307692307693,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2229,1610612749,Mike James,Mike James,2229,MIL,14390.0,240,-11.0,447,455,117,156,59,902,10.0,19.0,1.0,20.0,11.0,28.0,5.0,,10.0,26.0,1.0,3.0,3.0,7.0,31.0,67,13.0,31.0,14.0,115.0,475,6.0,1.0,3.0,9.0,19.0,3.0,7.0,34.0,26.0,36.0,36.0,26.0,10.0,30.0,5.0,35.0,4.0,16.0,3.0,11.0,75.0,5.0,4.0,10.0,15.0,6.0,21.0,10.0,7.0,7.0,1.0,3.0,1.0,10.0,22,,19.0,8.0,34.0,117,2.0,0.41935483870967744,0.43333333333333335,0.9230769230769231,0.41935483870967744,0.3333333333333333,0.42857142857142855,0.41935483870967744,0.4626865671641791,0.5153061224489796,0.5,0.5576923076923077,0.5424528301886793,0.5,0.5666666666666667,0.3163265306122449,22.307692307692307,0.7,0.06896551724137931,0.025380710659898477,0.07017543859649122,0.06930693069306931,0.02643171806167401,0.02702702702702703,0.03896103896103896,0.05714285714285714,0.09090909090909091,0.08888888888888889,0.19387755102040816,0.5263157894736842,0.625,0.5,0.20408163265306123,0.2857142857142857,0.39285714285714285,0.39285714285714285,0.5454545454545454,0.05102040816326531,0.2653061224489796,0.38461538461538464,0.38461538461538464,0.9,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,,0.2692307692307692,0.42857142857142855,0.5102040816326531,0.38461538461538464,0.4647427835051546,0.45019375,0.39529200000000003,0.07766990291262135,0.1111111111111111,0.0782608695652174,0.2956521739130435,10.271641791044775,26.26451612903226,0.26174496644295303,2.0,10.0,,5.0,5.0,1.0,,1.0,3.0,6.0,8.0,3.0,,,,,,,0.07462686567164178,0.15789473684210525,0.14285714285714285,,0.03333333333333333,0.043478260869565216,0.045454545454545456,,,0.5,0.5555555555555556,0.2,0.07692307692307693,1.0,2.0,3.0,10.0,2.0,1.0,2.0,,1.0,2.0,1.0,,0.5,0.5263157894736842,0.1,,0.0425531914893617,1.0,1.0,3.0,3.0,3.0,0.6,0.6,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
383,1610612749,Kendall Gill,Kendall Gill,383,MIL,17010.0,284,-17.0,534,542,173,230,68,1076,14.0,23.0,3.0,8.0,13.0,40.0,7.0,5.0,,2.0,,1.0,,,29.0,71,3.0,9.0,18.0,85.0,571,8.0,,1.0,11.0,17.0,2.0,5.0,32.0,42.0,16.0,9.0,2.0,,18.0,9.0,27.0,5.0,9.0,5.0,4.0,63.0,9.0,7.0,19.0,26.0,11.0,37.0,14.0,9.0,6.0,1.0,3.0,3.0,9.0,37,3.0,20.0,10.0,32.0,173,8.0,0.7241379310344828,0.7777777777777778,1.0,0.3333333333333333,,0.4,0.3333333333333333,0.4084507042253521,0.41875,0.5555555555555556,0.5,0.47752808988764045,0.55,0.5925925925925926,0.1125,15.806451612903226,0.6666666666666666,0.11585365853658537,0.039301310043668124,0.10144927536231885,0.11158798283261803,0.04150943396226415,0.024390243902439025,0.042105263157894736,0.05405405405405406,0.17105263157894737,0.11538461538461539,0.2875,0.6086956521739131,0.7,0.6428571428571429,0.1,0.5,0.325,0.325,0.7692307692307693,0.0875,0.025,,,,0.3333333333333333,0.1111111111111111,,,0.22727272727272727,,,0.4,,0.4667087499999999,0.4431277777777778,0.45949545454545454,0.11363636363636363,0.12658227848101267,0.12941176470588237,0.3764705882352941,11.508450704225352,23.755555555555556,0.32397003745318353,6.0,2.0,1.0,10.0,3.0,2.0,,,5.0,3.0,15.0,1.0,4.0,4.0,4.0,1.0,,,0.04225352112676056,0.13043478260869565,,,0.05555555555555555,0.07692307692307693,0.0784313725490196,0.058823529411764705,0.25,0.25,0.25,1.0,0.2727272727272727,2.0,4.0,5.0,8.0,4.0,4.0,1.0,,1.0,4.0,1.0,,0.625,0.47058823529411764,,0.057692307692307696,0.022727272727272728,0.6666666666666666,0.6666666666666666,3.0,,2.0,0.42857142857142855,0.42857142857142855,1.0,2.0,1.0,0.5,0.4,,,,,,,True,,,,,,,,,,,,,,,,,,
693,1610612749,Joe Smith,Joe Smith,693,MIL,5003.0,83,-7.0,158,160,53,69,19,318,6.0,12.0,7.0,4.0,2.0,8.0,,,,,,,,,11.0,24,,,6.0,28.0,170,8.0,,,8.0,8.0,,,9.0,16.0,6.0,,,,1.0,2.0,3.0,,,,1.0,8.0,8.0,3.0,7.0,12.0,10.0,22.0,,,1.0,,,,1.0,11,1.0,8.0,4.0,9.0,53,3.0,0.7272727272727273,1.0,,,,,,0.4583333333333333,0.4583333333333333,0.375,0.5,0.5,0.4444444444444444,0.5,,16.022099447513813,1.0,0.175,0.11594202898550725,0.16666666666666666,0.1724137931034483,0.12345679012345678,0.25,0.03125,0.25,0.15,0.07692307692307693,0.5,0.5,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.25,0.25,1.0,,,,,,0.875,,,,,,,0.5,,0.47672083333333326,0.5356142857142857,0.497425,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.32142857142857145,7.658333333333334,,0.33544303797468356,4.0,3.0,2.0,1.0,3.0,2.0,,2.0,,1.0,5.0,,,,,,,1.0,0.125,0.25,0.2857142857142857,,0.16666666666666666,0.2,0.16666666666666666,0.4,,0.75,0.75,1.0,0.5,3.0,2.0,3.0,4.0,6.0,2.0,,,,1.0,,,0.375,0.5,,0.11764705882352941,,0.42857142857142855,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2067,1610612749,Eddie House,Eddie House,2067,MIL,1970.0,33,,69,68,31,48,9,137,,,,,2.0,10.0,2.0,2.0,2.0,2.0,,,,,2.0,10,4.0,4.0,,16.0,75,,,,,4.0,2.0,2.0,8.0,2.0,2.0,12.0,2.0,2.0,3.0,,3.0,,,2.0,1.0,6.0,,1.0,2.0,3.0,,3.0,2.0,1.0,,,,,,2,,,,8.0,31,1.0,0.5,0.5,1.0,1.0,,1.0,1.0,0.2,0.5714285714285714,,0.6666666666666666,0.5714285714285714,,0.6666666666666666,0.2857142857142857,17.72151898734177,,0.09090909090909091,,0.16666666666666666,0.10714285714285714,,,,,0.125,0.2,,,,,,0.7142857142857143,0.2,0.2,0.5,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,,,,,0.3333333333333333,,,0.2857142857142857,1.0,0.44588571428571433,,0.4347916666666667,,,,0.5,19.62,24.95,0.4492753623188406,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1,,,,,,,,,,1.0,,,,,,,,,,0.25,,,,,,2.0,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
2585,1610612749,Zaza Pachulia,Zaza Pachulia,2585,MIL,9549.0,159,2.0,288,290,63,79,39,578,15.0,33.0,14.0,13.0,1.0,1.0,,,,1.0,,,,1.0,18.0,47,,1.0,19.0,55.0,296,15.0,,,20.0,10.0,,1.0,12.0,18.0,18.0,,,,6.0,2.0,8.0,2.0,,1.0,5.0,18.0,12.0,14.0,21.0,36.0,16.0,52.0,9.0,5.0,5.0,1.0,6.0,2.0,11.0,19,2.0,28.0,13.0,12.0,63,2.0,0.5,0.6428571428571429,,,,,,0.3829787234042553,0.375,0.4666666666666667,0.36363636363636365,0.45081967213114754,0.5263157894736842,0.42857142857142855,0.020833333333333332,21.114369501466275,0.45454545454545453,0.21212121212121213,0.09302325581395349,0.4117647058823529,0.2631578947368421,0.09333333333333334,0.1836734693877551,0.0196078431372549,0.20833333333333334,0.17391304347826086,0.4074074074074074,0.6875,0.45454545454545453,0.5,0.4666666666666667,0.2708333333333333,0.020833333333333332,1.0,1.0,1.0,,0.020833333333333332,,,,0.9333333333333333,,,,,0.09090909090909091,,0.7083333333333334,,0.4911978723404255,0.5222666666666667,0.5176,0.22033898305084745,0.22413793103448276,0.36363636363636365,0.21818181818181817,3.0851063829787235,76.8,0.21875,8.0,2.0,6.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,7.0,2.0,3.0,2.0,3.0,2.0,1.0,,0.0851063829787234,0.09090909090909091,0.25,0.125,0.09523809523809523,0.15384615384615385,0.27586206896551724,0.42857142857142855,0.6666666666666666,0.15384615384615385,0.16666666666666666,0.5,0.7272727272727273,7.0,4.0,7.0,4.0,8.0,,4.0,,1.0,2.0,3.0,,0.4666666666666667,0.4,0.07692307692307693,0.06896551724137931,0.16,0.5,0.5,,,2.0,,,,,1.0,0.42857142857142855,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,
2046,1610612749,Desmond Mason,Desmond Mason,2046,MIL,8011.0,134,-39.0,250,264,90,125,30,514,10.0,20.0,4.0,5.0,5.0,12.0,,,1.0,2.0,,,1.0,2.0,19.0,37,1.0,2.0,15.0,56.0,297,4.0,,,,14.0,1.0,2.0,25.0,22.0,16.0,3.0,1.0,1.0,1.0,,1.0,,,1.0,,2.0,2.0,2.0,10.0,12.0,3.0,15.0,2.0,1.0,1.0,2.0,5.0,,6.0,19,,23.0,9.0,25.0,90,5.0,0.5789473684210527,0.5789473684210527,1.0,0.5,,0.5,1.0,0.5135135135135135,0.5256410256410257,,0.46875,0.5714285714285714,,0.5681818181818182,0.05128205128205128,19.09722222222222,0.16666666666666666,0.12987012987012986,0.018518518518518517,0.05128205128205128,0.10344827586206896,0.023809523809523808,0.02127659574468085,,0.25,0.15789473684210525,0.06896551724137931,0.5128205128205128,0.5,0.5,0.8,0.1282051282051282,0.3076923076923077,0.4166666666666667,0.4166666666666667,0.2,,0.05128205128205128,0.5,0.5,1.0,1.0,,,,,0.125,0.5,0.5641025641025641,1.0,0.4849723684210526,0.5337000000000001,0.5139366666666667,0.1956521739130435,0.20454545454545456,,0.44642857142857145,6.916216216216217,53.300000000000004,0.36,10.0,4.0,,10.0,,1.0,,,1.0,1.0,7.0,3.0,,,,,,,,,,,0.05555555555555555,,0.037037037037037035,,,0.8,0.8,0.5,0.625,,4.0,,6.0,,,1.0,,,2.0,2.0,,,0.42857142857142855,,0.07142857142857142,0.05555555555555555,,0.4,,,2.0,,,,,,,,1.0,,1.0,0.14285714285714285,,,True,,,,,,,,,,,,,,,,,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,2987.0,50,-3.0,101,103,64,84,13,204,4.0,7.0,,4.0,2.0,5.0,1.0,1.0,,,,,,,9.0,16,,1.0,9.0,27.0,118,,,,,9.0,,1.0,25.0,6.0,12.0,,,,8.0,3.0,11.0,2.0,4.0,1.0,3.0,25.0,1.0,3.0,3.0,6.0,1.0,7.0,2.0,,2.0,1.0,2.0,2.0,4.0,6,1.0,10.0,3.0,25.0,64,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.5625,0.5294117647058824,,0.8,0.6428571428571429,,0.8928571428571429,0.058823529411764705,21.008403361344538,0.5,0.15789473684210525,0.024390243902439025,0.17647058823529413,0.16666666666666666,0.02127659574468085,0.06666666666666667,,0.5,0.14285714285714285,0.08333333333333333,0.4117647058823529,0.5714285714285714,0.8,,0.23529411764705882,0.29411764705882354,0.4,0.4,0.5,0.058823529411764705,,,,,,,,,0.1,,,0.47058823529411764,,0.4890735294117647,,0.47218499999999997,0.16666666666666666,0.17647058823529413,,0.9259259259259259,8.5,22.7,0.6336633663366337,3.0,3.0,,9.0,3.0,,,,2.0,,4.0,3.0,,,,,,,0.1875,0.2857142857142857,,,,,,0.4,,0.75,1.0,0.6666666666666666,0.3,,3.0,,8.0,,1.0,,,,2.0,,,,0.8888888888888888,0.25,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,
