EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFtPoints,ShortMidRangeAssists,Loose Ball Fouls,TwoPtShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,LongMidRangeAssists,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,DefThreePtRebounds,LostBallSteals,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Corner3Assists,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
109,1610612759,Robert Horry,Robert Horry,109,SAS,5140.0,86,-4.0,163,162,86.0,78.0,21,325,1.0,2.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,3.0,2.0,4.0,9.0,2.0,5.0,3.0,12.0,5.0,12.0,6.0,27.0,162,1.0,3.0,2.0,2.0,6.0,2.0,7.0,6.0,16.0,4.0,2.0,12.0,3.0,9.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,4.0,4.0,1.0,8.0,1.0,9.0,9.0,18.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,7.0,3.0,6.0,4.0,7.0,1.0,6.0,3.0,3.0,1.0,2.0,3.0,2.0,16.0,86.0,2.0,0.6666666666666666,0.6666666666666666,0.8,0.4166666666666667,0.2857142857142857,0.4166666666666667,0.25,0.3333333333333333,0.3333333333333333,0.4375,0.3333333333333333,0.38461538461538464,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5,0.16666666666666666,18.18181818181818,0.5714285714285714,0.1111111111111111,0.2,0.13333333333333333,0.08,0.18181818181818182,0.11428571428571428,0.1111111111111111,0.05,0.15789473684210525,0.08333333333333333,0.3,0.07142857142857142,0.13636363636363635,0.16666666666666666,0.07142857142857142,0.6666666666666666,0.08333333333333333,0.5,1.0,1.0,0.16666666666666666,0.25,0.3333333333333333,0.4,0.5,0.125,0.3333333333333333,0.3333333333333333,1.0,0.375,0.4444444444444444,0.4444444444444444,0.75,0.3333333333333333,0.07692307692307693,1.0,0.15384615384615385,0.38461538461538464,0.4,0.5833333333333334,0.4444444444444444,0.45218125000000003,0.3137666666666667,0.4578692307692308,0.07407407407407407,0.5925925925925926,11.875,24.933333333333337,0.5276073619631901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,3847.0,64,-47.0,118,129,41.0,48.0,16,247,2.0,3.0,,,,2.0,2.0,4.0,1.0,1.0,,,,,,5.0,9.0,1.0,1.0,4.0,17.0,150,,,1.0,1.0,2.0,,,3.0,5.0,6.0,4.0,3.0,,,,1.0,3.0,,3.0,,1.0,6.0,1.0,1.0,,3.0,3.0,6.0,2.0,8.0,,,,1.0,,1.0,,1.0,,2.0,,,2.0,6.0,1.0,8.0,2.0,2.0,2.0,,2.0,2.0,5.0,41.0,,0.6,0.6,1.0,1.0,,1.0,0.5555555555555556,,0.5,0.65,,0.5,0.6071428571428571,0.5,0.5,0.1,0.1111111111111111,0.3333333333333333,,11.940298507462686,0.5,0.5,,0.0625,0.022222222222222223,0.07692307692307693,0.05555555555555555,0.034482758620689655,,0.0625,,0.25,,0.047619047619047616,0.1,,1.0,0.3,0.6666666666666666,1.0,0.5,0.2,0.4,0.5,0.5,1.0,0.1,1.0,1.0,1.0,,,,,,,,,,,0.4,,0.45712,,0.3899,0.058823529411764705,0.29411764705882354,9.133333333333333,23.3,0.3474576271186441,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.16666666666666666,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,2602.0,43,14.0,81,79,25.0,15.0,13,160,3.0,4.0,3.0,1.0,2.0,11.0,5.0,10.0,,,,1.0,1.0,1.0,1.0,11.0,25.0,1.0,1.0,8.0,33.0,75,3.0,6.0,6.0,4.0,7.0,1.0,1.0,2.0,13.0,4.0,18.0,3.0,,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,9.0,1.0,3.0,,12.0,1.0,13.0,4.0,17.0,,1.0,1.0,,,,,,,,,,2.0,2.0,,11.0,1.0,1.0,1.0,,1.0,1.0,13.0,25.0,,0.18181818181818182,0.2,1.0,1.0,1.0,1.0,0.44,0.5,0.5714285714285714,0.4807692307692308,0.5,0.6875,0.532258064516129,0.5,0.7222222222222222,0.038461538461538464,0.04,,,32.97872340425532,,0.3333333333333333,,0.375,0.0967741935483871,0.125,0.34285714285714286,0.10256410256410256,0.09090909090909091,,,0.3333333333333333,0.375,0.5714285714285714,0.29411764705882354,,1.0,0.15384615384615385,0.75,0.75,,0.4230769230769231,0.38461538461538464,0.5,0.5,0.2,,,,,0.038461538461538464,1.0,1.0,1.0,0.5,0.25,0.5,,0.125,1.0,0.19230769230769232,1.0,0.38728076923076926,0.41235999999999995,0.3778375,0.18181818181818182,0.3939393939393939,10.308,24.2,0.30864197530864196,3.0,,,,5.0,0.2727272727272727,0.3,0.16666666666666666,0.1724137931034483,2.0,2.0,1.0,1.0,0.09090909090909091,0.16666666666666666,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,3341.0,56,-1.0,104,101,32.0,27.0,15,205,3.0,4.0,,1.0,2.0,1.0,,3.0,,2.0,,,1.0,,1.0,3.0,8.0,,3.0,3.0,9.0,104,,1.0,,1.0,5.0,,1.0,3.0,5.0,4.0,2.0,,,1.0,,,8.0,,8.0,,3.0,16.0,,2.0,,7.0,,8.0,2.0,10.0,,2.0,1.0,4.0,3.0,2.0,,1.0,,6.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,,1.0,,5.0,32.0,,0.6666666666666666,0.6666666666666666,,,,,0.375,,0.2,0.2727272727272727,,0.16666666666666666,0.375,,0.35714285714285715,0.2727272727272727,,,,14.634146341463415,0.6666666666666666,,,0.20588235294117646,0.045454545454545456,,0.18604651162790697,0.03508771929824561,,0.07142857142857142,,,0.3,,0.2,,,0.36363636363636365,0.75,0.75,0.6666666666666666,0.09090909090909091,0.2727272727272727,,,,0.18181818181818182,,,,0.09090909090909091,,,,,0.3333333333333333,0.5,,0.16666666666666666,,0.6363636363636364,,0.5568681818181819,0.46804999999999997,0.45953333333333335,,0.5555555555555556,7.824999999999999,24.0,0.3076923076923077,,,,,1.0,,,0.09090909090909091,0.125,,,5.0,1.0,,0.0625,,,1.0,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2366,1610612759,Mike Wilks,Mike Wilks,2366,SAS,16137.0,269,-79.0,508,511,215.0,253.0,68,1019,15.0,27.0,3.0,9.0,12.0,13.0,6.0,21.0,5.0,9.0,3.0,,7.0,,3.0,27.0,61.0,5.0,16.0,12.0,81.0,547,3.0,3.0,9.0,12.0,20.0,,6.0,5.0,29.0,14.0,40.0,15.0,,7.0,,5.0,25.0,8.0,33.0,5.0,10.0,74.0,,4.0,,16.0,,21.0,4.0,25.0,,14.0,9.0,12.0,9.0,2.0,1.0,3.0,,14.0,1.0,4.0,10.0,26.0,,16.0,3.0,1.0,,1.0,1.0,1.0,29.0,215.0,5.0,0.25925925925925924,0.28,1.0,0.3125,,0.3125,0.4426229508196721,1.0,0.6,0.44805194805194803,0.75,0.46153846153846156,0.4764705882352941,0.75,0.5,0.2077922077922078,0.08196721311475409,0.14814814814814814,,16.923076923076923,0.8571428571428571,,,0.0851063829787234,0.021164021164021163,,0.09417040358744394,0.015810276679841896,0.031746031746031744,0.014084507042253521,,,0.046511627906976744,0.04918032786885246,0.13095238095238096,,1.0,0.35064935064935066,0.5555555555555556,0.6521739130434783,0.06666666666666667,0.16883116883116883,0.2727272727272727,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.11688311688311688,0.5555555555555556,0.5555555555555556,1.0,0.09090909090909091,,,,0.5,0.46153846153846156,0.75,0.11538461538461539,0.11538461538461539,,0.5584415584415584,,0.47122207792207776,0.5526583333333334,0.5158211538461539,0.1111111111111111,0.35802469135802467,8.5672131147541,24.256249999999998,0.42322834645669294,6.0,,6.0,1.0,5.0,0.46153846153846156,0.5,0.06097560975609756,0.07575757575757576,3.0,4.0,9.0,,0.07692307692307693,0.01818181818181818,0.3333333333333333,1.0,2.0,3.0,5.0,5.0,0.14285714285714285,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.09090909090909091,0.16666666666666666,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,7789.0,130,-19.0,239,242,97.0,96.0,34,481,4.0,6.0,,2.0,2.0,4.0,2.0,5.0,1.0,4.0,,6.0,20.0,1.0,9.0,7.0,15.0,7.0,24.0,14.0,49.0,248,,,3.0,4.0,5.0,1.0,9.0,7.0,18.0,10.0,4.0,18.0,3.0,19.0,6.0,1.0,6.0,2.0,8.0,2.0,3.0,18.0,1.0,2.0,,9.0,,13.0,3.0,16.0,1.0,3.0,3.0,4.0,3.0,1.0,,1.0,,5.0,2.0,2.0,7.0,14.0,1.0,15.0,,3.0,1.0,2.0,3.0,1.0,18.0,97.0,2.0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.2916666666666667,0.1111111111111111,0.30434782608695654,0.4666666666666667,,0.8,0.44871794871794873,1.5,0.39285714285714285,0.5111111111111111,1.5,0.5,0.6153846153846154,0.06666666666666667,,,17.98561151079137,0.8,,,0.0989010989010989,0.023255813953488372,0.02564102564102564,0.12149532710280374,0.024,0.034482758620689655,0.02857142857142857,0.038461538461538464,,0.047619047619047616,0.06451612903225806,0.15384615384615385,0.045454545454545456,0.3333333333333333,0.15384615384615385,0.6666666666666666,0.6666666666666666,1.0,0.10256410256410256,0.1282051282051282,0.4,0.4,0.5,0.10256410256410256,0.25,0.25,1.0,0.5128205128205128,0.3,0.3,0.8333333333333334,,0.14285714285714285,1.0,,0.6428571428571429,0.1111111111111111,0.7692307692307693,0.3157894736842105,0.487782894736842,0.5406,0.4251961538461539,0.061224489795918366,0.3673469387755102,9.213333333333333,25.575000000000003,0.40585774058577406,1.0,,2.0,,6.0,0.25,0.3333333333333333,0.13333333333333333,0.2857142857142857,,,1.0,,0.25,,,,,1.0,4.0,,0.25,0.23076923076923078,,1.0,1.0,1.0,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,,,,,,True,,,,,,,,,,,,,,,,,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,2288.0,38,-12.0,70,69,16.0,27.0,8,139,2.0,2.0,,1.0,1.0,6.0,,2.0,,,,,,,,4.0,10.0,,,,8.0,69,,2.0,,1.0,3.0,,,,2.0,8.0,,,,,,,,,,,,,,2.0,,3.0,,3.0,2.0,5.0,,2.0,1.0,1.0,,,,1.0,,1.0,,,4.0,5.0,,,,,,,,,2.0,16.0,,1.0,1.0,,,,,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.4,,0.3333333333333333,,,,,13.75,1.0,,,0.12,0.07142857142857142,,0.10344827586206896,0.05128205128205128,0.2,,,,,0.2857142857142857,0.07692307692307693,,,0.2,1.0,1.0,1.0,0.6,0.2,,,,,,,,,,,,,0.3333333333333333,1.0,,,,0.2,,0.38552,0.3507,0.36823333333333336,,0.25,9.24,,0.22857142857142856,2.0,,,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,1830.0,30,-23.0,59,63,22.0,30.0,12,122,4.0,10.0,2.0,2.0,5.0,3.0,1.0,4.0,,,,,2.0,,1.0,7.0,17.0,,2.0,,14.0,78,2.0,4.0,4.0,3.0,6.0,,1.0,,6.0,,14.0,,,2.0,,5.0,3.0,2.0,5.0,,,12.0,,,,2.0,,2.0,,2.0,,1.0,,2.0,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,,6.0,22.0,,,,,,,,0.4117647058823529,0.5,0.5,0.3684210526315789,0.5,0.42857142857142855,0.3684210526315789,0.5,0.42857142857142855,0.10526315789473684,0.29411764705882354,0.4,,29.166666666666668,1.0,,,0.11764705882352941,,,0.1,,,,,,,0.125,0.125,,,0.5263157894736842,0.4,0.6666666666666666,,0.15789473684210525,0.21052631578947367,0.25,0.25,,,,,,0.10526315789473684,,,,0.5,0.7142857142857143,0.4,,0.14285714285714285,,0.631578947368421,,0.5003444444444445,0.5055333333333333,0.5366166666666666,0.2857142857142857,0.42857142857142855,6.458823529411764,32.85,0.3728813559322034,2.0,,,,,0.6666666666666666,1.0,,,1.0,,3.0,,0.3333333333333333,,,0.5,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
299,1610612759,Glenn Robinson,Glenn Robinson,299,SAS,3022.0,50,-15.0,95,95,15.0,44.0,11,190,2.0,3.0,1.0,,,9.0,4.0,6.0,1.0,2.0,,,1.0,,,10.0,18.0,1.0,3.0,3.0,26.0,106,,1.0,,1.0,2.0,,,1.0,3.0,10.0,10.0,3.0,,1.0,,2.0,2.0,,2.0,,,4.0,,1.0,,5.0,3.0,9.0,1.0,10.0,,1.0,1.0,6.0,4.0,,,2.0,,6.0,,1.0,3.0,4.0,,4.0,,1.0,,1.0,1.0,,3.0,15.0,,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.5555555555555556,,0.5,0.5476190476190477,,0.5,0.5652173913043478,,0.5,0.14285714285714285,0.1111111111111111,,,26.605504587155963,1.0,0.375,,0.15625,0.02631578947368421,,0.15,0.022222222222222223,,,,,,,0.3333333333333333,,,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.42857142857142855,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.75,0.09523809523809523,0.5,0.5,1.0,0.047619047619047616,,,,1.0,,,,,,0.2857142857142857,,0.4502404761904761,0.4537,0.3705,,0.11538461538461539,11.672222222222224,23.2,0.15789473684210525,4.0,,1.0,,2.0,0.4444444444444444,0.5714285714285714,0.08695652173913043,0.1,,,1.0,,0.2222222222222222,0.08333333333333333,0.25,,,,1.0,,0.125,,,,,,,,,0.5,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,
1737,1610612759,Nazr Mohammed,Nazr Mohammed,1737,SAS,3867.0,64,-45.0,120,127,57.0,66.0,21,247,14.0,23.0,12.0,5.0,10.0,11.0,,1.0,,,,,,,,16.0,35.0,,,4.0,36.0,149,7.0,13.0,16.0,5.0,17.0,,,4.0,14.0,16.0,16.0,,,,,5.0,1.0,,1.0,,1.0,2.0,1.0,13.0,,6.0,2.0,9.0,14.0,23.0,3.0,,,1.0,,2.0,,1.0,1.0,3.0,,1.0,12.0,15.0,,10.0,2.0,4.0,4.0,,4.0,3.0,14.0,57.0,,0.5,0.8,,,,,0.45714285714285713,0.5384615384615384,0.29411764705882354,0.45714285714285713,0.5384615384615384,0.29411764705882354,0.46153846153846156,0.5714285714285714,0.3333333333333333,,0.14285714285714285,0.17391304347826086,,28.187919463087248,0.3333333333333333,0.2222222222222222,,0.13333333333333333,0.22033898305084745,0.0625,0.125,0.18666666666666668,0.21428571428571427,0.08333333333333333,,0.125,0.2727272727272727,0.11764705882352941,0.058823529411764705,0.21428571428571427,0.75,0.6571428571428571,0.6086956521739131,0.7368421052631579,0.42857142857142855,0.3142857142857143,0.02857142857142857,,,,,,,,,,,,0.9230769230769231,0.5882352941176471,0.5,,,,0.6571428571428571,,0.5078828571428572,0.5540727272727273,0.4831705882352941,0.4444444444444444,0.3888888888888889,3.5942857142857148,,0.475,2.0,2.0,,1.0,4.0,0.18181818181818182,0.2,0.10810810810810811,0.10810810810810811,7.0,12.0,,2.0,0.09090909090909091,0.3157894736842105,1.0,0.5833333333333334,,,1.0,,0.09090909090909091,0.16666666666666666,,,,,,,,,,,,,,,1.0,0.14285714285714285,,,True,,,,,,,,,,,,,,,,,,
