EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyCorner3FGM,Fg3aBlocked,FTDefRebounds,Clear Path Fouls,Loose Ball Fouls,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,BlockedCorner3,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends,Arc3PctBlocked,3pt And 1 Free Throw Trips,on
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,80361.0,1339,37,2487,2485,512,541,298,4972,47.0,76,4.0,9.0,11.0,11.0,19.0,46.0,118,10.0,34.0,1.0,3.0,6.0,66.0,192.0,9.0,18.0,9.0,38.0,104,213,76.0,226.0,39,475,2609,4.0,13.0,10.0,21.0,1.0,39.0,20,35,9.0,44.0,14.0,81,44.0,164.0,165.0,63.0,2.0,2.0,190.0,66.0,8.0,222.0,56.0,278.0,35.0,21.0,118.0,37.0,67.0,612.0,1.0,9.0,1.0,19.0,49,68,11.0,79,1.0,52.0,34.0,18.0,57.0,14.0,47.0,27.0,3.0,10.0,1.0,5.0,84.0,1.0,19.0,21.0,55,3.0,51,3.0,15.0,13.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,81,512,8.0,0.21153846153846154,0.21359223300970873,0.7236842105263158,0.336283185840708,0.47619047619047616,0.20454545454545456,0.3392857142857143,0.48826291079812206,0.3076923076923077,0.5714285714285714,0.49658314350797267,0.5588235294117647,0.4240506329113924,0.5087912087912088,0.5588235294117647,0.4482758620689655,0.5148063781321185,0.03755868544600939,0.09210526315789473,0.00847457627118644,19.032485875706215,0.6785714285714286,0.01282051282051282,0.05326086956521739,0.01076555023923445,0.0811965811965812,0.0028735632183908046,0.058925476603119586,0.008445945945945946,0.013605442176870748,0.007633587786259542,0.010714285714285714,0.004132231404958678,0.056782334384858045,0.025252525252525252,0.06419753086419754,0.07228915662650602,0.10294117647058823,0.0040650406504065045,0.6666666666666666,0.17312072892938496,0.618421052631579,0.6811594202898551,0.2765957446808511,0.04328018223234624,0.5789473684210527,0.5789473684210527,0.26879271070615035,0.3898305084745763,0.39316239316239315,0.1956521739130435,0.0774487471526196,0.29411764705882354,0.29411764705882354,1.0,0.43735763097949887,0.34375,0.34375,0.6818181818181818,0.11764705882352941,0.08823529411764706,0.3333333333333333,1.0,0.5294117647058824,0.5,0.8888888888888888,0.13924050632911392,0.8181818181818182,0.0759493670886076,0.4810126582278481,0.23684210526315788,0.6879271070615034,0.3473684210526316,0.5191618993135011,0.5297115384615385,0.501155844155844,0.03111111111111111,0.05829596412556054,0.004405286343612335,0.08210526315789474,0.1705263157894737,11.52018779342723,25.180530973451326,0.20587052673904302,,,,,,,,,,,,,,,,,,,,,,,,,True
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,44024.0,734,-56,1337,1342,287,313,172,2679,72.0,122,20.0,14.0,26.0,16.0,46.0,29.0,98,12.0,32.0,,3.0,6.0,5.0,11.0,1.0,2.0,2.0,3.0,117,266,17.0,43.0,69,354,1379,20.0,28.0,1.0,5.0,5.0,48.0,21,51,4.0,9.0,22.0,76,158.0,76.0,45.0,6.0,14.0,,11.0,5.0,28.0,33.0,15.0,48.0,12.0,3.0,21.0,4.0,8.0,111.0,6.0,14.0,1.0,19.0,55,81,21.0,102,8.0,40.0,24.0,16.0,20.0,3.0,11.0,19.0,4.0,9.0,,2.0,39.0,1.0,4.0,23.0,80,9.0,97,5.0,,38.0,,13.0,10.0,,,4.0,10.0,3.0,76,287,11.0,0.6752136752136753,0.7181818181818181,0.8823529411764706,0.3953488372093023,0.2,0.4444444444444444,0.3953488372093023,0.4398496240601504,0.7142857142857143,0.4117647058823529,0.46116504854368934,0.6515151515151515,0.45,0.49859154929577465,0.6666666666666666,0.5066666666666667,0.13915857605177995,0.10526315789473684,0.13934426229508196,0.030612244897959183,25.61929595827901,0.5128205128205128,0.023255813953488372,0.11133603238866396,0.028056112224448898,0.13970588235294118,0.04285714285714286,0.11746031746031746,0.03129890453834116,0.04838709677419355,0.021897810218978103,0.011363636363636364,0.03296703296703297,0.06486486486486487,0.0673076923076923,0.17560975609756097,0.1595744680851064,0.09523809523809523,0.05517241379310345,0.3,0.3948220064724919,0.5901639344262295,0.6857142857142857,0.625,0.1488673139158576,0.34782608695652173,0.42105263157894735,0.31715210355987056,0.29591836734693877,0.30526315789473685,0.896551724137931,0.10355987055016182,0.375,0.3870967741935484,0.9166666666666666,0.03559870550161812,0.45454545454545453,0.45454545454545453,0.8,0.6060606060606061,0.09090909090909091,,,0.06060606060606061,0.5,1.0,0.43333333333333335,0.5384615384615384,0.1,0.05,0.6666666666666666,0.5339805825242718,0.45454545454545453,0.49679919093851127,0.5191,0.49514583333333334,0.1111111111111111,0.12709030100334448,,0.13559322033898305,0.21468926553672316,8.17857142857143,23.739534883720932,0.21465968586387435,16.0,2.0,1.0,7.0,1.0,4.0,1.0,5.0,1.0,0.023255813953488372,0.17391304347826086,0.03125,0.19444444444444445,0.061224489795918366,0.5,0.8,0.4375,0.3333333333333333,,,,,,,True
1899,1610612763,James Posey,James Posey,1899,MEM,42564.0,709,-87,1284,1287,338,370,142,2571,19.0,44,9.0,5.0,12.0,4.0,21.0,4.0,12,15.0,37.0,2.0,2.0,8.0,14.0,50.0,2.0,4.0,3.0,10.0,27,77,29.0,87.0,40,181,1371,1.0,10.0,4.0,6.0,8.0,22.0,8,16,5.0,18.0,23.0,54,32.0,22.0,81.0,6.0,,2.0,48.0,14.0,9.0,29.0,21.0,50.0,12.0,9.0,15.0,1.0,13.0,121.0,6.0,14.0,1.0,15.0,48,70,21.0,91,5.0,22.0,13.0,9.0,14.0,2.0,6.0,20.0,3.0,8.0,3.0,3.0,34.0,4.0,10.0,20.0,55,6.0,50,1.0,3.0,13.0,,11.0,10.0,1.0,,4.0,11.0,6.0,54,338,4.0,0.5925925925925926,0.5925925925925926,0.9310344827586207,0.3333333333333333,0.6666666666666666,0.2777777777777778,0.3411764705882353,0.35064935064935066,0.1,0.5,0.4298780487804878,0.4375,0.45588235294117646,0.47593582887700536,0.55,0.5625,0.5304878048780488,0.11688311688311688,0.13636363636363635,,15.251897860593512,0.4117647058823529,0.022222222222222223,0.1050328227571116,0.03263403263403263,0.12396694214876033,0.03314917127071823,0.10899653979238755,0.03278688524590164,0.04487179487179487,0.024,0.02702702702702703,0.03875968992248062,0.09302325581395349,0.10227272727272728,0.116751269035533,0.12195121951219512,0.1282051282051282,0.05263157894736842,0.5454545454545454,0.2682926829268293,0.4318181818181818,0.5,0.6842105263157895,0.12804878048780488,0.19047619047619047,0.2222222222222222,0.07317073170731707,0.3333333333333333,0.3333333333333333,0.5,0.22560975609756098,0.40540540540540543,0.40540540540540543,0.9333333333333333,0.3048780487804878,0.28,0.28,0.9285714285714286,0.5625,0.125,1.0,1.0,0.25,0.5,0.5,0.35294117647058826,0.4166666666666667,0.23529411764705882,0.29411764705882354,0.3,0.7987804878048781,0.2916666666666667,0.5321537037037039,0.5589392857142856,0.5463140625,0.07386363636363637,0.14606741573033707,,0.12154696132596685,0.2983425414364641,4.905194805194806,24.719540229885062,0.2632398753894081,1.0,2.0,,7.0,,3.0,1.0,5.0,,,0.14285714285714285,,0.2,0.019230769230769232,0.25,0.1111111111111111,1.0,0.25,1.0,1.0,,,,,True
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,21840.0,364,-22,676,676,113,108,78,1352,48.0,82,14.0,11.0,16.0,11.0,44.0,10.0,28,,1.0,,1.0,,,1.0,,,,1.0,69,154,,2.0,45,183,686,11.0,22.0,,1.0,2.0,24.0,13,27,,1.0,13.0,39,106.0,32.0,,,10.0,,1.0,,15.0,11.0,3.0,14.0,1.0,2.0,7.0,1.0,3.0,31.0,4.0,15.0,,10.0,28,43,19.0,62,4.0,12.0,9.0,3.0,14.0,5.0,7.0,18.0,2.0,7.0,2.0,3.0,32.0,4.0,6.0,21.0,40,5.0,59,5.0,,28.0,,4.0,21.0,1.0,1.0,11.0,22.0,15.0,39,113,3.0,0.7681159420289855,0.828125,,,,,,0.44805194805194803,0.5,0.48148148148148145,0.4423076923076923,0.4782608695652174,0.4642857142857143,0.5,0.48,0.5571428571428572,0.01282051282051282,0.09740259740259741,0.12195121951219512,,28.289473684210527,0.4375,,0.1111111111111111,0.06465517241379311,0.14925373134328357,0.047619047619047616,0.11912225705329153,0.060126582278481014,0.06976744186046512,0.08823529411764706,0.038461538461538464,0.0392156862745098,0.08333333333333333,0.2,0.08849557522123894,0.14285714285714285,0.16666666666666666,0.05714285714285714,0.6818181818181818,0.5256410256410257,0.5853658536585366,0.6666666666666666,0.7916666666666666,0.28205128205128205,0.25,0.28205128205128205,0.1794871794871795,0.35714285714285715,0.35714285714285715,0.9,0.00641025641025641,,,,0.00641025641025641,,,,0.6086956521739131,0.043478260869565216,,,,,,0.5714285714285714,0.6875,,0.03571428571428571,,0.5384615384615384,,0.4898,0.5047,0.482425,0.1564245810055866,0.15819209039548024,,0.13114754098360656,0.21311475409836064,5.300649350649351,26.8,0.16715976331360946,8.0,,,5.0,,4.0,4.0,6.0,,,0.11363636363636363,,0.5555555555555556,0.06060606060606061,0.5454545454545454,0.5714285714285714,0.25,,,,1.0,,,,True
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,137188.0,2286,57,4178,4180,987,1015,502,8358,175.0,309,95.0,41.0,75.0,75.0,199.0,70.0,172,,,,,,,3.0,,,,2.0,320,680,,3.0,131,771,4305,59.0,129.0,,,28.0,146.0,73,154,,2.0,58.0,204,470.0,170.0,,,78.0,1.0,2.0,,60.0,56.0,31.0,87.0,19.0,12.0,34.0,11.0,11.0,205.0,32.0,134.0,11.0,71.0,324,436,177.0,613,15.0,58.0,33.0,25.0,49.0,8.0,27.0,51.0,9.0,22.0,,5.0,100.0,10.0,20.0,114.0,251,23.0,198,22.0,,94.0,,16.0,69.0,,,52.0,69.0,41.0,204,987,24.0,0.734375,0.8362989323843416,,,,,,0.47058823529411764,0.4573643410852713,0.474025974025974,0.4685212298682284,0.4573643410852713,0.46794871794871795,0.5,0.4965986394557823,0.5177664974619289,0.004392386530014641,0.08823529411764706,0.1262135922330097,0.01744186046511628,18.271449548982588,0.49,0.08029197080291971,0.20702875399361023,0.09184372858122002,0.1775,0.06153846153846154,0.2010178117048346,0.08388074785245073,0.12683823529411764,0.08056872037914692,0.06288032454361055,0.052924791086350974,0.2075134168157424,0.21114369501466276,0.20451127819548873,0.15770609318996415,0.2231404958677686,0.05016722408026756,0.5942028985507246,0.45241581259150804,0.5663430420711975,0.6481481481481481,0.6914285714285714,0.2913616398243045,0.3768844221105528,0.4143646408839779,0.2518301610541728,0.4069767441860465,0.41420118343195267,0.9428571428571428,,,,,0.004392386530014641,,,,0.7364341085271318,,,,,,,0.4807692307692308,0.5466666666666666,,0.01282051282051282,,0.4568081991215227,,0.4671510263929619,0.5168409523809524,0.4557679487179486,0.12450331125827814,0.125,,0.1893644617380026,0.26459143968871596,6.959411764705885,32.93333333333333,0.23623743417903303,43.0,,,41.0,,26.0,1.0,16.0,10.0,,0.09045226130653267,,0.35344827586206895,0.08074534161490683,0.64,0.45263157894736844,0.13953488372093023,,,4.0,2.0,1.0,,,True
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,79238.0,1321,105,2434,2423,628,614,281,4857,74.0,119,7.0,21.0,39.0,8.0,20.0,60.0,113,13.0,33.0,,2.0,9.0,63.0,164.0,6.0,17.0,14.0,45.0,142,252,76.0,197.0,61,573,2500,9.0,16.0,6.0,19.0,3.0,39.0,37,70,17.0,54.0,28.0,153,158.0,126.0,219.0,9.0,2.0,,164.0,63.0,18.0,103.0,38.0,141.0,25.0,13.0,46.0,14.0,43.0,320.0,7.0,9.0,,29.0,108,141,16.0,157,3.0,31.0,22.0,9.0,38.0,10.0,26.0,44.0,9.0,12.0,4.0,2.0,82.0,8.0,18.0,52.0,116,18.0,85,8.0,1.0,32.0,,14.0,11.0,,,5.0,11.0,7.0,153,628,16.0,0.5563380281690141,0.5602836879432624,0.9605263157894737,0.38578680203045684,0.3157894736842105,0.3148148148148148,0.38578680203045684,0.5634920634920635,0.5625,0.5285714285714286,0.5701559020044543,0.5142857142857142,0.5040322580645161,0.5872689938398358,0.5,0.5352112676056338,0.43875278396436523,0.07142857142857142,0.13445378151260504,,20.548934633441675,0.4634146341463415,,0.11404435058078141,0.011152416356877323,0.1336405529953917,0.02147239263803681,0.11769759450171821,0.01412180052956752,0.019801980198019802,0.004291845493562232,0.007380073800738007,0.02074688796680498,0.054285714285714284,0.13679245283018868,0.15584415584415584,0.14666666666666667,0.1044776119402985,0.014218009478672985,0.6363636363636364,0.2650334075723831,0.6218487394957983,0.7184466019417476,0.43243243243243246,0.044543429844097995,0.4,0.4444444444444444,0.2516703786191537,0.5309734513274337,0.5309734513274337,0.7333333333333333,0.07349665924276169,0.3939393939393939,0.40625,1.0,0.36525612472160357,0.38414634146341464,0.38650306748466257,0.9523809523809523,0.2,0.05714285714285714,,,0.4857142857142857,0.35294117647058826,0.8333333333333334,0.31451612903225806,0.5384615384615384,0.07258064516129033,0.3629032258064516,0.3111111111111111,0.7037861915367484,0.38414634146341464,0.5233026726057907,0.4879907407407408,0.5109923387096775,0.06765327695560254,0.11594202898550725,,0.06806282722513089,0.2670157068062827,9.51468253968254,24.704568527918777,0.2580115036976171,3.0,3.0,2.0,4.0,,7.0,4.0,2.0,,0.01015228426395939,0.1,0.030303030303030304,0.06153846153846154,0.023529411764705882,0.375,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,0.006097560975609756,,True
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,778.0,13,4,25,24,7,3,2,49,3.0,4,1.0,2.0,3.0,1.0,1.0,1.0,1,,,,,,,,,,,,5,6,,,2,12,27,1.0,1.0,,,,2.0,2,3,,,,4,8.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,1,2,1.0,3,,,,,,,,,,,,,,,,2.0,3,,2,,,1.0,,,1.0,,,,1.0,,4,7,1.0,0.8,0.8,,,,,,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,0.8571428571428571,1.0,0.6666666666666666,,,,,25.925925925925924,,,0.1,0.16666666666666666,,,0.1,0.125,0.3333333333333333,,,,,,0.2,,,,,0.6666666666666666,0.75,0.75,0.6666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,0.6666666666666666,,,,0.6666666666666666,,0.5506500000000001,0.8019,0.5896333333333333,0.14285714285714285,0.14285714285714285,,0.16666666666666666,0.3333333333333333,4.166666666666667,,0.28,1.0,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,True
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,45151.0,753,37,1365,1364,431,384,157,2729,28.0,49,8.0,4.0,12.0,16.0,35.0,25.0,73,6.0,16.0,1.0,1.0,5.0,13.0,49.0,2.0,4.0,6.0,19.0,69,157,19.0,65.0,81,276,1402,6.0,16.0,3.0,5.0,15.0,36.0,18,44,9.0,24.0,37.0,100,78.0,60.0,57.0,,4.0,2.0,47.0,13.0,12.0,54.0,11.0,65.0,7.0,4.0,36.0,11.0,7.0,141.0,9.0,21.0,1.0,18.0,61,91,31.0,122,2.0,42.0,31.0,11.0,29.0,7.0,22.0,20.0,5.0,7.0,,1.0,49.0,5.0,10.0,45.0,80,3.0,87,5.0,11.0,30.0,1.0,9.0,7.0,,,6.0,7.0,5.0,100,431,9.0,0.5652173913043478,0.582089552238806,1.0,0.2923076923076923,0.6,0.375,0.30158730158730157,0.4394904458598726,0.375,0.4090909090909091,0.4391891891891892,0.5,0.4632352941176471,0.5155642023346303,0.6206896551724138,0.5529411764705883,0.2927927927927928,0.07643312101910828,0.16326530612244897,,19.857235561323815,0.5918367346938775,0.02127659574468085,0.12348178137651822,0.04697986577181208,0.125,0.05027932960893855,0.1238244514106583,0.04792332268370607,0.04819277108433735,0.034482758620689655,0.05454545454545454,0.02727272727272727,0.09580838323353294,0.17796610169491525,0.11483253588516747,0.10309278350515463,0.1702127659574468,0.01694915254237288,0.7142857142857143,0.22072072072072071,0.5714285714285714,0.6829268292682927,0.6071428571428571,0.15765765765765766,0.45714285714285713,0.5161290322580645,0.32882882882882886,0.3424657534246575,0.3424657534246575,0.72,0.07207207207207207,0.375,0.375,1.0,0.22072072072072071,0.2653061224489796,0.2653061224489796,1.0,0.38095238095238093,0.047619047619047616,1.0,1.0,0.19047619047619047,0.5,1.0,0.17647058823529413,0.3333333333333333,0.07352941176470588,0.27941176470588236,0.3157894736842105,0.5135135135135135,0.2765957446808511,0.4680286363636364,0.48169999999999996,0.4583030303030303,0.125,0.16483516483516483,0.015151515151515152,0.13043478260869565,0.36231884057971014,10.706369426751593,25.610769230769233,0.31575091575091574,3.0,3.0,,12.0,,9.0,,1.0,5.0,,0.11428571428571428,,0.2727272727272727,0.08695652173913043,0.25,0.375,0.6666666666666666,0.6,,,1.0,,,,True
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,56143.0,936,85,1705,1710,263,320,210,3415,120.0,180,34.0,19.0,29.0,60.0,163.0,23.0,56,,2.0,,,1.0,1.0,2.0,,,,1.0,203,399,1.0,4.0,144,553,1755,27.0,56.0,,,17.0,71.0,24,52,,2.0,48.0,96,252.0,154.0,3.0,,36.0,,2.0,1.0,37.0,42.0,30.0,72.0,24.0,6.0,32.0,5.0,5.0,174.0,8.0,55.0,4.0,29.0,98,143,67.0,210,13.0,21.0,17.0,4.0,46.0,5.0,24.0,24.0,5.0,22.0,,4.0,70.0,5.0,7.0,36.0,64,5.0,186,19.0,,87.0,1.0,15.0,55.0,2.0,1.0,38.0,57.0,33.0,96,263,4.0,0.6206896551724138,0.6810810810810811,1.0,0.25,,,0.25,0.5087719298245614,0.48214285714285715,0.46153846153846156,0.5074441687344913,0.48214285714285715,0.4444444444444444,0.5689300411522634,0.5461538461538461,0.5647058823529412,0.009925558312655087,0.09273182957393483,0.10555555555555556,0.017857142857142856,28.280773143438452,0.6571428571428571,0.08163265306122448,0.1447562776957164,0.08957654723127036,0.20279720279720279,0.03980099502487562,0.1548780487804878,0.07730061349693251,0.09865470852017937,0.08040201005025126,0.08854166666666667,0.0457516339869281,0.09803921568627451,0.2125984251968504,0.15593220338983052,0.22330097087378642,0.15,0.08125,0.5789473684210527,0.4466501240694789,0.6666666666666666,0.7453416149068323,0.6666666666666666,0.4044665012406948,0.36809815950920244,0.410958904109589,0.13895781637717122,0.4107142857142857,0.41818181818181815,0.8695652173913043,0.004962779156327543,,,,0.004962779156327543,0.5,0.5,1.0,0.6071428571428571,,,,,,,0.5370370370370371,0.6551724137931034,0.018518518518518517,0.018518518518518517,,0.456575682382134,0.5,0.4730086848635234,0.49576875000000004,0.5013990740740741,0.18683651804670912,0.18629550321199143,0.25,0.12839059674502712,0.1735985533453888,5.491979949874686,23.925,0.15425219941348975,23.0,,,16.0,,6.0,7.0,10.0,1.0,,0.10429447852760736,,0.3018867924528302,0.020833333333333332,0.43333333333333335,0.6764705882352942,0.043478260869565216,,1.0,,2.0,,,1.0,True
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,98941.0,1649,167,3015,3017,684,640,377,6032,87.0,161,52.0,12.0,25.0,32.0,83.0,14.0,52,30.0,69.0,3.0,5.0,21.0,15.0,36.0,1.0,2.0,2.0,7.0,133,296,45.0,105.0,116,517,3041,32.0,71.0,4.0,7.0,15.0,91.0,26,57,8.0,28.0,53.0,129,140.0,126.0,129.0,6.0,34.0,,36.0,15.0,34.0,62.0,26.0,88.0,17.0,9.0,30.0,9.0,23.0,202.0,29.0,71.0,3.0,35.0,123,163,103.0,266,8.0,63.0,36.0,27.0,27.0,1.0,16.0,25.0,2.0,11.0,7.0,2.0,52.0,8.0,9.0,83.0,141,11.0,150,9.0,5.0,60.0,,17.0,50.0,,,44.0,50.0,22.0,129,684,10.0,0.5263157894736842,0.603448275862069,0.9555555555555556,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.44932432432432434,0.4507042253521127,0.45614035087719296,0.5,0.48717948717948717,0.4470588235294118,0.5490405117270789,0.5229885057471264,0.5466101694915254,0.26184538653366585,0.11486486486486487,0.17391304347826086,,15.075231481481481,0.5192307692307693,0.03125,0.10780017528483786,0.06525735294117647,0.11864406779661017,0.08146067415730338,0.11002785515320335,0.06925207756232687,0.08663366336633663,0.065625,0.04120879120879121,0.10655737704918032,0.09183673469387756,0.12048192771084337,0.114,0.10144927536231885,0.1590909090909091,0.0425531914893617,0.44,0.4014962593516209,0.5403726708074534,0.6541353383458647,0.5057471264367817,0.20698254364089774,0.3855421686746988,0.4155844155844156,0.12967581047381546,0.2692307692307692,0.2692307692307692,0.7142857142857143,0.17206982543640897,0.43478260869565216,0.43478260869565216,0.9666666666666667,0.08977556109725686,0.4166666666666667,0.4166666666666667,0.9333333333333333,0.6666666666666666,0.0641025641025641,0.6,1.0,0.02564102564102564,0.5,,0.29411764705882354,0.48,0.24705882352941178,0.08235294117647059,0.2857142857142857,0.6633416458852868,0.4166666666666667,0.5044160847880297,0.5236789062500001,0.4816923529411765,0.13274336283185842,0.1729106628242075,,0.1760154738878143,0.2495164410058027,5.617905405405405,23.84285714285714,0.22686567164179106,25.0,6.0,,5.0,,5.0,,6.0,,,0.07228915662650602,,0.0625,0.026785714285714284,0.5,0.4807692307692308,0.28,0.2857142857142857,,,1.0,,,,True
