EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,Corner3Assists,Travels,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,3SecondViolations,DefensiveGoaltends,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,on,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,BlockedCorner3
133,1610612740,David Wesley,David Wesley,133,NOH,9721.0,162,-1.0,304,306,97,105,44.0,610,6.0,11.0,2.0,4.0,1.0,13.0,33.0,2.0,4.0,1.0,2.0,7.0,13.0,1.0,3.0,3.0,4.0,19.0,45.0,9.0,17.0,11.0,76.0,341,2.0,1.0,3.0,3.0,5.0,12.0,4.0,6.0,4.0,26.0,32.0,6.0,27.0,13.0,7.0,3.0,13.0,5.0,18.0,5.0,6.0,2.0,5.0,41.0,1.0,1.0,3.0,11.0,14.0,2.0,16.0,9.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,6.0,14.0,2.0,11.0,3.0,3.0,1.0,26.0,97,4.0,0.8421052631578947,0.8421052631578947,1.0,0.5294117647058824,0.3333333333333333,0.6666666666666666,0.5294117647058824,0.4222222222222222,0.4166666666666667,0.5241935483870968,0.3,0.6111111111111112,0.553030303030303,0.3,0.65,0.2741935483870967,0.0666666666666666,0.2727272727272727,19.662921348314608,0.25,0.1157894736842105,0.009090909090909,0.1071428571428571,0.0222222222222222,0.1138211382113821,0.0129032258064516,0.0178571428571428,0.0333333333333333,0.1111111111111111,0.1363636363636363,0.108695652173913,0.2,0.1774193548387097,0.5454545454545454,0.75,0.8333333333333334,0.0161290322580645,0.532258064516129,0.3939393939393939,0.3939393939393939,0.8461538461538461,0.064516129032258,0.5,0.5,1.0,0.2096774193548387,0.5384615384615384,0.5384615384615384,1.0,0.6,0.3333333333333333,1.0,0.2222222222222222,0.5,0.1111111111111111,0.5,0.2222222222222222,0.75,0.4516129032258064,0.5384615384615384,0.4769556451612903,0.45095,0.4701361111111111,0.0461538461538461,0.0625,0.0394736842105263,0.3421052631578947,14.404444444444444,24.7764705882353,0.3190789473684211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,27301.0,455,-57.0,840,847,253,251,126.0,1687,18.0,42.0,6.0,13.0,22.0,16.0,44.0,,,,,,,,,,,41.0,108.0,,,32.0,114.0,936,28.0,,,25.0,10.0,27.0,,,13.0,33.0,56.0,26.0,,,,13.0,17.0,5.0,22.0,5.0,6.0,3.0,8.0,49.0,10.0,29.0,16.0,44.0,67.0,40.0,107.0,20.0,14.0,6.0,6.0,,2.0,,3.0,8.0,1.0,19.0,41.0,5.0,40.0,,15.0,5.0,33.0,253,7.0,0.6829268292682927,0.8,,,,,,0.3796296296296296,0.3703703703703703,0.3796296296296296,0.3571428571428571,0.3703703703703703,0.4453125,0.390625,0.4714285714285714,,0.1203703703703703,0.2142857142857142,13.765182186234815,0.75,0.1577060931899641,0.0892307692307692,0.1584158415841584,0.078125,0.1578947368421052,0.086092715231788,0.0927152317880794,0.0918367346938775,0.1875,0.125,0.1538461538461538,0.1466666666666666,0.3888888888888889,0.4285714285714285,0.5454545454545454,0.5555555555555556,0.2037037037037037,0.4074074074074074,0.3636363636363636,0.3720930232558139,1.0,,,,,,,,,,,,0.4814814814814814,0.4615384615384615,,,,,0.3888888888888889,,0.4580962962962961,0.5142190476190476,0.4785148148148148,0.1219512195121951,0.1219512195121951,0.219298245614035,0.2894736842105263,8.892592592592592,,0.3011904761904762,7.0,17.0,7.0,10.0,5.0,12.0,1.0,7.0,4.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,7.0,3.0,2.0,0.3571428571428571,0.1363636363636363,0.0227272727272727,0.3181818181818182,0.0555555555555555,0.0862068965517241,0.0862068965517241,0.0333333333333333,0.1923076923076923,0.0754716981132075,0.4285714285714285,0.3181818181818182,0.3684210526315789,0.2857142857142857,0.6071428571428571,0.4117647058823529,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,True,,,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,35491.0,592,-28.0,1086,1090,329,324,161.0,2176,38.0,77.0,9.0,21.0,15.0,23.0,74.0,8.0,21.0,4.0,10.0,36.0,116.0,2.0,6.0,11.0,45.0,67.0,166.0,44.0,137.0,74.0,340.0,1185,21.0,3.0,9.0,32.0,14.0,39.0,15.0,55.0,32.0,105.0,36.0,98.0,72.0,114.0,36.0,4.0,100.0,29.0,129.0,20.0,55.0,7.0,38.0,287.0,3.0,12.0,14.0,36.0,51.0,16.0,67.0,31.0,15.0,16.0,22.0,7.0,16.0,1.0,8.0,38.0,10.0,14.0,52.0,2.0,96.0,1.0,34.0,11.0,105.0,329,9.0,0.2686567164179104,0.2727272727272727,0.5454545454545454,0.3211678832116788,0.3333333333333333,0.2727272727272727,0.3259259259259259,0.4036144578313253,0.358974358974359,0.4389438943894389,0.3833333333333333,0.3882978723404255,0.4941690962099125,0.4571428571428571,0.4605263157894737,0.4521452145214521,0.0240963855421686,0.0519480519480519,29.90580847723705,0.5789473684210527,0.1005586592178771,0.0300751879699248,0.1021897810218978,0.0174418604651162,0.101010101010101,0.0262697022767075,0.0161290322580645,0.0076923076923076,0.0192307692307692,0.12,0.1396648044692737,0.1212121212121212,0.2541254125412541,0.4935064935064935,0.5205479452054794,0.2368421052631578,0.0495049504950495,0.2442244224422442,0.3108108108108108,0.3108108108108108,0.391304347826087,0.0693069306930693,0.3809523809523809,0.3809523809523809,0.5,0.3828382838283828,0.3103448275862069,0.3103448275862069,0.5555555555555556,0.2,0.3333333333333333,1.0,0.2234042553191489,0.4285714285714285,0.1063829787234042,0.4,0.4787234042553192,0.2444444444444444,0.7062706270627063,0.3157894736842105,0.5032151666666667,0.490042857142857,0.4956730769230769,0.1174698795180722,0.1789473684210526,0.0941176470588235,0.3088235294117647,9.436746987951803,25.451094890510955,0.3029465930018416,5.0,10.0,6.0,7.0,9.0,2.0,1.0,1.0,3.0,14.0,4.0,2.0,4.0,2.0,2.0,,4.0,2.0,,0.3333333333333333,,,0.0333333333333333,0.032258064516129,0.0555555555555555,0.0144927536231884,0.0476190476190476,0.0526315789473684,0.0167597765363128,0.5,0.4,0.4,,0.3333333333333333,0.5,0.2,1.0,3.0,60.0,2.0,9.0,2.0,10.0,5.0,0.1,0.3333333333333333,0.0352112676056338,,,,,,,,,,,True,,,,
1924,1610612740,Lee Nailon,Lee Nailon,1924,NOH,18420.0,307,-60.0,554,558,166,163,95.0,1112,26.0,41.0,10.0,15.0,29.0,28.0,66.0,,,,,,,,,,,70.0,136.0,,,27.0,167.0,620,22.0,,,36.0,20.0,35.0,,,6.0,46.0,98.0,42.0,,,,10.0,9.0,5.0,14.0,3.0,8.0,,1.0,33.0,9.0,14.0,8.0,13.0,22.0,23.0,45.0,5.0,2.0,3.0,7.0,1.0,4.0,,3.0,11.0,5.0,12.0,27.0,3.0,30.0,,13.0,2.0,46.0,166,5.0,0.7,0.7424242424242424,,,,,,0.5147058823529411,0.5714285714285714,0.5147058823529411,0.5,0.5714285714285714,0.5529801324503312,0.6206896551724138,0.6052631578947368,,0.0735294117647058,0.0975609756097561,24.28785607196402,0.6363636363636364,0.0710382513661202,0.0611353711790393,0.1159420289855072,0.1,0.0833333333333333,0.0721003134796238,0.0701754385964912,0.0746268656716417,0.0175438596491228,0.0769230769230769,0.1034482758620689,0.1320754716981132,0.3014705882352941,0.6341463414634146,0.7027027027027027,0.7307692307692307,0.213235294117647,0.4852941176470588,0.4242424242424242,0.4444444444444444,0.7857142857142857,,,,,,,,,,,,0.4285714285714285,0.6666666666666666,,,,,0.3014705882352941,,0.4561110294117647,0.4530235294117646,0.5038285714285714,0.087248322147651,0.087248322147651,0.2155688622754491,0.2754491017964072,10.084558823529411,,0.2996389891696751,3.0,8.0,16.0,11.0,14.0,8.0,,1.0,2.0,4.0,2.0,1.0,,,,,1.0,,,0.5,0.1034482758620689,0.0454545454545454,0.0625,,0.0526315789473684,0.0512820512820512,0.1739130434782608,0.0625,0.0363636363636363,,0.5517241379310345,0.6153846153846154,0.5,0.3636363636363636,0.375,0.6666666666666666,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,True,,,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,9525.0,159,25.0,290,289,103,69,41.0,579,15.0,23.0,7.0,9.0,20.0,1.0,4.0,,,,,,,,,,,23.0,47.0,,,19.0,65.0,307,9.0,,,15.0,9.0,15.0,,,11.0,29.0,32.0,14.0,,,,4.0,5.0,4.0,9.0,3.0,,1.0,4.0,22.0,7.0,10.0,5.0,19.0,27.0,17.0,44.0,3.0,,3.0,1.0,,10.0,1.0,1.0,11.0,4.0,5.0,16.0,2.0,26.0,,9.0,5.0,29.0,103,,0.6956521739130435,0.8,,,,,,0.4893617021276595,0.6,0.4893617021276595,0.6666666666666666,0.6,0.5508474576271186,0.625,0.6904761904761905,,0.0851063829787234,0.0869565217391304,20.64896755162242,0.0909090909090909,0.2065217391304347,0.101010101010101,0.1612903225806451,0.1891891891891892,0.1951219512195122,0.125,0.125,0.2307692307692307,0.0952380952380952,0.2857142857142857,0.22,0.2222222222222222,0.4893617021276595,0.6521739130434783,0.7142857142857143,0.6666666666666666,0.425531914893617,0.0851063829787234,0.25,0.25,1.0,,,,,,,,,,,,0.6,0.7777777777777778,,,,,0.4893617021276595,,0.4619914893617022,0.48858,0.4655866666666667,0.1666666666666666,0.1666666666666666,0.2307692307692307,0.4461538461538462,5.0936170212765965,,0.3551724137931034,4.0,6.0,7.0,6.0,3.0,6.0,,3.0,1.0,,3.0,6.0,5.0,3.0,1.0,1.0,5.0,2.0,,0.6666666666666666,0.1,,0.4285714285714285,,0.088235294117647,0.0588235294117647,0.0909090909090909,0.0769230769230769,0.05,0.4,0.35,0.3888888888888889,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.25,,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,True,,,,
2365,1610612740,Chris Andersen,Chris Andersen,2365,NOH,10148.0,169,9.0,306,306,92,110,44.0,612,15.0,23.0,4.0,6.0,4.0,4.0,8.0,,,,,,,,,,,20.0,35.0,,,16.0,56.0,324,13.0,,,19.0,4.0,9.0,,,8.0,16.0,28.0,12.0,,,,2.0,3.0,,3.0,,2.0,,1.0,6.0,3.0,16.0,4.0,11.0,18.0,19.0,37.0,,,,3.0,,3.0,1.0,,6.0,3.0,9.0,14.0,1.0,22.0,,9.0,3.0,16.0,92,2.0,0.7,0.875,,,,,,0.5714285714285714,0.4444444444444444,0.5714285714285714,0.5384615384615384,0.4444444444444444,0.6222222222222222,0.5588235294117647,0.6153846153846154,,0.0571428571428571,0.0869565217391304,14.206128133704736,0.5,0.1195652173913043,0.1616161616161616,0.0851063829787234,0.0625,0.1079136690647482,0.1292517006802721,0.1904761904761904,0.0285714285714285,0.09375,0.1111111111111111,0.1428571428571428,0.0833333333333333,0.6571428571428571,0.6521739130434783,0.7142857142857143,0.6666666666666666,0.1142857142857142,0.2285714285714285,0.5,0.5,0.75,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,0.6571428571428571,,0.5111114285714285,0.5111399999999999,0.5189,0.2142857142857142,0.2142857142857142,0.3392857142857143,0.2857142857142857,4.848571428571428,,0.3006535947712418,6.0,9.0,1.0,7.0,5.0,8.0,,3.0,2.0,3.0,2.0,,8.0,7.0,,1.0,8.0,5.0,,0.5384615384615384,,,0.3,,0.1794871794871795,0.0555555555555555,0.1538461538461538,0.0909090909090909,0.1666666666666666,0.625,0.25,0.25,1.0,0.6923076923076923,0.6666666666666666,0.1666666666666666,,,,,,,2.0,,,,,,,,2.0,3.0,,,,,,True,,,,
2424,1610612740,Dan Dickau,Dan Dickau,2424,NOH,9008.0,150,,265,269,83,98,50.0,534,4.0,8.0,1.0,1.0,5.0,3.0,6.0,5.0,11.0,,2.0,5.0,11.0,1.0,2.0,1.0,4.0,8.0,19.0,10.0,22.0,17.0,63.0,298,2.0,1.0,2.0,7.0,3.0,4.0,1.0,6.0,11.0,20.0,10.0,6.0,24.0,11.0,5.0,1.0,5.0,2.0,7.0,,4.0,,1.0,16.0,2.0,1.0,5.0,8.0,13.0,3.0,16.0,2.0,2.0,,5.0,1.0,3.0,,3.0,8.0,5.0,9.0,23.0,1.0,19.0,3.0,4.0,4.0,20.0,83,6.0,0.625,0.625,0.8,0.4545454545454545,0.5,0.1666666666666666,0.4545454545454545,0.4210526315789473,0.75,0.5609756097560976,0.625,0.45,0.6354166666666666,0.7,0.6333333333333333,0.5365853658536586,0.0526315789473684,0.125,17.5,0.625,0.0930232558139534,0.0106382978723404,0.1162790697674418,0.0454545454545454,0.1007751937984496,0.0217391304347826,0.0303030303030303,0.032258064516129,0.074074074074074,0.1428571428571428,0.0888888888888888,0.0909090909090909,0.1951219512195122,0.5,0.5714285714285714,0.75,0.1219512195121951,0.1463414634146341,0.5,0.5,0.3333333333333333,0.2682926829268293,0.4545454545454545,0.4545454545454545,1.0,0.2682926829268293,0.4545454545454545,0.4545454545454545,0.6,0.5,0.5,1.0,0.1,1.0,0.2,,0.4,0.25,0.7317073170731707,0.4545454545454545,0.4962439024390244,0.46585,0.44304,0.1136363636363636,0.1818181818181818,0.1111111111111111,0.3174603174603174,8.9,24.227272727272727,0.3132075471698113,,1.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,,,0.5,,,,,,,0.0769230769230769,0.2,0.05,,0.2,0.2,1.0,0.25,,,,,6.0,,2.0,,1.0,1.0,,,0.0454545454545454,,,1.0,,,1.0,,,,,True,,,,
2437,1610612740,Lonny Baxter,Lonny Baxter,2437,NOH,192.0,3,10.0,7,6,3,3,,13,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2451,1610612740,Corsley Edwards,Corsley Edwards,2451,NOH,2254.0,38,-3.0,64,67,11,15,10.0,131,5.0,10.0,1.0,2.0,1.0,,,,,,,,,,,,,5.0,11.0,,,5.0,15.0,74,3.0,,,,1.0,2.0,,,,2.0,8.0,2.0,,,,3.0,,,,,,,,,1.0,3.0,2.0,2.0,4.0,4.0,8.0,1.0,1.0,,,,,,,,,4.0,5.0,,8.0,,4.0,,2.0,11,,0.8,0.8,,,,,,0.4545454545454545,0.5,0.4545454545454545,,0.5,0.5,,0.5,,0.2727272727272727,0.2,19.73684210526316,,0.08,0.1153846153846153,0.25,0.1,0.1212121212121212,0.1111111111111111,,0.1111111111111111,0.1111111111111111,,0.1,0.1666666666666666,0.9090909090909092,0.5,0.625,0.8,0.0909090909090909,,,,,,,,,,,,,,,,1.0,0.5,,,,,0.9090909090909092,,0.5253818181818182,0.5121,0.50815,0.2666666666666666,0.2666666666666666,,0.1333333333333333,1.6636363636363638,,0.171875,,3.0,,,,,,,,,,,3.0,3.0,,,3.0,1.0,,,1.0,,,,0.1,0.3333333333333333,,0.5,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,
2782,1610612740,Matt Freije,Matt Freije,2782,NOH,2204.0,37,-7.0,69,71,15,15,9.0,140,,,,,1.0,,1.0,,2.0,,1.0,,3.0,,,,1.0,,2.0,,5.0,,,78,,,,,,,,2.0,,,,,,3.0,,,3.0,,3.0,,2.0,1.0,,6.0,,,,3.0,3.0,1.0,4.0,1.0,,1.0,,,,,,,,3.0,4.0,1.0,,,,,,15,,,,,,,,,,,,,,,,,0.7142857142857143,,,9.09090909090909,,0.1034482758620689,,,,0.088235294117647,,,,,,0.25,,,,,,0.1428571428571428,0.1428571428571428,,,,0.2857142857142857,,,,0.4285714285714285,,,,,,,,,0.5,,0.5,,0.7142857142857143,,0.5217428571428571,,0.577575,,,,,16.75,24.66,0.217391304347826,,,,,,,1.0,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
