EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,NonShootingPenaltyNonTakeFouls,ShortMidRangeFrequency,Avg2ptShotDistance,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2A,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,FtPoints,PenaltyFtPoints,FTDefRebounds,BadPassSteals,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Travels,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,LongMidRangeFGM,NonShootingFoulsDrawn,BlockedShortMidRange,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,3SecondViolations,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Defensive 3 Seconds Violations,BlockedCorner3,OffensiveGoaltends
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,585.0,10,5.0,23,23,22,23,4.0,46,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,10.0,23,2.0,3.0,2.0,2.0,10.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,22,0.5,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.3333333333333333,18.51851851851852,0.36363636363636365,1.0,0.4166666666666667,1.0,0.5,1.0,0.6,0.6666666666666666,1.0,0.5,0.4,1.0,1.0,0.5,0.6,0.6666666666666666,0.4,1.0,1.0,1.0,0.5599999999999999,0.5599999999999999,0.4,0.6666666666666666,1.0,25.05,0.9565217391304348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,691.0,12,-7.0,27,27,18,25,2.0,54,,,,,,,,,,2.0,,,,28,,1.0,,,,,,,,,,,2.0,1.0,3.0,1.0,2.0,7.0,,1.0,1.0,1.0,,,,1.0,,,,,18,,,,,,,,,,,,,,,,6.8965517241379315,0.1111111111111111,,0.1,,0.25,,,,,,,,,,,,,,,,0.37445,0.3493,,,,,0.6666666666666666,2.0,1.0,1.0,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,622.0,10,-10.0,22,23,8,12,4.0,45,1.0,2.0,,,,2.0,,2.0,1.0,3.0,,2.0,2.0,27,,1.0,,2.0,,,2.0,,,2.0,,,4.0,,4.0,,3.0,8.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,8,,,,,,,0.3333333333333333,,0.2,,0.2,,0.4,,,26.923076923076923,0.1111111111111111,,0.1111111111111111,,0.3333333333333333,,0.4,0.5,0.5,,0.4,,,,,,0.6666666666666666,,0.8,,0.5325,0.41346666666666665,,,,26.4,0.36363636363636365,,,,5.533333333333334,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.2,1.0,0.5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,738.0,12,-4.0,31,28,11,22,3.0,59,1.0,1.0,,,,,,,1.0,5.0,,,5.0,25,,,,,3.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,4.0,,2.0,3.0,11,1.0,1.0,,,,,0.2,,0.2,,0.35714285714285715,0.75,,,,20.588235294117645,,,,,,,0.2,1.0,1.0,1.0,,,,,,,,,0.2,,0.47464000000000006,,0.2857142857142857,0.2857142857142857,0.6,,0.3548387096774194,,,,12.9,,4.0,,,,,,,,,0.8,,,3.0,3.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,1610612743,Mark Pope,Mark Pope,998,DEN,1499.0,25,-12.0,56,57,34,45,8.0,113,2.0,5.0,1.0,4.0,,,,,2.0,6.0,,,4.0,60,1.0,5.0,,,2.0,2.0,2.0,,,,,1.0,1.0,,1.0,,1.0,2.0,,3.0,3.0,8.0,1.0,,5.0,5.0,,,,2.0,34,0.5,1.0,,,,,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,,0.16666666666666666,0.2,10.9375,0.13636363636363635,,0.13043478260869565,0.16666666666666666,,,0.8333333333333334,0.4,0.5,0.5,,,,,0.8,0.25,,,0.8333333333333334,,0.5736333333333333,0.5715,,,0.5,,0.6071428571428571,1.0,,0.16666666666666666,1.6666666666666667,1.0,,2.0,,,,,1.0,,,,0.5,0.51675,,,,1.0,,1.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,0.16666666666666666,0.3333333333333333,0.20833333333333334,0.1111111111111111,0.3333333333333333,0.4,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1610612743,Wesley Person,Wesley Person,445,DEN,782.0,13,-5.0,29,29,20,18,4.0,58,2.0,3.0,1.0,2.0,,,,,3.0,5.0,,,7.0,33,1.0,3.0,,,3.0,6.0,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,1.0,,,2.0,,,3.0,20,1.0,1.0,,,,,0.6,0.3333333333333333,0.6,0.3333333333333333,0.5833333333333334,0.375,,,,18.18181818181818,0.16666666666666666,,0.15384615384615385,,0.25,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,0.6666666666666666,0.5,,,0.6,,0.5962999999999999,0.6508666666666666,,,0.42857142857142855,,0.6896551724137931,,,,7.6,,2.0,,,,,,,,,0.4,,,1.0,1.0,1.0,,0.5,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,0.3333333333333333,1.0,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,1030.0,17,-14.0,37,38,22,27,6.0,75,2.0,2.0,2.0,2.0,,,,,2.0,2.0,,1.0,6.0,45,2.0,2.0,,1.0,6.0,2.0,2.0,,,,,,,,,,,,,2.0,2.0,3.0,1.0,,,,2.0,,1.0,6.0,22,0.5,0.5,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.3333333333333333,,,16.27906976744186,0.13333333333333333,,0.13333333333333333,0.2,0.14285714285714285,,0.6666666666666666,1.0,1.0,0.5,,,,,0.6666666666666666,1.0,,,1.0,,0.5648833333333333,0.5648833333333333,0.25,0.3333333333333333,1.0,23.5,0.5945945945945946,,,,,1.0,,1.0,,2.0,2.0,,3.0,2.0,0.6666666666666666,,1.0,0.5033,2.0,2.0,,1.0,,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.1,,0.0625,0.25,,,,,1.0,0.6666666666666666,,,,,,,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,211.0,4,3.0,7,8,7,8,1.0,15,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,9,1.0,1.0,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,7,1.0,1.0,,,,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,25.0,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,0.5,1.0,0.5,,1.0,,0.651625,0.651625,,,1.0,24.9,1.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,1610612743,Luis Flores,Luis Flores,2784,DEN,226.0,4,2.0,8,8,8,8,2.0,16,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,8,,1.0,1.0,1.0,3.0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,3.0,8,,,,1.0,1.0,1.0,,,0.75,0.75,0.75,0.75,0.5,1.0,1.0,20.0,,,,,,,0.5,,,,0.5,1.0,1.0,,0.5,,0.5,1.0,1.0,1.0,0.58545,0.58545,,,1.0,23.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.5,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,463.0,8,-9.0,17,17,15,12,4.0,34,,,,,1.0,3.0,1.0,2.0,,,1.0,3.0,3.0,21,,,1.0,2.0,3.0,,,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,3.0,15,,,1.0,0.3333333333333333,0.5,0.3333333333333333,,,0.5,0.75,0.5,0.75,1.0,,,19.047619047619047,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,1.0,0.5,1.0,0.3333333333333333,0.426,0.40515,,,1.0,24.433333333333334,0.8823529411764706,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,0.52635,,,,,,,,3.0,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
