EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,BlockedLongMidRange,Blocked3s,BlockedCorner3,BlockedShortMidRange,3SecondViolations,OffensiveGoaltends,BlockedArc3,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,26151.0,436,11,861,878,260,263,99,1739,36.0,45.0,7.0,9.0,10.0,11.0,6.0,1.0,12.0,3.0,10.0,1.0,4.0,10.0,19.0,1.0,2.0,4.0,5.0,37.0,63,13.0,29.0,15.0,128.0,898,7.0,9.0,1.0,2.0,1.0,18.0,10.0,18,5.0,9.0,8.0,43.0,54.0,20.0,39.0,10.0,1.0,18.0,10.0,4.0,30.0,3.0,33.0,1.0,2.0,11.0,2.0,17.0,69.0,3.0,20.0,12.0,32.0,6.0,50.0,23.0,73,1.0,23.0,15.0,8.0,6.0,2.0,4.0,7.0,2.0,2.0,13.0,1.0,2.0,21.0,46.0,2.0,2.0,22.0,4.0,7.0,6.0,2.0,2.0,2.0,1.0,43.0,260,7.0,0.7297297297297297,0.84375,1.0,0.4482758620689655,0.5,0.5555555555555556,0.4642857142857143,0.5873015873015873,0.7777777777777778,0.5555555555555556,0.6141304347826086,0.7727272727272727,0.6481481481481481,0.6336633663366337,0.8181818181818182,0.6515151515151515,0.31521739130434784,0.06349206349206349,0.06666666666666667,0.16666666666666666,11.64453524004086,0.46153846153846156,0.14285714285714285,0.10738255033557047,0.06472491909385113,0.1188118811881188,0.047619047619047616,0.11027568922305764,0.06182795698924731,0.05154639175257732,0.06153846153846154,0.07482993197278912,0.06521739130434782,0.08333333333333333,0.1125,0.11940298507462686,0.09859154929577464,0.16666666666666666,0.02857142857142857,0.5,0.4891304347826087,0.8,0.8571428571428571,0.75,0.06521739130434782,0.13043478260869565,0.08333333333333333,0.08333333333333333,0.10869565217391304,0.3,0.3,1.0,0.20652173913043478,0.5263157894736842,0.5263157894736842,1.0,0.8181818181818182,0.7777777777777778,0.2857142857142857,0.18181818181818182,0.5,1.0,0.4074074074074074,0.9090909090909091,0.14814814814814814,0.25,0.18518518518518517,0.8,0.8043478260869565,0.5555555555555556,0.5498648351648352,0.5801888888888889,0.5383092592592592,0.07368421052631578,0.10606060606060606,0.140625,0.3359375,4.357142857142857,25.55517241379311,0.30197444831591175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,48317.0,805,5,1558,1564,532,523,203,3122,26.0,42.0,1.0,1.0,9.0,14.0,45.0,49.0,154.0,3.0,8.0,1.0,3.0,17.0,57.0,1.0,5.0,5.0,18.0,97.0,241,20.0,65.0,80.0,334.0,1584,5.0,15.0,2.0,8.0,8.0,24.0,32.0,70,6.0,21.0,45.0,127.0,70.0,124.0,51.0,2.0,,57.0,17.0,16.0,103.0,27.0,130.0,17.0,10.0,62.0,11.0,30.0,287.0,4.0,7.0,10.0,22.0,2.0,34.0,11.0,45,2.0,32.0,12.0,20.0,27.0,5.0,19.0,19.0,8.0,4.0,46.0,1.0,19.0,18.0,47.0,,2.0,90.0,2.0,21.0,17.0,2.0,2.0,2.0,2.0,127.0,532,12.0,0.36082474226804123,0.3645833333333333,0.85,0.3076923076923077,0.25,0.2857142857142857,0.3076923076923077,0.4024896265560166,0.3333333333333333,0.45714285714285713,0.4150326797385621,0.34782608695652173,0.45054945054945056,0.4678362573099415,0.4444444444444444,0.5442477876106194,0.21241830065359477,0.06639004149377593,0.16666666666666666,0.1111111111111111,21.49584487534626,0.5869565217391305,0.030303030303030304,0.039783001808318265,0.011475409836065573,0.06134969325153374,0.029197080291970802,0.0446927374301676,0.014725568942436412,0.011695906432748537,0.016260162601626018,0.00949367088607595,0.030927835051546393,0.03508771929824561,0.02,0.05603448275862069,0.08256880733944955,0.018518518518518517,0.012048192771084338,1.0,0.13725490196078433,0.6190476190476191,0.7428571428571429,0.5384615384615384,0.14705882352941177,0.5032679738562091,0.3181818181818182,0.32666666666666666,0.026143790849673203,0.375,0.42857142857142855,1.0,0.18627450980392157,0.2982456140350877,0.30357142857142855,0.8235294117647058,0.043478260869565216,1.0,,0.21739130434782608,0.2,1.0,0.15384615384615385,0.6428571428571429,0.03296703296703297,0.3333333333333333,0.1978021978021978,0.2777777777777778,0.34967320261437906,0.2982456140350877,0.4619810457516341,0.47242058823529415,0.4588197802197801,0.06461538461538462,0.08076923076923077,0.0718562874251497,0.38023952095808383,13.146887966804977,24.866153846153846,0.34146341463414637,22.0,1.0,3.0,9.0,2.0,5.0,2.0,16.0,0.03076923076923077,0.025974025974025976,0.125,0.017543859649122806,0.025,0.4888888888888889,0.55,0.18181818181818182,0.3469387755102041,0.13043478260869565,0.3333333333333333,1.0,,,,,,,,,,,,True,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,53577.0,893,101,1745,1747,607,582,209,3492,68.0,108.0,7.0,15.0,25.0,40.0,54.0,50.0,118.0,,1.0,,1.0,2.0,13.0,1.0,3.0,2.0,11.0,138.0,280,2.0,14.0,87.0,369.0,1793,19.0,33.0,1.0,4.0,4.0,45.0,42.0,96,2.0,12.0,40.0,130.0,128.0,148.0,,12.0,6.0,7.0,2.0,20.0,162.0,17.0,179.0,13.0,4.0,106.0,12.0,44.0,375.0,7.0,25.0,25.0,51.0,7.0,83.0,34.0,117,6.0,37.0,25.0,12.0,47.0,10.0,34.0,25.0,13.0,7.0,72.0,4.0,30.0,31.0,68.0,3.0,4.0,102.0,10.0,41.0,14.0,3.0,3.0,3.0,1.0,130.0,607,8.0,0.463768115942029,0.48484848484848486,,0.14285714285714285,0.25,0.16666666666666666,0.25,0.4928571428571429,0.5757575757575758,0.4375,0.47959183673469385,0.5540540540540541,0.4166666666666667,0.5427728613569321,0.5625,0.49242424242424243,0.047619047619047616,0.07142857142857142,0.08333333333333333,0.07407407407407407,20.72617246596067,0.6527777777777778,0.1206896551724138,0.08360655737704918,0.03980891719745223,0.12195121951219512,0.0673076923076923,0.09325153374233129,0.04371584699453552,0.043478260869565216,0.037037037037037035,0.038461538461538464,0.07692307692307693,0.060109289617486336,0.10062893081761007,0.08955223880597014,0.11688311688311688,0.13725490196078433,0.046875,0.3333333333333333,0.3673469387755102,0.6296296296296297,0.6868686868686869,0.5441176470588235,0.1836734693877551,0.4013605442176871,0.423728813559322,0.45045045045045046,0.003401360544217687,,,,0.04421768707482993,0.15384615384615385,0.15384615384615385,,0.40540540540540543,0.4666666666666667,0.2857142857142857,0.08108108108108109,0.3333333333333333,,0.37037037037037035,0.625,0.009259259259259259,,0.10185185185185185,0.18181818181818182,0.41496598639455784,0.2857142857142857,0.4816631118881118,0.4809944444444444,0.4783252475247524,0.12615384615384614,0.13183279742765272,0.12195121951219512,0.3523035230352303,9.160357142857144,43.93571428571429,0.3478510028653295,20.0,,1.0,6.0,,3.0,,2.0,,0.059322033898305086,,,0.038461538461538464,0.37037037037037035,0.4,0.45,0.36,0.02702702702702703,,,2.0,1.0,3.0,0.03389830508474576,,,,,,,,True,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,10799.0,180,-5,352,351,97,120,47,703,8.0,13.0,1.0,2.0,1.0,1.0,5.0,6.0,23.0,1.0,1.0,,,,1.0,,,,1.0,18.0,41,1.0,2.0,7.0,46.0,353,1.0,2.0,1.0,1.0,3.0,8.0,1.0,2,,1.0,5.0,7.0,30.0,6.0,3.0,,1.0,,,2.0,6.0,,6.0,,,2.0,1.0,3.0,12.0,,4.0,13.0,23.0,4.0,40.0,6.0,46,1.0,7.0,6.0,1.0,6.0,2.0,4.0,3.0,2.0,,9.0,1.0,,13.0,22.0,2.0,1.0,10.0,,2.0,3.0,8.0,7.0,8.0,5.0,7.0,97,4.0,0.8333333333333334,0.8333333333333334,1.0,0.5,1.0,,1.0,0.43902439024390244,0.5,0.5,0.45348837209302323,0.8333333333333334,0.3333333333333333,0.4791666666666667,0.8,0.5833333333333334,0.046511627906976744,0.04878048780487805,0.15384615384615385,,14.039408866995075,0.6666666666666666,0.2857142857142857,0.21296296296296297,0.02666666666666667,0.2708333333333333,,0.23076923076923078,0.023529411764705882,,0.0967741935483871,0.012048192771084338,,0.23076923076923078,0.32,0.13636363636363635,0.28125,0.25,0.047619047619047616,0.625,0.3023255813953488,0.6153846153846154,0.7272727272727273,1.0,0.11627906976744186,0.5348837209302325,0.2608695652173913,0.2608695652173913,0.023255813953488372,1.0,1.0,1.0,0.023255813953488372,,,,0.6666666666666666,0.5,1.0,,,,0.3333333333333333,1.0,,,0.3333333333333333,,0.3488372093023256,,0.44962380952380954,0.6226999999999999,0.5442,0.044444444444444446,0.046511627906976744,0.17391304347826086,0.15217391304347827,10.941463414634146,48.5,0.2755681818181818,4.0,1.0,1.0,,,,,,,,,,,0.8,0.8,0.5,0.8333333333333334,0.3333333333333333,1.0,1.0,2.0,,,0.25,1.0,,,,,,,True,,
2403,1610612743,Nene,Nene,2403,DEN,78926.0,1315,51,2570,2584,841,813,320,5154,156.0,234.0,37.0,55.0,43.0,71.0,80.0,19.0,70.0,,1.0,,1.0,,1.0,,,,1.0,194.0,384,,2.0,140.0,528.0,2630,39.0,65.0,,,28.0,106.0,51.0,102,,2.0,79.0,181.0,276.0,112.0,,54.0,,1.0,,48.0,73.0,11.0,84.0,6.0,5.0,44.0,7.0,22.0,179.0,17.0,84.0,32.0,158.0,31.0,221.0,104.0,325,9.0,50.0,36.0,14.0,45.0,4.0,21.0,49.0,24.0,9.0,94.0,11.0,27.0,69.0,167.0,21.0,15.0,212.0,26.0,95.0,24.0,47.0,20.0,48.0,30.0,181.0,841,24.0,0.711340206185567,0.8263473053892215,,,,,,0.5052083333333334,0.6,0.5,0.5025906735751295,0.6,0.49038461538461536,0.5511482254697286,0.6385542168674698,0.5764331210191083,0.0051813471502590676,0.125,0.1111111111111111,0.225,19.436906377204885,0.4787234042553192,0.3163265306122449,0.17286652078774617,0.08740894901144641,0.11347517730496454,0.08854166666666667,0.1588628762541806,0.08759757155247182,0.1174496644295302,0.065,0.07775377969762419,0.11029411764705882,0.16296296296296298,0.17813765182186234,0.17632241813602015,0.10784313725490197,0.1282051282051282,0.06338028169014084,0.625,0.6062176165803109,0.6666666666666666,0.75,0.7307692307692307,0.20725388601036268,0.18134715025906736,0.2714285714285714,0.2878787878787879,0.0025906735751295338,,,,0.0025906735751295338,,,,0.8461538461538461,0.6727272727272727,0.24324324324324326,,,,0.6826923076923077,0.6056338028169014,0.009615384615384616,,0.009615384615384616,,0.6113989637305699,,0.5107123376623378,0.5345295081967214,0.5299509708737864,0.2087912087912088,0.2097130242825607,0.20075757575757575,0.3428030303030303,4.948177083333334,30.15,0.3272373540856031,19.0,,,,,9.0,1.0,,,0.05714285714285714,,,0.03571428571428571,0.2375,0.3064516129032258,0.5263157894736842,0.7368421052631579,,,,3.0,1.0,2.0,0.03125,8.0,1.0,1.0,19.0,7.0,,,True,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,31058.0,518,41,1002,1001,402,309,127,2003,58.0,84.0,10.0,16.0,31.0,43.0,60.0,21.0,58.0,,1.0,,,,2.0,,,,1.0,110.0,202,,3.0,31.0,251.0,1047,15.0,28.0,,,9.0,39.0,49.0,85,,1.0,13.0,111.0,152.0,68.0,,18.0,,2.0,,17.0,27.0,4.0,31.0,4.0,,19.0,4.0,4.0,66.0,4.0,20.0,20.0,73.0,10.0,103.0,24.0,127,2.0,21.0,9.0,12.0,23.0,5.0,15.0,21.0,8.0,4.0,44.0,2.0,14.0,20.0,45.0,,7.0,46.0,7.0,21.0,5.0,13.0,9.0,13.0,6.0,111.0,402,5.0,0.6909090909090909,0.7524752475247525,,,,,,0.5445544554455446,0.5357142857142857,0.5764705882352941,0.5365853658536586,0.5357142857142857,0.5697674418604651,0.5602678571428571,0.5909090909090909,0.5842105263157895,0.014634146341463415,0.08415841584158416,0.10714285714285714,0.08333333333333333,23.32463011314186,0.5227272727272727,0.2702702702702703,0.21159420289855072,0.057803468208092484,0.20618556701030927,0.05555555555555555,0.21040723981900453,0.05741626794258373,0.1016949152542373,0.0273972602739726,0.03870967741935484,0.05454545454545454,0.11627906976744186,0.22916666666666666,0.25153374233128833,0.2,0.2222222222222222,0.025974025974025976,0.46153846153846156,0.4097560975609756,0.6904761904761905,0.7733333333333333,0.7758620689655172,0.2926829268292683,0.28292682926829266,0.3620689655172414,0.38181818181818183,0.004878048780487805,,,,0.00975609756097561,,,,0.5714285714285714,0.625,0.2,,,,0.5,0.7209302325581395,,,0.011627906976744186,,0.424390243902439,,0.4810548780487804,0.5241999999999999,0.507318023255814,0.0958904109589041,0.09722222222222222,0.1553784860557769,0.44223107569721115,7.792079207920793,24.5,0.40119760479041916,31.0,,,,,3.0,,,,0.05172413793103448,,,0.058823529411764705,0.5166666666666667,0.5636363636363636,0.45161290322580644,0.8095238095238095,,,,,2.0,,,,,,4.0,,1.0,,True,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,8017.0,134,8,271,280,80,73,29,551,13.0,17.0,8.0,9.0,3.0,3.0,4.0,8.0,17.0,,,,,,1.0,,,,1.0,22.0,38,,1.0,6.0,50.0,285,9.0,10.0,,,,18.0,6.0,11,,1.0,3.0,15.0,28.0,16.0,,16.0,,1.0,,1.0,5.0,3.0,8.0,1.0,2.0,3.0,1.0,1.0,19.0,,10.0,3.0,16.0,1.0,20.0,11.0,31,2.0,3.0,3.0,,3.0,2.0,2.0,3.0,1.0,,6.0,,2.0,9.0,22.0,4.0,,12.0,2.0,4.0,3.0,7.0,4.0,7.0,3.0,15.0,80,3.0,0.6363636363636364,1.0,,,,,,0.5789473684210527,0.9,0.5454545454545454,0.5641025641025641,0.9,0.5,0.5681818181818182,0.9,0.5,0.02564102564102564,0.02631578947368421,,0.25,16.286644951140065,0.5,0.07692307692307693,0.1523809523809524,0.10416666666666667,0.09090909090909091,,0.13768115942028986,0.08333333333333333,0.2727272727272727,0.16666666666666666,0.03225806451612903,,0.17142857142857143,0.14285714285714285,0.14285714285714285,0.043478260869565216,0.2,0.13333333333333333,0.42857142857142855,0.4358974358974359,0.7647058823529411,0.7647058823529411,0.46153846153846156,0.10256410256410256,0.4358974358974359,0.47058823529411764,0.47058823529411764,,,,,0.02564102564102564,,,,0.9,0.8888888888888888,0.125,,,,0.25,1.0,,,0.08333333333333333,,0.46153846153846156,,0.46780897435897434,0.56388,0.42575416666666666,0.0975609756097561,0.1,0.36,0.3,9.121052631578948,23.9,0.2952029520295203,1.0,,,,,,1.0,,,,,,,0.25,0.3333333333333333,1.0,0.875,,,,1.0,,,0.05555555555555555,,,,3.0,,,,True,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,45339.0,756,123,1500,1509,522,528,179,3009,72.0,135.0,10.0,16.0,24.0,42.0,31.0,57.0,129.0,,5.0,,,6.0,38.0,,2.0,3.0,15.0,138.0,295,6.0,43.0,126.0,420.0,1496,12.0,24.0,,3.0,13.0,37.0,43.0,85,3.0,15.0,57.0,152.0,160.0,116.0,15.0,18.0,2.0,36.0,6.0,34.0,60.0,4.0,64.0,1.0,3.0,47.0,5.0,8.0,132.0,2.0,31.0,27.0,62.0,2.0,91.0,33.0,124,11.0,20.0,14.0,6.0,24.0,8.0,15.0,36.0,9.0,4.0,60.0,7.0,20.0,22.0,54.0,2.0,13.0,158.0,12.0,56.0,21.0,8.0,4.0,9.0,7.0,152.0,522,8.0,0.5797101449275363,0.6201550387596899,0.8333333333333334,0.13953488372093023,,0.2,0.14634146341463414,0.46779661016949153,0.5,0.5058823529411764,0.4349112426035503,0.4444444444444444,0.475,0.5037220843672456,0.5294117647058824,0.562015503875969,0.12721893491124261,0.1152542372881356,0.1925925925925926,0.22580645161290322,27.028604786923527,0.4,0.03333333333333333,0.11742424242424243,0.05730129390018484,0.15517241379310345,0.02,0.1267806267806268,0.0514820592823713,0.07446808510638298,0.05172413793103448,0.046413502109704644,0.014084507042253521,0.09929078014184398,0.0979020979020979,0.13934426229508196,0.168,0.12244897959183673,0.07096774193548387,0.7777777777777778,0.3994082840236686,0.5333333333333333,0.6605504587155964,0.6111111111111112,0.09171597633136094,0.3816568047337278,0.4418604651162791,0.4453125,0.014792899408284023,,,,0.11242603550295859,0.15789473684210525,0.15789473684210525,0.8333333333333334,0.5925925925925926,0.625,,0.07407407407407407,,,0.42,0.5714285714285714,,,0.15,0.2,0.5266272189349113,0.16666666666666666,0.5012750000000002,0.5302634615384615,0.5103790816326531,0.14659685863874344,0.16519174041297935,0.0880952380952381,0.3619047619047619,8.989830508474576,27.083720930232563,0.348,9.0,,1.0,3.0,,4.0,1.0,15.0,,0.007751937984496124,,,0.034482758620689655,0.2903225806451613,0.375,0.3333333333333333,0.5789473684210527,0.037037037037037035,,,,,1.0,,1.0,1.0,,3.0,2.0,1.0,1.0,True,,
445,1610612743,Wesley Person,Wesley Person,445,DEN,9745.0,162,18,334,339,94,74,37,673,3.0,3.0,1.0,1.0,,,2.0,12.0,36.0,4.0,9.0,2.0,4.0,11.0,18.0,2.0,2.0,4.0,6.0,17.0,41,15.0,27.0,,79.0,340,2.0,4.0,2.0,2.0,,10.0,5.0,10,6.0,10.0,,28.0,28.0,6.0,42.0,,,18.0,11.0,2.0,7.0,1.0,8.0,,1.0,5.0,1.0,1.0,17.0,,2.0,10.0,11.0,4.0,25.0,2.0,27,,5.0,3.0,2.0,2.0,,2.0,,,,2.0,,2.0,6.0,9.0,,,,,,,1.0,,1.0,1.0,28.0,94,1.0,0.8235294117647058,0.8235294117647058,0.9333333333333333,0.5555555555555556,1.0,0.6,0.5555555555555556,0.4146341463414634,0.5,0.5,0.5808823529411765,0.8333333333333334,0.7,0.5808823529411765,0.8333333333333334,0.7,0.39705882352941174,0.04878048780487805,,,18.46965699208443,1.0,0.2222222222222222,0.08461538461538462,0.01639344262295082,0.2777777777777778,,0.12650602409638553,0.012987012987012988,0.030303030303030304,,0.013888888888888888,,0.05128205128205128,0.05555555555555555,0.12727272727272726,0.34615384615384615,0.1,,1.0,0.04411764705882353,1.0,1.0,1.0,0.029411764705882353,0.5294117647058824,0.3333333333333333,0.35294117647058826,0.1323529411764706,0.4444444444444444,0.4444444444444444,1.0,0.2647058823529412,0.6111111111111112,0.6111111111111112,0.9090909090909091,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,0.5,,,0.2,0.5,0.3,0.6666666666666666,0.4411764705882353,0.6111111111111112,0.4810507352941176,0.47523333333333334,0.4617475,,,0.12658227848101267,0.35443037974683544,16.782926829268295,24.537037037037035,0.281437125748503,2.0,,,3.0,,,,,,0.05555555555555555,,,,1.0,1.0,1.0,0.75,,,,,,,,,,,1.0,,,,True,,
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,22020.0,367,-60,691,698,213,207,98,1389,7.0,14.0,6.0,10.0,,,4.0,5.0,18.0,8.0,27.0,4.0,7.0,7.0,27.0,1.0,2.0,2.0,10.0,13.0,36,15.0,54.0,26.0,97.0,705,6.0,13.0,1.0,2.0,2.0,17.0,1.0,6,6.0,17.0,9.0,29.0,10.0,16.0,39.0,12.0,,27.0,7.0,4.0,24.0,3.0,27.0,2.0,1.0,16.0,3.0,5.0,57.0,2.0,16.0,6.0,37.0,4.0,47.0,19.0,66,,14.0,7.0,7.0,9.0,1.0,6.0,4.0,3.0,1.0,13.0,3.0,2.0,30.0,55.0,1.0,,29.0,1.0,10.0,5.0,3.0,2.0,4.0,2.0,29.0,213,6.0,0.38461538461538464,0.7142857142857143,0.8666666666666667,0.2777777777777778,0.5,0.35294117647058826,0.2777777777777778,0.3611111111111111,0.46153846153846156,0.16666666666666666,0.39444444444444443,0.5,0.43478260869565216,0.46634615384615385,0.53125,0.5178571428571429,0.6,0.1111111111111111,0.21428571428571427,,14.55223880597015,0.6923076923076923,0.14814814814814814,0.15546218487394958,0.05673758865248227,0.07894736842105263,0.02702702702702703,0.13694267515923567,0.05056179775280899,0.06578947368421052,0.015384615384615385,0.07092198581560284,0.022727272727272728,0.08860759493670886,0.19696969696969696,0.1827956989247312,0.09615384615384616,0.041666666666666664,,0.5,0.15555555555555556,0.5,0.6363636363636364,,0.044444444444444446,0.2,0.2777777777777778,0.29411764705882354,0.3,0.2962962962962963,0.2962962962962963,1.0,0.3,0.25925925925925924,0.2692307692307692,0.7142857142857143,0.6666666666666666,0.6,,0.13333333333333333,0.5,1.0,,,0.30434782608695654,0.5714285714285714,0.43478260869565216,0.2,0.7555555555555555,0.25925925925925924,0.5105633333333333,0.5278178571428572,0.4860869565217391,0.10101010101010101,0.2222222222222222,0.17525773195876287,0.29896907216494845,10.747222222222224,24.079629629629625,0.30824891461649784,1.0,,,6.0,1.0,,,,0.018518518518518517,0.05555555555555555,,0.037037037037037035,0.03333333333333333,0.25,0.25,,1.0,,,,1.0,1.0,,0.03571428571428571,,1.0,1.0,1.0,,,,True,,
