EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LostBallOutOfBoundsTurnovers,FoulsDrawn,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls,on,Arc3PctBlocked,OffensiveGoaltends
1425,1610612761,Aaron Williams,Aaron Williams,1425,TOR,3543.0,59,-7,112,112,38,39,18,224,2.0,7,1.0,4.0,1,2.0,1.0,4.0,3.0,13,4.0,10,124,1.0,5,4.0,6.0,3,2.0,2,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,6,8,6,14,1.0,1.0,1.0,1,1,7,14,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2,38,5.0,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.2,0.23076923076923078,0.2,0.3333333333333333,0.42857142857142855,0.25,0.15384615384615385,0.2857142857142857,12.121212121212121,0.18181818181818182,0.10638297872340426,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.10344827586206896,0.15384615384615385,0.2,0.041666666666666664,0.2,0.375,0.18181818181818182,0.07142857142857142,0.1111111111111111,0.5,0.125,1.0,0.5384615384615384,0.2857142857142857,0.4,0.5,0.15384615384615385,0.3076923076923077,0.25,0.25,1.0,0.8,0.25,0.3333333333333333,0.5384615384615384,0.4882230769230769,0.50188,0.3817333333333333,0.13333333333333333,0.13333333333333333,0.6,0.2,6.584615384615384,0.3392857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,48266.0,804,-73,1520,1520,426,440,155,3040,36.0,54,4.0,4.0,16,102.0,55.0,128.0,137.0,284,112.0,500,1719,10.0,19,8.0,28.0,65,58.0,144,88.0,186.0,16.0,40.0,60.0,15.0,140.0,3.0,11.0,11.0,31,52,15,67,3.0,16.0,7.0,32,63,19,54,2.0,17.0,133.0,48.0,5.0,5.0,5.0,3.0,144,426,5.0,0.32116788321167883,0.32592592592592595,0.4823943661971831,0.5263157894736842,0.521505376344086,0.4166666666666667,0.5764705882352941,0.5,0.568,0.056338028169014086,0.16666666666666666,28.655314151497354,0.05575539568345324,0.021653543307086614,0.07051282051282051,0.017045454545454544,0.05898876404494382,0.02046783625730994,0.024242424242424242,0.0364963503649635,0.009708737864077669,0.013157894736842105,0.03535353535353535,0.05405405405405406,0.0761904761904762,0.06930693069306931,0.07272727272727272,0.01694915254237288,0.6,0.14516129032258066,0.6666666666666666,0.8,0.3333333333333333,0.27419354838709675,0.34408602150537637,0.4296875,0.4296875,0.43636363636363634,0.16666666666666666,1.0,0.16842105263157894,0.3817204301075269,0.4545752021563342,0.4670033333333334,0.45972074468085106,0.11822660098522167,0.1509433962264151,0.056,0.288,11.130281690140846,0.2802631578947368,10.0,46.0,20.0,41.0,1.0,4.0,11.0,18.0,47.0,4.0,4.0,19.0,38.0,88.0,5.0,31.0,8.0,30.0,93.0,21.0,4.0,1.0,46.0,18.0,1.0,20.0,12.0,8.0,18.0,7.0,1.0,10.0,9.0,31.0,6.0,15.0,16.0,2.0,7.0,5.0,22.0,14.0,13.0,19.0,0.8157894736842105,0.4318181818181818,0.26666666666666666,0.4367816091954023,0.47692307692307695,0.45263157894736844,0.23655913978494625,0.011363636363636364,0.06862745098039216,0.024390243902439025,0.49206349206349204,0.17543859649122806,0.023809523809523808,0.02,0.45098039215686275,0.4842105263157895,0.17391304347826086,0.11021505376344086,0.4878048780487805,0.5,0.85,0.12634408602150538,0.3829787234042553,0.3829787234042553,0.7777777777777778,0.25,0.041666666666666664,0.16666666666666666,0.625,0.11578947368421053,0.36363636363636365,0.2,0.21052631578947367,0.391304347826087,24.556818181818187,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1960,1610612761,Milt Palacio,Milt Palacio,1960,TOR,91693.0,1528,-4,2899,2912,794,847,334,5811,94.0,189,9.0,16.0,40,40.0,68.0,151.0,173.0,380,115.0,467,3136,13.0,28,6.0,32.0,91,33.0,131,142.0,204.0,27.0,164.0,279.0,104.0,673.0,5.0,21.0,26.0,79,108,26,134,6.0,48.0,14.0,53,104,55,126,3.0,21.0,155.0,75.0,11.0,6.0,13.0,6.0,131,794,11.0,0.41040462427745666,0.4176470588235294,0.45526315789473687,0.4642857142857143,0.4489795918367347,0.43333333333333335,0.5087145969498911,0.48484848484848486,0.5458333333333333,0.07105263157894737,0.10582010582010581,17.138508371385083,0.07362534948741846,0.02127659574468085,0.08609271523178808,0.014450867052023121,0.07636363636363637,0.019504876219054765,0.029239766081871343,0.017167381974248927,0.01699029126213592,0.006369426751592357,0.06406685236768803,0.05,0.09903381642512077,0.08823529411764706,0.08163265306122448,0.03314917127071823,0.46153846153846156,0.48214285714285715,0.4973544973544973,0.5562130177514792,0.30851063829787234,0.10204081632653061,0.3852040816326531,0.4503311258278146,0.4563758389261745,0.5588235294117647,0.5333333333333333,0.5625,0.40404040404040403,0.5127551020408163,0.49886069587628845,0.5015499999999999,0.4901294736842108,0.1681614349775785,0.1728110599078341,0.06852248394004283,0.28051391862955033,8.211842105263155,0.2738875474301483,21.0,11.0,,,,,,2.0,12.0,2.0,2.0,8.0,2.0,12.0,2.0,46.0,2.0,8.0,3.0,3.0,6.0,4.0,8.0,2.0,,115.0,65.0,50.0,44.0,16.0,,3.0,34.0,51.0,19.0,39.0,12.0,,3.0,3.0,22.0,21.0,,13.0,0.5,0.16666666666666666,0.25,0.25,0.5054945054945055,0.494949494949495,0.030612244897959183,,0.125,,0.49038461538461536,0.030927835051546393,,0.021164021164021163,0.275,0.3142857142857143,0.36363636363636365,,,,,0.030612244897959183,0.16666666666666666,0.16666666666666666,0.5,0.1111111111111111,,0.06666666666666667,0.525,,,0.08080808080808081,0.25,0.25,33.37499999999999,3.0,1.0,1.0,2.0,2.0,3.0,2.0,0.013245033112582781,,,,,,,,,,,,,,,,,True,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,46955.0,783,28,1493,1508,443,490,175,3001,36.0,74,7.0,14.0,28,26.0,23.0,57.0,65.0,157,65.0,327,1631,9.0,19,7.0,43.0,50,26.0,90,70.0,60.0,11.0,30.0,49.0,12.0,117.0,6.0,17.0,22.0,56,86,23,109,2.0,25.0,11.0,19,29,29,73,3.0,10.0,80.0,30.0,7.0,6.0,7.0,5.0,90,443,15.0,0.5384615384615384,0.5645161290322581,0.4140127388535032,0.47368421052631576,0.5057915057915058,0.5625,0.552901023890785,0.6,0.4838709677419355,0.07006369426751592,0.0945945945945946,19.01949202598937,0.1,0.03420523138832998,0.13496932515337423,0.03488372093023256,0.1078838174273859,0.0343796711509716,,0.03773584905660377,0.0663265306122449,0.022222222222222223,0.06060606060606061,0.1038961038961039,0.1346153846153846,0.11206896551724138,0.19148936170212766,0.015267175572519083,0.7142857142857143,0.2857142857142857,0.4864864864864865,0.5373134328358209,0.4444444444444444,0.10038610038610038,0.22007722007722008,0.40350877192982454,0.41818181818181815,0.782608695652174,0.4375,0.5,0.35,0.6795366795366795,0.5135589843749999,0.5472303571428572,0.506905844155844,0.11307420494699646,0.16666666666666666,0.13149847094801223,0.27522935779816515,8.367515923566879,0.29671801741460146,13.0,6.0,26.0,57.0,7.0,3.0,14.0,18.0,45.0,6.0,5.0,16.0,44.0,102.0,13.0,20.0,8.0,30.0,114.0,18.0,6.0,3.0,42.0,18.0,,19.0,4.0,15.0,11.0,7.0,,8.0,14.0,10.0,4.0,9.0,1.0,2.0,1.0,1.0,6.0,7.0,3.0,10.0,0.8636363636363636,0.43137254901960786,0.26666666666666666,0.4444444444444444,0.4,0.4,0.3938223938223938,,0.07692307692307693,,0.3448275862068966,0.17391304347826086,,0.04878048780487805,0.23076923076923078,0.25,0.16666666666666666,0.22007722007722008,0.45614035087719296,0.45614035087719296,1.0,0.17374517374517376,0.4,0.4,0.6666666666666666,0.14285714285714285,0.21875,0.1875,0.4642857142857143,0.175,0.21428571428571427,0.2,0.3125,0.42857142857142855,24.915686274509806,2.0,,,,,,1.0,0.03508771929824561,2.0,4.0,6.0,1.0,2.0,0.46153846153846156,0.2857142857142857,1.0,0.6666666666666666,0.75,0.019417475728155338,,,,,,True,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,54081.0,901,9,1693,1707,440,508,170,3400,62.0,130,13.0,23.0,34,56.0,38.0,94.0,121.0,280,140.0,391,1859,18.0,31,15.0,51.0,65,41.0,97,150.0,92.0,33.0,31.0,46.0,15.0,107.0,16.0,45.0,37.0,119,159,62,221,5.0,20.0,8.0,33,67,47,77,7.0,9.0,178.0,81.0,36.0,23.0,39.0,19.0,97,440,4.0,0.6198347107438017,0.6818181818181818,0.43214285714285716,0.5806451612903226,0.44035087719298244,0.5806451612903226,0.5326975476839237,0.6538461538461539,0.5159574468085106,0.11785714285714285,0.2153846153846154,22.938689217758984,0.1907051282051282,0.08226691042047532,0.21264367816091953,0.0851063829787234,0.19548872180451127,0.08299319727891157,0.09178743961352658,0.0603448275862069,0.08482142857142858,0.07777777777777778,0.15942028985507245,0.18857142857142858,0.2190082644628099,0.23423423423423423,0.1746031746031746,0.0390625,0.48717948717948717,0.45614035087719296,0.47692307692307695,0.6078431372549019,0.5161290322580645,0.19649122807017544,0.3298245614035088,0.40425531914893614,0.41304347826086957,0.8421052631578947,0.7419354838709677,0.5652173913043478,0.5074626865671642,0.47368421052631576,0.46541789473684203,0.5322217391304348,0.47672164179104487,0.23011363636363635,0.2334293948126801,0.13043478260869565,0.24808184143222506,7.646071428571427,0.2598936798582398,15.0,21.0,1.0,1.0,,1.0,1.0,2.0,4.0,,1.0,1.0,3.0,5.0,,25.0,2.0,2.0,9.0,,22.0,,4.0,2.0,,15.0,10.0,5.0,15.0,1.0,1.0,3.0,12.0,34.0,8.0,14.0,20.0,1.0,6.0,5.0,21.0,14.0,,15.0,1.0,0.6,1.0,0.6,0.38461538461538464,0.417910447761194,0.017543859649122806,,0.05357142857142857,,0.5074626865671642,0.057692307692307696,0.015625,0.09183673469387756,0.375,0.39622641509433965,0.5238095238095238,0.0035087719298245615,1.0,1.0,1.0,0.014035087719298246,0.5,0.5,1.0,,,,0.4411764705882353,0.014925373134328358,1.0,0.014925373134328358,1.0,0.5,25.240000000000002,5.0,,,3.0,2.0,,13.0,0.02127659574468085,,,,,,,,,,,,1.0,3.0,1.0,1.0,,True,,
2588,1610612761,Matt Bonner,Matt Bonner,2588,TOR,57745.0,962,17,1831,1821,435,424,240,3652,42.0,67,23.0,32.0,17,62.0,73.0,128.0,148.0,257,38.0,427,1957,36.0,55,13.0,100.0,56,16.0,96,192.0,104.0,13.0,18.0,31.0,6.0,75.0,13.0,57.0,20.0,96,125,71,196,7.0,23.0,12.0,18,31,72,141,8.0,12.0,46.0,21.0,15.0,10.0,15.0,5.0,96,435,10.0,0.6486486486486487,0.7804878048780488,0.5758754863813229,0.6545454545454545,0.5948012232415902,0.7016129032258065,0.615606936416185,0.7352941176470589,0.5853658536585366,0.05058365758754864,0.11940298507462686,17.935299714557566,0.14096916299559473,0.08850931677018634,0.10869565217391304,0.05701754385964912,0.13410404624277455,0.08027522935779817,0.09359605911330049,0.08176100628930817,0.08865248226950355,0.07142857142857142,0.16666666666666666,0.12365591397849462,0.13108614232209737,0.11811023622047244,0.08771929824561403,0.05185185185185185,0.3333333333333333,0.20489296636085627,0.6268656716417911,0.711864406779661,0.40476190476190477,0.18960244648318042,0.39143730886850153,0.5703125,0.5793650793650794,0.9315068493150684,0.5161290322580645,0.71875,0.2361111111111111,0.41896024464831805,0.4659727828746175,0.5132195652173914,0.478126388888889,0.06158357771260997,0.07749077490774908,0.234192037470726,0.22482435597189696,11.571984435797665,0.2375750955761879,12.0,33.0,9.0,17.0,3.0,3.0,6.0,22.0,53.0,4.0,1.0,10.0,31.0,70.0,7.0,34.0,4.0,16.0,93.0,,50.0,,53.0,22.0,,13.0,1.0,12.0,10.0,2.0,1.0,9.0,11.0,13.0,,5.0,8.0,,2.0,4.0,4.0,7.0,1.0,5.0,1.0,0.44285714285714284,0.25,0.44285714285714284,0.6071428571428571,0.5555555555555556,0.21406727828746178,,0.04838709677419355,,0.41935483870967744,0.15517241379310345,0.02,0.046153846153846156,0.532258064516129,0.559322033898305,0.3333333333333333,0.05198776758409786,0.5294117647058824,0.5294117647058824,1.0,0.1620795107033639,0.41509433962264153,0.41509433962264153,1.0,0.13043478260869565,0.04838709677419355,0.06451612903225806,0.7058823529411765,0.08333333333333333,0.5,0.1388888888888889,0.1,0.41509433962264153,24.561428571428568,2.0,,,,,2.0,3.0,0.015625,3.0,2.0,5.0,,,0.7142857142857143,1.0,1.0,0.5,1.0,,,,,1.0,,True,,
923,1610612761,Donyell Marshall,Donyell Marshall,923,TOR,54049.0,901,14,1681,1692,377,439,195,3373,44.0,66,14.0,25.0,9,20.0,4.0,30.0,52.0,116,31.0,381,1824,16.0,31,15.0,62.0,23,12.0,75,70.0,34.0,10.0,34.0,41.0,11.0,89.0,7.0,38.0,32.0,117,178,48,226,6.0,29.0,8.0,7,18,49,73,3.0,3.0,42.0,16.0,33.0,22.0,33.0,21.0,75,377,5.0,0.6730769230769231,0.8536585365853658,0.4482758620689655,0.5161290322580645,0.54858934169279,0.5340909090909091,0.5619469026548672,0.5849056603773585,0.528169014084507,0.08620689655172414,0.10606060606060606,18.75,0.17567567567567569,0.06761565836298933,0.17679558011049723,0.02857142857142857,0.17591499409681227,0.055762081784386616,0.10582010582010581,0.050359712230215826,0.04700854700854701,0.03571428571428571,0.15217391304347827,0.21739130434782608,0.16666666666666666,0.17647058823529413,0.1774193548387097,0.03529411764705882,0.6363636363636364,0.20689655172413793,0.6666666666666666,0.7457627118644068,0.6363636363636364,0.06269592476489028,0.09404388714733543,0.13333333333333333,0.13793103448275862,1.0,0.5681818181818182,0.56,0.140625,0.8432601880877743,0.539189779874214,0.5296475609756097,0.5099484126984126,0.050746268656716415,0.12213740458015267,0.16272965879265092,0.1968503937007874,6.473275862068966,0.22427126710291492,7.0,4.0,51.0,118.0,6.0,12.0,24.0,31.0,85.0,7.0,3.0,17.0,82.0,203.0,13.0,9.0,15.0,41.0,246.0,,22.0,1.0,84.0,31.0,2.0,7.0,3.0,4.0,18.0,5.0,3.0,29.0,21.0,11.0,1.0,4.0,7.0,,2.0,2.0,5.0,1.0,,4.0,1.0,0.4039408866995074,0.36585365853658536,0.40594059405940597,0.391304347826087,0.4921875,0.6363636363636364,0.009852216748768473,0.1,0.01694915254237288,0.6111111111111112,0.4603174603174603,0.061224489795918366,0.022556390977443608,0.2,0.2222222222222222,0.75,0.36990595611285265,0.4322033898305085,0.4396551724137931,1.0,0.2664576802507837,0.36470588235294116,0.36470588235294116,1.0,0.14285714285714285,0.13636363636363635,0.1590909090909091,0.7777777777777778,0.375,0.5,0.265625,0.17647058823529413,0.36904761904761907,24.24778325123153,1.0,,,,,4.0,7.0,0.03333333333333333,2.0,3.0,5.0,,1.0,0.38461538461538464,0.3333333333333333,1.0,0.42857142857142855,1.0,0.004901960784313725,,1.0,,,,True,,
2241,1610612761,Omar Cook,Omar Cook,2241,TOR,2243.0,37,-17,77,76,30,33,9,153,,1,,,1,,1.0,6.0,1.0,7,3.0,5,91,,1,,,4,1.0,3,,2.0,,10.0,12.0,6.0,26.0,,1.0,1.0,1,2,1,3,,3.0,,2,3,1,3,,,6.0,2.0,,,1.0,,3,30,2.0,,,0.14285714285714285,,0.1,,0.19230769230769232,,0.25,,,18.6046511627907,0.038461538461538464,0.030303030303030304,0.125,,0.058823529411764705,0.027777777777777776,0.14285714285714285,,,,,,0.07692307692307693,0.14285714285714285,,,,0.1,,,,,0.6,0.16666666666666666,0.16666666666666666,,,,0.2,0.4,0.47416111111111114,0.4483,0.48335,0.16666666666666666,0.2222222222222222,,0.6,16.2,0.38961038961038963,,,,1.0,,,,,2.0,,,1.0,,3.0,,1.0,,1.0,,,,1.0,1.0,,,2.0,1.0,1.0,3.0,1.0,,,3.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,0.25,0.2,0.3,,,,0.3333333333333333,,,,,,,0.1,,,,0.2,,,,,,,,,,0.2,,,34.36666666666667,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,
2737,1610612761,Rafael Araujo,Rafael Araujo,2737,TOR,9216.0,154,-14,309,309,100,100,46,618,7.0,14,4.0,7.0,1,11.0,2.0,11.0,13.0,36,8.0,34,331,4.0,8,,8.0,9,2.0,10,12.0,14.0,4.0,4.0,5.0,1.0,11.0,1.0,9.0,5.0,13,19,10,29,,7.0,2.0,8,11,23,42,4.0,5.0,12.0,6.0,1.0,,1.0,,10,100,3.0,0.46153846153846156,0.6666666666666666,0.3611111111111111,0.5,0.3611111111111111,0.5,0.4146341463414634,0.5,0.5,0.1111111111111111,0.2857142857142857,14.484679665738161,0.14942528735632185,0.07894736842105263,0.2,0.03333333333333333,0.16071428571428573,0.06944444444444445,0.11363636363636363,0.09090909090909091,0.041666666666666664,0.07692307692307693,0.21739130434782608,0.18518518518518517,0.08108108108108109,0.1111111111111111,0.42857142857142855,,,0.3888888888888889,0.5,0.7,0.42857142857142855,0.3055555555555556,0.3055555555555556,0.18181818181818182,0.18181818181818182,1.0,0.875,0.5714285714285714,0.1111111111111111,0.3888888888888889,0.4552194444444445,0.49751249999999997,0.4176111111111111,0.15,0.15,0.23529411764705882,0.29411764705882354,8.019444444444446,0.32362459546925565,1.0,4.0,,,,,,,,,,,,,,4.0,,,,,8.0,,,,,1.0,,1.0,3.0,,,1.0,5.0,3.0,,2.0,1.0,,,,2.0,2.0,,1.0,,,,,0.4444444444444444,0.4444444444444444,,,,,0.2727272727272727,0.125,,,0.36363636363636365,0.36363636363636365,0.25,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,True,,
441,1610612761,Lamond Murray,Lamond Murray,441,TOR,38045.0,634,42,1196,1204,264,313,147,2400,25.0,47,6.0,15.0,10,25.0,29.0,70.0,64.0,142,46.0,270,1244,9.0,23,7.0,31.0,31,9.0,52,74.0,54.0,7.0,27.0,34.0,13.0,75.0,8.0,19.0,18.0,57,86,29,115,1.0,23.0,7.0,21,37,21,53,4.0,8.0,62.0,26.0,13.0,11.0,13.0,8.0,52,264,6.0,0.578125,0.6065573770491803,0.4507042253521127,0.391304347826087,0.5137614678899083,0.42857142857142855,0.5467479674796748,0.4838709677419355,0.48148148148148145,0.04929577464788732,0.10638297872340426,20.656934306569344,0.12311015118790497,0.044186046511627906,0.1487603305785124,0.057971014492753624,0.1284246575342466,0.04753521126760563,0.06,0.049019607843137254,0.028089887640449437,0.09375,0.10666666666666667,0.12030075187969924,0.1388888888888889,0.1111111111111111,0.225,0.008771929824561403,0.6153846153846154,0.21559633027522937,0.5319148936170213,0.5952380952380952,0.48,0.11467889908256881,0.3211009174311927,0.4142857142857143,0.42028985507246375,0.7586206896551724,0.5357142857142857,0.4,0.20408163265306123,0.5642201834862385,0.4961101382488479,0.49743421052631587,0.4941552083333333,0.1115702479338843,0.15757575757575756,0.11481481481481481,0.1925925925925926,10.787323943661972,0.22073578595317725,4.0,10.0,16.0,38.0,1.0,2.0,8.0,16.0,38.0,4.0,5.0,10.0,32.0,76.0,5.0,11.0,7.0,18.0,90.0,6.0,6.0,1.0,37.0,16.0,,7.0,1.0,6.0,10.0,4.0,2.0,11.0,16.0,16.0,6.0,11.0,5.0,,5.0,6.0,9.0,3.0,2.0,4.0,0.9375,0.42105263157894735,0.3888888888888889,0.4266666666666667,0.3548387096774194,0.4387755102040816,0.3486238532110092,,0.04,,0.43243243243243246,0.28205128205128205,0.05,0.02702702702702703,0.4,0.4166666666666667,0.3,0.1743119266055046,0.42105263157894735,0.42105263157894735,0.875,0.1743119266055046,0.42105263157894735,0.42105263157894735,1.0,,0.03571428571428571,0.14285714285714285,0.4,0.16326530612244897,0.25,0.20408163265306123,0.5,0.43243243243243246,24.664473684210527,1.0,,,,,,2.0,0.014285714285714285,1.0,1.0,2.0,,1.0,0.4,1.0,1.0,0.25,1.0,0.012987012987012988,,1.0,,1.0,,True,,
