EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Steals,BadPassSteals,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,TwoPtShootingFoulsDrawn,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,3SecondViolations,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,PenaltyArc3Accuracy,OffAtRimReboundPct,ShortMidRangePctAssisted,Fg2aBlocked,Technical Free Throw Trips,FG2APctBlocked,ShortMidRangePctBlocked,Corner3Assists,LostBallSteals,AtRimPctBlocked,Travels,LostBallOutOfBoundsTurnovers,on,HeaveAttempts,OffThreePtRebounds,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,BlockedCorner3,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3pt And 1 Free Throw Trips,LongMidRangePctBlocked
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,802.0,13,9.0,26,26,3.0,8.0,3.0,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,13.793103448275865,1.0,0.5,0.2222222222222222,0.1666666666666666,0.1538461538461538,0.1666666666666666,0.5,0.125,0.4,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.323425,0.5762,0.07065,1.0,1.5,32.2,0.1153846153846153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612753,Cuttino Mobley,Cuttino Mobley,1749,ORL,806.0,13,5.0,25,23,7.0,11.0,6.0,48,,,,,2.0,,2.0,5.0,3.0,14.0,21,,,3.0,1.0,4.0,,2.0,,,,,,,,,,,1.0,1.0,,2.0,,1.0,,,,7.0,,0.4,,0.8125,1.5,0.7777777777777778,1.5,0.375,35.483870967741936,0.5,,,,,,,,,,,,0.25,,,,0.375,0.45693125,0.55935,0.46175,0.2142857142857142,14.46,24.4,0.28,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.75,0.25,0.5,0.5,0.375,0.3333333333333333,0.3333333333333333,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,1610612753,Steve Francis,Steve Francis,1883,ORL,1862.0,31,28.0,57,59,14.0,30.0,9.0,116,2.0,3.0,,,2.0,,4.0,14.0,2.0,19.0,52,,,2.0,,4.0,,2.0,3.0,6.0,3.0,15.0,1.0,5.0,2.0,9.0,1.0,10.0,,,,,,1.0,1.0,1.0,1.0,14.0,,0.2857142857142857,,0.34375,,0.475,1.0,0.125,29.85074626865672,,0.2857142857142857,0.217391304347826,0.0384615384615384,0.1944444444444444,0.037037037037037,,0.0588235294117647,0.3333333333333333,0.1875,0.6666666666666666,0.6666666666666666,0.125,,,,0.3125,0.4557468749999999,,0.4634,0.1052631578947368,14.385714285714286,25.35,0.2456140350877192,,1.0,2.0,10.0,,,,,1.0,,,1.0,8.0,,,1.0,3.0,,4.0,6.0,,1.0,1.0,1.0,,,,,8.0,,6.0,,0.5,,,0.5,0.3333333333333333,0.3333333333333333,0.6,0.0625,,,0.625,0.2,0.2,,,,,0.5,0.5,,,,,,,0.5,0.3157894736842105,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,0.5,0.5,0.1538461538461538,0.2,0.1428571428571428,0.1666666666666666,1.0,1.0,0.3333333333333333,1.0,0.2,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,2699.0,45,17.0,83,83,25.0,32.0,12.0,166,4.0,5.0,1.0,1.0,6.0,1.0,9.0,15.0,6.0,33.0,77,1.0,1.0,5.0,1.0,12.0,2.0,6.0,,3.0,,6.0,3.0,3.0,,3.0,3.0,6.0,2.0,2.0,,6.0,3.0,8.0,1.0,1.0,1.0,25.0,1.0,0.6,1.0,0.7142857142857143,0.625,0.717391304347826,0.625,0.2857142857142857,30.526315789473685,0.3333333333333333,,0.0833333333333333,0.0909090909090909,0.06,0.081081081081081,0.1666666666666666,0.08,,0.238095238095238,0.8,0.8,0.2857142857142857,0.25,1.0,0.1111111111111111,0.5238095238095238,0.4930499999999999,0.5526,0.4201,0.1515151515151515,11.413333333333334,25.4,0.3012048192771084,,1.0,5.0,9.0,,,,,4.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,8.0,1.0,,11.0,12.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,,11.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.6111111111111112,0.6111111111111112,0.0476190476190476,,,0.4285714285714285,0.5555555555555556,0.5555555555555556,,,,,0.6666666666666666,0.6666666666666666,1.0,0.75,0.3333333333333333,1.0,,,0.6666666666666666,0.3333333333333333,1.0,1.0,,6.0,,3.0,2.0,,,3.0,1.0,0.3333333333333333,0.375,,,,,1.0,0.2,0.1111111111111111,1.0,0.1304347826086956,0.1764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.125,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,1610612753,Michael Bradley,Michael Bradley,2214,ORL,3237.0,54,18.0,101,101,25.0,46.0,16.0,202,1.0,3.0,,2.0,,,3.0,7.0,,6.0,91,1.0,3.0,2.0,,2.0,,,1.0,2.0,1.0,5.0,3.0,10.0,,11.0,3.0,14.0,1.0,1.0,,1.0,2.0,4.0,2.0,2.0,2.0,25.0,,0.4285714285714285,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.4285714285714285,0.3333333333333333,,6.837606837606838,1.0,,0.2272727272727272,0.0681818181818181,0.1864406779661017,0.0625,,0.0357142857142857,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,,0.4285714285714285,0.4453285714285714,0.4535,0.5603,0.3333333333333333,7.671428571428572,,0.2475247524752475,2.0,2.0,,2.0,,,,,,,,,,,,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,,2.0,,,,,,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,4.0,,1.0,,1.0,1.0,,,0.6666666666666666,0.6666666666666666,0.0666666666666666,0.0909090909090909,,0.1666666666666666,,,1.0,1.0,,,,,,,,,,0.1666666666666666,,1.0,,0.3333333333333333,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,934.0,16,23.0,31,30,7.0,15.0,5.0,61,3.0,3.0,,,,,5.0,11.0,,11.0,23,,,,,2.0,,,1.0,3.0,1.0,7.0,,1.0,1.0,4.0,,4.0,,,,,,1.0,1.0,1.0,1.0,7.0,,0.4545454545454545,,0.4545454545454545,,0.4545454545454545,,,30.55555555555556,,0.5,0.0714285714285714,,0.1363636363636363,,,,,0.2727272727272727,1.0,1.0,,,,,0.2727272727272727,0.5038999999999999,,0.35935,,11.11818181818182,,0.2258064516129032,1.0,3.0,1.0,5.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,0.2727272727272727,0.3333333333333333,0.5,0.4545454545454545,0.2,0.2,,,,,,,,,,,,,,,,,,8.0,,2.0,1.0,,2.0,,1.0,0.8,0.8,0.25,0.1428571428571428,0.25,0.25,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,0.0909090909090909,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,1494.0,25,-10.0,48,47,13.0,21.0,7.0,95,1.0,2.0,,,,,1.0,6.0,,2.0,43,,,,,2.0,,,2.0,5.0,1.0,12.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,3.0,,,,13.0,,0.1666666666666666,,0.1666666666666666,,0.1666666666666666,,,12.962962962962962,1.0,,0.04,0.05,0.037037037037037,0.0434782608695652,,,0.0769230769230769,0.3333333333333333,0.5,1.0,,,,,0.3333333333333333,0.4818666666666666,,0.3797,,11.35,,0.2708333333333333,,1.0,,3.0,,,,,,,,,,,,,1.0,,,,,,4.0,2.0,,,,,,,,,,,,,,,,0.1666666666666666,,,0.5,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.25,,1.0,,0.1666666666666666,,1.0,2.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,563.0,9,-8.0,16,18,1.0,10.0,3.0,34,1.0,2.0,,,,,2.0,4.0,,4.0,21,,,,,2.0,,,,,,,,,,,,,2.0,1.0,1.0,2.0,,,,,,1.0,,0.5,,0.5,,0.5,,,31.57894736842105,1.0,,,,,,,,,0.5,0.5,0.5,,,,,0.5,0.479875,,,,10.3,,0.0625,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1610612753,Stacey Augmon,Stacey Augmon,278,ORL,1482.0,25,-1.0,45,46,9.0,20.0,8.0,91,1.0,1.0,,,,,2.0,5.0,,5.0,41,1.0,1.0,2.0,,2.0,2.0,,,,,,2.0,,,1.0,2.0,3.0,1.0,,1.0,2.0,3.0,3.0,,,,9.0,,0.4,1.0,0.4,1.0,0.4166666666666667,1.0,,15.094339622641508,0.5,,,0.1,0.05,0.0909090909090909,0.2,0.0769230769230769,,0.2,1.0,1.0,,,,,0.2,0.41636,0.4381,0.3808,0.4,9.919999999999998,,0.2,1.0,2.0,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,0.4,0.5,0.5,0.4,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,0.5,1.0,0.2,,0.2,,,,,,0.1666666666666666,0.1666666666666666,,,,,,,,,,1.0,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,1219.0,20,24.0,40,40,15.0,23.0,7.0,80,,,,,3.0,2.0,1.0,2.0,3.0,8.0,29,,,,2.0,,,3.0,1.0,3.0,1.0,7.0,,1.0,3.0,7.0,,7.0,,,,,,2.0,,,,15.0,1.0,0.5,,0.8,,0.8,,0.6,10.869565217391305,,0.75,0.05,,0.1333333333333333,,,,,,,,0.6,,,1.0,0.6,0.5126099999999999,0.55785,0.566475,,18.25,25.166666666666668,0.375,,,1.0,2.0,,,,,2.0,,1.0,2.0,,,1.0,,,1.0,,3.0,6.0,2.0,,,,,,,,,3.0,1.0,0.6666666666666666,,0.5,0.6666666666666666,,0.75,0.75,,,,0.4,0.5,0.5,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,0.6666666666666666,0.375,,,,2.0,,2.0,1.0,1.0,3.0,,,1.0,1.0,0.3,0.0909090909090909,0.4285714285714285,,,1.0,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
