EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyFG2M,PtsUnassisted3s,Fg3aBlocked,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,PenaltyFg2Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,FTOffRebounds,BlockedArc3,DefensiveGoaltends,OffFTReboundPct,3SecondViolations,Corner3PctBlocked,StepOutOfBoundsTurnovers,OffensiveGoaltends,on
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,13584.0,226,-30,446,455,167,201,57,901,12.0,19.0,2.0,5.0,4.0,1.0,5.0,2.0,2.0,3.0,9.0,1.0,1.0,1.0,2.0,5.0,14.0,1.0,2.0,3.0,8.0,15.0,26.0,8.0,23.0,9.0,63.0,484,3.0,6.0,2.0,3.0,1.0,13.0,6.0,4.0,10.0,7.0,19.0,26.0,4.0,24.0,2.0,1.0,13.0,5.0,3.0,20.0,4.0,24.0,1.0,3.0,10.0,2.0,8.0,52.0,7.0,4.0,14.0,2.0,20.0,7.0,27,17.0,11.0,6.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,14.0,24.0,1.0,1.0,12.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,19.0,167,3.0,0.8666666666666667,0.9285714285714286,1.0,0.34782608695652173,0.6666666666666666,0.4,0.36363636363636365,0.5769230769230769,0.5,0.5510204081632653,0.6666666666666666,0.375,0.5833333333333334,0.7222222222222222,0.475,0.46938775510204084,0.11538461538461539,0.15789473684210525,11.545988258317024,0.6,0.10526315789473684,0.10687022900763359,0.04516129032258064,0.08695652173913043,0.1016949152542373,0.034653465346534656,0.08108108108108109,0.02564102564102564,0.0379746835443038,0.045454545454545456,0.19230769230769232,0.11475409836065574,0.0625,0.14285714285714285,1.0,0.3877551020408163,0.631578947368421,0.75,0.8333333333333334,0.10204081632653061,0.2,0.2,1.0,0.04081632653061224,1.0,1.0,1.0,0.1836734693877551,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.35714285714285715,0.35714285714285715,1.0,0.5555555555555556,0.4,0.5,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,1.0,0.25,0.125,0.5,0.5,0.375,0.8571428571428571,0.38461538461538464,0.5528739583333333,0.5708583333333334,0.49202333333333337,0.0784313725490196,0.14285714285714285,0.20634920634920634,0.30158730158730157,3.2038461538461545,25.317391304347826,0.3744394618834081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,45895.0,765,79,1486,1475,507,516,188,2961,31.0,56.0,1.0,2.0,23.0,32.0,60.0,48.0,143.0,2.0,3.0,,,,1.0,18.0,56.0,,3.0,7.0,21.0,111.0,259.0,20.0,59.0,118.0,400.0,1451,6.0,17.0,,3.0,3.0,15.0,76.0,7.0,22.0,59.0,158.0,80.0,142.0,39.0,4.0,,56.0,18.0,13.0,92.0,34.0,126.0,18.0,16.0,41.0,9.0,42.0,286.0,9.0,8.0,24.0,,32.0,15.0,47,30.0,16.0,14.0,32.0,21.0,14.0,11.0,1.0,46.0,3.0,17.0,51.0,1.0,,128.0,2.0,28.0,27.0,2.0,,2.0,,158.0,507,12.0,0.36036036036036034,0.3669724770642202,0.65,0.3389830508474576,,0.3181818181818182,0.3389830508474576,0.42857142857142855,0.35294117647058826,0.44339622641509435,0.3,0.5051020408163265,0.5174731182795699,0.35714285714285715,0.6124031007751938,0.18553459119496854,0.05019305019305019,0.05357142857142857,24.458747805734347,0.6956521739130435,,0.05,0.015437392795883362,0.05161290322580645,0.050393700787401574,0.0199468085106383,0.013245033112582781,0.007518796992481203,0.020066889632107024,0.04666666666666667,0.056910569105691054,0.04830917874396135,0.07766990291262135,,,0.1761006289308176,0.5535714285714286,0.5849056603773585,0.4838709677419355,0.18867924528301888,0.5333333333333333,0.5818181818181818,0.25,0.449685534591195,0.3356643356643357,0.34782608695652173,0.3541666666666667,0.009433962264150943,0.6666666666666666,0.6666666666666666,1.0,0.1761006289308176,0.32142857142857145,0.3333333333333333,0.6111111111111112,0.1,0.5,,,,,0.15,,,0.23469387755102042,0.01020408163265306,,0.21428571428571427,0.3333333333333333,0.36163522012578614,0.32142857142857145,0.45556462264150954,0.44039666666666666,0.45397040816326534,0.08405797101449275,0.09824561403508772,0.0375,0.395,12.263320463320468,25.150847457627123,0.3411843876177658,16.0,39.0,21.0,2.0,6.0,4.0,5.0,3.0,7.0,17.0,1.0,1.0,1.0,0.5131578947368421,0.03389830508474576,0.08333333333333333,0.03496503496503497,0.03571428571428571,0.03550295857988166,0.02702702702702703,0.05172413793103448,0.023952095808383235,0.6956521739130435,0.016666666666666666,,,,,,,,,,,,True
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,32320.0,539,15,1050,1050,436,428,135,2100,42.0,67.0,4.0,9.0,33.0,9.0,34.0,27.0,87.0,,1.0,,1.0,,1.0,2.0,15.0,1.0,4.0,1.0,9.0,78.0,188.0,2.0,16.0,52.0,214.0,1054,9.0,19.0,1.0,5.0,7.0,28.0,78.0,1.0,10.0,26.0,83.0,64.0,92.0,3.0,4.0,3.0,12.0,2.0,15.0,63.0,22.0,85.0,14.0,8.0,40.0,4.0,19.0,192.0,17.0,12.0,25.0,3.0,40.0,22.0,62,27.0,17.0,10.0,31.0,18.0,15.0,13.0,2.0,46.0,1.0,11.0,47.0,4.0,4.0,63.0,7.0,25.0,10.0,1.0,,1.0,1.0,83.0,436,12.0,0.41025641025641024,0.42105263157894735,0.5,0.125,0.2,0.1,0.15384615384615385,0.4148936170212766,0.47368421052631576,0.39705882352941174,0.4375,0.32386363636363635,0.46120689655172414,0.5,0.4029126213592233,0.0784313725490196,0.0797872340425532,0.13432835820895522,23.089700996677742,0.6739130434782609,0.075,0.07352941176470588,0.042821158690176324,0.08955223880597014,0.07805907172995781,0.04330708661417323,0.025,0.11627906976744186,0.020942408376963352,0.08333333333333333,0.07692307692307693,0.06338028169014084,0.10588235294117647,0.061224489795918366,1.0,0.3284313725490196,0.6268656716417911,0.7241379310344828,0.47619047619047616,0.16666666666666666,0.2647058823529412,0.2903225806451613,0.2222222222222222,0.4264705882352941,0.3103448275862069,0.32142857142857145,0.37037037037037035,0.004901960784313725,,,,0.07352941176470588,0.13333333333333333,0.13333333333333333,0.5,0.375,0.4444444444444444,0.5,0.041666666666666664,,,0.16666666666666666,0.25,,0.375,0.011363636363636364,,0.10227272727272728,0.1111111111111111,0.4068627450980392,0.16666666666666666,0.4708064999999999,0.4714617647058824,0.4844864705882353,0.11261261261261261,0.12135922330097088,0.1308411214953271,0.3878504672897196,9.672872340425533,34.006249999999994,0.41523809523809524,18.0,27.0,3.0,,5.0,5.0,3.0,4.0,22.0,,,1.0,,0.34615384615384615,,0.08823529411764706,0.034482758620689655,,0.04504504504504504,0.05263157894736842,0.02857142857142857,0.04854368932038835,0.5454545454545454,,2.0,,,,,,,,,,,True
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,17610.0,294,16,566,571,170,201,74,1137,15.0,22.0,2.0,7.0,5.0,6.0,18.0,11.0,29.0,,,,,,,,1.0,,,,1.0,32.0,69.0,,1.0,8.0,72.0,571,3.0,9.0,,,3.0,9.0,16.0,,1.0,3.0,15.0,56.0,8.0,,2.0,1.0,,,6.0,9.0,,9.0,,,5.0,1.0,3.0,18.0,10.0,15.0,26.0,7.0,48.0,14.0,62,12.0,10.0,2.0,6.0,4.0,6.0,2.0,2.0,12.0,2.0,24.0,40.0,3.0,3.0,19.0,1.0,9.0,1.0,17.0,13.0,19.0,11.0,15.0,170,2.0,0.875,0.9032258064516129,,,,,,0.463768115942029,0.3333333333333333,0.45714285714285713,0.3333333333333333,0.35294117647058826,0.45569620253164556,0.34615384615384615,0.375,0.014285714285714285,0.08695652173913043,0.13636363636363635,14.043209876543209,0.5,0.3888888888888889,0.15950920245398773,0.045662100456621,0.2459016393442623,0.18303571428571427,0.05090909090909091,0.07407407407407407,0.0625,0.02564102564102564,0.19298245614035087,0.20512820512820512,0.1044776119402985,0.25,0.24,0.5789473684210527,0.3142857142857143,0.6818181818181818,0.7894736842105263,0.9333333333333333,0.2571428571428571,0.3333333333333333,0.375,0.6666666666666666,0.4142857142857143,0.3793103448275862,0.39285714285714285,0.9090909090909091,,,,,0.014285714285714285,,,,0.7777777777777778,0.2857142857142857,0.5,,,,,,,0.29411764705882354,,,0.058823529411764705,,0.32857142857142857,,0.4346507246376812,0.5111500000000001,0.40686249999999996,0.11538461538461539,0.11688311688311688,0.125,0.20833333333333334,9.643478260869564,73.8,0.3003533568904594,1.0,6.0,,,4.0,,,1.0,2.0,,,1.0,3.0,0.375,,0.1111111111111111,0.034482758620689655,,0.07142857142857142,0.08571428571428572,0.047619047619047616,,0.2,,1.0,2.0,2.0,,,,,,,,,True
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,61564.0,1026,4,1998,1999,723,743,258,3997,15.0,37.0,8.0,19.0,8.0,5.0,10.0,19.0,56.0,34.0,75.0,2.0,2.0,9.0,18.0,22.0,74.0,3.0,6.0,7.0,33.0,39.0,103.0,56.0,149.0,61.0,307.0,2001,9.0,27.0,5.0,8.0,7.0,40.0,35.0,16.0,51.0,34.0,112.0,46.0,32.0,162.0,18.0,2.0,72.0,22.0,10.0,55.0,17.0,72.0,13.0,4.0,29.0,8.0,18.0,161.0,42.0,20.0,87.0,15.0,122.0,50.0,172,44.0,22.0,22.0,19.0,14.0,16.0,5.0,1.0,35.0,5.0,73.0,130.0,3.0,,77.0,3.0,26.0,14.0,9.0,6.0,11.0,7.0,112.0,723,19.0,0.5897435897435898,0.7666666666666667,0.9642857142857143,0.37583892617449666,0.625,0.3137254901960784,0.38095238095238093,0.3786407766990291,0.3333333333333333,0.4880952380952381,0.4714285714285714,0.45348837209302323,0.5311418685121108,0.5128205128205128,0.5185185185185185,0.5912698412698413,0.0970873786407767,0.24324324324324326,14.11149825783972,0.5428571428571428,0.19736842105263158,0.13302752293577982,0.0549738219895288,0.09174311926605505,0.12270642201834862,0.047910295616717634,0.04950495049504951,0.017142857142857144,0.07493540051679587,0.09389671361502347,0.16981132075471697,0.14184397163120568,0.09859154929577464,0.07894736842105263,0.6363636363636364,0.14682539682539683,0.40540540540540543,0.5357142857142857,0.2,0.03968253968253968,0.5,0.5,0.2,0.2222222222222222,0.3392857142857143,0.34545454545454546,1.0,0.2976190476190476,0.4533333333333333,0.4533333333333333,1.0,0.29365079365079366,0.2972972972972973,0.3013698630136986,0.9090909090909091,0.5428571428571428,0.42105263157894735,,0.05714285714285714,1.0,1.0,0.17142857142857143,0.5,1.0,0.09302325581395349,0.20930232558139536,0.5,0.38372093023255816,0.21212121212121213,0.7380952380952381,0.3055555555555556,0.5137253999999999,0.5284136363636363,0.4907005882352941,0.09454545454545454,0.20634920634920634,0.13029315960912052,0.36482084690553745,11.699029126213592,24.47919463087249,0.36186186186186187,3.0,15.0,6.0,1.0,5.0,1.0,8.0,5.0,9.0,,,1.0,2.0,0.42857142857142855,0.006711409395973154,,0.017857142857142856,0.013513513513513514,0.02304147465437788,0.014285714285714285,0.03896103896103896,0.007042253521126761,0.375,,,2.0,1.0,3.0,1.0,1.0,0.04838709677419355,,,,,True
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,16706.0,278,-19,573,562,236,218,68,1135,27.0,38.0,3.0,8.0,16.0,2.0,5.0,6.0,12.0,9.0,30.0,1.0,3.0,4.0,15.0,3.0,14.0,,,2.0,10.0,35.0,55.0,12.0,44.0,31.0,137.0,572,3.0,8.0,1.0,3.0,2.0,11.0,20.0,6.0,25.0,14.0,62.0,40.0,30.0,33.0,2.0,,14.0,3.0,5.0,12.0,4.0,16.0,1.0,3.0,7.0,2.0,3.0,36.0,9.0,5.0,16.0,,21.0,14.0,35,7.0,4.0,3.0,12.0,9.0,10.0,3.0,3.0,22.0,1.0,13.0,26.0,,2.0,34.0,1.0,15.0,2.0,6.0,2.0,6.0,5.0,62.0,236,2.0,0.5714285714285714,0.5882352941176471,0.9166666666666666,0.2727272727272727,0.3333333333333333,0.24,0.2727272727272727,0.6363636363636364,0.375,0.5353535353535354,0.4090909090909091,0.5333333333333333,0.591304347826087,0.4583333333333333,0.5961538461538461,0.4444444444444444,0.09090909090909091,0.13157894736842105,21.076923076923077,0.5454545454545454,,0.08839779005524862,0.045,0.08928571428571429,0.08860759493670886,0.051470588235294115,0.037037037037037035,0.06382978723404255,0.04040404040404041,0.06756756756756757,0.05,0.13432835820895522,0.06060606060606061,0.13043478260869565,0.8333333333333334,0.3838383838383838,0.7105263157894737,0.8181818181818182,0.6666666666666666,0.050505050505050504,0.4,0.4,,0.12121212121212122,0.5,0.5,0.3333333333333333,0.30303030303030304,0.3,0.3103448275862069,1.0,0.1414141414141414,0.21428571428571427,0.23076923076923078,0.6666666666666666,0.7272727272727273,0.375,0.3333333333333333,0.2727272727272727,0.3333333333333333,1.0,,,,0.35555555555555557,0.3333333333333333,0.26666666666666666,0.2222222222222222,0.2,0.8282828282828283,0.21428571428571427,0.5371540816326531,0.5940785714285715,0.5238636363636363,0.13274336283185842,0.21739130434782608,0.08029197080291971,0.45255474452554745,4.907272727272727,24.427272727272733,0.4118673647469459,11.0,15.0,3.0,2.0,5.0,,1.0,2.0,8.0,1.0,,,4.0,0.75,0.045454545454545456,,,0.07142857142857142,0.06944444444444445,0.09523809523809523,0.03333333333333333,,0.6875,,,,,,,,,1.0,0.03333333333333333,,,True
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,6966.0,116,1,213,225,65,81,29,438,10.0,18.0,6.0,8.0,4.0,1.0,6.0,3.0,11.0,,,,,,,,2.0,,,,,14.0,35.0,,2.0,8.0,36.0,241,6.0,10.0,,,1.0,13.0,11.0,,,3.0,13.0,18.0,10.0,,10.0,,2.0,,2.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,13.0,3.0,9.0,3.0,15.0,14.0,29,2.0,1.0,1.0,,,4.0,,1.0,4.0,,7.0,15.0,,1.0,12.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,13.0,65,2.0,0.6428571428571429,1.0,,,,,,0.4,0.6,0.3783783783783784,0.6,0.45454545454545453,0.42857142857142855,0.5909090909090909,0.5,0.05405405405405406,0.05714285714285714,0.1111111111111111,18.623481781376515,,0.6,0.1267605633802817,0.14444444444444443,0.16666666666666666,0.1348314606741573,0.12844036697247707,0.2,0.23076923076923078,0.09615384615384616,0.23076923076923078,0.1,0.05714285714285714,0.23076923076923078,,0.5,0.4864864864864865,0.5555555555555556,0.625,0.5,0.16216216216216217,0.16666666666666666,0.16666666666666666,1.0,0.2972972972972973,0.2727272727272727,0.2727272727272727,1.0,,,,,0.05405405405405406,,,,0.8,0.75,0.16666666666666666,,,,,,,0.36363636363636365,,,,,0.5405405405405406,,0.4887851351351351,0.55548,0.47150909090909093,0.14634146341463414,0.15384615384615385,0.3611111111111111,0.3611111111111111,6.88,25.4,0.3051643192488263,3.0,5.0,,,1.0,3.0,1.0,1.0,2.0,,,,,0.45454545454545453,,,,,0.05263157894736842,0.07692307692307693,,0.14285714285714285,0.75,,,,,,,,,,,,,True
2206,1610612743,Rodney White,Rodney White,2206,DEN,9477.0,158,-29,308,312,112,97,42,620,8.0,13.0,2.0,3.0,5.0,5.0,11.0,9.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,14.0,1.0,3.0,3.0,5.0,22.0,58.0,7.0,15.0,4.0,69.0,310,5.0,9.0,2.0,4.0,1.0,17.0,21.0,4.0,6.0,3.0,35.0,26.0,18.0,21.0,6.0,,14.0,6.0,3.0,5.0,3.0,8.0,1.0,2.0,1.0,,4.0,19.0,6.0,2.0,10.0,3.0,15.0,7.0,22,9.0,4.0,5.0,2.0,1.0,,1.0,,2.0,,4.0,11.0,2.0,,6.0,,2.0,1.0,2.0,,2.0,1.0,35.0,112,3.0,0.5909090909090909,0.6842105263157895,1.0,0.4666666666666667,0.5,0.6666666666666666,0.4666666666666667,0.3793103448275862,0.5555555555555556,0.4452054794520548,0.6153846153846154,0.5925925925925926,0.45394736842105265,0.6071428571428571,0.603448275862069,0.2054794520547945,0.05172413793103448,,22.033898305084744,1.0,0.25,0.09009009009009009,0.045112781954887216,0.08695652173913043,0.08955223880597014,0.041176470588235294,0.03571428571428571,0.09375,0.0273972602739726,0.11764705882352941,,0.13333333333333333,0.05555555555555555,0.2,0.5,0.1780821917808219,0.6153846153846154,0.6153846153846154,0.625,0.1506849315068493,0.45454545454545453,0.5555555555555556,0.4,0.4657534246575342,0.2647058823529412,0.2727272727272727,0.6666666666666666,0.0136986301369863,1.0,1.0,1.0,0.1917808219178082,0.42857142857142855,0.42857142857142855,1.0,0.23076923076923078,0.6666666666666666,,0.07692307692307693,1.0,1.0,0.23076923076923078,0.3333333333333333,1.0,0.18518518518518517,0.037037037037037035,1.0,0.18518518518518517,0.6,0.3835616438356164,0.42857142857142855,0.44479520547945195,0.450255,0.4250185185185185,0.02666666666666667,0.03333333333333333,0.2463768115942029,0.5072463768115942,12.784482758620692,24.83333333333333,0.36363636363636365,3.0,10.0,,,1.0,,,,,,,1.0,1.0,0.47619047619047616,,0.18181818181818182,0.029411764705882353,,0.02702702702702703,,0.0625,,0.6,,1.0,,,,,,,,,,,True
2403,1610612743,Nene,Nene,2403,DEN,22020.0,367,-60,691,698,213,207,98,1389,45.0,67.0,15.0,20.0,21.0,5.0,29.0,3.0,20.0,,1.0,,,,1.0,,,,,,,53.0,116.0,,1.0,25.0,131.0,705,15.0,23.0,,,7.0,37.0,31.0,,1.0,10.0,42.0,76.0,30.0,,18.0,,,,14.0,13.0,5.0,18.0,2.0,3.0,7.0,1.0,5.0,41.0,24.0,10.0,44.0,9.0,63.0,30.0,93,15.0,10.0,5.0,8.0,1.0,19.0,7.0,5.0,27.0,3.0,19.0,42.0,4.0,4.0,47.0,7.0,23.0,4.0,19.0,8.0,19.0,14.0,42.0,213,6.0,0.7169811320754716,0.8636363636363636,,,,,,0.45689655172413796,0.6521739130434783,0.452991452991453,0.6521739130434783,0.5,0.4781021897810219,0.6607142857142857,0.5,0.008547008547008548,0.1206896551724138,0.08955223880597014,20.39800995024876,0.2962962962962963,0.3333333333333333,0.18487394957983194,0.0851063829787234,0.13157894736842105,0.17197452229299362,0.08426966292134831,0.13157894736842105,0.06153846153846154,0.07092198581560284,0.16455696202531644,0.19696969696969696,0.1935483870967742,0.15384615384615385,0.08333333333333333,0.7368421052631579,0.5726495726495726,0.6716417910447762,0.7377049180327869,0.7555555555555555,0.24786324786324787,0.1724137931034483,0.21739130434782608,0.4,0.17094017094017094,0.15,0.16666666666666666,0.6666666666666666,0.008547008547008548,,,,,,,,0.8695652173913043,0.75,0.4,,,,,,,0.65625,0.03125,,,,0.5811965811965812,,0.49937307692307686,0.5484391304347825,0.5204359375000001,0.17293233082706766,0.17424242424242425,0.2824427480916031,0.32061068702290074,5.124137931034483,23.3,0.30824891461649784,13.0,16.0,,,6.0,3.0,,4.0,7.0,,,4.0,7.0,0.5161290322580645,,0.20689655172413793,0.1,,0.08108108108108109,0.13636363636363635,,0.06,0.6190476190476191,,,,,,,,,4.0,,,,True
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,22565.0,376,12,743,741,294,278,96,1484,27.0,57.0,4.0,9.0,22.0,8.0,21.0,13.0,54.0,,2.0,,,,,8.0,26.0,1.0,2.0,3.0,13.0,48.0,132.0,8.0,28.0,74.0,194.0,755,6.0,14.0,1.0,2.0,5.0,20.0,48.0,3.0,13.0,40.0,89.0,38.0,58.0,21.0,10.0,2.0,24.0,8.0,8.0,21.0,3.0,24.0,,3.0,13.0,1.0,7.0,51.0,19.0,13.0,32.0,,45.0,22.0,67,12.0,6.0,6.0,13.0,6.0,24.0,7.0,5.0,37.0,3.0,12.0,40.0,4.0,10.0,107.0,5.0,34.0,19.0,4.0,2.0,4.0,3.0,89.0,294,5.0,0.3958333333333333,0.4418604651162791,0.875,0.2857142857142857,0.5,0.23076923076923078,0.3076923076923077,0.36363636363636365,0.42857142857142855,0.375,0.46875,0.4016393442622951,0.45913461538461536,0.5,0.5057471264367817,0.175,0.06060606060606061,0.08771929824561403,28.621495327102803,0.35135135135135137,,0.13675213675213677,0.07251908396946564,0.15294117647058825,0.14106583072100312,0.06051873198847262,0.1,0.12280701754385964,0.032,0.04477611940298507,0.140625,0.1941747572815534,0.15384615384615385,0.15151515151515152,0.75,0.35625,0.47368421052631576,0.5192307692307693,0.3333333333333333,0.13125,0.38095238095238093,0.4444444444444444,0.25,0.3375,0.24074074074074073,0.24074074074074073,0.6153846153846154,0.0125,,,,0.1625,0.3076923076923077,0.3076923076923077,0.875,0.5625,0.4444444444444444,,,,,0.125,0.5,1.0,0.36065573770491804,,,0.21311475409836064,0.23076923076923078,0.53125,0.3333333333333333,0.47555632911392426,0.5186928571428572,0.48629576271186437,0.17989417989417988,0.2111801242236025,0.10309278350515463,0.4587628865979381,8.657575757575756,27.87142857142857,0.39569313593539707,12.0,20.0,3.0,,2.0,11.0,4.0,2.0,16.0,6.0,,,2.0,0.4166666666666667,,0.14285714285714285,,,0.023529411764705882,0.03773584905660377,,0.11827956989247312,0.5454545454545454,,1.0,,,1.0,,2.0,0.03333333333333333,,,3.0,,True
