EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,AtRimAssists,DefThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFGM,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,Travels,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,PenaltyAtRimAccuracy,SecondChanceArc3FGA,PtsUnassisted3s,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceFtPoints,3SecondViolations,PenaltyCorner3FGA,Fg2aBlocked,BlockedLongMidRange,FG2APctBlocked,AtRimPctBlocked,PenaltyCorner3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,on,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,3491.0,58,-24,109,110,30,69,8.0,219,1.0,5.0,3.0,2.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,6.0,2.0,4.0,14,3.0,9.0,2.0,19.0,127,1.0,4.0,1.0,1.0,5.0,3.0,6,2.0,6.0,8.0,9.0,2.0,4.0,2.0,5.0,1.0,6.0,1.0,1.0,4.0,13.0,1.0,7.0,7.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,6.0,30,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.42857142857142855,0.2857142857142857,0.25,0.5,0.3695652173913043,0.5,0.375,0.3958333333333333,0.5,0.375,0.391304347826087,24.166666666666668,0.4,0.21875,0.02702702702702703,0.15555555555555556,0.021739130434782608,0.07692307692307693,0.5,0.07142857142857142,0.21739130434782608,0.2,0.2,1.0,0.17391304347826086,0.5,0.5,1.0,0.21739130434782608,0.2,0.2,1.0,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.6,0.2,1.0,1.0,0.25,0.25,0.6086956521739131,0.5,0.48629999999999995,0.5588625,0.47085,0.041666666666666664,0.06666666666666667,0.2631578947368421,0.3157894736842105,8.407142857142858,33.27777777777777,0.27522935779816515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1508,1610612752,Maurice Taylor,Maurice Taylor,1508,NYK,9249.0,154,-34,278,286,56,78,35.0,564,9.0,12.0,5.0,1.0,12.0,20.0,9.0,24.0,,,,,,1.0,,30.0,56,,1.0,12.0,72.0,294,5.0,7.0,,,10.0,2.0,6,,7.0,38.0,,,1.0,,6.0,1.0,7.0,1.0,2.0,2.0,15.0,12.0,17.0,26.0,12.0,38.0,4.0,3.0,2.0,1.0,10.0,7.0,7.0,2.0,3.0,17.0,1.0,17.0,2.0,3.0,19.0,8.0,7.0,56,,0.6333333333333333,0.7037037037037037,,,,,0.5357142857142857,0.7142857142857143,0.3333333333333333,0.5263157894736842,0.7142857142857143,0.3333333333333333,0.5454545454545454,0.625,0.3888888888888889,0.017543859649122806,25.856697819314643,0.5882352941176471,0.18888888888888888,0.1188118811881188,0.1889763779527559,0.096,0.13333333333333333,0.1891891891891892,0.14814814814814814,0.21052631578947367,0.75,0.75,0.6666666666666666,0.3508771929824561,0.6,0.6,0.4166666666666667,0.42105263157894735,0.375,0.375,0.8888888888888888,,,,,0.017543859649122806,,,,0.7142857142857143,,,,0.16666666666666666,,0.22807017543859648,,0.41604385964912277,0.5362714285714285,0.4309,0.125,0.12698412698412698,0.1388888888888889,0.09722222222222222,10.855357142857143,24.8,0.2014388489208633,3.0,3.0,22.0,6.0,2.0,7.0,2.0,1.0,2.0,7.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,0.18181818181818182,0.1891891891891892,0.25,0.058823529411764705,0.16,0.21428571428571427,0.12903225806451613,0.5,0.5,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1743,1610612752,Bruno Sundov,Bruno Sundov,1743,NYK,579.0,10,-4,23,23,21,21,,46,,,,,,1.0,2.0,4.0,,,,,,,,2.0,5,,,,4.0,25,,,,,,2.0,5,,4.0,4.0,,,,,1.0,,1.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,4.0,,,,,4.0,21,1.0,1.0,1.0,,,,,0.4,,0.4,0.4,,0.4,0.4,,0.4,,21.73913043478261,,,,,,,,,,,,,0.2,,,,0.8,0.5,0.5,1.0,,,,,,,,,,,,,,,,,0.3651,,0.3651,,,,1.0,16.66,,0.9130434782608695,,,,,1.0,,1.0,,,3.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1983,1610612752,Jermaine Jackson,Jermaine Jackson,1983,NYK,13486.0,225,-55,412,422,121,160,48.0,834,10.0,12.0,1.0,5.0,1.0,3.0,6.0,16.0,,,,,,2.0,2.0,17.0,31,,2.0,8.0,42.0,444,2.0,3.0,,,4.0,6.0,7,2.0,17.0,14.0,,,2.0,,20.0,4.0,24.0,2.0,2.0,7.0,52.0,1.0,10.0,20.0,3.0,23.0,,7.0,5.0,2.0,5.0,5.0,5.0,,,10.0,1.0,26.0,,1.0,13.0,5.0,17.0,121,8.0,0.4117647058823529,0.4117647058823529,,,,,0.5483870967741935,0.6666666666666666,0.8571428571428571,0.5151515151515151,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.5,0.7083333333333334,0.06060606060606061,10.40339702760085,0.5,0.08130081300813008,0.006666666666666667,0.10674157303370786,0.01639344262295082,,0.07692307692307693,,0.36363636363636365,0.8333333333333334,0.8333333333333334,0.3,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.48484848484848486,0.375,0.375,0.5,,,,,0.06060606060606061,,,,0.3333333333333333,,,,0.5555555555555556,0.2222222222222222,0.42424242424242425,,0.4489796875,0.349,0.47823125,0.13513513513513514,0.14285714285714285,0.09523809523809523,0.40476190476190477,10.558064516129031,31.75,0.2936893203883495,1.0,5.0,20.0,,11.0,9.0,1.0,2.0,,9.0,1.0,2.0,1.0,,1.0,1.0,,,0.058823529411764705,0.16363636363636364,,0.01282051282051282,0.058823529411764705,0.10810810810810811,0.18181818181818182,0.09090909090909091,,1.0,,4.0,1.0,2.0,2.0,1.0,0.5,0.5,0.06060606060606061,0.038461538461538464,0.14285714285714285,0.8,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,8936.0,149,-50,275,285,77,99,33.0,560,5.0,11.0,,3.0,5.0,6.0,9.0,18.0,2.0,6.0,1.0,1.0,4.0,23.0,5.0,19.0,35,6.0,29.0,8.0,64.0,301,2.0,3.0,1.0,2.0,7.0,5.0,10,5.0,14.0,8.0,3.0,,23.0,4.0,14.0,4.0,18.0,3.0,,7.0,40.0,2.0,3.0,8.0,3.0,11.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,,1.0,7.0,1.0,4.0,,1.0,15.0,2.0,14.0,77,1.0,0.21052631578947367,0.21052631578947367,0.16666666666666666,0.20689655172413793,0.5,0.20689655172413793,0.5428571428571428,0.6666666666666666,0.5,0.4375,0.7,0.3333333333333333,0.4507042253521127,0.7,0.35,0.453125,24.920127795527158,0.5714285714285714,0.03571428571428571,0.02127659574468085,0.06722689075630252,0.016666666666666666,0.038461538461538464,0.08823529411764706,0.02702702702702703,0.171875,0.45454545454545453,0.45454545454545453,0.4,0.09375,0.8333333333333334,0.8333333333333334,0.2,0.28125,0.5,0.5,0.1111111111111111,0.09375,0.3333333333333333,0.3333333333333333,0.5,0.359375,0.17391304347826086,0.17391304347826086,,,0.2,1.0,,0.2,0.3333333333333333,0.625,0.17391304347826086,0.4597093750000001,0.46038999999999997,0.3900766666666667,0.030303030303030304,0.05405405405405406,0.109375,0.21875,11.237142857142857,25.320689655172412,0.28,,4.0,30.0,,7.0,5.0,,2.0,,1.0,,5.0,2.0,1.0,1.0,2.0,1.0,1.0,,0.14285714285714285,,0.019230769230769232,,,0.14285714285714285,0.14285714285714285,0.5,,,,,1.0,,,,,,,,,1.0,15.0,1.0,1.0,0.058823529411764705,0.2,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2552,1610612752,Michael Sweetney,Michael Sweetney,2552,NYK,1713.0,29,9,57,53,33,30,11.0,110,5.0,11.0,3.0,6.0,,1.0,,2.0,,,,,,,,5.0,14,,,2.0,12.0,49,2.0,4.0,,,5.0,3.0,7,,7.0,6.0,,,,,1.0,,1.0,,,1.0,2.0,4.0,1.0,5.0,4.0,9.0,,,,,,,1.0,,,1.0,1.0,3.0,,,4.0,2.0,7.0,33,,0.6,1.0,,,,,0.35714285714285715,0.5,0.42857142857142855,0.35714285714285715,0.5,0.42857142857142855,0.375,0.5,0.4375,,24.637681159420293,,0.07142857142857142,0.13793103448275862,0.2,0.13333333333333333,0.14285714285714285,,,0.7857142857142857,0.45454545454545453,0.45454545454545453,0.6,0.07142857142857142,,,,0.14285714285714285,,,,,,,,,,,,0.75,,,,0.8571428571428571,,0.7857142857142857,,0.48715,0.5132333333333333,0.4817142857142857,0.125,0.125,0.4166666666666667,0.5833333333333334,4.557142857142857,,0.5789473684210527,2.0,1.0,4.0,4.0,,4.0,,,,3.0,,,,,,,,,,0.36363636363636365,0.25,0.09090909090909091,0.25,,0.375,0.3333333333333333,,0.6666666666666666,,3.0,,,,,,,,,,0.5,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2772,1610612752,Trevor Ariza,Trevor Ariza,2772,NYK,5298.0,88,-40,161,162,59,53,19.0,323,5.0,9.0,2.0,2.0,,1.0,1.0,6.0,,1.0,,,,,,6.0,16,,1.0,10.0,22.0,185,1.0,4.0,,,2.0,2.0,3,1.0,8.0,6.0,,,,,1.0,,1.0,,,1.0,2.0,3.0,2.0,5.0,4.0,9.0,,3.0,3.0,,,,2.0,,,2.0,1.0,5.0,,,18.0,8.0,8.0,59,1.0,0.5,0.5,,,,,0.375,0.25,0.6666666666666666,0.35294117647058826,0.25,0.5,0.4230769230769231,0.25,0.5714285714285714,0.058823529411764705,15.053763440860214,,0.045454545454545456,0.046875,0.06557377049180328,0.039473684210526314,0.1,0.1,,0.5294117647058824,0.5555555555555556,0.7142857142857143,0.4,0.058823529411764705,,,,0.35294117647058826,0.16666666666666666,0.16666666666666666,1.0,0.058823529411764705,,,,,,,,0.5,,,,0.5,,0.5882352941176471,,0.49697941176470584,0.464625,0.5621625,0.32,0.3333333333333333,0.09090909090909091,0.36363636363636365,7.037500000000001,23.0,0.36645962732919257,1.0,4.0,6.0,,,2.0,1.0,2.0,,1.0,,1.0,1.0,,,1.0,,,0.14285714285714285,0.11764705882352941,0.08333333333333333,,,,0.125,,,0.5,,2.0,,,,,,,,,,1.0,,,1.0,,0.1,,,,1.0,2.0,1.0,0.125,0.2222222222222222,0.25,,,,,,,,,,True,,,,,,,,,,,,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,4734.0,79,-2,145,149,57,82,17.0,294,4.0,11.0,1.0,7.0,1.0,5.0,1.0,7.0,1.0,1.0,,,8.0,13.0,5.0,6.0,23,9.0,14.0,14.0,53.0,161,1.0,2.0,1.0,1.0,6.0,4.0,12,5.0,24.0,,21.0,,13.0,8.0,15.0,1.0,16.0,1.0,5.0,2.0,33.0,2.0,3.0,4.0,3.0,7.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,,2.0,6.0,3.0,8.0,,1.0,17.0,7.0,24.0,57,1.0,,,0.7777777777777778,0.6428571428571429,1.0,0.6428571428571429,0.2608695652173913,0.5,0.3333333333333333,0.527027027027027,0.8333333333333334,0.4117647058823529,0.5888888888888889,1.0,0.5217391304347826,0.3783783783783784,30.722891566265062,0.6666666666666666,0.08823529411764706,0.03773584905660377,0.05172413793103448,0.047619047619047616,0.08695652173913043,0.07142857142857142,0.047619047619047616,0.2972972972972973,0.36363636363636365,0.36363636363636365,,0.13513513513513514,0.2,0.2,,0.1891891891891892,0.14285714285714285,0.14285714285714285,,0.02702702702702703,1.0,1.0,1.0,0.35135135135135137,0.6153846153846154,0.6153846153846154,0.75,0.3333333333333333,,,,0.4117647058823529,0.29411764705882354,0.6756756756756757,0.6153846153846154,0.4939040540540541,0.6255,0.5088588235294117,0.16666666666666666,0.25,0.11320754716981132,0.4528301886792453,7.817391304347827,25.099999999999998,0.3931034482758621,1.0,10.0,12.0,2.0,8.0,,1.0,1.0,,2.0,2.0,3.0,,,,,,,0.16666666666666666,,,,,0.18181818181818182,,,,1.0,,3.0,,,1.0,,,,0.1,,0.5,0.42857142857142855,1.0,6.0,,,,0.3333333333333333,1.0,,,,,,,,1.0,2.0,2.0,0.4,1.0,1.0,0.4,,,True,,,,,,,,,,,,,
966,1610612752,Jerome Williams,Jerome Williams,966,NYK,6464.0,108,-21,191,204,40,53,22.0,395,11.0,14.0,1.0,2.0,1.0,2.0,,2.0,,,,,,,,12.0,18,,,5.0,29.0,218,1.0,1.0,,,3.0,1.0,2,,4.0,16.0,,,,,2.0,,2.0,,,2.0,4.0,2.0,10.0,14.0,7.0,21.0,,9.0,5.0,4.0,2.0,,4.0,,2.0,6.0,,14.0,3.0,2.0,11.0,6.0,4.0,40,1.0,0.6666666666666666,0.7272727272727273,,,,,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6304347826086957,0.75,0.5,,13.242009132420092,0.3333333333333333,0.1694915254237288,0.03278688524590164,0.15476190476190477,0.06666666666666667,,0.16,,0.7777777777777778,0.7857142857142857,0.9166666666666666,0.6363636363636364,0.1111111111111111,0.5,0.5,1.0,0.1111111111111111,,,,,,,,,,,,1.0,,,,1.0,,0.7777777777777778,,0.5727722222222221,0.5433,0.45315,0.2608695652173913,0.2608695652173913,0.10344827586206896,0.13793103448275862,3.05,,0.2094240837696335,1.0,2.0,8.0,2.0,,3.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,0.16666666666666666,0.12,,0.05714285714285714,0.2,0.14285714285714285,0.15,,,1.0,,1.0,,,3.0,,,,0.21428571428571427,0.18181818181818182,0.3333333333333333,0.5,,,2.0,,0.15384615384615385,,1.0,,,2.0,,0.1111111111111111,0.14285714285714285,,,,,,,,,,,True,,,,,,,,,,,,,
990,1610612752,Malik Rose,Malik Rose,990,NYK,8379.0,140,-48,251,256,52,81,31.0,507,5.0,14.0,4.0,3.0,2.0,6.0,6.0,20.0,,,,,,,,13.0,40,,,14.0,40.0,266,1.0,6.0,,,9.0,1.0,7,,4.0,20.0,,,,,1.0,,1.0,,,1.0,2.0,7.0,13.0,20.0,11.0,31.0,2.0,3.0,2.0,1.0,6.0,4.0,4.0,,2.0,10.0,3.0,16.0,2.0,2.0,19.0,8.0,4.0,52,2.0,0.7692307692307693,0.8333333333333334,,,,,0.325,0.16666666666666666,0.14285714285714285,0.325,0.16666666666666666,0.14285714285714285,0.40816326530612246,0.45,0.2,,20.344827586206897,0.6,0.16883116883116883,0.07216494845360824,0.14285714285714285,0.08403361344537816,,0.125,0.08695652173913043,0.35,0.35714285714285715,0.38461538461538464,0.6,0.15,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3,0.3333333333333333,1.0,,,,,,,,,0.6666666666666666,,,,0.42857142857142855,,0.35,,0.44665,0.44534999999999997,0.4613285714285714,0.1702127659574468,0.1702127659574468,0.225,0.1,10.215,,0.20717131474103587,1.0,2.0,6.0,2.0,,3.0,4.0,,,5.0,1.0,2.0,1.0,1.0,,1.0,1.0,,0.5,0.08571428571428572,0.11764705882352941,0.09803921568627451,0.09523809523809523,0.2916666666666667,0.10344827586206896,,1.0,0.25,,1.0,,,3.0,,,,0.13636363636363635,0.1111111111111111,0.25,0.3333333333333333,,,1.0,,0.07692307692307693,,7.0,,,3.0,,0.075,0.07142857142857142,,,,,,,,,1.0,0.1,True,,,,,,,,,,,,,
