EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,AtRimAssists,DefThreePtRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Clear Path Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,FG3APct,AtRimPctBlocked,DefThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,Travels,BlockedCorner3,DefensiveGoaltends,Arc3PctBlocked,PenaltyCorner3Accuracy,OffensiveGoaltends,Defensive 3 Seconds Violations,on
1032,1610612765,Darvin Ham,Darvin Ham,1032,DET,8735.0,146,-67.0,278,299,120,158,42,577,11.0,16.0,1.0,2.0,5.0,6.0,2.0,3.0,5.0,14.0,23.0,5.0,33,309,1.0,2.0,1.0,3.0,7.0,9.0,4.0,18.0,20.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,9.0,1.0,6,2.0,8,12.0,20,2.0,2.0,2.0,1.0,2.0,3.0,1.0,8.0,27,2.0,1.0,1.0,16.0,7.0,1.0,2.0,2.0,2.0,1.0,18.0,120,9.0,0.7142857142857143,0.7692307692307693,0.6086956521739131,0.5,0.7777777777777778,0.6086956521739131,0.5,0.7777777777777778,0.532258064516129,0.3,0.6428571428571429,0.043478260869565216,0.5,10.461538461538462,0.6666666666666666,0.13333333333333333,0.06666666666666667,0.07407407407407407,0.08411214953271028,0.10526315789473684,0.05504587155963303,0.0873015873015873,0.08823529411764706,0.10344827586206896,0.06818181818181818,0.125,0.041666666666666664,0.058823529411764705,0.1,0.6956521739130435,0.6875,0.6875,0.6363636363636364,0.08695652173913043,0.21739130434782608,0.6,0.6,1.0,1.0,0.5,0.6666666666666666,0.8333333333333334,0.6956521739130435,0.524308695652174,0.66215,0.5391444444444444,0.23333333333333334,0.23333333333333334,0.09090909090909091,0.5454545454545454,4.826086956521739,0.4316546762589928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,33278.0,555,15.0,1008,1046,426,391,163,2054,56.0,87.0,24.0,32.0,18.0,27.0,18.0,7.0,26.0,68.0,131.0,21.0,157,1034,27.0,37.0,9.0,63.0,23.0,44.0,16.0,62.0,80.0,56.0,40.0,8.0,11.0,12.0,2.0,5.0,25.0,11.0,52.0,2.0,80,16.0,118,65.0,183,25.0,10.0,15.0,6.0,9.0,21.0,1.0,16.0,35,5.0,,,53.0,27.0,5.0,28.0,20.0,31.0,,62.0,426,2.0,0.5882352941176471,0.8333333333333334,0.5190839694656488,0.7297297297297297,0.5227272727272727,0.49635036496350365,0.7297297297297297,0.4791666666666667,0.49683544303797467,0.6847826086956522,0.5,0.061068702290076333,,14.793388429752067,0.7142857142857143,0.4,0.0625,0.20565552699228792,0.1271393643031785,0.13253012048192772,0.20689655172413793,0.12804878048780488,0.17482517482517482,0.1326530612244898,0.08333333333333333,0.13114754098360656,0.10236220472440945,0.3,0.23255813953488372,0.635036496350365,0.6436781609195402,0.7088607594936709,0.5357142857142857,0.13138686131386862,0.1897810218978102,0.2692307692307692,0.2692307692307692,1.0,0.8648648648648649,0.75,0.5625,0.6666666666666666,0.6788321167883211,0.49533111111111106,0.5452625,0.475895744680851,0.17647058823529413,0.1836734693877551,0.4012738853503185,0.39490445859872614,4.587022900763358,0.4226190476190476,5.0,6.0,4.0,6.0,4.0,2.0,4.0,1.0,1.0,4.0,22.0,5.0,15.0,2.0,6.0,7.0,1.0,3.0,11.0,3.0,3.0,3.0,5.0,16.0,0.043795620437956206,0.09195402298850575,0.21153846153846154,0.13636363636363635,0.21794871794871795,0.19230769230769232,0.08928571428571429,0.5161290322580645,0.2777777777777778,0.2777777777777778,0.6,0.043795620437956206,0.125,0.08333333333333333,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,27048.0,451,-14.0,803,827,302,247,123,1630,14.0,33.0,3.0,8.0,8.0,16.0,14.0,15.0,44.0,35.0,91.0,60.0,199,832,5.0,12.0,1.0,23.0,16.0,30.0,38.0,94.0,28.0,42.0,,6.0,52.0,63.0,16.0,20.0,137.0,1.0,7.0,,29,1.0,37,8.0,45,8.0,5.0,21.0,15.0,8.0,36.0,6.0,15.0,40,3.0,,,65.0,19.0,10.0,1.0,,1.0,,94.0,302,8.0,0.4,0.4,0.38461538461538464,0.4166666666666667,0.5333333333333333,0.476027397260274,0.5789473684210527,0.5,0.5517241379310345,0.6052631578947368,0.6133333333333333,0.06593406593406594,,21.943573667711597,0.5833333333333334,0.03333333333333333,,0.09090909090909091,0.022292993630573247,0.0125,0.08933002481389578,0.02030456852791878,0.0297029702970297,0.03529411764705882,0.0078125,0.015384615384615385,0.0297029702970297,0.1,0.12837837837837837,0.22602739726027396,0.42424242424242425,0.4666666666666667,0.5,0.0958904109589041,0.3013698630136986,0.3409090909090909,0.36585365853658536,0.4,0.42105263157894735,0.375,0.2857142857142857,0.5,0.6027397260273972,0.48078862068965506,0.5200718750000001,0.5029309090909091,0.12195121951219512,0.1743119266055046,0.11557788944723618,0.4723618090452261,10.2,0.37608966376089664,6.0,46.0,24.0,55.0,26.0,1.0,45.0,11.0,7.0,16.0,7.0,2.0,3.0,10.0,13.0,18.0,1.0,3.0,1.0,,,,1.0,1.0,0.3767123287671233,0.09090909090909091,0.08333333333333333,,0.06451612903225806,0.13636363636363635,0.02531645569620253,1.0,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.3150684931506849,0.3333333333333333,0.42857142857142855,25.840000000000003,6.0,9.0,1.0,1.0,2.0,17.0,3.0,6.0,8.0,23.0,4.0,7.0,8.0,51.0,18.0,17.0,4.0,1.0,1.0,7.0,1.0,0.7391304347826086,0.41818181818181815,0.5714285714285714,0.3076923076923077,0.42592592592592593,0.06818181818181818,0.06164383561643835,0.6666666666666666,0.6666666666666666,1.0,0.3695652173913043,0.3695652173913043,0.6470588235294118,0.05263157894736842,1.0,1.0,0.3157894736842105,0.5,1.0,0.03571428571428571,0.3333333333333333,0.37777777777777777,0.01818181818181818,,,,,,,,,,,,,True
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,32713.0,545,28.0,1026,1041,420,405,145,2067,32.0,62.0,4.0,12.0,11.0,24.0,66.0,29.0,78.0,93.0,206.0,120.0,324,1047,11.0,26.0,10.0,35.0,29.0,64.0,63.0,121.0,102.0,84.0,4.0,17.0,59.0,72.0,4.0,19.0,157.0,4.0,9.0,,28,2.0,39,13.0,52,12.0,5.0,20.0,17.0,8.0,37.0,2.0,12.0,43,1.0,,,128.0,44.0,19.0,4.0,1.0,4.0,,121.0,420,8.0,0.5483870967741935,0.5604395604395604,0.45145631067961167,0.4230769230769231,0.453125,0.44155844155844154,0.4166666666666667,0.42028985507246375,0.55,0.5,0.5882352941176471,0.0825242718446602,0.06060606060606061,27.18932443703086,0.5405405405405406,0.047619047619047616,,0.08,0.023255813953488372,0.047619047619047616,0.08008658008658008,0.027600849256900213,0.03225806451612903,0.025,0.013986013986013986,0.05084745762711865,0.0761904761904762,0.06593406593406594,0.09090909090909091,0.2683982683982684,0.5161290322580645,0.64,0.5,0.2857142857142857,0.33766233766233766,0.3717948717948718,0.37662337662337664,0.6896551724137931,0.4,0.3333333333333333,0.34782608695652173,0.4583333333333333,0.37662337662337664,0.4575558441558441,0.4898153846153847,0.4614934782608695,0.16236162361623616,0.17886178861788618,0.10802469135802469,0.3734567901234568,9.858737864077671,0.4093567251461988,32.0,13.0,3.0,25.0,5.0,,13.0,13.0,7.0,36.0,9.0,3.0,7.0,6.0,12.0,10.0,,8.0,4.0,,,2.0,1.0,3.0,0.10822510822510822,0.1935483870967742,0.08035714285714286,0.04,0.0641025641025641,0.11764705882352941,0.02727272727272727,0.75,0.48484848484848486,0.5161290322580645,0.46875,0.05627705627705628,0.5,0.043478260869565216,24.496000000000002,4.0,12.0,1.0,2.0,2.0,2.0,,2.0,,6.0,1.0,4.0,,18.0,,2.0,6.0,2.0,,6.0,,1.0,0.24,0.25,,0.24,0.01282051282051282,0.05194805194805195,0.3333333333333333,0.36363636363636365,1.0,0.15384615384615385,0.15384615384615385,1.0,0.06666666666666667,0.5,1.0,0.06666666666666667,,,0.028985507246376812,,0.15384615384615385,,1.0,0.04,0.08333333333333333,,,,,,,,,,True
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,68027.0,1134,-13.0,2059,2104,760,729,315,4163,46.0,100.0,6.0,19.0,17.0,30.0,24.0,33.0,94.0,85.0,218.0,46.0,285,2123,9.0,29.0,5.0,26.0,30.0,67.0,23.0,104.0,86.0,84.0,8.0,18.0,113.0,130.0,20.0,39.0,277.0,6.0,31.0,1.0,66,1.0,85,38.0,123,68.0,44.0,41.0,27.0,10.0,68.0,7.0,39.0,125,,,,58.0,18.0,12.0,10.0,6.0,13.0,,104.0,760,24.0,0.5058823529411764,0.5308641975308642,0.38990825688073394,0.3103448275862069,0.44776119402985076,0.3956953642384106,0.2692307692307692,0.400990099009901,0.4316109422492401,0.3048780487804878,0.45614035087719296,0.08256880733944955,0.16666666666666666,16.257166257166254,0.6029411764705882,0.012048192771084338,0.014084507042253521,0.08753315649867374,0.03766707168894289,0.03468208092485549,0.08704663212435233,0.03714859437751004,0.041353383458646614,0.0273972602739726,0.04142011834319527,0.038461538461538464,0.07916666666666666,0.07602339181286549,0.09912536443148688,0.33112582781456956,0.46,0.5287356321839081,0.34782608695652173,0.07947019867549669,0.31125827814569534,0.35106382978723405,0.3548387096774194,0.7878787878787878,0.48717948717948717,0.3157894736842105,0.297029702970297,0.5666666666666667,0.609271523178808,0.49309186046511616,0.48874571428571423,0.4759565,0.056782334384858045,0.07725321888412018,0.0912280701754386,0.3649122807017544,9.21834862385321,0.36911121903836813,6.0,59.0,26.0,84.0,34.0,1.0,58.0,17.0,10.0,54.0,18.0,4.0,24.0,11.0,31.0,27.0,,7.0,3.0,3.0,1.0,3.0,1.0,8.0,0.2781456953642384,0.13,0.08530805687203792,0.023255813953488372,0.08163265306122448,0.09375,0.023668639053254437,0.6153846153846154,0.25,0.3,0.16666666666666666,0.19536423841059603,,0.25742574257425743,25.466666666666676,12.0,25.0,1.0,3.0,8.0,11.0,,7.0,4.0,23.0,1.0,10.0,7.0,69.0,,11.0,7.0,4.0,,1.0,,1.0,0.27380952380952384,0.1,0.20588235294117646,0.27710843373493976,0.010638297872340425,0.08278145695364239,0.48,0.48,1.0,0.1864406779661017,0.1896551724137931,1.0,0.07692307692307693,0.3333333333333333,1.0,0.1794871794871795,,,0.07920792079207921,0.15384615384615385,0.1896551724137931,,1.0,0.011904761904761904,,3.0,2.0,3.0,2.0,1.0,0.01694915254237288,0.375,,,True
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,37412.0,624,18.0,1118,1151,420,429,180,2269,46.0,78.0,13.0,20.0,17.0,27.0,48.0,28.0,72.0,96.0,198.0,52.0,265,1163,19.0,34.0,5.0,46.0,36.0,71.0,32.0,119.0,82.0,110.0,16.0,11.0,37.0,49.0,3.0,19.0,110.0,5.0,27.0,,44,6.0,62,32.0,94,9.0,2.0,14.0,12.0,6.0,26.0,4.0,15.0,31,4.0,,,65.0,27.0,7.0,15.0,9.0,16.0,,119.0,420,6.0,0.4270833333333333,0.4659090909090909,0.48484848484848486,0.5588235294117647,0.5070422535211268,0.4819004524886878,0.5857142857142857,0.5304878048780488,0.5261044176706827,0.6216216216216216,0.5841584158415841,0.05555555555555555,0.020833333333333332,20.58383233532934,0.5384615384615384,0.125,,0.10501193317422435,0.05806451612903226,0.052083333333333336,0.10646387832699619,0.0570409982174688,0.05333333333333334,0.08333333333333333,0.046153846153846156,0.07352941176470588,0.0962962962962963,0.10416666666666667,0.11170212765957446,0.35294117647058826,0.5897435897435898,0.6666666666666666,0.3695652173913043,0.2171945701357466,0.3257918552036199,0.3888888888888889,0.39436619718309857,0.6785714285714286,0.5714285714285714,0.65,0.32926829268292684,0.6296296296296297,0.45701357466063347,0.46713868778280543,0.5065933333333333,0.4624256097560974,0.1115702479338843,0.1232876712328767,0.17358490566037735,0.4490566037735849,8.625252525252526,0.3756708407871199,22.0,9.0,4.0,23.0,11.0,,9.0,12.0,7.0,15.0,12.0,6.0,7.0,5.0,8.0,4.0,,3.0,6.0,1.0,1.0,2.0,4.0,7.0,0.10407239819004525,0.11538461538461539,0.11214953271028037,,0.10256410256410256,0.13793103448275862,0.058823529411764705,0.4375,0.4583333333333333,0.46808510638297873,0.22727272727272727,0.04072398190045249,0.15384615384615385,0.04878048780487805,24.58695652173913,6.0,14.0,,,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,5.0,21.0,,1.0,5.0,,,3.0,,1.0,0.30434782608695654,1.0,0.45454545454545453,0.30434782608695654,0.013888888888888888,0.06334841628959276,0.42857142857142855,0.42857142857142855,1.0,0.1111111111111111,0.125,1.0,,,,0.02857142857142857,1.0,1.0,0.08536585365853659,0.25,0.1111111111111111,,1.0,0.043478260869565216,,4.0,1.0,2.0,,1.0,0.1111111111111111,0.5714285714285714,1.0,,True
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,46024.0,767,6.0,1370,1380,426,380,220,2750,51.0,80.0,12.0,28.0,15.0,23.0,85.0,48.0,107.0,134.0,272.0,48.0,316,1407,17.0,44.0,9.0,43.0,33.0,72.0,18.0,84.0,196.0,72.0,22.0,17.0,27.0,34.0,4.0,10.0,75.0,7.0,62.0,4.0,88,21.0,126,73.0,199,20.0,4.0,20.0,25.0,8.0,45.0,6.0,38.0,91,11.0,,,84.0,34.0,10.0,13.0,7.0,13.0,6.0,84.0,426,6.0,0.7313432835820896,0.7967479674796748,0.49264705882352944,0.38636363636363635,0.4583333333333333,0.49264705882352944,0.38636363636363635,0.4583333333333333,0.5064102564102564,0.41346153846153844,0.4772727272727273,0.0625,0.058823529411764705,21.72854534388314,0.4444444444444444,0.39622641509433965,0.08333333333333333,0.1749502982107356,0.11051693404634581,0.06363636363636363,0.1650943396226415,0.10283159463487332,0.1695906432748538,0.10191082802547771,0.07296137339055794,0.05128205128205128,0.22,0.175,0.1459227467811159,0.29411764705882354,0.6375,0.6986301369863014,0.7254901960784313,0.3125,0.39338235294117646,0.4485981308411215,0.47058823529411764,0.875,0.6363636363636364,0.42857142857142855,0.3194444444444444,0.6521739130434783,0.29411764705882354,0.4395867647058824,0.4817731707317072,0.43499861111111104,0.11258278145695365,0.11258278145695365,0.1360759493670886,0.26582278481012656,9.695588235294116,0.310948905109489,35.0,,,,,,,7.0,4.0,13.0,17.0,4.0,16.0,2.0,12.0,8.0,,13.0,4.0,,,1.0,5.0,9.0,,0.0875,0.12781954887218044,0.09375,0.17045454545454544,0.044444444444444446,0.03333333333333333,0.6923076923076923,0.4117647058823529,0.4375,0.5428571428571428,,0.16666666666666666,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,0.04672897196261682,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,True
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,34083.0,568,48.0,1007,1038,291,293,151,2045,32.0,54.0,16.0,26.0,4.0,14.0,71.0,12.0,35.0,76.0,160.0,37.0,237,1025,25.0,44.0,6.0,65.0,15.0,40.0,17.0,62.0,68.0,84.0,30.0,6.0,24.0,30.0,3.0,8.0,66.0,2.0,44.0,,75,5.0,107,46.0,153,12.0,1.0,20.0,9.0,9.0,29.0,2.0,33.0,51,3.0,,,47.0,20.0,5.0,23.0,19.0,23.0,1.0,62.0,291,4.0,0.4473684210526316,0.5573770491803278,0.475,0.5681818181818182,0.375,0.4807692307692308,0.5673076923076923,0.3813559322033898,0.5152173913043478,0.5909090909090909,0.4492753623188406,0.0375,0.014084507042253521,21.746431570109152,0.6896551724137931,0.13513513513513514,,0.20107238605898123,0.1116751269035533,0.02040816326530612,0.21205821205821207,0.09349593495934959,0.13934426229508196,0.12280701754385964,0.08227848101265822,0.02631578947368421,0.1171875,0.2948717948717949,0.2215568862275449,0.25961538461538464,0.5925925925925926,0.6274509803921569,0.40625,0.34134615384615385,0.16826923076923078,0.34285714285714286,0.36363636363636365,0.6666666666666666,0.5,0.6153846153846154,0.23728813559322035,0.2857142857142857,0.49038461538461536,0.4484084134615385,0.4884438775510205,0.4302245762711864,0.08888888888888889,0.11299435028248588,0.2742616033755274,0.2616033755274262,8.482499999999998,0.28897715988083417,32.0,40.0,16.0,48.0,19.0,,40.0,6.0,3.0,13.0,27.0,7.0,11.0,2.0,11.0,9.0,,4.0,3.0,,,,4.0,12.0,0.23076923076923078,0.05555555555555555,0.25,,0.22972972972972974,0.29411764705882354,0.06422018348623854,0.5217391304347826,0.4507042253521127,0.45714285714285713,0.40625,0.19230769230769232,0.0625,0.2711864406779661,25.364583333333332,1.0,8.0,,1.0,3.0,15.0,3.0,7.0,5.0,16.0,3.0,8.0,5.0,48.0,,15.0,3.0,,,,,1.0,0.3333333333333333,0.375,0.2631578947368421,0.3333333333333333,0.05714285714285714,0.038461538461538464,0.125,0.125,1.0,0.375,0.375,1.0,0.019230769230769232,,,0.1346153846153846,0.42857142857142855,1.0,0.05084745762711865,0.3125,0.375,,,,,,,2.0,,,,,,,True
2470,1610612765,Smush Parker,Smush Parker,2470,DET,3167.0,53,-22.0,97,100,39,45,11,197,3.0,5.0,1.0,1.0,1.0,2.0,,1.0,4.0,4.0,9.0,7.0,18,110,2.0,3.0,,4.0,1.0,2.0,2.0,4.0,6.0,2.0,,2.0,3.0,5.0,1.0,1.0,12.0,,,,4,,4,,4,,,3.0,2.0,2.0,5.0,,2.0,8,,,,11.0,4.0,1.0,,,,,4.0,39,1.0,0.75,0.75,0.4444444444444444,0.6666666666666666,0.5,0.39285714285714285,0.6666666666666666,0.25,0.4473684210526316,0.6666666666666666,0.3333333333333333,0.2222222222222222,,22.22222222222222,0.6,,,0.0975609756097561,,,0.08333333333333333,,,,,,0.1111111111111111,0.125,0.06666666666666667,0.35714285714285715,0.6,1.0,0.6666666666666666,,0.2857142857142857,0.25,0.25,1.0,0.3333333333333333,1.0,0.5,0.5,0.7142857142857143,0.4892214285714286,0.4936333333333333,0.43857499999999994,0.2222222222222222,0.3076923076923077,0.2222222222222222,0.2222222222222222,7.800000000000001,0.4020618556701031,,3.0,2.0,5.0,2.0,,3.0,2.0,2.0,1.0,,,,1.0,1.0,3.0,,,,,,,,,0.35714285714285715,0.4,,,,,,,,,,0.21428571428571427,1.0,0.5,26.439999999999998,1.0,2.0,,,,,,,,1.0,,,,3.0,,,,1.0,,1.0,,1.0,0.2,,,0.2,,0.14285714285714285,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True
2545,1610612765,Darko Milicic,Darko Milicic,2545,DET,5680.0,95,-6.0,186,180,95,100,21,366,4.0,8.0,,1.0,2.0,2.0,5.0,1.0,14.0,6.0,27.0,4.0,16,174,,1.0,,,3.0,11.0,4.0,10.0,10.0,2.0,,1.0,,,,,,,1.0,,8,2.0,14,1.0,15,,,3.0,2.0,2.0,5.0,,6.0,12,1.0,,,6.0,3.0,,6.0,3.0,6.0,,10.0,95,1.0,0.8333333333333334,0.8333333333333334,0.2222222222222222,,0.2727272727272727,0.2222222222222222,,0.2727272727272727,0.26666666666666666,,0.35714285714285715,0.037037037037037035,,16.666666666666664,0.6,0.25,,0.15384615384615385,0.0125,,0.16,0.010869565217391304,,,0.025,,0.15789473684210525,0.18181818181818182,0.13636363636363635,0.2962962962962963,0.5,0.5714285714285714,1.0,0.18518518518518517,0.5185185185185185,0.07142857142857142,0.07142857142857142,1.0,1.0,,0.18181818181818182,1.0,0.2962962962962963,0.41288888888888886,0.5928,0.38493636363636363,0.1,0.1,,0.625,11.003703703703705,0.510752688172043,1.0,,,,,,,,,,4.0,,,1.0,1.0,1.0,,,,,,1.0,2.0,4.0,,0.125,0.17391304347826086,,0.2222222222222222,,,0.6666666666666666,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
