EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,DefensiveGoaltends,PenaltyFg3Pct,LongMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Blocked3s,BlockedCorner3,on,FoulsDrawn,Offensive Fouls Drawn,BlockedArc3,Corner3PctBlocked
1714,1610612739,Robert Traylor,Robert Traylor,1714,CLE,19581.0,326,-17,598,597,178,199,94.0,1195,29.0,48.0,10.0,18.0,12.0,20.0,9.0,36.0,6.0,20.0,1.0,1.0,1.0,44.0,104.0,1.0,12.0,100.0,681,11.0,26.0,1.0,5.0,27.0,17.0,33.0,1.0,4.0,38.0,56.0,32.0,18.0,1.0,13.0,12.0,2.0,14.0,2.0,7.0,2.0,3.0,30.0,8.0,25.0,1.0,3.0,31.0,4.0,38.0,34.0,72.0,4.0,12.0,7.0,5.0,11.0,2.0,4.0,6.0,7.0,17.0,4.0,5.0,37.0,59.0,7.0,2.0,21.0,3.0,9.0,3.0,16.0,10.0,1.0,5.0,16.0,9.0,2.0,38.0,178,6.0,0.6363636363636364,0.8,0.4230769230769231,0.4230769230769231,0.5151515151515151,0.41904761904761906,0.4074074074074074,0.5,0.43859649122807015,0.43548387096774194,0.5,0.009523809523809525,0.125,0.1875,0.1111111111111111,18.245125348189415,0.6470588235294118,0.17391304347826086,0.03225806451612903,0.13537117903930132,0.10204081632653061,0.0625,0.16,0.12274368231046931,0.11186440677966102,0.1323529411764706,0.13580246913580246,0.052083333333333336,0.1875,0.1111111111111111,0.14473684210526316,0.15873015873015872,0.1111111111111111,0.058823529411764705,0.07142857142857142,0.08333333333333333,0.5625,0.45714285714285713,0.6041666666666666,0.7435897435897436,0.6206896551724138,0.34285714285714286,0.25,0.28125,0.5555555555555556,0.19047619047619047,0.3,0.3,0.8333333333333334,0.009523809523809525,0.6666666666666666,0.5555555555555556,0.037037037037037035,0.5882352941176471,0.6,0.029411764705882353,0.4666666666666667,0.5023176190476191,0.548847619047619,0.5360573529411765,0.08108108108108109,0.08181818181818182,0.27,0.38,7.0644230769230765,26.5,0.2976588628762542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,5004.0,83,-19,165,164,74,66,14.0,329,7.0,9.0,1.0,3.0,4.0,4.0,,,4.0,10.0,1.0,,,11.0,19.0,2.0,3.0,28.0,186,1.0,3.0,,,2.0,6.0,7.0,,3.0,15.0,20.0,2.0,2.0,1.0,,2.0,,2.0,,2.0,,,4.0,2.0,1.0,,5.0,4.0,,9.0,3.0,12.0,,3.0,2.0,1.0,,1.0,,1.0,,1.0,,,2.0,5.0,,,5.0,1.0,2.0,,1.0,1.0,,,1.0,,,15.0,74,1.0,0.9090909090909091,1.0,0.5789473684210527,0.3333333333333333,0.8571428571428571,0.5952380952380952,0.3333333333333333,0.8571428571428571,0.6136363636363636,0.3333333333333333,0.875,0.09523809523809523,,,,12.5,,,,0.07407407407407407,0.018867924528301886,0.21739130434782608,0.125,0.11688311688311688,0.043478260869565216,,0.08333333333333333,,0.08333333333333333,0.25,0.045454545454545456,0.11764705882352941,0.06666666666666667,0.2777777777777778,,,,0.42857142857142855,0.7777777777777778,0.7777777777777778,0.8571428571428571,,,,,0.47619047619047616,0.4,0.4,1.0,0.047619047619047616,1.0,0.3333333333333333,,0.5714285714285714,1.0,,0.5238095238095238,0.5111190476190477,0.4078,0.5616571428571429,0.09090909090909091,0.1,0.07142857142857142,0.5357142857142857,10.052631578947368,23.9,0.4484848484848485,1.0,1.0,1.0,3.0,2.0,1.0,0.5,0.5,0.047619047619047616,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2040,1610612739,Jerome Moiso,Jerome Moiso,2040,CLE,265.0,4,-11,8,10,1,4,,18,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,52018.0,867,-5,1642,1638,518,535,243.0,3280,45.0,81.0,3.0,10.0,8.0,14.0,13.0,31.0,32.0,86.0,37.0,3.0,14.0,90.0,198.0,78.0,44.0,314.0,1792,6.0,20.0,7.0,6.0,18.0,20.0,45.0,34.0,18.0,106.0,126.0,54.0,4.0,37.0,20.0,47.0,2.0,49.0,1.0,22.0,6.0,19.0,100.0,3.0,11.0,1.0,10.0,37.0,9.0,56.0,15.0,71.0,3.0,29.0,16.0,13.0,30.0,3.0,17.0,17.0,13.0,47.0,1.0,14.0,36.0,121.0,4.0,8.0,64.0,8.0,28.0,7.0,4.0,4.0,,,4.0,2.0,1.0,106.0,518,25.0,0.7,0.7159090909090909,0.45454545454545453,0.3,0.4444444444444444,0.4891304347826087,0.2222222222222222,0.5569620253164557,0.5148514851485149,0.2903225806451613,0.5824175824175825,0.2826086956521739,0.10101010101010101,0.20987654320987653,0.03225806451612903,18.115942028985508,0.6382978723404256,0.15789473684210525,0.013333333333333334,0.06412478336221837,0.01729559748427673,0.072992700729927,0.022222222222222223,0.06582633053221289,0.018158236057068743,0.020202020202020204,0.010582010582010581,0.020080321285140562,0.022727272727272728,0.02127659574468085,0.058823529411764705,0.059880239520958084,0.07281553398058252,0.06,0.10810810810810811,0.022556390977443608,0.5,0.29347826086956524,0.5555555555555556,0.703125,0.6444444444444445,0.11231884057971014,0.41935483870967744,0.43333333333333335,0.46153846153846156,0.3115942028985507,0.37209302325581395,0.38095238095238093,0.875,0.13405797101449277,0.37037037037037035,0.3,0.1111111111111111,0.17721518987341772,0.5714285714285714,0.17721518987341772,0.5760869565217391,0.5150945652173914,0.5089347826086956,0.49995696202531653,0.0945945945945946,0.12844036697247707,0.05732484076433121,0.3375796178343949,10.171717171717173,24.15,0.315468940316687,15.0,41.0,30.0,90.0,2.0,1.0,0.38461538461538464,0.38461538461538464,0.14855072463768115,0.36585365853658536,0.36585365853658536,1.0,4.0,8.0,20.0,15.0,8.0,16.0,15.0,1.0,2.0,1.0,2.0,1.0,4.0,0.47058823529411764,0.023255813953488372,0.40540540540540543,0.40540540540540543,1.0,0.3333333333333333,0.14814814814814814,0.25316455696202533,0.4,0.5714285714285714,0.40540540540540543,,,,,,,,,,,,,,,,,,,,True,,,,
727,1610612739,Eric Snow,Eric Snow,727,CLE,25836.0,431,20,818,818,290,310,127.0,1636,7.0,12.0,2.0,2.0,4.0,6.0,5.0,14.0,15.0,35.0,5.0,,4.0,27.0,61.0,8.0,18.0,84.0,866,3.0,4.0,,1.0,7.0,11.0,18.0,5.0,10.0,38.0,36.0,18.0,2.0,5.0,1.0,64.0,18.0,82.0,14.0,32.0,9.0,23.0,182.0,3.0,8.0,,2.0,24.0,,26.0,11.0,37.0,2.0,15.0,4.0,11.0,10.0,5.0,7.0,12.0,3.0,22.0,,13.0,14.0,41.0,,3.0,24.0,4.0,13.0,1.0,3.0,3.0,,,3.0,1.0,,38.0,290,11.0,0.6666666666666666,0.6923076923076923,0.4426229508196721,0.75,0.6111111111111112,0.4782608695652174,0.75,0.6086956521739131,0.5316455696202531,0.875,0.6785714285714286,0.11594202898550725,0.01639344262295082,0.08333333333333333,,10.433884297520661,0.45454545454545453,,,0.08333333333333333,0.0243161094224924,0.025974025974025976,0.047619047619047616,0.07123287671232877,0.02806122448979592,0.01,0.0297029702970297,0.03125,0.05,0.043478260869565216,0.05319148936170213,0.12643678160919541,0.07476635514018691,0.01818181818181818,0.045454545454545456,0.05555555555555555,0.3333333333333333,0.17391304347826086,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.2028985507246377,0.35714285714285715,0.35714285714285715,0.2,0.5072463768115942,0.42857142857142855,0.42857142857142855,0.8666666666666667,0.07246376811594203,0.5,1.0,,0.2608695652173913,0.6666666666666666,0.17391304347826086,0.2898550724637681,0.433368115942029,0.50595,0.44625217391304345,0.16666666666666666,0.18571428571428572,0.08333333333333333,0.4523809523809524,12.722950819672132,24.075,0.3545232273838631,2.0,3.0,4.0,12.0,,1.0,0.5,0.5,0.043478260869565216,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,,1.0,,,0.4,,0.4,0.4,1.0,0.5,,0.043478260869565216,1.0,0.25,0.4,,,,,,,,,,,,,,,,,,,,True,,,,
2400,1610612739,Drew Gooden,Drew Gooden,2400,CLE,26394.0,440,6,822,829,254,233,117.0,1651,34.0,66.0,8.0,20.0,11.0,18.0,21.0,51.0,18.0,43.0,5.0,,2.0,73.0,160.0,6.0,60.0,212.0,912,11.0,28.0,1.0,6.0,28.0,20.0,50.0,3.0,21.0,61.0,104.0,42.0,10.0,5.0,14.0,20.0,4.0,24.0,4.0,11.0,2.0,7.0,52.0,8.0,21.0,3.0,17.0,76.0,7.0,100.0,32.0,132.0,5.0,9.0,5.0,4.0,11.0,,9.0,8.0,2.0,19.0,2.0,4.0,19.0,40.0,5.0,6.0,71.0,6.0,35.0,2.0,11.0,10.0,,1.0,11.0,3.0,,61.0,254,5.0,0.7123287671232876,0.7647058823529411,0.45625,0.39285714285714285,0.4,0.4578313253012048,0.3793103448275862,0.37735849056603776,0.5353535353535354,0.42424242424242425,0.48412698412698413,0.03614457831325301,0.0875,0.12121212121212122,0.09803921568627451,22.533748701973,0.5789473684210527,0.21875,0.08333333333333333,0.25333333333333335,0.0673076923076923,0.2833333333333333,0.11428571428571428,0.25833333333333336,0.07591623036649214,0.10377358490566038,0.06593406593406594,0.034782608695652174,0.06666666666666667,0.2,0.1568627450980392,0.2727272727272727,0.32727272727272727,0.2558139534883721,0.35294117647058826,0.0684931506849315,0.2727272727272727,0.39759036144578314,0.5151515151515151,0.5862068965517241,0.8235294117647058,0.3072289156626506,0.4117647058823529,0.45652173913043476,0.47619047619047616,0.25903614457831325,0.4186046511627907,0.42857142857142855,0.7777777777777778,0.030120481927710843,0.6896551724137931,0.4,,0.33962264150943394,0.6111111111111112,0.03773584905660377,0.43373493975903615,0.47195393939393937,0.515748,0.46088557692307697,0.1836734693877551,0.18518518518518517,0.1320754716981132,0.28773584905660377,7.79125,26.76666666666667,0.30900243309002434,,1.0,2.0,6.0,,1.0,0.3333333333333333,0.3333333333333333,0.006024096385542169,,,,1.0,,1.0,2.0,,,2.0,,,,,,3.0,,0.023255813953488372,0.4,0.4,1.0,0.5,0.034482758620689655,0.018867924528301886,,,0.4,1.0,2.0,0.14285714285714285,,,,,,,,,,,,,,,,,True,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,30887.0,515,50,974,967,314,294,142.0,1941,67.0,87.0,13.0,17.0,19.0,22.0,15.0,38.0,27.0,71.0,54.0,3.0,23.0,109.0,196.0,65.0,106.0,402.0,1072,15.0,24.0,6.0,13.0,52.0,27.0,52.0,25.0,43.0,133.0,86.0,132.0,18.0,54.0,11.0,76.0,16.0,92.0,10.0,34.0,12.0,30.0,200.0,5.0,18.0,,17.0,45.0,5.0,67.0,23.0,90.0,7.0,28.0,15.0,13.0,19.0,8.0,11.0,24.0,8.0,43.0,3.0,15.0,11.0,25.0,,5.0,142.0,9.0,48.0,20.0,4.0,3.0,,1.0,4.0,1.0,1.0,133.0,314,3.0,0.3944954128440367,0.43,0.5561224489795918,0.625,0.5192307692307693,0.5670498084291188,0.65,0.5844155844155844,0.6180124223602484,0.7027027027027027,0.616822429906542,0.24904214559386972,0.05612244897959184,0.06896551724137931,0.13157894736842105,31.905594405594407,0.4418604651162791,0.14705882352941177,,0.13005780346820808,0.05202312138728324,0.19540229885057472,0.05319148936170213,0.14318706697459585,0.05227272727272727,0.08256880733944955,0.04040404040404041,0.036231884057971016,0.06557377049180328,0.030303030303030304,0.078125,0.07865168539325842,0.21705426356589147,0.21311475409836064,0.15384615384615385,0.06306306306306306,0.25,0.3333333333333333,0.7701149425287356,0.8271604938271605,0.4626865671641791,0.14559386973180077,0.39473684210526316,0.45454545454545453,0.2,0.2720306513409962,0.38028169014084506,0.38028169014084506,0.3333333333333333,0.20689655172413793,0.5666666666666667,0.7647058823529411,0.1,0.2857142857142857,0.8636363636363636,0.2987012987012987,0.5823754789272031,0.5015741379310346,0.5447166666666667,0.4697844155844157,0.16556291390728478,0.20425531914893616,0.12935323383084577,0.3308457711442786,8.91326530612245,24.929230769230774,0.32238193018480493,5.0,11.0,26.0,48.0,9.0,0.6153846153846154,0.4,0.4,0.0421455938697318,0.45454545454545453,0.45454545454545453,0.8,3.0,1.0,2.0,21.0,11.0,12.0,21.0,6.0,3.0,,3.0,,,0.48,,0.3888888888888889,0.39622641509433965,0.5714285714285714,0.3076923076923077,0.1,0.025974025974025976,0.5,0.4782608695652174,0.3888888888888889,2.0,,0.029850746268656716,2.0,1.0,3.0,30.0,1.0,1.0,0.5,0.015384615384615385,0.018518518518518517,0.6666666666666666,1.0,0.3333333333333333,1.0,,,,True,,,,
976,1610612739,Jeff McInnis,Jeff McInnis,976,CLE,25378.0,423,-44,810,804,236,269,119.0,1614,7.0,20.0,,1.0,4.0,8.0,19.0,45.0,19.0,36.0,35.0,7.0,10.0,45.0,101.0,47.0,23.0,149.0,919,4.0,12.0,7.0,,17.0,10.0,23.0,16.0,12.0,44.0,44.0,46.0,2.0,34.0,7.0,73.0,10.0,83.0,6.0,39.0,9.0,25.0,176.0,,3.0,,2.0,10.0,1.0,13.0,3.0,16.0,1.0,6.0,3.0,3.0,9.0,6.0,6.0,9.0,3.0,18.0,2.0,7.0,11.0,28.0,1.0,2.0,28.0,4.0,8.0,6.0,,,,,,,,44.0,236,5.0,0.4888888888888889,0.5,0.44554455445544555,0.3333333333333333,0.43478260869565216,0.42567567567567566,0.4473684210526316,0.41025641025641024,0.4620253164556962,0.4473684210526316,0.4888888888888889,0.31756756756756754,0.06930693069306931,0.25,0.044444444444444446,18.429319371727747,0.5,0.03225806451612903,,0.034722222222222224,0.009708737864077669,0.04081632653061224,,0.03560830860534125,0.007853403141361256,,0.020833333333333332,0.008849557522123894,,,0.028037383177570093,0.0375,0.039603960396039604,0.05714285714285714,,0.012658227848101266,,0.13513513513513514,0.35,0.4666666666666667,0.5714285714285714,0.30405405405405406,0.4222222222222222,0.4418604651162791,0.3157894736842105,0.24324324324324326,0.5277777777777778,0.5277777777777778,0.631578947368421,0.23648648648648649,0.05263157894736842,,0.3684210526315789,0.20512820512820512,0.5,0.2564102564102564,0.4527027027027027,0.4613857142857143,0.43768529411764706,0.4685631578947368,0.05263157894736842,0.0761904761904762,0.11409395973154363,0.2953020134228188,10.727722772277227,24.912765957446805,0.291358024691358,,12.0,12.0,27.0,4.0,0.75,0.2553191489361702,0.2608695652173913,0.08108108108108109,,,,,,6.0,12.0,4.0,4.0,12.0,4.0,1.0,,,,,0.25,,0.34285714285714286,0.34285714285714286,0.75,,,0.15384615384615385,,0.4,0.35294117647058826,,,,,3.0,3.0,9.0,,,0.42857142857142855,,,,,0.42857142857142855,0.6666666666666666,1.0,,,True,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,21248.0,354,48,670,665,223,246,109.0,1335,30.0,47.0,14.0,20.0,7.0,11.0,10.0,17.0,9.0,23.0,,,,49.0,87.0,1.0,26.0,124.0,695,16.0,24.0,,8.0,40.0,8.0,18.0,,10.0,26.0,60.0,38.0,22.0,,7.0,12.0,2.0,14.0,,6.0,,6.0,30.0,4.0,36.0,3.0,14.0,42.0,9.0,65.0,43.0,108.0,1.0,17.0,11.0,6.0,9.0,1.0,6.0,4.0,3.0,13.0,,7.0,28.0,42.0,8.0,,47.0,9.0,23.0,5.0,14.0,10.0,,4.0,14.0,11.0,,26.0,223,5.0,0.6122448979591837,0.7894736842105263,0.5632183908045977,0.6666666666666666,0.4444444444444444,0.5568181818181818,0.6666666666666666,0.4444444444444444,0.5794392523364486,0.6666666666666666,0.52,0.011363636363636364,0.08045977011494253,0.06382978723404255,0.17647058823529413,15.037593984962406,0.6923076923076923,0.42857142857142855,0.08571428571428572,0.18666666666666668,0.13688212927756654,0.20588235294117646,0.0784313725490196,0.19112627986348124,0.12738853503184713,0.14666666666666667,0.1875,0.09259259259259259,0.0625,0.10526315789473684,0.15,0.23880597014925373,0.1794871794871795,0.23636363636363636,0.07692307692307693,0.03125,0.7857142857142857,0.5340909090909091,0.6382978723404256,0.6818181818181818,0.5666666666666667,0.19318181818181818,0.5882352941176471,0.7142857142857143,0.5,0.26136363636363635,0.391304347826087,0.4090909090909091,0.8888888888888888,,0.8333333333333334,0.7,,0.6111111111111112,0.6363636363636364,,0.5454545454545454,0.49448693181818176,0.5432227272727271,0.5263722222222222,0.22549019607843138,0.22772277227722773,0.3225806451612903,0.20967741935483872,6.832183908045977,22.8,0.3328358208955224,,1.0,,,,,,,0.011363636363636364,,,,,,,,,,,2.0,,,2.0,,,,0.043478260869565216,,,,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2739,1610612739,Luke Jackson,Luke Jackson,2739,CLE,1217.0,20,-9,44,43,19,39,9.0,87,2.0,3.0,,,,1.0,1.0,5.0,2.0,6.0,,,,5.0,14.0,,3.0,13.0,51,2.0,4.0,,,4.0,2.0,5.0,,,4.0,6.0,4.0,,,,2.0,,2.0,,,1.0,1.0,4.0,,1.0,,1.0,,3.0,4.0,1.0,5.0,,,,,1.0,,,1.0,1.0,2.0,1.0,,2.0,2.0,,,3.0,1.0,2.0,,,,,,,,,4.0,19,,0.6,0.6,0.35714285714285715,0.5,0.4,0.35714285714285715,0.5,0.4,0.43333333333333335,0.5,0.4,,,,,32.075471698113205,0.5,1.0,,,0.045454545454545456,0.3333333333333333,,0.08333333333333333,0.041666666666666664,0.25,,,,,,,,,0.5,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.35714285714285715,0.2,0.2,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,,,,,0.2,,,0.21428571428571427,0.3922214285714286,0.287375,0.36782000000000004,0.13333333333333333,0.13333333333333333,0.3076923076923077,0.3076923076923077,10.735714285714286,,0.4318181818181818,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
