EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimAccuracy,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,FTDefRebounds,Blocked3s,BlockedCorner3,Blocks,DefFTReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,Corner3Assists,Blocked2s,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,Travels,Defensive 3 Seconds Violations,3SecondViolations,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,on,StepOutOfBoundsTurnovers,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedArc3,Clear Path Fouls,Corner3PctBlocked
1088,1610612747,Chucky Atkins,Chucky Atkins,1088,LAL,12188.0,203,2.0,387,389,119,103,57.0,776,11.0,20.0,1.0,5.0,7.0,2.0,5.0,13.0,22,2.0,5.0,2.0,15.0,36.0,2.0,12.0,26.0,47,17.0,41.0,10.0,113.0,445,2.0,4.0,4.0,7.0,11,2.0,14.0,3.0,23.0,14.0,38.0,36.0,15.0,2.0,34.0,15.0,3.0,1.0,24.0,7.0,31.0,7.0,13.0,1.0,10.0,69.0,1.0,2.0,6.0,8.0,1.0,9.0,1.0,3.0,2.0,1.0,15.0,1.0,11.0,4.0,4.0,19.0,2.0,3.0,2.0,6.0,2.0,12.0,2.0,4.0,3.0,23.0,119,0.2692307692307692,0.2692307692307692,0.7058823529411765,0.4146341463414634,0.14285714285714285,0.4358974358974359,0.5531914893617021,0.5,0.6363636363636364,0.5852272727272727,0.5,0.4,0.6075268817204301,0.5,0.42592592592592593,0.4659090909090909,0.024390243902439025,0.06382978723404255,0.1,0.2,0.027777777777777776,24.45414847161572,0.7894736842105263,0.047244094488188976,0.007633587786259542,0.05263157894736842,0.048484848484848485,0.005319148936170213,0.02,0.1111111111111111,0.038461538461538464,0.03225806451612903,0.14285714285714285,0.02631578947368421,0.22727272727272727,0.55,0.6111111111111112,0.18181818181818182,0.056818181818181816,0.4,0.5,0.5,0.25,0.5909090909090909,0.5909090909090909,0.3076923076923077,0.056818181818181816,0.4,0.4,1.0,0.4090909090909091,0.4166666666666667,0.42857142857142855,0.6666666666666666,0.25,0.28,0.7142857142857143,0.08,0.48,0.16666666666666666,0.6931818181818182,0.4411764705882353,0.5014064705882353,0.4548,0.513059090909091,0.044444444444444446,0.08163265306122448,0.035398230088495575,0.20353982300884957,9.64468085106383,27.119512195121953,0.30749354005167956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
124,1610612747,Vlade Divac,Vlade Divac,124,LAL,1764.0,29,,59,57,17,21,10.0,116,2.0,4.0,2.0,1.0,3.0,1.0,1.0,,2,,,,,,,,3.0,7,,,5.0,11.0,68,1.0,2.0,5.0,1.0,3,,,3.0,5.0,2.0,4.0,,,,,,,,4.0,1.0,5.0,1.0,2.0,,2.0,11.0,2.0,1.0,3.0,4.0,4.0,8.0,1.0,1.0,1.0,,3.0,,2.0,,1.0,3.0,,1.0,2.0,7.0,,5.0,1.0,2.0,1.0,5.0,17,0.3333333333333333,0.5,,,,,0.42857142857142855,0.5,0.3333333333333333,0.42857142857142855,0.5,0.3333333333333333,0.6111111111111112,0.8333333333333334,0.625,,,,,,,17.39130434782609,1.0,0.14285714285714285,0.09090909090909091,0.16666666666666666,0.14814814814814814,0.10344827586206896,0.1111111111111111,,0.1,,0.5,0.25,0.5714285714285714,0.5,0.5,0.5,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,0.5714285714285714,,0.4573714285714285,0.49215,0.5283666666666667,0.25,0.25,0.45454545454545453,0.45454545454545453,6.742857142857143,,0.288135593220339,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.5,0.14285714285714285,0.09090909090909091,0.14285714285714285,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,5246.0,87,-23.0,171,172,59,56,24.0,343,1.0,3.0,1.0,,1.0,1.0,5.0,2.0,11,3.0,6.0,4.0,5.0,12.0,3.0,7.0,4.0,19,8.0,18.0,3.0,35.0,195,,3.0,,,5,5.0,11.0,,15.0,4.0,4.0,21.0,3.0,,12.0,5.0,1.0,1.0,3.0,2.0,5.0,2.0,,2.0,1.0,12.0,2.0,1.0,6.0,10.0,5.0,15.0,,3.0,1.0,2.0,4.0,,3.0,,1.0,4.0,2.0,,6.0,12.0,,3.0,1.0,2.0,,15.0,59,0.5,0.5,0.875,0.4444444444444444,0.45454545454545453,0.4444444444444444,0.21052631578947367,,,0.43243243243243246,,0.46875,0.4605263157894737,,0.46875,0.4864864864864865,0.05555555555555555,0.05263157894736842,0.3333333333333333,,0.08333333333333333,20.895522388059703,1.0,0.10526315789473684,0.03508771929824561,0.09090909090909091,0.10294117647058823,0.041237113402061855,0.05555555555555555,0.11764705882352941,0.08333333333333333,0.1111111111111111,,,0.08108108108108109,0.3333333333333333,0.5,,0.13513513513513514,0.2,0.2,,0.2972972972972973,0.18181818181818182,0.18181818181818182,1.0,0.16216216216216217,0.5,0.5,1.0,0.32432432432432434,0.4166666666666667,0.45454545454545453,0.8,0.25,0.0625,,0.25,0.4375,0.42857142857142855,0.5675675675675675,0.4166666666666667,0.466077027027027,0.495475,0.476284375,0.05263157894736842,0.1,,0.42857142857142855,14.089473684210526,24.777777777777782,0.34502923976608185,,,,2.0,1.0,,2.0,0.5,0.05,0.04,0.029411764705882353,0.125,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.25,0.16666666666666666,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,6517.0,109,37.0,217,218,110,97,32.0,435,7.0,10.0,4.0,3.0,5.0,1.0,6.0,3.0,3,2.0,3.0,2.0,5.0,11.0,3.0,6.0,11.0,19,7.0,14.0,2.0,45.0,214,3.0,4.0,6.0,5.0,8,4.0,8.0,,22.0,18.0,4.0,21.0,,,11.0,5.0,4.0,,11.0,3.0,14.0,2.0,8.0,1.0,2.0,31.0,5.0,4.0,6.0,11.0,7.0,18.0,,5.0,4.0,1.0,7.0,4.0,6.0,5.0,1.0,12.0,1.0,7.0,3.0,7.0,1.0,3.0,1.0,2.0,,22.0,110,0.8181818181818182,1.0,1.0,0.5,0.5,0.5,0.5789473684210527,0.75,0.625,0.6515151515151515,0.6,0.6875,0.6617647058823529,0.6,0.6875,0.42424242424242425,,0.21052631578947367,0.2,0.3333333333333333,,18.4,0.5833333333333334,0.08108108108108109,0.078125,0.11764705882352941,0.09259259259259259,0.06,0.08,,0.13333333333333333,0.12,0.1111111111111111,,0.30303030303030304,0.7,0.875,0.7142857142857143,0.18181818181818182,0.16666666666666666,0.25,1.0,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.45454545454545453,0.45454545454545453,1.0,0.8,0.3125,0.6,0.125,0.375,0.5,0.7272727272727273,0.45454545454545453,0.5019359375000001,0.5394300000000001,0.5092733333333332,0.058823529411764705,0.1,0.13333333333333333,0.4888888888888889,5.715789473684212,25.814285714285713,0.5069124423963134,3.0,,4.0,1.0,1.0,,1.0,0.25,0.027777777777777776,0.125,0.03225806451612903,0.09523809523809523,0.75,1.0,1.0,1.0,1.0,,,1.0,0.1,,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,24145.0,402,13.0,774,780,265,224,117.0,1554,9.0,23.0,4.0,4.0,9.0,,8.0,7.0,23,7.0,17.0,5.0,10.0,46.0,2.0,15.0,16.0,54,17.0,63.0,18.0,101.0,830,1.0,9.0,5.0,8.0,17,6.0,20.0,10.0,44.0,24.0,8.0,48.0,3.0,3.0,43.0,10.0,15.0,,30.0,21.0,51.0,13.0,15.0,,15.0,123.0,6.0,10.0,39.0,49.0,13.0,62.0,,12.0,7.0,5.0,10.0,3.0,6.0,5.0,4.0,15.0,1.0,6.0,12.0,41.0,1.0,19.0,,5.0,3.0,44.0,265,0.75,0.8,0.9411764705882353,0.2698412698412698,0.3,0.2833333333333333,0.2962962962962963,0.1111111111111111,0.47058823529411764,0.3547008547008547,0.16666666666666666,0.4594594594594595,0.4007936507936508,0.16666666666666666,0.5238095238095238,0.5384615384615384,,0.2777777777777778,0.21739130434782608,0.625,,15.376226826608507,0.6666666666666666,0.1455223880597015,0.02214022140221402,0.11363636363636363,0.13764044943820225,0.03225806451612903,0.019417475728155338,0.10526315789473684,0.1926605504587156,0.10606060606060606,0.13636363636363635,,0.19658119658119658,0.391304347826087,0.5,0.5555555555555556,0.06837606837606838,,,,0.19658119658119658,0.30434782608695654,0.3888888888888889,1.0,0.1452991452991453,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.39316239316239315,0.21739130434782608,0.21739130434782608,1.0,0.26666666666666666,0.24324324324324326,0.4444444444444444,0.13513513513513514,0.40540540540540543,0.13333333333333333,0.7350427350427351,0.23255813953488372,0.5190811403508774,0.526918181818182,0.5267457142857143,0.04878048780487805,0.0847457627118644,0.04950495049504951,0.43564356435643564,9.91666666666667,25.93492063492064,0.3423772609819121,1.0,,2.0,7.0,,6.0,10.0,,0.05303030303030303,0.028846153846153848,0.06542056074766354,0.12048192771084337,0.25,4.0,4.0,6.0,,,,2.0,,,0.26666666666666666,0.8,8.0,2.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.21739130434782608,0.015625,0.13333333333333333,0.5,1.0,0.015625,,,,,,,,,,,True,,,,,,
1908,1610612747,Jumaine Jones,Jumaine Jones,1908,LAL,11385.0,190,43.0,368,374,119,106,60.0,742,13.0,24.0,12.0,4.0,10.0,,2.0,5.0,13,3.0,6.0,2.0,4.0,12.0,,4.0,18.0,39,7.0,18.0,10.0,67.0,384,7.0,13.0,22.0,6.0,13,1.0,6.0,3.0,18.0,22.0,14.0,18.0,3.0,,12.0,4.0,3.0,,6.0,4.0,10.0,3.0,2.0,1.0,3.0,24.0,8.0,7.0,23.0,35.0,14.0,49.0,1.0,9.0,7.0,2.0,1.0,1.0,,2.0,1.0,3.0,,2.0,9.0,17.0,,13.0,,4.0,1.0,18.0,119,0.6111111111111112,0.8461538461538461,0.8571428571428571,0.3888888888888889,0.16666666666666666,0.3888888888888889,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.5,0.625,0.39473684210526316,0.5317460317460317,0.6470588235294118,0.42857142857142855,0.3157894736842105,,0.07692307692307693,0.125,,,15.034168564920275,0.3333333333333333,0.19491525423728814,0.06837606837606838,0.14285714285714285,0.17964071856287425,0.06989247311827956,0.041666666666666664,0.16129032258064516,0.22448979591836735,0.1794871794871795,,0.03571428571428571,0.42105263157894735,0.5416666666666666,0.6190476190476191,0.5384615384615384,0.03508771929824561,,,,0.22807017543859648,0.38461538461538464,0.38461538461538464,0.8,0.10526315789473684,0.5,0.5,1.0,0.21052631578947367,0.3333333333333333,0.3333333333333333,0.75,0.75,0.5263157894736842,0.4,0.10526315789473684,0.21052631578947367,,0.7368421052631579,0.3333333333333333,0.5263912280701754,0.5620611111111111,0.5344157894736842,0.08064516129032258,0.09302325581395349,0.3283582089552239,0.26865671641791045,6.712820512820515,24.950000000000003,0.3233695652173913,6.0,2.0,10.0,5.0,1.0,,5.0,0.16666666666666666,0.07246376811594203,0.09523809523809523,0.05454545454545454,0.18421052631578946,0.5,1.0,1.0,3.0,5.0,,,3.0,0.45454545454545453,0.14285714285714285,0.0625,0.5,1.0,3.0,1.0,3.0,1.0,0.16666666666666666,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,,0.07407407407407407,0.125,1.0,1.0,0.05263157894736842,1.0,,,,,,,,,,True,,,,,,
2406,1610612747,Caron Butler,Caron Butler,2406,LAL,10895.0,182,-11.0,349,353,101,89,49.0,702,25.0,41.0,12.0,6.0,10.0,4.0,11.0,6.0,20,2.0,3.0,1.0,,3.0,,,35.0,72,2.0,6.0,27.0,103.0,376,8.0,14.0,19.0,7.0,17,1.0,1.0,10.0,27.0,32.0,38.0,6.0,,,3.0,,8.0,,10.0,3.0,13.0,2.0,3.0,1.0,6.0,29.0,11.0,1.0,18.0,24.0,14.0,38.0,2.0,12.0,6.0,6.0,2.0,2.0,2.0,7.0,,9.0,,5.0,4.0,14.0,3.0,34.0,2.0,18.0,,27.0,101,0.45714285714285713,0.5517241379310345,1.0,0.3333333333333333,1.0,0.3333333333333333,0.4861111111111111,0.5714285714285714,0.4117647058823529,0.48717948717948717,0.5333333333333333,0.4722222222222222,0.5478723404255319,0.59375,0.5869565217391305,0.07692307692307693,,0.1111111111111111,0.17073170731707318,,,25.06082725060827,0.2222222222222222,0.14634146341463414,0.08461538461538462,0.02857142857142857,0.12025316455696203,0.07777777777777778,0.1320754716981132,0.09090909090909091,0.16326530612244897,0.04,,0.06060606060606061,0.5256410256410257,0.6097560975609756,0.7352941176470589,0.48,0.14102564102564102,0.36363636363636365,0.36363636363636365,,0.2564102564102564,0.3,0.3157894736842105,0.6666666666666666,0.038461538461538464,0.6666666666666666,0.6666666666666666,1.0,0.038461538461538464,,,,0.8,0.5555555555555556,0.6,0.05555555555555555,,,0.6025641025641025,,0.5289846153846155,0.5737,0.530275,0.19148936170212766,0.20454545454545456,0.18446601941747573,0.2621359223300971,6.561111111111112,24.45,0.28939828080229224,8.0,3.0,12.0,3.0,,2.0,6.0,,0.06,0.043478260869565216,0.07692307692307693,0.17073170731707318,0.6666666666666666,1.0,1.0,1.0,5.0,,,,0.5,,0.06666666666666667,1.0,1.0,,,,,0.25,,,,,,,0.05,0.06451612903225806,,,,,,1.0,,,,,,,,,True,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,5768.0,96,30.0,184,185,87,59,29.0,369,15.0,21.0,11.0,10.0,15.0,3.0,7.0,10.0,21,,,,,1.0,,1.0,28.0,49,,1.0,14.0,70.0,191,8.0,15.0,17.0,14.0,25,,1.0,11.0,39.0,26.0,30.0,,,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,5.0,10.0,6.0,6.0,12.0,11.0,23.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,,3.0,,2.0,5.0,12.0,,17.0,,5.0,4.0,39.0,87,0.4642857142857143,0.6190476190476191,,,,,0.5714285714285714,0.5333333333333333,0.56,0.56,0.5333333333333333,0.5384615384615384,0.5932203389830508,0.53125,0.609375,0.02,,0.02040816326530612,0.047619047619047616,,,27.601809954751133,0.3333333333333333,0.10344827586206896,0.15151515151515152,0.16666666666666666,0.1276595744680851,0.11578947368421053,0.3333333333333333,0.23529411764705882,,0.1724137931034483,0.14285714285714285,0.09523809523809523,0.42,0.7142857142857143,0.75,0.3333333333333333,0.14,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.42,0.47619047619047616,0.47619047619047616,0.7,,,,,0.02,,,,0.7333333333333333,0.5769230769230769,0.6666666666666666,,0.038461538461538464,,0.44,,0.46423100000000006,0.5226428571428572,0.5042673076923078,0.09090909090909091,0.09259259259259259,0.24285714285714285,0.5571428571428572,9.777551020408163,25.3,0.47282608695652173,8.0,1.0,14.0,1.0,,2.0,2.0,,0.034482758620689655,0.03225806451612903,0.04,0.10526315789473684,0.7272727272727273,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,0.125,,,,,,,,0.09090909090909091,,,,,,,1.0,,,,,,,,True,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,10868.0,181,43.0,346,350,111,113,54.0,696,11.0,19.0,5.0,4.0,4.0,5.0,9.0,12.0,25,,3.0,,11.0,25.0,4.0,10.0,28.0,53,11.0,28.0,3.0,92.0,350,5.0,10.0,10.0,8.0,12,4.0,10.0,2.0,30.0,42.0,14.0,33.0,,,25.0,11.0,2.0,,4.0,2.0,6.0,1.0,3.0,,1.0,14.0,8.0,6.0,18.0,30.0,13.0,43.0,1.0,4.0,3.0,1.0,5.0,,3.0,1.0,2.0,6.0,1.0,2.0,7.0,13.0,,5.0,1.0,3.0,,30.0,111,0.75,0.8076923076923077,1.0,0.39285714285714285,0.4,0.39285714285714285,0.5283018867924528,0.5,0.6666666666666666,0.5493827160493827,0.4166666666666667,0.6363636363636364,0.5542168674698795,0.4166666666666667,0.6521739130434783,0.345679012345679,,0.03773584905660377,0.10526315789473684,,,21.549636803874094,0.8333333333333334,0.16666666666666666,0.061068702290076333,0.13636363636363635,0.15789473684210525,0.07027027027027027,0.12,0.058823529411764705,0.23809523809523808,0.1875,,0.025,0.2345679012345679,0.5789473684210527,0.6470588235294118,0.8181818181818182,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.4,0.30864197530864196,0.48,0.48,0.8333333333333334,0.037037037037037035,,,,0.30864197530864196,0.44,0.44,1.0,0.4166666666666667,0.18181818181818182,1.0,,0.45454545454545453,0.4,0.5802469135802469,0.44,0.48783395061728385,0.5313666666666667,0.47989090909090915,0.03614457831325301,0.05454545454545454,0.10869565217391304,0.32608695652173914,10.171698113207547,25.257142857142856,0.3208092485549133,2.0,,4.0,5.0,,1.0,4.0,,0.09259259259259259,0.0392156862745098,0.06976744186046512,0.1875,0.4,,2.0,2.0,6.0,,,3.0,0.375,0.18181818181818182,0.16666666666666666,,1.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,True,,,,,,
258,1610612747,Brian Grant,Brian Grant,258,LAL,7360.0,123,-24.0,231,233,55,60,33.0,464,3.0,9.0,4.0,1.0,2.0,2.0,3.0,11.0,13,,,,,,,,16.0,25,,,3.0,35.0,250,3.0,7.0,7.0,4.0,5,,,3.0,11.0,30.0,2.0,,,,,,2.0,,5.0,,5.0,,1.0,1.0,3.0,10.0,9.0,2.0,6.0,11.0,12.0,23.0,,3.0,3.0,,2.0,,2.0,2.0,,4.0,1.0,1.0,9.0,16.0,1.0,5.0,1.0,1.0,2.0,11.0,55,0.9375,0.9375,,,,,0.64,0.42857142857142855,0.8,0.64,0.42857142857142855,0.8,0.6481481481481481,0.4375,0.7857142857142857,,,0.08,0.1111111111111111,0.3333333333333333,,11.355311355311356,0.5,0.06976744186046512,0.10843373493975904,0.14285714285714285,0.08,0.09448818897637795,0.08823529411764706,,0.10256410256410256,0.1,0.25,,0.36,0.3333333333333333,0.375,1.0,0.12,0.6666666666666666,1.0,1.0,0.52,0.8461538461538461,0.8461538461538461,0.9090909090909091,,,,,,,,,0.5714285714285714,0.4,0.5,,,,0.36,,0.44342800000000004,0.48779999999999996,0.44514,0.04,0.04,0.2,0.3142857142857143,9.936,,0.23809523809523808,1.0,1.0,,3.0,,1.0,1.0,,0.06818181818181818,0.11764705882352941,0.05405405405405406,0.09523809523809523,0.25,,,,3.0,,,,0.375,0.14285714285714285,,,,,,,,1.0,,,,,,,,0.13333333333333333,,,,,,,1.0,,1.0,,,,,,True,,,,,,
