EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsPutbacks,Fg3aBlocked,FTDefRebounds,StepOutOfBoundsTurnovers,Clear Path Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,OffensiveGoaltends,Arc3PctBlocked,on,3pt And 1 Free Throw Trips
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,34689.0,578,-64,1080,1090,290,374,144,2170,21,37,2.0,5,11,4.0,8,14.0,39,3.0,13.0,1.0,4.0,27.0,82.0,4.0,11.0,5.0,22.0,39,84,30.0,95.0,26,194,1160,2.0,5,4.0,12.0,1.0,17.0,6,17,5.0,26.0,15.0,42,18,60,54.0,36.0,3.0,79.0,27.0,3,97.0,14.0,111.0,9.0,5.0,53.0,14.0,30.0,236.0,1.0,5.0,1.0,8.0,18,26,7.0,33,1.0,24.0,16.0,8.0,27.0,6.0,24.0,12,1.0,3.0,2.0,39,1.0,10.0,8.0,29,3.0,35,2.0,10.0,6,1.0,6.0,42,290,9.0,0.23076923076923078,0.23076923076923078,0.6,0.3157894736842105,0.3333333333333333,0.19230769230769232,0.32608695652173914,0.4642857142857143,0.4,0.35294117647058826,0.4692737430167598,0.47058823529411764,0.313953488372093,0.49473684210526314,0.4722222222222222,0.4019607843137255,0.5307262569832403,0.03571428571428571,0.08108108108108109,18.33466773418735,0.6923076923076923,0.03125,0.04534005037783375,0.012468827930174564,0.07920792079207921,0.007751937984496124,0.05220883534136546,0.011320754716981131,0.013513513513513514,0.01694915254237288,0.007407407407407408,0.011764705882352941,0.04316546762589928,0.049019607843137254,0.04487179487179487,0.08536585365853659,0.05263157894736842,0.01,0.20670391061452514,0.5675675675675675,0.6176470588235294,0.2857142857142857,0.0446927374301676,0.5,0.5,0.21787709497206703,0.358974358974359,0.358974358974359,0.21428571428571427,0.07262569832402235,0.23076923076923078,0.23076923076923078,1.0,0.4581005586592179,0.32926829268292684,0.32926829268292684,0.5555555555555556,0.11764705882352941,0.058823529411764705,0.6470588235294118,0.36363636363636365,1.0,0.2558139534883721,0.45454545454545453,0.09302325581395349,0.5116279069767442,0.22727272727272727,0.7374301675977654,0.34177215189873417,0.5249408571428572,0.54253,0.5137024390243904,0.03804347826086957,0.06818181818181818,0.010416666666666666,0.08762886597938144,0.21649484536082475,9.894047619047619,26.055789473684204,0.26851851851851855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,89330.0,1489,-48,2745,2748,762,885,346,5493,150,253,42.0,33,56,29.0,82,57.0,178,28.0,80.0,6.0,22.0,8.0,24.0,1.0,3.0,2.0,7.0,236,513,36.0,104.0,141,721,2850,32.0,58,3.0,9.0,9.0,82.0,52,113,8.0,29.0,41.0,169,316,156,99.0,9.0,1.0,23.0,8.0,47,57.0,23.0,80.0,18.0,5.0,40.0,6.0,11.0,183.0,17.0,31.0,1.0,36.0,128,180,49.0,229,13.0,85.0,48.0,37.0,42.0,9.0,19.0,48,9.0,23.0,5.0,90,7.0,20.0,59.0,165,21.0,188,14.0,,80,1.0,19.0,169,762,22.0,0.6694915254237288,0.7085201793721974,0.9166666666666666,0.34615384615384615,0.3333333333333333,0.27586206896551724,0.34951456310679613,0.4600389863547758,0.5517241379310345,0.46017699115044247,0.4700162074554295,0.5447761194029851,0.4507042253521127,0.5128022759601707,0.5694444444444444,0.5059880239520959,0.1685575364667747,0.09161793372319688,0.12648221343873517,25.103011093502378,0.4666666666666667,0.01098901098901099,0.13021363173957273,0.03212435233160622,0.1323529411764706,0.05537459283387622,0.1306772908366534,0.03773584905660377,0.04846938775510204,0.03187250996015936,0.012422360248447204,0.05612244897959184,0.08620689655172414,0.11814345991561181,0.17587939698492464,0.14871794871794872,0.09090909090909091,0.04452054794520548,0.4100486223662885,0.5928853754940712,0.6787330316742082,0.6533333333333333,0.13290113452188007,0.35365853658536583,0.4084507042253521,0.2884927066450567,0.3202247191011236,0.3275862068965517,0.8245614035087719,0.12965964343598055,0.35,0.358974358974359,0.9285714285714286,0.03889789303079417,0.3333333333333333,0.3333333333333333,0.875,0.6268656716417911,0.08955223880597014,0.04477611940298507,0.3333333333333333,1.0,0.39436619718309857,0.5892857142857143,0.15492957746478872,0.04929577464788732,0.2857142857142857,0.5786061588330632,0.34782608695652173,0.5010399350649349,0.5142886792452832,0.494964893617021,0.11842105263157894,0.1381692573402418,0.009523809523809525,0.11373092926490985,0.23439667128987518,7.83801169590643,23.83076923076923,0.27759562841530055,26.0,2.0,6.0,26.0,2.0,16.0,1.0,1.0,6.0,27.0,15.0,3.0,9.0,27.0,18.0,2.0,0.019230769230769232,0.13414634146341464,0.02247191011235955,0.025,0.1951219512195122,0.05405405405405406,0.6666666666666666,0.4482758620689655,0.6190476190476191,0.38461538461538464,0.3333333333333333,1.0,0.2727272727272727,,,,,,,,True,
1899,1610612763,James Posey,James Posey,1899,MEM,27719.0,462,-80,855,855,204,282,102,1710,16,37,9.0,2,8,3.0,12,9.0,16,3.0,15.0,1.0,3.0,7.0,29.0,,3.0,1.0,6.0,28,65,10.0,44.0,34,120,921,3.0,11,,4.0,2.0,8.0,4,13,1.0,9.0,11.0,22,26,30,30.0,,,29.0,7.0,7,27.0,10.0,37.0,4.0,6.0,19.0,2.0,6.0,84.0,6.0,14.0,1.0,10.0,34,47,21.0,68,3.0,17.0,11.0,6.0,14.0,2.0,7.0,18,2.0,7.0,3.0,32,3.0,4.0,16.0,46,8.0,40,1.0,5.0,12,,6.0,22,204,5.0,0.4642857142857143,0.52,1.0,0.22727272727272727,,0.1111111111111111,0.22727272727272727,0.4307692307692308,0.2727272727272727,0.3076923076923077,0.3944954128440367,0.2,0.25,0.45634920634920634,0.25,0.39285714285714285,0.4036697247706422,0.1076923076923077,0.16216216216216217,16.205128205128204,0.4375,0.04,0.11971830985915492,0.047619047619047616,0.10989010989010989,0.06315789473684211,0.11733333333333333,0.05141388174807198,0.05785123966942149,0.05263157894736842,0.030927835051546393,0.08196721311475409,0.0673076923076923,0.17391304347826086,0.13513513513513514,0.1111111111111111,0.10714285714285714,0.04838709677419355,0.3394495412844037,0.43243243243243246,0.5161290322580645,0.5,0.11009174311926606,0.25,0.2727272727272727,0.14678899082568808,0.5625,0.5625,0.5555555555555556,0.13761467889908258,0.2,0.2,1.0,0.26605504587155965,0.2413793103448276,0.2413793103448276,1.0,0.6,0.06666666666666667,0.2,,,0.36363636363636365,0.25,0.13636363636363635,0.2727272727272727,0.16666666666666666,0.7431192660550459,0.2413793103448276,0.5248949541284402,0.5260333333333334,0.5173136363636364,0.1,0.15789473684210525,,0.06666666666666667,0.18333333333333332,6.141538461538461,24.402272727272724,0.23859649122807017,3.0,,,6.0,,3.0,3.0,,4.0,6.0,3.0,1.0,2.0,6.0,4.0,,,0.08333333333333333,,,0.12,0.029411764705882353,0.6666666666666666,,0.3333333333333333,,,,,1.0,,,,,,,True,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,34045.0,567,-60,1052,1061,297,356,126,2113,63,105,25.0,15,27,17.0,62,10.0,35,,,,,,3.0,,,,3.0,90,202,,3.0,79,259,1127,16.0,36,,,6.0,38.0,22,49,,3.0,29.0,73,118,62,,,2.0,1.0,,23,17.0,,17.0,,,12.0,2.0,3.0,34.0,10.0,29.0,,12.0,46,68,39.0,107,6.0,18.0,14.0,4.0,21.0,5.0,13.0,28,2.0,8.0,5.0,49,7.0,10.0,48.0,85,12.0,112,4.0,,50,,8.0,73,297,5.0,0.6555555555555556,0.7283950617283951,,,,,,0.44554455445544555,0.4444444444444444,0.4489795918367347,0.43902439024390244,0.4444444444444444,0.4230769230769231,0.5,0.475,0.5140845070422535,0.014634146341463415,0.11386138613861387,0.14285714285714285,25.68807339449541,0.42857142857142855,,0.11979166666666667,0.0821529745042493,0.12,0.0970873786407767,0.11983471074380166,0.08552631578947369,0.10344827586206896,0.09782608695652174,0.04310344827586207,0.09523809523809523,0.12,0.12371134020618557,0.11728395061728394,0.11764705882352941,0.125,0.06818181818181818,0.5121951219512195,0.6,0.7,0.6825396825396826,0.3024390243902439,0.27419354838709675,0.3148148148148148,0.17073170731707318,0.2857142857142857,0.2857142857142857,0.8,,,,,0.014634146341463415,,,,0.6944444444444444,,,,,0.5192307692307693,0.5555555555555556,,0.057692307692307696,,0.526829268292683,,0.48536847290640384,0.49442666666666657,0.4748780000000001,0.199203187250996,0.20161290322580644,,0.14671814671814673,0.28185328185328185,5.295544554455446,42.900000000000006,0.282319391634981,15.0,,,18.0,,10.0,1.0,,4.0,33.0,19.0,2.0,12.0,36.0,20.0,,,0.12903225806451613,,,0.3125,0.1,0.5555555555555556,0.47058823529411764,0.6,0.13333333333333333,,,,3.0,3.0,2.0,1.0,2.0,,,True,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,33131.0,552,35,1010,1010,284,272,119,2020,20,47,14.0,4,12,7.0,20,22.0,56,3.0,9.0,,5.0,8.0,22.0,1.0,4.0,4.0,10.0,49,123,11.0,31.0,65,196,1009,9.0,20,1.0,4.0,7.0,28.0,14,34,7.0,15.0,19.0,68,64,34,33.0,,,22.0,8.0,18,37.0,14.0,51.0,10.0,4.0,24.0,7.0,6.0,116.0,7.0,19.0,,13.0,44,65,26.0,91,3.0,37.0,24.0,13.0,15.0,6.0,11.0,18,2.0,4.0,2.0,33,1.0,9.0,36.0,74,4.0,77,2.0,9.0,27,,8.0,68,284,9.0,0.6530612244897959,0.7272727272727273,1.0,0.3548387096774194,0.25,0.4666666666666667,0.3548387096774194,0.3983739837398374,0.45,0.4117647058823529,0.4253246753246753,0.4375,0.5,0.5,0.5,0.5517241379310345,0.2012987012987013,0.14634146341463414,0.2765957446808511,19.113814074717638,0.45454545454545453,,0.12607449856733524,0.052924791086350974,0.12037037037037036,0.06363636363636363,0.12472647702407003,0.05543710021321962,0.05660377358490566,0.02531645569620253,0.06611570247933884,0.04477611940298507,0.11570247933884298,0.17391304347826086,0.10294117647058823,0.08108108108108109,0.20588235294117646,0.04,0.3051948051948052,0.425531914893617,0.5882352941176471,0.55,0.12987012987012986,0.35,0.4117647058823529,0.36363636363636365,0.39285714285714285,0.4074074074074074,0.8636363636363636,0.05844155844155844,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.36363636363636365,0.36363636363636365,1.0,0.5833333333333334,,0.16666666666666666,0.25,1.0,0.24489795918367346,0.3333333333333333,0.10204081632653061,0.20408163265306123,0.4,0.5064935064935064,0.36363636363636365,0.462946103896104,0.5050227272727272,0.46030612244897956,0.15083798882681565,0.18243243243243243,,0.14285714285714285,0.3469387755102041,9.89918699186992,24.735483870967744,0.2811881188118812,8.0,,3.0,10.0,,8.0,,,4.0,9.0,6.0,,3.0,9.0,6.0,2.0,,0.15,0.03571428571428571,,0.21621621621621623,0.09302325581395349,0.6666666666666666,0.2857142857142857,0.5714285714285714,0.25,,,0.6,,,,,1.0,,,True,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,41214.0,687,-53,1284,1284,358,461,152,2568,76,106,19.0,24,36,41.0,90,7.0,28,,1.0,,,,,,,,,124,224,,1.0,101,349,1358,15.0,28,,,9.0,39.0,39,62,,,40.0,118,158,90,,,,,,18,34.0,14.0,48.0,10.0,4.0,27.0,2.0,5.0,110.0,17.0,34.0,1.0,17.0,82,114,52.0,166,3.0,16.0,12.0,4.0,28.0,6.0,17.0,18,3.0,11.0,2.0,46,7.0,14.0,31.0,56,2.0,130,10.0,,55,,15.0,118,358,10.0,0.6370967741935484,0.6929824561403509,,,,,,0.5535714285714286,0.5357142857142857,0.6290322580645161,0.5511111111111111,0.5357142857142857,0.6290322580645161,0.612280701754386,0.5735294117647058,0.6704545454545454,0.0044444444444444444,0.08035714285714286,0.08490566037735849,22.40325865580448,0.6086956521739131,0.029411764705882353,0.17484008528784648,0.07852193995381063,0.1504424778761062,0.1118421052631579,0.17010309278350516,0.08717948717948718,0.10059171597633136,0.032520325203252036,0.09219858156028368,0.10891089108910891,0.14619883040935672,0.22330097087378642,0.17435897435897435,0.1511627906976744,0.14814814814814814,0.03614457831325301,0.4711111111111111,0.7169811320754716,0.7835051546391752,0.7105263157894737,0.4,0.45555555555555555,0.5061728395061729,0.12444444444444444,0.25,0.25,0.8571428571428571,0.0044444444444444444,,,,,,,,0.6785714285714286,,,,,0.5806451612903226,0.6666666666666666,,,,0.47555555555555556,,0.47571444444444455,0.4841380952380953,0.4914354838709678,0.2037037037037037,0.20446096654275092,,0.11174785100286533,0.33810888252148996,5.21875,24.0,0.278816199376947,11.0,,,20.0,,15.0,,,6.0,30.0,23.0,4.0,3.0,34.0,21.0,1.0,,0.1,,,0.38461538461538464,0.11764705882352941,0.6176470588235294,0.4634146341463415,0.5789473684210527,0.18181818181818182,,,,,4.0,4.0,,,1.0,,True,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,43459.0,724,86,1346,1332,388,381,179,2678,35,69,33.0,6,13,9.0,24,5.0,20,6.0,19.0,1.0,6.0,9.0,35.0,1.0,3.0,4.0,16.0,49,113,15.0,54.0,44,187,1326,15.0,38,1.0,4.0,7.0,40.0,9,29,4.0,22.0,19.0,49,56,42,42.0,3.0,,35.0,9.0,12,19.0,9.0,28.0,4.0,5.0,7.0,8.0,4.0,65.0,8.0,40.0,2.0,14.0,46,62,50.0,112,4.0,24.0,18.0,6.0,13.0,2.0,12.0,12,1.0,1.0,1.0,25,2.0,6.0,40.0,65,4.0,52,3.0,1.0,24,,3.0,49,388,6.0,0.5714285714285714,0.7,0.9333333333333333,0.2777777777777778,0.25,0.18181818181818182,0.2777777777777778,0.4336283185840708,0.39473684210526316,0.3103448275862069,0.4281437125748503,0.39285714285714285,0.29411764705882354,0.4869109947643979,0.4444444444444444,0.3951612903225806,0.32335329341317365,0.10619469026548672,0.14492753623188406,13.846153846153847,0.52,0.05714285714285714,0.09349593495934959,0.08403361344537816,0.10294117647058823,0.05063291139240506,0.09554140127388536,0.07570977917981073,0.0972972972972973,0.06666666666666667,0.08333333333333333,0.0673076923076923,0.08484848484848485,0.08547008547008547,0.10476190476190476,0.0891089108910891,0.14285714285714285,0.0449438202247191,0.41317365269461076,0.5072463768115942,0.5932203389830508,0.5428571428571428,0.1437125748502994,0.375,0.4090909090909091,0.11976047904191617,0.25,0.25,1.0,0.11377245508982035,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.20958083832335328,0.2571428571428571,0.2571428571428571,1.0,0.7857142857142857,0.023809523809523808,0.07142857142857142,0.3333333333333333,1.0,0.2549019607843137,0.46153846153846156,0.11764705882352941,0.3137254901960784,0.25,0.7365269461077845,0.2571428571428571,0.5207415662650603,0.5337109375,0.49209500000000006,0.1276595744680851,0.1791044776119403,,0.21390374331550802,0.2620320855614973,5.116814159292036,24.614814814814817,0.28826151560178304,15.0,,,18.0,,2.0,2.0,,2.0,18.0,16.0,,2.0,19.0,8.0,,,0.08333333333333333,,,0.06060606060606061,0.018518518518518517,0.42105263157894735,0.4444444444444444,0.45454545454545453,0.4,,,,,1.0,1.0,,1.0,,,True,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,6307.0,105,-3,192,193,64,77,39,385,13,22,11.0,2,4,,3,3.0,7,,,,,,1.0,,1.0,,,16,32,,1.0,3,35,210,6.0,13,,1.0,2.0,14.0,2,5,,,1.0,5,22,10,,,,1.0,,4,,1.0,1.0,,1.0,,,,3.0,3.0,15.0,,3.0,8,13,18.0,31,1.0,3.0,2.0,1.0,2.0,1.0,,2,,2.0,,4,1.0,1.0,5.0,14,1.0,7,1.0,,4,,,5,64,4.0,0.6875,1.0,,,,,,0.5,0.46153846153846156,0.4,0.48484848484848486,0.42857142857142855,0.4,0.4861111111111111,0.4666666666666667,0.4166666666666667,0.030303030303030304,0.125,0.09090909090909091,16.736401673640167,0.5,,0.1509433962264151,0.17857142857142858,0.16666666666666666,0.13636363636363635,0.15492957746478872,0.16981132075471697,0.23076923076923078,0.125,0.13793103448275862,0.08333333333333333,0.2,0.125,0.13636363636363635,0.18181818181818182,0.14285714285714285,0.09090909090909091,0.6666666666666666,0.5909090909090909,0.65,0.6153846153846154,0.09090909090909091,,,0.21212121212121213,0.42857142857142855,0.42857142857142855,1.0,,,,,0.030303030303030304,,,,0.7857142857142857,,0.07142857142857142,,,0.8,0.5,,,,0.696969696969697,,0.499669696969697,0.5322636363636364,0.53776,0.1111111111111111,0.11428571428571428,,0.4,0.14285714285714285,4.9312499999999995,25.8,0.3333333333333333,5.0,,,10.0,,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,,0.6666666666666666,,,0.4,0.2,1.0,,0.45454545454545453,,,,,,,,,,,,True,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,44024.0,734,-56,1337,1342,287,313,172,2679,44,82,25.0,9,18,25.0,66,17.0,50,,,,,,2.0,,,,1.0,86,198,,2.0,26,198,1379,15.0,42,,,6.0,36.0,18,40,,1.0,14.0,50,122,50,,,1.0,1.0,,18,29.0,8.0,37.0,4.0,4.0,15.0,6.0,8.0,82.0,5.0,43.0,4.0,24.0,99,134,52.0,186,6.0,19.0,13.0,6.0,16.0,3.0,9.0,15,4.0,7.0,1.0,31,5.0,4.0,35.0,85,6.0,52,8.0,,23,,7.0,50,287,6.0,0.7093023255813954,0.782051282051282,,,,,,0.43434343434343436,0.35714285714285715,0.45,0.43,0.35714285714285715,0.43902439024390244,0.44594594594594594,0.391304347826087,0.4716981132075472,0.01,0.09090909090909091,0.13414634146341464,16.49282920469361,0.5161290322580645,0.09302325581395349,0.20040485829959515,0.08617234468937876,0.17647058823529413,0.03571428571428571,0.19523809523809524,0.07511737089201878,0.12365591397849462,0.0364963503649635,0.08522727272727272,0.03296703296703297,0.21081081081081082,0.25,0.16585365853658537,0.13829787234042554,0.2619047619047619,0.06382978723404255,0.41,0.5365853658536586,0.6197183098591549,0.6590909090909091,0.33,0.3787878787878788,0.4166666666666667,0.25,0.34,0.3469387755102041,0.9411764705882353,,,,,0.01,,,,0.5952380952380952,,,,,0.43902439024390244,0.5,,0.024390243902439025,,0.42,,0.46401155778894476,0.496557142857143,0.44982682926829265,0.10697674418604651,0.107981220657277,,0.18181818181818182,0.25252525252525254,7.206060606060607,37.15,0.21465968586387435,9.0,,,16.0,,11.0,,,14.0,16.0,10.0,,6.0,16.0,11.0,4.0,,0.09090909090909091,0.02,,0.3055555555555556,0.04081632653061224,0.6875,0.64,0.36,0.1111111111111111,,,,1.0,,,,,,,True,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,23032.0,384,8,717,721,254,312,88,1438,23,35,9.0,7,8,3.0,7,14.0,21,4.0,6.0,,1.0,16.0,45.0,3.0,7.0,5.0,17.0,40,63,20.0,51.0,24,164,764,5.0,10,3.0,7.0,1.0,20.0,12,16,6.0,18.0,15.0,57,42,38,54.0,6.0,,45.0,16.0,7,29.0,12.0,41.0,8.0,4.0,14.0,4.0,11.0,94.0,1.0,8.0,1.0,11.0,42,56,10.0,66,3.0,9.0,9.0,,9.0,,5.0,7,1.0,4.0,,16,1.0,4.0,11.0,34,6.0,30,4.0,,11,,6.0,57,254,4.0,0.525,0.5833333333333334,0.9,0.39215686274509803,0.42857142857142855,0.3333333333333333,0.39215686274509803,0.6349206349206349,0.5,0.75,0.6140350877192983,0.5588235294117647,0.6176470588235294,0.6456692913385826,0.5555555555555556,0.6627906976744186,0.4473684210526316,0.1111111111111111,0.17142857142857143,17.460317460317462,0.5625,0.03125,0.15671641791044777,0.03524229074889868,0.15942028985507245,0.01098901098901099,0.1572700296735905,0.02830188679245283,0.041237113402061855,0.06666666666666667,,0.014925373134328358,0.0967741935483871,0.1044776119402985,0.24074074074074073,0.18518518518518517,0.06666666666666667,0.06382978723404255,0.30701754385964913,0.6571428571428571,0.7931034482758621,0.43478260869565216,0.06140350877192982,0.42857142857142855,0.5,0.18421052631578946,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.05263157894736842,0.6666666666666666,0.6666666666666666,1.0,0.39473684210526316,0.35555555555555557,0.35555555555555557,0.875,0.5294117647058824,,0.4117647058823529,0.42857142857142855,1.0,0.23529411764705882,0.875,0.029411764705882353,0.5,0.29411764705882354,0.7543859649122807,0.35555555555555557,0.5148964912280702,0.5250142857142858,0.48831470588235293,0.09090909090909091,0.15714285714285714,,0.12195121951219512,0.3475609756097561,7.944444444444445,25.233333333333334,0.3542538354253835,5.0,,1.0,8.0,,3.0,,,1.0,3.0,,1.0,2.0,3.0,2.0,,,0.14285714285714285,,,0.12,,0.6666666666666666,,0.5555555555555556,,,,1.0,,,,,,,,True,
