EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,FTOffRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,OffFTReboundPct,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,FTDefRebounds,NonShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffCorner3ReboundPct,HeaveAttempts,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls,Defensive 3 Seconds Violations,on,BlockedCorner3,OffensiveGoaltends
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,1029.0,17,-10,30,31,17,11.0,4.0,61,1.0,1.0,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17,5.88235294117647,1.0,0.25,1.0,0.3896,0.3896,17.1,0.5666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,62542.0,1042,-105,1973,1960,455,437.0,260.0,3933,95.0,206.0,2215,59.0,,12.0,69.0,32.0,23.0,52.0,12.0,21.0,44.0,455,20.703296703296704,0.6153846153846154,,0.2398989898989899,0.5029794416243656,0.4708273913043479,10.167961165048544,0.230613279270147,31.0,70.0,4.0,6.0,8.0,19.0,18.0,41.0,31.0,20.0,48.0,3.0,7.0,5.0,13.0,53.0,142.0,3.0,11.0,19.0,44.0,80.0,73.0,190.0,56.0,435.0,7.0,15.0,6.0,18.0,9.0,41.0,26.0,24.0,57.0,14.0,138.0,46.0,114.0,186.0,33.0,6.0,142.0,53.0,15.0,1.0,104.0,17.0,121.0,11.0,6.0,48.0,9.0,47.0,259.0,1.0,11.0,13.0,44.0,57.0,2.0,36.0,24.0,12.0,8.0,20.0,1.0,9.0,1.0,4.0,3.0,2.0,5.0,62.0,5.0,8.0,25.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,7.0,3.0,138.0,3.0,0.2875,0.2987012987012987,0.8493150684931506,0.38421052631578945,0.3333333333333333,0.42105263157894735,0.38421052631578945,0.3883495145631068,0.4666666666666667,0.4406779661016949,0.47853535353535354,0.48484848484848486,0.5344827586206896,0.5107398568019093,0.5405405405405406,0.5655737704918032,0.4797979797979798,0.005263157894736842,0.07281553398058252,0.12857142857142856,0.0975609756097561,0.021052631578947368,0.007042253521126761,0.0650887573964497,0.014945652173913044,0.065,0.005,0.06506849315068493,0.01282051282051282,0.023529411764705882,0.022727272727272728,0.003278688524590164,0.006493506493506494,0.050505050505050504,0.04411764705882353,0.09124087591240876,0.058823529411764705,0.078125,0.009174311926605505,0.42857142857142855,0.17676767676767677,0.44285714285714284,0.5081967213114754,0.3548387096774194,0.10353535353535354,0.43902439024390244,0.4864864864864865,0.16666666666666666,0.3263157894736842,0.3333333333333333,0.2903225806451613,0.12121212121212122,0.4166666666666667,0.4166666666666667,0.95,0.35858585858585856,0.3732394366197183,0.375886524822695,0.8113207547169812,0.18181818181818182,0.6666666666666666,0.25,0.21212121212121213,0.42857142857142855,1.0,0.3333333333333333,0.2727272727272727,1.0,0.16379310344827586,0.42105263157894735,0.11206896551724138,0.38461538461538464,0.3793103448275862,0.4318181818181818,0.6565656565656566,0.3732394366197183,0.5130862068965517,0.06682577565632458,0.11061946902654868,0.015544041450777202,0.09425287356321839,0.31724137931034485,25.214736842105264,,,,,,,,,,,,True,,
2552,1610612752,Michael Sweetney,Michael Sweetney,2552,NYK,90120.0,1502,-34,2832,2820,731,704.0,367.0,5652,54.0,445.0,3087,89.0,2.0,169.0,418.0,36.0,19.0,108.0,18.0,116.0,224.0,731,20.17167381974249,0.3333333333333333,0.021505376344086023,0.1210762331838565,0.5091491031390135,0.5137831460674156,4.106292134831462,0.2581214689265537,182.0,287.0,62.0,94.0,36.0,62.0,37.0,104.0,18.0,,,,,,,,1.0,,1.0,,,237.0,,1.0,176.0,650.0,67.0,106.0,,1.0,55.0,189.0,42.0,,,45.0,129.0,278.0,196.0,,,108.0,1.0,,42.0,,35.0,9.0,44.0,7.0,2.0,13.0,9.0,13.0,97.0,23.0,144.0,43.0,183.0,249.0,22.0,27.0,13.0,14.0,10.0,72.0,8.0,17.0,1.0,14.0,11.0,12.0,32.0,235.0,27.0,,121.0,,28.0,,,17.0,1.0,10.0,28.0,18.0,129.0,23.0,0.5864978902953587,0.7595628415300546,,,,,,0.5325842696629214,0.6320754716981132,0.47191011235955055,0.531390134529148,0.6261682242990654,0.47191011235955055,0.5909090909090909,0.6847826086956522,0.5608695652173913,0.002242152466367713,,0.09438202247191012,0.09407665505226481,0.125,0.037037037037037035,,0.18336673346693386,0.13533834586466165,0.14982578397212543,0.09663865546218488,0.17587548638132297,0.1282642089093702,0.18820224719101122,0.125,0.0990990990990991,0.09836065573770492,0.17940199335548174,0.2013888888888889,0.17359413202933985,0.14646464646464646,0.15730337078651685,0.1317365269461078,0.6428571428571429,0.6434977578475336,0.6341463414634146,0.7,0.5659340659340659,0.23318385650224216,0.3557692307692308,0.4065934065934066,0.5405405405405406,0.3333333333333333,0.34615384615384615,0.8888888888888888,,,,,0.002242152466367713,,,,0.8785046728971962,0.6595744680851063,0.0967741935483871,,,,0.009345794392523364,,,0.6966292134831461,0.5806451612903226,,,,,0.6457399103139013,,0.5481958762886598,0.22407407407407406,0.22448979591836735,,0.2907692307692308,0.19846153846153847,31.7,23.0,10.0,7.0,6.0,0.24468085106382978,0.09090909090909091,,,,,,True,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,55637.0,927,-52,1753,1740,437,443.0,212.0,3493,219.0,291.0,1951,66.0,2.0,51.0,260.0,17.0,12.0,30.0,3.0,59.0,94.0,437,16.708354177088545,0.5666666666666667,0.043478260869565216,0.75,0.407983904109589,0.39929552238805965,14.646048109965633,0.24928693667997717,13.0,25.0,5.0,10.0,5.0,8.0,17.0,47.0,97.0,1.0,1.0,,,1.0,1.0,,,,,,,127.0,1.0,1.0,22.0,279.0,13.0,32.0,,,4.0,30.0,32.0,1.0,1.0,7.0,74.0,224.0,30.0,3.0,,14.0,,,13.0,,26.0,19.0,45.0,13.0,6.0,12.0,5.0,9.0,109.0,12.0,37.0,38.0,137.0,209.0,4.0,19.0,10.0,9.0,4.0,13.0,1.0,5.0,1.0,,4.0,6.0,7.0,28.0,4.0,,11.0,,23.0,,,16.0,3.0,4.0,23.0,15.0,74.0,11.0,0.8818897637795275,0.9333333333333333,1.0,1.0,,1.0,1.0,0.436426116838488,0.40625,0.48484848484848486,0.4400684931506849,0.40625,0.5,0.4588815789473684,0.4411764705882353,0.5138888888888888,0.003424657534246575,,0.044673539518900345,0.2,0.06382978723404255,0.0228310502283105,,0.22682119205298013,0.05606060606060606,0.1958762886597938,0.07272727272727272,0.21929824561403508,0.059393939393939395,0.05025125628140704,0.02564102564102564,0.07540983606557378,0.08064516129032258,0.20108695652173914,0.2611111111111111,0.22083333333333333,0.18705035971223022,0.21818181818181817,0.026490066225165563,0.6521739130434783,0.08561643835616438,0.52,0.65,0.46153846153846156,0.16095890410958905,0.3617021276595745,0.38636363636363635,0.7647058823529411,0.4429223744292237,0.4532710280373832,0.9587628865979382,0.003424657534246575,1.0,1.0,1.0,,,,,0.3125,0.5,,,,,,,,0.11940298507462686,0.625,0.014925373134328358,1.0,,,0.08904109589041095,,0.43251538461538463,0.03678929765886288,0.03691275167785235,,0.10752688172043011,0.26523297491039427,23.3,34.0,5.0,,,0.5230769230769231,0.04878048780487805,,,,,,True,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,71694.0,1195,-6,2281,2273,615,592.0,279.0,4554,117.0,353.0,2535,94.0,,14.0,96.0,49.0,37.0,84.0,21.0,19.0,52.0,615,24.90406753645434,0.5833333333333334,,0.24579831932773108,0.5026725263157895,0.4908232558139534,7.7252124645892355,0.26961858833844804,98.0,173.0,11.0,16.0,26.0,54.0,26.0,63.0,44.0,6.0,11.0,,,1.0,3.0,44.0,112.0,3.0,9.0,13.0,33.0,168.0,50.0,123.0,169.0,655.0,16.0,29.0,3.0,9.0,14.0,55.0,43.0,14.0,36.0,82.0,210.0,74.0,262.0,93.0,57.0,2.0,111.0,44.0,30.0,1.0,187.0,60.0,247.0,40.0,20.0,78.0,27.0,82.0,554.0,2.0,12.0,27.0,49.0,82.0,2.0,50.0,32.0,18.0,17.0,35.0,2.0,12.0,,3.0,4.0,1.0,7.0,203.0,18.0,5.0,80.0,2.0,3.0,,,2.0,,1.0,3.0,1.0,210.0,13.0,0.22023809523809523,0.2215568862275449,0.62,0.4065040650406504,0.3333333333333333,0.3888888888888889,0.4098360655737705,0.47592067988668557,0.5517241379310345,0.4574468085106383,0.5105042016806722,0.5394736842105263,0.49230769230769234,0.5761061946902655,0.5978260869565217,0.6069364161849711,0.25840336134453784,0.008130081300813009,0.08498583569405099,0.12716763005780346,0.12698412698412698,,0.008928571428571428,0.06132665832290363,0.014423076923076924,0.1134453781512605,0.009950248756218905,0.07328833172613308,0.013552758954501452,0.0364963503649635,0.004739336492890996,0.002881844380403458,0.012658227848101266,0.052,0.06926406926406926,0.06289308176100629,0.10909090909090909,0.1232876712328767,0.008968609865470852,0.3333333333333333,0.3634453781512605,0.5664739884393064,0.6490066225165563,0.15306122448979592,0.1323529411764706,0.4126984126984127,0.4727272727272727,0.15384615384615385,0.37606837606837606,0.37606837606837606,0.4090909090909091,0.023109243697478993,0.5454545454545454,0.5454545454545454,1.0,0.23529411764705882,0.39285714285714285,0.3963963963963964,0.5681818181818182,0.42105263157894735,0.6875,,,,,0.23684210526315788,0.3333333333333333,0.6666666666666666,0.4153846153846154,0.48148148148148145,0.023076923076923078,0.3333333333333333,0.25384615384615383,0.3939393939393939,0.6218487394957983,0.3963963963963964,0.4875451612903225,0.15213358070500926,0.1927710843373494,0.016129032258064516,0.08396946564885496,0.32061068702290074,25.490243902439033,6.0,26.0,,,0.0759493670886076,,1.0,1.0,,,,True,,
2772,1610612752,Trevor Ariza,Trevor Ariza,2772,NYK,29400.0,490,73,935,923,298,298.0,130.0,1858,46.0,140.0,921,36.0,1.0,29.0,83.0,11.0,6.0,27.0,5.0,12.0,62.0,298,18.01470588235294,0.4074074074074074,0.022727272727272728,0.3194444444444444,0.4978073426573425,0.48243289473684214,7.578571428571428,0.31871657754010696,43.0,72.0,12.0,19.0,10.0,15.0,3.0,22.0,14.0,1.0,2.0,,,1.0,2.0,,2.0,,,,1.0,60.0,1.0,4.0,46.0,169.0,13.0,25.0,,,4.0,30.0,15.0,1.0,3.0,20.0,53.0,70.0,50.0,3.0,,26.0,1.0,,11.0,,26.0,10.0,36.0,8.0,2.0,12.0,6.0,8.0,82.0,1.0,27.0,13.0,37.0,54.0,,31.0,22.0,9.0,2.0,16.0,4.0,5.0,,2.0,,7.0,6.0,59.0,7.0,,29.0,,7.0,1.0,1.0,5.0,2.0,,8.0,6.0,53.0,15.0,0.5833333333333334,0.7446808510638298,1.0,0.25,,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.52,0.4166666666666667,0.4270833333333333,0.52,0.4230769230769231,0.5,0.5357142857142857,0.5096153846153846,0.027777777777777776,,0.07857142857142857,0.1111111111111111,0.09090909090909091,0.021739130434782608,,0.1048158640226629,0.07758620689655173,0.16049382716049382,0.015625,0.1152073732718894,0.06796116504854369,0.06976744186046512,0.07407407407407407,0.08695652173913043,0.0196078431372549,0.06722689075630252,0.125,0.1232876712328767,0.22413793103448276,,,0.75,0.5,0.5972222222222222,0.671875,0.4883720930232558,0.1527777777777778,0.13636363636363635,0.15,0.6666666666666666,0.30434782608695654,0.3111111111111111,0.8571428571428571,0.013888888888888888,0.5,0.5,1.0,0.013888888888888888,,,,0.76,0.631578947368421,,,,,,,,0.38461538461538464,0.6666666666666666,0.05128205128205128,0.5,0.02564102564102564,,0.5277777777777778,,0.5215739130434782,0.1746987951807229,0.17901234567901234,,0.17751479289940827,0.3136094674556213,31.35,4.0,3.0,1.0,,0.17391304347826086,,1.0,,,,,True,,
966,1610612752,Jerome Williams,Jerome Williams,966,NYK,25177.0,420,49,774,783,204,175.0,112.0,1557,18.0,82.0,789,20.0,1.0,36.0,92.0,7.0,4.0,15.0,5.0,13.0,52.0,204,14.394765539803707,0.4666666666666667,0.02857142857142857,0.21686746987951808,0.5096146341463414,0.48918999999999996,5.2682926829268295,0.26356589147286824,21.0,50.0,7.0,18.0,6.0,13.0,6.0,14.0,8.0,,,,,,,,1.0,,,,1.0,35.0,,1.0,49.0,119.0,9.0,23.0,,,11.0,29.0,7.0,,1.0,22.0,36.0,42.0,28.0,,,12.0,,,10.0,,12.0,2.0,14.0,2.0,,5.0,2.0,5.0,30.0,6.0,29.0,9.0,40.0,56.0,3.0,19.0,12.0,7.0,,8.0,1.0,3.0,,1.0,,7.0,4.0,75.0,6.0,,33.0,,5.0,,,3.0,,2.0,5.0,4.0,36.0,6.0,0.6,0.7241379310344828,,,,,,0.4268292682926829,0.391304347826087,0.35,0.42168674698795183,0.391304347826087,0.3333333333333333,0.5042372881355932,0.46774193548387094,0.4864864864864865,0.012048192771084338,,0.12195121951219512,0.14,0.21428571428571427,,,0.1423487544483986,0.09666666666666666,0.11688311688311688,0.09375,0.13687150837988826,0.09615384615384616,0.16393442622950818,0.01639344262295082,0.06837606837606838,0.09803921568627451,0.11494252873563218,0.22077922077922077,0.1111111111111111,0.061224489795918366,0.21428571428571427,0.08333333333333333,0.8,0.6024096385542169,0.42,0.4883720930232558,0.5238095238095238,0.1686746987951807,0.42857142857142855,0.5454545454545454,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.0,,,,,0.012048192771084338,,,,0.782608695652174,0.3888888888888889,,,,,,,,0.6190476190476191,0.46153846153846156,,,0.047619047619047616,,0.6144578313253012,,0.5116136363636363,0.3,0.30275229357798167,,0.24369747899159663,0.3025210084033613,40.4,7.0,8.0,,1.0,0.4117647058823529,0.07692307692307693,1.0,,,,,True,,
983,1610612752,Moochie Norris,Moochie Norris,983,NYK,9016.0,150,15,264,265,56,57.0,40.0,529,17.0,38.0,239,6.0,,4.0,22.0,5.0,2.0,10.0,1.0,12.0,25.0,56,17.419354838709676,0.5,,0.3953488372093023,0.44645975609756094,0.45796875,9.976315789473682,0.21212121212121213,2.0,15.0,1.0,2.0,,3.0,3.0,6.0,9.0,,1.0,,,,1.0,,4.0,,2.0,,3.0,14.0,,5.0,1.0,29.0,2.0,3.0,,2.0,,4.0,1.0,,4.0,,2.0,16.0,12.0,,,,3.0,,8.0,1.0,13.0,3.0,16.0,3.0,,7.0,1.0,5.0,35.0,,4.0,4.0,14.0,18.0,,7.0,,7.0,1.0,5.0,1.0,3.0,,,,,1.0,3.0,1.0,,2.0,,1.0,,,1.0,,,1.0,,2.0,3.0,0.5714285714285714,0.5714285714285714,,,,,,0.3684210526315789,0.6666666666666666,0.16666666666666666,0.32558139534883723,0.4,0.1,0.32954545454545453,0.4,0.1,0.11627906976744186,0.2,0.21052631578947367,0.3333333333333333,0.3333333333333333,0.058823529411764705,,0.125,0.03508771929824561,0.17391304347826086,,0.13333333333333333,0.031496062992125984,0.029411764705882353,0.06451612903225806,0.02040816326530612,,0.034482758620689655,0.13513513513513514,0.17391304347826086,0.17647058823529413,0.16666666666666666,,,0.3488372093023256,0.13333333333333333,0.2,,0.13953488372093023,0.5,0.75,0.3333333333333333,0.5294117647058824,0.5625,0.7777777777777778,0.023255813953488372,,,,0.09302325581395349,,,,0.4,0.5,,,,,0.4,,,0.3,,0.1,,0.3,,0.46511627906976744,,0.5165200000000001,0.045454545454545456,0.05128205128205128,,0.13793103448275862,0.06896551724137931,36.760000000000005,,,,,,,1.0,,1.0,,,True,,
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,40807.0,680,-76,1289,1281,321,274.0,146.0,2570,38.0,185.0,1449,39.0,,7.0,71.0,26.0,16.0,43.0,12.0,37.0,76.0,321,21.658670322138452,0.6046511627906976,,0.15447154471544716,0.48808299180327863,0.47937727272727276,7.207027027027027,0.24903025601241272,43.0,68.0,6.0,9.0,6.0,12.0,34.0,79.0,13.0,16.0,26.0,2.0,2.0,4.0,5.0,18.0,35.0,1.0,5.0,7.0,12.0,90.0,34.0,61.0,57.0,339.0,9.0,17.0,3.0,7.0,3.0,30.0,21.0,11.0,17.0,25.0,100.0,80.0,100.0,102.0,,6.0,34.0,18.0,16.0,,32.0,16.0,48.0,10.0,6.0,11.0,4.0,17.0,112.0,1.0,6.0,12.0,52.0,64.0,3.0,14.0,11.0,3.0,2.0,17.0,2.0,10.0,,1.0,4.0,2.0,10.0,65.0,6.0,5.0,25.0,,7.0,,,6.0,1.0,,7.0,4.0,100.0,4.0,0.4444444444444444,0.45977011494252873,1.0,0.5573770491803278,0.42857142857142855,0.6470588235294118,0.5666666666666667,0.4864864864864865,0.5294117647058824,0.5384615384615384,0.573170731707317,0.5625,0.6696428571428571,0.6117216117216118,0.5769230769230769,0.7028985507246377,0.24796747967479674,,0.08648648648648649,0.10294117647058823,0.10126582278481013,0.02631578947368421,,0.11016949152542373,0.012295081967213115,0.0916030534351145,0.008771929824561403,0.10613598673300166,0.011627906976744186,0.006493506493506494,0.021897810218978103,0.01015228426395939,0.011494252873563218,0.1044776119402985,0.1,0.12234042553191489,0.09090909090909091,0.09302325581395349,0.0297029702970297,0.5714285714285714,0.2764227642276423,0.6323529411764706,0.7049180327868853,0.5348837209302325,0.32113821138211385,0.43037974683544306,0.4788732394366197,0.3235294117647059,0.34210526315789475,0.35135135135135137,0.46153846153846156,0.10569105691056911,0.6153846153846154,0.6153846153846154,1.0,0.14227642276422764,0.5142857142857142,0.5142857142857142,1.0,0.375,0.6666666666666666,0.3333333333333333,0.08333333333333333,1.0,1.0,0.20833333333333334,0.2,1.0,0.21428571428571427,0.5,0.08928571428571429,0.8,0.21428571428571427,0.5833333333333334,0.524390243902439,0.5294117647058824,0.532038888888889,0.09433962264150944,0.12254901960784313,,0.08849557522123894,0.2949852507374631,25.465573770491805,,8.0,,,,,1.0,,,2.0,,True,,
1508,1610612752,Maurice Taylor,Maurice Taylor,1508,NYK,1820.0,30,-5,52,55,21,26.0,9.0,107,3.0,14.0,73,5.0,,2.0,7.0,2.0,1.0,3.0,,1.0,3.0,21,28.571428571428573,0.6666666666666666,,0.21428571428571427,0.45258571428571426,0.46846,6.707142857142856,0.40384615384615385,4.0,5.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,,,,,,,,,,,,,7.0,,,,14.0,1.0,1.0,,,,2.0,3.0,,,,6.0,8.0,6.0,,,2.0,,,2.0,,1.0,,1.0,,,1.0,,,2.0,,2.0,2.0,1.0,5.0,,,,,,1.0,,1.0,,,2.0,,1.0,2.0,,,1.0,,,,,,,,,,6.0,1.0,0.5714285714285714,0.6666666666666666,,,,,,0.5,1.0,0.6,0.5,1.0,0.6,0.4666666666666667,0.5,0.5,,,0.14285714285714285,0.2,0.16666666666666666,,,0.09090909090909091,0.09523809523809523,0.2857142857142857,,0.16666666666666666,0.08695652173913043,0.2222222222222222,,,,,,0.1111111111111111,0.25,0.3333333333333333,,,0.35714285714285715,0.8,1.0,0.75,0.42857142857142855,0.3333333333333333,0.4,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,1.0,,,,,,,,0.4,1.0,,,,,0.35714285714285715,,0.5483,0.06666666666666667,0.06666666666666667,,0.14285714285714285,0.42857142857142855,,2.0,,,,0.4,,,,,,,True,,
