EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,NonHeaveArc3FGA,Corner3Assists,Corner3Frequency,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,on,SecondChanceArc3FGM,Blocked3s,BlockedArc3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Arc3PctBlocked
1052,1610612762,Ben Handlogten,Ben Handlogten,1052,UTA,17682.0,295,-43,533,535,173,223,73,1068,35.0,53,9.0,19.0,9.0,15.0,5.0,15,3.0,14.0,1.0,1.0,43.0,82,1.0,9.0,95.0,603,10.0,20.0,1.0,21.0,12.0,23,1.0,6.0,30.0,64.0,22.0,16.0,1.0,6.0,11,2.0,13,2.0,5,6.0,28,3.0,19.0,1.0,9.0,27,6.0,42,23.0,65,3.0,7.0,6.0,1.0,6,4.0,4.0,12.0,1.0,2.0,3.0,18,1.0,4.0,31,55,6.0,3.0,17.0,4.0,9.0,2.0,5.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,30.0,173,5.0,0.7441860465116279,0.9142857142857143,0.524390243902439,0.5,0.5217391304347826,0.5180722891566265,0.5,0.5,0.5277777777777778,0.5,0.5172413793103449,0.012048192771084338,0.07317073170731707,0.09433962264150944,0.06666666666666667,17.447495961227787,0.3333333333333333,0.3,0.0625,0.17197452229299362,0.09844559585492228,0.1836734693877551,0.08823529411764706,0.17475728155339806,0.09691629955947137,0.17857142857142858,0.1111111111111111,0.043478260869565216,0.047619047619047616,0.15384615384615385,0.18181818181818182,0.25,0.13636363636363635,0.11428571428571428,0.35714285714285715,0.0967741935483871,0.4,0.6385542168674698,0.660377358490566,0.7291666666666666,0.7142857142857143,0.18072289156626506,0.3333333333333333,0.35714285714285715,0.8,0.1686746987951807,0.21428571428571427,0.21428571428571427,1.0,0.012048192771084338,0.95,0.47368421052631576,0.1111111111111111,0.625,0.6,0.041666666666666664,0.6506024096385542,0.5046365853658538,0.5577333333333334,0.4891695652173912,0.10227272727272728,0.10344827586206896,0.22105263157894736,0.3157894736842105,4.878048780487804,84.8,0.324577861163227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,8186.0,136,-48,240,244,69,91,36,484,18.0,25,4.0,6.0,5.0,9.0,2.0,4,4.0,14.0,3.0,2.0,24.0,43,4.0,14.0,62.0,303,4.0,6.0,6.0,14.0,7.0,15,3.0,4.0,18.0,32.0,16.0,8.0,,4.0,8,2.0,10,1.0,4,4.0,22,1.0,9.0,,3.0,11,2.0,16,10.0,26,2.0,4.0,3.0,1.0,3,,2.0,4.0,,1.0,2.0,7,1.0,1.0,1,8,,1.0,17.0,1.0,8.0,1.0,,,,,,,,1.0,18.0,69,2.0,0.6666666666666666,0.8,0.5581395348837209,0.6666666666666666,0.4666666666666667,0.5106382978723404,0.6666666666666666,0.3888888888888889,0.5636363636363636,0.7,0.45,0.0851063829787234,0.09302325581395349,0.12,0.25,21.83098591549296,0.42857142857142855,0.2857142857142857,,0.1527777777777778,0.09183673469387756,0.14285714285714285,0.07692307692307693,0.15053763440860216,0.09009009009009009,0.06060606060606061,0.07142857142857142,0.11764705882352941,0.14285714285714285,,0.18181818181818182,0.15,0.14634146341463414,0.125,0.2,0.1111111111111111,,0.5319148936170213,0.72,0.8181818181818182,0.6111111111111112,0.0851063829787234,0.5,0.6666666666666666,0.5,0.2978723404255319,0.2857142857142857,0.2857142857142857,1.0,0.06382978723404255,1.0,0.6666666666666666,,0.5,0.5555555555555556,0.1111111111111111,0.6170212765957447,0.4922127659574469,0.58315,0.5054666666666666,0.14814814814814814,0.16,0.22580645161290322,0.2903225806451613,7.025581395348838,26.200000000000003,0.2875,1.0,1.0,3.0,1.0,0.02127659574468085,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,3267.0,54,-8,95,98,21,43,6,193,2.0,3,1.0,2.0,,1.0,,2,7.0,8.0,5.0,1.0,9.0,13,6.0,3.0,33.0,114,1.0,2.0,,2.0,2.0,4,1.0,,7.0,8.0,10.0,2.0,,1.0,9,,9,,5,2.0,18,,2.0,,,2,,2,2.0,4,,4.0,3.0,1.0,1,,,2.0,,1.0,,3,,,3,7,,1.0,5.0,,2.0,,2.0,1.0,1.0,2.0,,,,,7.0,21,2.0,0.4444444444444444,0.5,0.6923076923076923,0.5,0.5,0.7894736842105263,0.5,0.7,0.7857142857142857,0.5,0.7,0.3157894736842105,0.07692307692307693,,0.5,23.762376237623762,0.3333333333333333,,,0.07407407407407407,0.09523809523809523,,,0.05263157894736842,0.06666666666666667,,0.2857142857142857,,,,,,0.14285714285714285,,,,,0.15789473684210525,0.6666666666666666,0.6666666666666666,,0.10526315789473684,,,,0.42105263157894735,0.875,0.875,0.5714285714285714,0.2631578947368421,1.0,0.5,,0.2,,0.2,0.47368421052631576,0.45465789473684215,0.5368999999999999,0.42638999999999994,0.09523809523809523,0.13333333333333333,0.06060606060606061,0.21212121212121213,13.192307692307692,24.816666666666666,0.22105263157894736,1.0,,5.0,,0.05263157894736842,,4.0,1.0,4.0,1.0,9.0,3.0,4.0,2.0,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.8,0.8,0.75,1.0,0.8,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,8923.0,149,-8,276,269,92,121,34,545,8.0,10,3.0,4.0,4.0,5.0,2.0,4,12.0,26.0,8.0,2.0,22.0,40,15.0,16.0,75.0,288,7.0,10.0,,14.0,6.0,10,2.0,6.0,21.0,22.0,22.0,4.0,,2.0,13,2.0,15,1.0,7,3.0,32,1.0,3.0,,3.0,12,,15,4.0,19,1.0,7.0,4.0,3.0,3,1.0,3.0,5.0,,,2.0,8,,4.0,4,10,,,20.0,1.0,8.0,2.0,,,,,,,,,21.0,92,5.0,0.5,0.55,0.55,0.7,0.6,0.5363636363636364,0.5833333333333334,0.625,0.578125,0.5833333333333334,0.65625,0.2727272727272727,0.05,0.1,,22.78481012658228,0.375,,,0.14457831325301204,0.03225806451612903,0.13043478260869565,0.05,0.14150943396226415,0.035398230088495575,,,0.06,0.07142857142857142,,0.09523809523809523,0.16666666666666666,0.1590909090909091,0.17647058823529413,,0.038461538461538464,,0.18181818181818182,0.8,0.8888888888888888,0.375,0.07272727272727272,0.5,0.5,0.5,0.4727272727272727,0.46153846153846156,0.48,0.5833333333333334,0.14545454545454545,0.3333333333333333,0.75,0.3333333333333333,0.4166666666666667,0.8,0.16666666666666666,0.45454545454545453,0.477110909090909,0.4944050000000001,0.47227916666666664,0.12903225806451613,0.1702127659574468,0.18666666666666668,0.28,13.912499999999994,23.966666666666665,0.3333333333333333,7.0,,8.0,1.0,0.12727272727272726,,2.0,1.0,5.0,1.0,15.0,,2.0,3.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.25,0.25,1.0,0.5,0.25,3.0,2.0,2.0,0.038461538461538464,0.42857142857142855,0.42857142857142855,1.0,0.16666666666666666,,,,,,,,,,,,,True,,,,,,,,,,,,,,
458,1610612762,Howard Eisley,Howard Eisley,458,UTA,8151.0,136,-24,241,243,53,76,30,484,3.0,3,1.0,1.0,1.0,1.0,,5,11.0,24.0,7.0,3.0,14.0,32,9.0,6.0,43.0,270,2.0,3.0,,4.0,6.0,10,5.0,,18.0,12.0,16.0,,,1.0,18,3.0,21,2.0,7,9.0,45,,1.0,,,3,,3,1.0,4,,2.0,1.0,1.0,10,1.0,7.0,5.0,1.0,3.0,1.0,15,,3.0,8,18,,2.0,7.0,,1.0,1.0,,,,,,,,,18.0,53,1.0,0.42857142857142855,0.42857142857142855,0.4375,0.6666666666666666,0.6,0.45121951219512196,0.6666666666666666,0.6,0.46511627906976744,0.6666666666666666,0.6,0.21951219512195122,0.03125,,0.2,20.577617328519857,0.6666666666666666,,,0.0410958904109589,0.012345679012345678,,,0.031578947368421054,0.009900990099009901,,,0.025,,,0.058823529411764705,,0.05,,,,,0.07317073170731707,1.0,1.0,0.3333333333333333,0.12195121951219512,,,,0.5853658536585366,0.4583333333333333,0.4583333333333333,0.45454545454545453,0.17073170731707318,0.3333333333333333,1.0,1.0,0.06666666666666667,1.0,0.2,0.2926829268292683,0.42689024390243896,0.3113,0.45266,0.023809523809523808,0.030303030303030304,0.09302325581395349,0.4186046511627907,15.7875,24.21111111111111,0.21991701244813278,2.0,2.0,7.0,1.0,0.04878048780487805,0.13333333333333333,2.0,1.0,3.0,2.0,9.0,,2.0,2.0,3.0,1.0,0.3333333333333333,0.4,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.2857142857142857,1.0,,,,0.5,0.5,1.0,,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,
988,1610612762,Randy Livingston,Randy Livingston,988,UTA,5320.0,89,-7,157,162,67,68,21,319,3.0,4,,,,,1.0,2,2.0,6.0,1.0,1.0,6.0,12,2.0,4.0,19.0,195,1.0,2.0,,2.0,1.0,3,1.0,,2.0,2.0,10.0,,1.0,,20,2.0,22,1.0,9,8.0,46,1.0,1.0,,,4,,4,2.0,6,1.0,4.0,2.0,2.0,5,2.0,5.0,3.0,,,,8,,5.0,4,8,,,5.0,2.0,3.0,,,,,,,,,,2.0,67,1.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.3333333333333333,0.5357142857142857,0.5,0.25,0.6333333333333333,0.5,0.25,0.14285714285714285,,,,12.56830601092896,0.625,,,0.09302325581395349,0.017857142857142856,,0.2,0.06557377049180328,0.03278688524590164,,,0.047619047619047616,0.25,,,,0.14285714285714285,,,0.16666666666666666,,0.2857142857142857,0.75,0.75,,0.14285714285714285,0.5,0.5,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,0.07142857142857142,,,,,,0.25,0.42857142857142855,0.42733461538461537,0.368,0.38273333333333337,0.2,0.23076923076923078,0.10526315789473684,0.10526315789473684,11.166666666666666,35.8,0.4267515923566879,1.0,,,1.0,0.07142857142857142,,,,1.0,,3.0,,,3.0,1.0,1.0,0.5,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,
1952,1610612762,Raja Bell,Raja Bell,1952,UTA,2935.0,49,-10,88,87,25,45,8,175,2.0,2,,,1.0,1.0,1.0,2,4.0,8.0,1.0,,7.0,12,4.0,,20.0,112,,,,,4.0,5,1.0,,11.0,12.0,2.0,,,,4,1.0,5,1.0,2,2.0,11,,,,,3,,3,,3,,2.0,2.0,,3,,2.0,,,1.0,,3,,1.0,5,7,1.0,,,,,,,,,,,,,,11.0,25,1.0,0.8571428571428571,0.8571428571428571,0.5833333333333334,,0.8,0.625,,0.9166666666666666,0.625,,0.9166666666666666,0.25,,,,19.387755102040817,1.0,,,0.12,,,,0.0967741935483871,,,,,,,,0.1111111111111111,0.16666666666666666,,,,,0.125,1.0,1.0,1.0,0.125,0.5,0.5,1.0,0.5,0.5,0.5,0.75,0.0625,,,,0.16666666666666666,1.0,,0.375,0.444878125,,0.43629999999999997,,,,0.55,14.450000000000001,23.4,0.2840909090909091,3.0,1.0,1.0,,0.1875,0.16666666666666666,1.0,,2.0,1.0,6.0,,1.0,,,1.0,0.5,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,
2693,1610612762,Keith McLeod,Keith McLeod,2693,UTA,7810.0,130,-43,242,239,88,110,41,481,3.0,11,,,1.0,2.0,,5,4.0,12.0,9.0,3.0,7.0,28,10.0,10.0,30.0,275,1.0,1.0,,2.0,1.0,10,3.0,8.0,10.0,6.0,8.0,,3.0,3.0,14,6.0,20,3.0,6,7.0,46,1.0,2.0,,1.0,4,,5,3.0,8,2.0,12.0,7.0,5.0,11,,9.0,,,2.0,,11,2.0,1.0,3,9,,,14.0,,2.0,5.0,2.0,1.0,1.0,2.0,1.0,,,,10.0,88,3.0,0.42857142857142855,0.42857142857142855,0.25,1.0,0.1,0.2631578947368421,0.5,0.07692307692307693,0.3333333333333333,0.5,0.2631578947368421,0.2631578947368421,0.10714285714285714,0.2727272727272727,,19.51219512195122,1.0,,,0.05555555555555555,0.020202020202020204,0.058823529411764705,0.07692307692307693,0.056179775280898875,0.026785714285714284,0.0625,,,,0.16666666666666666,0.07142857142857142,0.058823529411764705,0.04878048780487805,0.07692307692307693,,0.08695652173913043,0.5,0.2894736842105263,0.2727272727272727,0.375,,0.13157894736842105,,,,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.75,0.23684210526315788,,,,0.15384615384615385,0.5,0.23076923076923078,0.5526315789473685,0.4978942857142856,0.475075,0.42722,0.05,0.06666666666666667,0.06666666666666667,0.3333333333333333,10.721428571428575,30.93,0.36363636363636365,1.0,,6.0,3.0,0.02631578947368421,,2.0,,2.0,,3.0,3.0,2.0,1.0,,0.5,0.2,,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.5,,0.3333333333333333,,1.0,1.0,,,,,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2745,1610612762,Kirk Snyder,Kirk Snyder,2745,UTA,8308.0,138,11,249,252,100,113,34,501,10.0,14,2.0,3.0,6.0,7.0,1.0,3,6.0,19.0,6.0,3.0,17.0,36,13.0,16.0,71.0,266,2.0,5.0,1.0,11.0,7.0,14,4.0,9.0,32.0,30.0,4.0,,,,5,,5,,4,1.0,10,1.0,2.0,,2.0,5,1.0,8,3.0,11,,6.0,4.0,2.0,4,2.0,2.0,5.0,,2.0,,9,2.0,4.0,4,12,,2.0,22.0,2.0,8.0,4.0,5.0,1.0,1.0,5.0,2.0,,,1.0,32.0,100,3.0,0.8823529411764706,0.8823529411764706,0.4722222222222222,0.4,0.5,0.5612244897959183,0.7142857142857143,0.6388888888888888,0.6016949152542372,0.7857142857142857,0.6956521739130435,0.2653061224489796,,,,23.448275862068968,0.4444444444444444,0.09090909090909091,,0.06756756756756757,0.022988505747126436,0.09523809523809523,0.0625,0.07368421052631578,0.02912621359223301,0.08,,,0.1,,,0.1111111111111111,0.07692307692307693,0.07142857142857142,0.14285714285714285,,0.4,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.8,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.3877551020408163,0.3157894736842105,0.3157894736842105,1.0,0.12244897959183673,0.42857142857142855,0.6666666666666666,1.0,0.3888888888888889,0.8571428571428571,0.16666666666666666,0.5510204081632653,0.48926632653061236,0.4867357142857143,0.4966388888888889,0.14545454545454545,0.19047619047619047,0.15492957746478872,0.4507042253521127,11.636111111111111,23.96153846153846,0.40160642570281124,7.0,1.0,6.0,,0.14285714285714285,0.05555555555555555,3.0,2.0,7.0,3.0,21.0,,3.0,,,1.0,0.5384615384615384,0.75,0.5384615384615384,0.5,0.5,1.0,0.6666666666666666,0.5,4.0,,2.0,,0.5714285714285714,0.5714285714285714,1.0,,1.0,1.0,,2.0,2.0,2.0,3.0,1.0,0.2857142857142857,1.0,1.0,,True,,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,6121.0,102,-44,183,183,46,62,24,366,5.0,10,1.0,1.0,1.0,1.0,5.0,9,9.0,14.0,1.0,1.0,19.0,33,1.0,11.0,52.0,213,3.0,4.0,1.0,7.0,6.0,9,1.0,4.0,19.0,24.0,14.0,2.0,,4.0,8,3.0,11,2.0,6,1.0,25,1.0,7.0,1.0,3.0,11,2.0,16,9.0,25,,1.0,1.0,,6,,4.0,1.0,,2.0,,7,1.0,1.0,8,12,2.0,,14.0,,5.0,2.0,2.0,1.0,1.0,2.0,1.0,,,1.0,19.0,46,1.0,0.631578947368421,0.6666666666666666,0.5757575757575758,0.75,0.6666666666666666,0.6029411764705882,0.75,0.75,0.6341463414634146,0.7,0.7307692307692307,0.029411764705882353,0.12121212121212122,0.3,0.1111111111111111,22.966507177033495,0.8571428571428571,0.2857142857142857,0.3333333333333333,0.2037037037037037,0.09333333333333334,0.2,0.1,0.2028985507246377,0.09411764705882353,0.041666666666666664,0.15384615384615385,0.10526315789473684,0.2,,0.21428571428571427,,0.26666666666666666,0.2222222222222222,0.16666666666666666,,0.5,0.29411764705882354,0.5,0.7142857142857143,0.6,0.2647058823529412,0.5555555555555556,0.625,0.6,0.4117647058823529,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.029411764705882353,0.25,1.0,,0.1,1.0,0.1,0.3235294117647059,0.4358308823529412,0.4573,0.39013500000000007,0.1282051282051282,0.13157894736842105,0.1346153846153846,0.36538461538461536,10.766666666666667,26.4,0.25136612021857924,,,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
