EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Fg3aBlocked,FTOffRebounds,Travels,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Defensive 3 Seconds Violations,SecondChanceArc3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,StepOutOfBoundsTurnovers,on,Corner3PctBlocked,Clear Path Fouls,OffensiveGoaltends
133,1610612745,David Wesley,David Wesley,133,HOU,10483.0,175,28.0,327,346,112,142,39.0,673,2.0,5.0,12.0,27.0,4.0,7.0,1.0,1.0,3.0,5.0,4.0,15.0,4.0,4.0,7.0,14.0,32.0,8.0,22.0,15.0,67.0,334,1.0,5.0,3.0,3.0,5.0,7.0,12.0,9.0,36.0,26.0,2.0,21.0,3.0,15.0,4.0,1.0,16.0,3.0,19.0,3.0,5.0,5.0,6.0,41.0,4.0,4.0,8.0,8.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,14.0,1.0,19.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,36.0,112,4.0,0.9285714285714286,0.9285714285714286,0.875,0.36363636363636365,0.2,0.5833333333333334,0.36363636363636365,0.4375,0.6,0.48148148148148145,0.3,0.7941176470588235,0.5161290322580645,0.3,0.782608695652174,0.4074074074074074,0.03125,0.2,17.426273458445042,0.6666666666666666,0.03389830508474576,0.06779661016949153,0.04519774011299435,0.058823529411764705,0.0392156862745098,0.061224489795918366,0.1,0.5,0.09259259259259259,0.4,0.5,0.5,0.5,0.4444444444444444,0.4444444444444444,1.0,0.12962962962962962,0.5714285714285714,0.5714285714285714,0.75,0.2777777777777778,0.26666666666666666,0.26666666666666666,1.0,0.2,1.0,1.0,0.8,0.29411764705882354,0.6,0.4117647058823529,0.5714285714285714,0.5,0.26666666666666666,0.49082962962962967,0.5658299999999999,0.5275441176470589,0.06896551724137931,0.1111111111111111,0.04477611940298507,0.5373134328358209,16.225,24.45,0.3425076452599388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,15288.0,255,-1.0,466,500,147,177,67.0,966,14.0,27.0,34.0,74.0,1.0,4.0,,1.0,,2.0,11.0,33.0,3.0,4.0,16.0,51.0,114.0,12.0,37.0,30.0,168.0,519,,4.0,8.0,9.0,22.0,4.0,18.0,9.0,39.0,24.0,78.0,18.0,18.0,30.0,11.0,3.0,21.0,7.0,28.0,3.0,12.0,2.0,7.0,63.0,11.0,28.0,40.0,45.0,15.0,10.0,5.0,5.0,4.0,1.0,,6.0,1.0,5.0,8.0,,45.0,1.0,16.0,7.0,2.0,2.0,,3.0,2.0,39.0,147,1.0,0.23529411764705882,0.25,0.5,0.32432432432432434,,0.2222222222222222,0.35294117647058826,0.4473684210526316,0.4090909090909091,0.45695364238410596,0.3333333333333333,0.375,0.48546511627906974,0.3181818181818182,0.4148936170212766,0.24503311258278146,0.02631578947368421,0.07407407407407407,32.6605504587156,0.8333333333333334,0.15819209039548024,0.16666666666666666,0.16049382716049382,0.10204081632653061,0.15384615384615385,0.2,0.0625,0.6666666666666666,0.17880794701986755,0.5185185185185185,0.56,0.2857142857142857,0.4900662251655629,0.4594594594594595,0.4594594594594595,0.23529411764705882,0.026490066225165563,0.25,0.25,,0.2185430463576159,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.1111111111111111,,,0.3333333333333333,0.05,,0.4,0.25,0.423841059602649,0.36666666666666664,0.4590148648648648,0.5118333333333334,0.4763223684210527,0.09696969696969697,0.125,0.047619047619047616,0.23214285714285715,13.457894736842105,27.951351351351352,0.315450643776824,3.0,4.0,3.0,8.0,3.0,13.0,3.0,5.0,2.0,6.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,0.6,0.07692307692307693,0.06666666666666667,0.02247191011235955,0.018867924528301886,0.021645021645021644,0.0392156862745098,0.023255813953488372,0.011904761904761904,0.024390243902439025,0.22,0.04878048780487805,0.08609271523178808,0.23076923076923078,0.25,0.4444444444444444,0.75,0.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1763,1610612745,Ryan Bowen,Ryan Bowen,1763,HOU,34838.0,581,47.0,1066,1108,368,395,139.0,2174,16.0,36.0,27.0,61.0,3.0,6.0,1.0,1.0,2.0,4.0,,,,,,44.0,105.0,3.0,6.0,14.0,111.0,1062,1.0,1.0,12.0,10.0,28.0,2.0,4.0,3.0,29.0,78.0,10.0,9.0,,,,12.0,11.0,7.0,18.0,4.0,5.0,1.0,5.0,43.0,19.0,33.0,55.0,76.0,23.0,17.0,6.0,5.0,5.0,2.0,1.0,7.0,1.0,24.0,61.0,2.0,21.0,,11.0,1.0,5.0,1.0,3.0,5.0,3.0,29.0,368,14.0,0.8863636363636364,0.9285714285714286,1.0,0.5,1.0,0.5,0.5,0.41904761904761906,0.35714285714285715,0.4369369369369369,0.4230769230769231,0.40625,0.4625,0.42857142857142855,0.4264705882352941,0.05405405405405406,0.11428571428571428,0.2777777777777778,10.30008110300081,0.7142857142857143,0.07674418604651163,0.13768115942028986,0.09154929577464789,0.0967741935483871,0.07653061224489796,0.13392857142857142,0.15384615384615385,0.6,0.32432432432432434,0.4444444444444444,0.6153846153846154,0.8125,0.5495495495495496,0.4426229508196721,0.45,0.9259259259259259,0.05405405405405406,0.5,0.5,1.0,,,,,0.07692307692307693,1.0,1.0,,0.125,0.5,,,0.3783783783783784,,0.4568391891891892,0.5322250000000001,0.45882500000000004,0.09243697478991597,0.09734513274336283,0.10810810810810811,0.26126126126126126,11.53809523809524,22.933333333333334,0.3452157598499062,3.0,10.0,5.0,11.0,1.0,8.0,4.0,12.0,1.0,4.0,,3.0,3.0,18.0,3.0,21.0,2.0,,3.0,,3.0,,,0.3333333333333333,0.125,0.075,0.04326923076923077,0.026785714285714284,0.03977272727272727,0.0546875,0.049019607843137254,0.03225806451612903,0.022988505747126436,0.05454545454545454,0.0392156862745098,0.07207207207207207,0.125,0.14285714285714285,0.7692307692307693,0.3,0.34375,0.45454545454545453,1.0,1.0,0.01639344262295082,0.04,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,8955.0,149,25.0,277,284,150,129,39.0,561,4.0,9.0,,4.0,,2.0,,1.0,,1.0,6.0,17.0,,3.0,10.0,4.0,13.0,6.0,19.0,6.0,32.0,256,,1.0,4.0,2.0,7.0,3.0,11.0,4.0,17.0,2.0,6.0,18.0,,17.0,6.0,4.0,6.0,2.0,8.0,1.0,3.0,1.0,2.0,18.0,3.0,20.0,27.0,32.0,5.0,3.0,2.0,3.0,2.0,3.0,,6.0,1.0,7.0,14.0,,6.0,,2.0,1.0,,,,,,17.0,150,3.0,0.25,0.5,1.0,0.3157894736842105,,0.2727272727272727,0.3157894736842105,0.3076923076923077,0.2857142857142857,0.40625,0.5,0.3611111111111111,0.45714285714285713,0.5,0.425,0.59375,0.3076923076923077,0.3333333333333333,12.53822629969419,0.5,0.17543859649122806,0.08333333333333333,0.15333333333333332,0.12121212121212122,0.20754716981132076,0.07407407407407407,0.1111111111111111,,0.28125,0.4444444444444444,0.6666666666666666,0.25,0.125,,,,0.0625,,,,0.53125,0.35294117647058826,0.375,1.0,0.25,,,,0.05555555555555555,,0.5555555555555556,0.3,0.875,0.35294117647058826,0.5214859375,0.6011749999999999,0.5203638888888888,0.058823529411764705,0.13333333333333333,0.125,0.53125,6.115384615384615,25.34736842105263,0.5415162454873647,2.0,3.0,2.0,6.0,,,2.0,3.0,,4.0,,1.0,,4.0,4.0,5.0,,1.0,4.0,,,,,0.6666666666666666,,0.3333333333333333,0.037383177570093455,,0.027586206896551724,0.024390243902439025,0.1111111111111111,0.020833333333333332,,0.17857142857142858,,,,,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,,0.25,,,,1.0,1.0,1.0,0.05263157894736842,0.058823529411764705,0.125,,,,,,,,,,,,True,,,
2229,1610612745,Mike James,Mike James,2229,HOU,10949.0,182,27.0,333,337,122,122,42.0,670,8.0,20.0,17.0,30.0,3.0,8.0,,2.0,1.0,1.0,6.0,19.0,1.0,3.0,10.0,26.0,57.0,9.0,27.0,16.0,95.0,328,,3.0,4.0,8.0,18.0,4.0,11.0,12.0,40.0,14.0,38.0,24.0,3.0,19.0,6.0,5.0,14.0,7.0,21.0,5.0,3.0,,11.0,49.0,5.0,17.0,24.0,28.0,8.0,5.0,3.0,7.0,5.0,3.0,,10.0,1.0,6.0,15.0,,22.0,,7.0,4.0,,,,,,40.0,122,1.0,0.2692307692307692,0.2692307692307692,0.8888888888888888,0.3333333333333333,,0.36363636363636365,0.3333333333333333,0.45614035087719296,0.4444444444444444,0.47023809523809523,0.1,0.4827586206896552,0.5,0.18181818181818182,0.5405405405405406,0.32142857142857145,0.08771929824561403,0.25,27.131782945736433,0.7,0.1223021582733813,0.11363636363636363,0.12021857923497267,0.045454545454545456,0.1896551724137931,0.06666666666666667,0.21428571428571427,,0.23809523809523808,0.4,0.5333333333333333,0.25,0.35714285714285715,0.5666666666666667,0.5666666666666667,0.29411764705882354,0.09523809523809523,0.375,0.375,1.0,0.2261904761904762,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.2,,,0.1,0.034482758620689655,1.0,0.3448275862068966,0.3,0.5595238095238095,0.3157894736842105,0.4787915662650603,0.4621277777777777,0.4794017857142857,0.07692307692307693,0.109375,0.042105263157894736,0.42105263157894735,11.27894736842105,25.2962962962963,0.3663663663663664,,3.0,5.0,10.0,1.0,7.0,1.0,7.0,2.0,,,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,,,,0.14285714285714285,,0.16666666666666666,0.015748031496062992,0.02631578947368421,0.01818181818181818,,,0.03125,,0.10810810810810811,0.023809523809523808,0.08333333333333333,0.14285714285714285,0.14285714285714285,0.3,,0.3448275862068966,0.5,2.0,,,0.125,,,,1.0,,,,0.058823529411764705,1.0,,,,,,,,,,,True,,,
2857,1610612745,Andre Barrett,Andre Barrett,2857,HOU,3011.0,50,7.0,99,99,47,57,14.0,198,,2.0,1.0,2.0,1.0,1.0,,,,,,5.0,,,3.0,2.0,6.0,1.0,6.0,4.0,11.0,90,,,,2.0,3.0,,3.0,4.0,8.0,4.0,,3.0,,4.0,,,8.0,4.0,12.0,3.0,2.0,1.0,5.0,28.0,1.0,2.0,3.0,4.0,1.0,1.0,,3.0,2.0,,,3.0,1.0,3.0,8.0,,6.0,,,3.0,,,,,,8.0,47,2.0,1.0,1.0,1.0,0.16666666666666666,,,0.2,0.3333333333333333,0.6666666666666666,0.2916666666666667,,0.3333333333333333,0.36666666666666664,,0.4444444444444444,0.5,,,15.92920353982301,1.0,0.05128205128205128,0.1,0.061224489795918366,0.3333333333333333,,0.16666666666666666,,,0.16666666666666666,,,,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,1.0,1.0,1.0,0.4166666666666667,,,,,,,,,,0.5,,0.6666666666666666,,0.4755772727272726,,0.42178000000000004,,,,0.7272727272727273,7.583333333333333,29.566666666666663,0.47474747474747475,,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,0.1111111111111111,0.022222222222222223,,,,0.1111111111111111,,,0.16666666666666666,0.5,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,
682,1610612745,Bob Sura,Bob Sura,682,HOU,13018.0,217,28.0,399,422,122,128,55.0,821,15.0,23.0,6.0,16.0,1.0,6.0,,1.0,1.0,1.0,3.0,14.0,1.0,2.0,5.0,23.0,49.0,4.0,20.0,27.0,85.0,404,1.0,2.0,9.0,5.0,16.0,3.0,6.0,15.0,34.0,14.0,32.0,12.0,,14.0,3.0,7.0,33.0,6.0,39.0,5.0,8.0,10.0,15.0,84.0,3.0,22.0,26.0,34.0,7.0,1.0,6.0,9.0,5.0,3.0,,12.0,1.0,4.0,11.0,1.0,37.0,,12.0,7.0,,,,1.0,1.0,34.0,122,3.0,0.30434782608695654,0.30434782608695654,1.0,0.2,0.5,0.5,0.2,0.46938775510204084,0.3125,0.42028985507246375,0.45,0.4318181818181818,0.4941860465116279,0.45,0.53125,0.2898550724637681,0.14285714285714285,0.17391304347826086,21.21212121212121,0.75,0.14473684210526316,0.057692307692307696,0.12254901960784313,0.1,0.2077922077922078,0.041666666666666664,0.25,1.0,0.3333333333333333,0.6521739130434783,0.7894736842105263,0.13333333333333333,0.2318840579710145,0.375,0.375,0.8333333333333334,0.08695652173913043,0.16666666666666666,0.16666666666666666,1.0,0.2028985507246377,0.21428571428571427,0.23076923076923078,1.0,0.1,,,0.1,0.045454545454545456,1.0,0.22727272727272727,0.4,0.6231884057971014,0.21428571428571427,0.4940753623188406,0.5207,0.45513636363636356,0.16455696202531644,0.2033898305084746,0.10588235294117647,0.4,7.8081632653061215,25.095000000000002,0.3057644110275689,2.0,4.0,4.0,8.0,2.0,10.0,3.0,8.0,,,,1.0,,7.0,1.0,8.0,1.0,4.0,4.0,2.0,2.0,1.0,,0.375,0.3,0.0625,0.04697986577181208,,0.03664921465968586,0.023809523809523808,0.06666666666666667,0.04838709677419355,,0.05714285714285714,0.030303030303030304,0.14492753623188406,0.2,0.2857142857142857,0.4,0.5,0.36363636363636365,0.5,1.0,,,,,,1.0,1.0,,0.05,0.07142857142857142,0.125,,1.0,1.0,1.0,1.0,1.0,1.0,0.05,,,,True,,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,10808.0,180,1.0,322,331,97,90,44.0,653,9.0,18.0,,1.0,,,,,,,,,,,,11.0,34.0,,,14.0,36.0,331,,,17.0,,8.0,,,5.0,5.0,8.0,14.0,,,,,2.0,,,,,,,,,9.0,28.0,41.0,64.0,3.0,2.0,1.0,,,6.0,,6.0,,6.0,14.0,1.0,16.0,,4.0,5.0,20.0,15.0,4.0,20.0,10.0,5.0,97,1.0,0.36363636363636365,1.0,,,,,,0.3235294117647059,,0.3235294117647059,0.4117647058823529,,0.42857142857142855,0.4722222222222222,0.22727272727272727,,0.058823529411764705,0.05555555555555555,12.335958005249344,,0.21875,0.23684210526315788,0.22289156626506024,0.11764705882352941,0.25396825396825395,0.28125,,0.5,0.5294117647058824,0.5,0.5294117647058824,0.2222222222222222,0.029411764705882353,,,,,,,,,,,,,,,,,,,,0.5294117647058824,,0.46808235294117645,0.5641071428571428,0.42377499999999996,0.10810810810810811,0.10810810810810811,0.4722222222222222,0.1388888888888889,4.488235294117647,,0.30124223602484473,7.0,14.0,,3.0,2.0,15.0,7.0,17.0,3.0,14.0,,,5.0,18.0,4.0,23.0,2.0,,2.0,5.0,1.0,,,0.4117647058823529,0.06666666666666667,0.36363636363636365,0.1276595744680851,0.15151515151515152,0.13218390804597702,0.20454545454545456,0.10526315789473684,0.0847457627118644,0.14285714285714285,0.25806451612903225,0.09523809523809523,0.4411764705882353,0.13333333333333333,0.14285714285714285,0.8235294117647058,0.5,0.375,,,1.0,,0.16666666666666666,1.0,,,,1.0,,,,2.0,,,,,,,,2.0,,,True,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,19111.0,319,64.0,582,598,171,203,72.0,1180,36.0,57.0,2.0,10.0,,,,,,,,,,,,71.0,129.0,,,87.0,229.0,560,,,54.0,20.0,30.0,,,49.0,89.0,114.0,28.0,,,,,13.0,7.0,2.0,9.0,1.0,4.0,1.0,2.0,20.0,14.0,50.0,74.0,104.0,3.0,3.0,,13.0,2.0,16.0,1.0,29.0,1.0,17.0,31.0,,99.0,,40.0,13.0,26.0,20.0,6.0,26.0,16.0,89.0,171,5.0,0.8028169014084507,0.9193548387096774,,,,,,0.5503875968992248,0.6666666666666666,0.5503875968992248,0.5833333333333334,0.6666666666666666,0.6542857142857142,0.7105263157894737,0.7807017543859649,,0.10077519379844961,0.17543859649122806,30.815709969788518,0.4482758620689655,0.20161290322580644,0.1917808219178082,0.19937694704049844,0.17333333333333334,0.16216216216216217,0.16071428571428573,0.29411764705882354,0.6153846153846154,0.4418604651162791,0.631578947368421,0.7659574468085106,0.7222222222222222,0.07751937984496124,0.2,0.2,1.0,,,,,,,,,,,,,,,,,0.4418604651162791,,0.46226899224806206,0.5581857142857143,0.4698333333333334,0.24691358024691357,0.24691358024691357,0.23580786026200873,0.388646288209607,5.792248062015504,,0.29381443298969073,12.0,20.0,9.0,14.0,33.0,62.0,14.0,24.0,26.0,18.0,,1.0,4.0,26.0,10.0,30.0,3.0,11.0,7.0,4.0,7.0,,,0.5833333333333334,0.04838709677419355,0.4166666666666667,0.11926605504587157,0.06779661016949153,0.10830324909747292,0.1791044776119403,0.0784313725490196,0.1,0.0625,0.3064516129032258,0.06666666666666667,0.4806201550387597,0.532258064516129,0.559322033898305,0.8333333333333334,0.6,0.4666666666666667,0.6428571428571429,2.0,,,0.09090909090909091,0.8787878787878788,0.25,,,3.0,,,,3.0,,,,,,,,1.0,5.0,,True,,,
436,1610612745,Juwan Howard,Juwan Howard,436,HOU,10076.0,168,4.0,300,308,69,85,39.0,608,7.0,15.0,12.0,24.0,,,,,,,,,,,,27.0,59.0,,,5.0,59.0,288,,,15.0,5.0,15.0,,,2.0,12.0,40.0,14.0,,,,,2.0,13.0,1.0,14.0,,3.0,3.0,7.0,29.0,8.0,25.0,36.0,54.0,6.0,4.0,2.0,5.0,4.0,8.0,,13.0,1.0,7.0,20.0,2.0,6.0,,4.0,,1.0,1.0,,1.0,1.0,12.0,69,,0.7407407407407407,0.8333333333333334,,,,,,0.4576271186440678,0.3333333333333333,0.4576271186440678,0.5,0.3333333333333333,0.48360655737704916,0.5769230769230769,0.375,,0.03389830508474576,,21.20343839541547,0.38461538461538464,0.1937984496124031,0.25806451612903225,0.20625,0.13513513513513514,0.26666666666666666,0.27586206896551724,,1.0,0.2542372881355932,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.4067796610169492,0.5,0.5,1.0,,,,,,,,,,,,,,,,,0.2542372881355932,,0.43416101694915255,0.50228,0.4348733333333333,0.06557377049180328,0.06557377049180328,0.2542372881355932,0.2033898305084746,10.171186440677971,,0.23,4.0,8.0,2.0,5.0,8.0,20.0,6.0,12.0,3.0,6.0,,1.0,5.0,13.0,3.0,18.0,1.0,1.0,3.0,5.0,2.0,,,0.5,0.1,0.25,0.10743801652892562,0.19230769230769232,0.12244897959183673,0.12121212121212122,0.10256410256410256,0.10204081632653061,0.25,0.125,0.03571428571428571,0.3389830508474576,0.4,0.4444444444444444,0.6666666666666666,0.5,0.3333333333333333,0.4,1.0,,,,0.5,0.25,,,2.0,,,,,,,,,,,,,,,True,,,
