EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGA,SecondChanceArc3FGM,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,on,FoulsDrawn,Offensive Fouls Drawn,Corner3PctBlocked
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,40238.0,671,-7.0,1310,1308,242,291,148,2618,52.0,79.0,22.0,32.0,11.0,14.0,26.0,57.0,28.0,50.0,106.0,186,38.0,250,1414,26.0,42.0,7.0,59.0,17.0,26.0,16.0,50.0,160.0,52.0,32.0,11.0,35.0,7.0,42.0,6.0,1.0,22.0,2.0,11.0,91.0,8.0,34.0,10.0,65.0,1.0,76.0,42.0,118.0,2.0,10.0,7.0,3.0,29.0,3.0,14.0,25.0,3.0,15.0,4.0,54.0,5.0,10.0,33.0,60.0,1.0,6.0,4.0,53.0,3.0,23.0,5.0,20.0,17.0,3.0,20.0,13.0,9.0,5.0,50.0,242,4.0,0.7547169811320755,0.8888888888888888,0.5698924731182796,0.6190476190476191,0.6538461538461539,0.5698924731182796,0.6190476190476191,0.6538461538461539,0.5924170616113744,0.6413043478260869,0.6410256410256411,0.0591397849462365,0.1139240506329113,0.0350877192982456,17.86918408631153,0.5370370370370371,0.05,0.13,0.0734341252699784,0.078125,0.064516129032258,0.1194267515923566,0.0715502555366269,0.1310344827586207,0.0535714285714285,0.0436893203883495,0.075268817204301,0.032258064516129,0.1647058823529411,0.1229508196721311,0.1057692307692307,0.0659340659340659,0.1081081081081081,0.0289855072463768,0.65,0.4247311827956989,0.6582278481012658,0.7428571428571429,0.6153846153846154,0.3064516129032258,0.4561403508771929,0.4727272727272727,0.8846153846153846,0.2688172043010752,0.56,0.56,0.8928571428571429,0.7619047619047619,0.6875,0.2272727272727272,0.5384615384615384,0.7857142857142857,0.4247311827956989,0.4881268817204299,0.5523999999999999,0.5006846153846154,0.1116504854368932,0.1116504854368932,0.236,0.2,7.659677419354836,0.1847328244274809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1711,1610612738,Raef LaFrentz,Raef LaFrentz,1711,BOS,35087.0,585,-3.0,1147,1143,202,212,134,2290,55.0,93.0,18.0,34.0,10.0,16.0,7.0,11.0,10.0,34.0,72.0,138,31.0,220,1246,19.0,36.0,12.0,53.0,13.0,22.0,13.0,48.0,110.0,34.0,26.0,19.0,20.0,7.0,27.0,4.0,3.0,9.0,4.0,7.0,61.0,8.0,44.0,18.0,81.0,5.0,104.0,52.0,156.0,6.0,15.0,8.0,7.0,10.0,4.0,7.0,7.0,1.0,3.0,,17.0,1.0,3.0,43.0,71.0,,8.0,1.0,37.0,7.0,19.0,3.0,27.0,23.0,4.0,27.0,15.0,,1.0,48.0,202,4.0,0.7638888888888888,0.9322033898305084,0.5217391304347826,0.5277777777777778,0.5909090909090909,0.5220994475138122,0.5256410256410257,0.5833333333333334,0.5612244897959183,0.5888888888888889,0.6666666666666666,0.1376811594202898,0.1827956989247312,0.1818181818181818,16.309341500765697,0.5882352941176471,0.2,0.1820224719101123,0.1094527363184079,0.15,0.0655737704918032,0.1752212389380531,0.099236641221374,0.1151079136690647,0.125,0.0958083832335329,0.0659340659340659,0.064516129032258,0.1466666666666666,0.226890756302521,0.1818181818181818,0.1341463414634146,0.1842105263157894,0.08,0.5555555555555556,0.5138121546961326,0.5913978494623656,0.7236842105263158,0.7454545454545455,0.0607734806629834,0.6363636363636364,0.7777777777777778,0.8571428571428571,0.1878453038674033,0.2941176470588235,0.2941176470588235,0.8,0.8717948717948718,0.5294117647058824,0.3333333333333333,0.5333333333333333,0.625,0.7513812154696132,0.5494864640883976,0.5696666666666667,0.5567733333333333,0.0984455958549222,0.1266666666666666,0.2409090909090909,0.2181818181818181,5.792753623188406,0.1761115954664341,6.0,9.0,1.0,1.0,9.0,34.0,2.0,3.0,8.0,15.0,43.0,1.0,3.0,3.0,8.0,42.0,3.0,34.0,9.0,1.0,0.9333333333333332,0.3488372093023256,0.3333333333333333,0.375,0.3488372093023256,0.2375690607734806,0.0497237569060773,0.6666666666666666,0.6666666666666666,1.0,0.1878453038674033,0.2647058823529412,0.2647058823529412,0.8888888888888888,0.0256410256410256,1.0,1.0,0.0512820512820512,0.2666666666666666,0.375,0.2647058823529412,24.54186046511628,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,42529.0,709,25.0,1402,1394,310,369,149,2796,55.0,90.0,8.0,13.0,12.0,20.0,10.0,41.0,56.0,128.0,121.0,259,115.0,435,1505,12.0,22.0,7.0,37.0,29.0,56.0,49.0,122.0,98.0,144.0,10.0,15.0,64.0,16.0,80.0,8.0,8.0,39.0,5.0,20.0,176.0,3.0,18.0,25.0,72.0,11.0,108.0,21.0,129.0,5.0,30.0,11.0,19.0,28.0,7.0,20.0,30.0,3.0,8.0,8.0,58.0,4.0,17.0,20.0,58.0,,4.0,11.0,148.0,10.0,54.0,14.0,8.0,5.0,3.0,8.0,6.0,,,122.0,310,7.0,0.4049586776859504,0.4224137931034483,0.4671814671814672,0.5454545454545454,0.5178571428571429,0.4892966360856269,0.5172413793103449,0.4932432432432432,0.5465116279069767,0.5606060606060606,0.5825242718446602,0.0579150579150579,0.1111111111111111,0.0975609756097561,28.18239392020266,0.4827586206896552,0.4074074074074074,0.135593220338983,0.0377358490566037,0.1748251748251748,0.0212765957446808,0.1439169139465875,0.0339805825242718,0.0674846625766871,0.0176991150442477,0.0248756218905472,0.0198019801980198,0.025,0.1388888888888889,0.1287878787878787,0.136986301369863,0.1844660194174757,0.15,0.0304878048780487,0.75,0.2752293577981651,0.6111111111111112,0.6875,0.5272727272727272,0.1253822629969418,0.2439024390243902,0.2702702702702703,0.1,0.3914373088685015,0.4375,0.4409448818897638,0.3392857142857143,0.4482758620689655,0.6153846153846154,0.125,0.2702702702702703,0.6,0.4831804281345566,0.4808455657492352,0.518778,0.4636249999999999,0.1501340482573726,0.1782178217821782,0.0850574712643678,0.2804597701149425,10.822007722007722,0.2211126961483595,1.0,6.0,,,25.0,62.0,7.0,5.0,17.0,26.0,68.0,2.0,7.0,5.0,18.0,57.0,21.0,62.0,25.0,,0.7307692307692307,0.3823529411764705,0.2857142857142857,0.2777777777777778,0.3823529411764705,0.2079510703363914,0.018348623853211,0.1666666666666666,0.1666666666666666,1.0,0.1896024464831804,0.4032258064516129,0.4032258064516129,0.72,,,,0.2413793103448276,0.2297297297297297,0.2941176470588235,0.4032258064516129,25.06911764705882,1.0,2.0,16.0,2.0,0.0078125,0.2857142857142857,0.5,0.0135135135135135,0.0285714285714285,,,,,,,,,,,,,,,,True,,,
1729,1610612738,Ricky Davis,Ricky Davis,1729,BOS,27892.0,465,-36.0,922,919,333,381,94,1841,34.0,48.0,3.0,5.0,13.0,18.0,11.0,33.0,29.0,66.0,74.0,147,69.0,268,1005,5.0,11.0,6.0,16.0,24.0,46.0,36.0,99.0,56.0,92.0,4.0,5.0,23.0,16.0,39.0,10.0,6.0,16.0,3.0,4.0,94.0,1.0,7.0,10.0,16.0,3.0,29.0,9.0,38.0,3.0,18.0,11.0,7.0,24.0,5.0,14.0,21.0,3.0,10.0,5.0,45.0,3.0,16.0,14.0,33.0,,,3.0,79.0,6.0,34.0,7.0,2.0,2.0,,2.0,2.0,,,99.0,333,2.0,0.3783783783783784,0.3888888888888889,0.5034013605442177,0.4545454545454545,0.5217391304347826,0.5349462365591398,0.4166666666666667,0.525,0.5995475113122172,0.5333333333333333,0.6346153846153846,0.0340136054421768,0.0833333333333333,0.0303030303030303,25.75024201355276,0.5333333333333333,0.1034482758620689,0.0546075085324232,0.0242214532871972,0.0934579439252336,0.0119047619047619,0.065,0.0214477211796246,0.0384615384615384,0.0144927536231884,0.0172413793103448,0.0188679245283018,,0.0388349514563106,0.0609756097560975,0.0648148148148148,0.0769230769230769,0.119047619047619,0.0357142857142857,1.0,0.2580645161290322,0.7083333333333334,0.7727272727272727,0.3823529411764705,0.1774193548387097,0.3333333333333333,0.34375,0.1818181818181818,0.3548387096774194,0.4393939393939394,0.4393939393939394,0.4482758620689655,0.4166666666666667,0.6,0.3333333333333333,0.3,0.7222222222222222,0.4677419354838709,0.4846008241758242,0.5266863636363637,0.4912736842105264,0.1588785046728972,0.1942857142857142,0.0597014925373134,0.3694029850746269,10.191836734693876,0.3611713665943601,8.0,17.0,,,9.0,22.0,1.0,3.0,8.0,17.0,39.0,,1.0,5.0,14.0,42.0,9.0,19.0,9.0,,0.8235294117647058,0.4358974358974359,,0.3571428571428571,0.4722222222222222,0.2096774193548387,0.0913978494623656,0.4705882352941176,0.4705882352941176,0.875,0.1182795698924731,0.4090909090909091,0.4285714285714285,0.7777777777777778,,,,0.0833333333333333,0.1333333333333333,0.375,0.4736842105263157,26.46153846153846,6.0,,3.0,,,,,0.1,,2.0,3.0,1.0,1.0,3.0,0.0256410256410256,0.0454545454545454,0.025,0.3333333333333333,,,,,,,True,,,
2412,1610612738,Jiri Welsch,Jiri Welsch,2412,BOS,67752.0,1129,-27.0,2216,2210,565,688,242,4426,52.0,77.0,2.0,3.0,15.0,24.0,9.0,26.0,44.0,118.0,105.0,221,109.0,415,2393,8.0,17.0,6.0,22.0,26.0,57.0,40.0,110.0,136.0,74.0,2.0,12.0,75.0,9.0,84.0,6.0,3.0,35.0,10.0,30.0,177.0,7.0,13.0,30.0,83.0,6.0,119.0,20.0,139.0,2.0,39.0,25.0,14.0,31.0,6.0,19.0,27.0,2.0,12.0,3.0,58.0,4.0,10.0,47.0,105.0,,9.0,10.0,141.0,12.0,59.0,12.0,4.0,3.0,1.0,5.0,4.0,1.0,,110.0,565,16.0,0.6476190476190476,0.6538461538461539,0.4751131221719457,0.4705882352941176,0.4561403508771929,0.478125,0.32,0.4117647058823529,0.5406824146981627,0.3928571428571428,0.5093457943925234,0.0542986425339366,0.1038961038961039,0.0769230769230769,17.55297880847661,0.5344827586206896,0.0967741935483871,0.1062740076824583,0.0172413793103448,0.131578947368421,0.0336538461538461,0.1119920713577799,0.0207900207900207,0.0076923076923076,0.0164835164835164,0.0256410256410256,0.0340136054421768,0.0327868852459016,0.0823529411764705,0.1019417475728155,0.128125,0.1103896103896103,0.1756756756756756,0.0122699386503067,0.8,0.240625,0.6753246753246753,0.7536231884057971,0.5192307692307693,0.08125,0.3461538461538461,0.375,0.6666666666666666,0.36875,0.3728813559322034,0.3793103448275862,0.7954545454545454,0.12,0.6666666666666666,0.5,0.2823529411764706,0.625,0.55,0.5085328125000002,0.4575809523809522,0.4958688235294117,0.1680216802168021,0.2201492537313432,0.053012048192771,0.2650602409638554,11.64162895927602,0.2549638989169675,14.0,43.0,,2.0,18.0,56.0,6.0,2.0,12.0,32.0,99.0,,8.0,6.0,28.0,90.0,6.0,56.0,18.0,,0.9375,0.3232323232323232,,0.2142857142857142,0.3232323232323232,0.309375,0.134375,0.3255813953488372,0.3255813953488372,1.0,0.175,0.3214285714285714,0.3214285714285714,0.8888888888888888,0.08,,,0.24,0.1411764705882353,0.1666666666666666,0.3214285714285714,24.425252525252517,16.0,,4.0,3.0,0.0169491525423728,,,0.188235294117647,0.0297029702970297,4.0,,,,2.0,,,,0.25,1.0,1.0,1.0,,,,True,,,
2556,1610612738,Marcus Banks,Marcus Banks,2556,BOS,19596.0,327,-12.0,640,640,191,220,69,1280,24.0,44.0,,2.0,6.0,9.0,2.0,10.0,10.0,29.0,36.0,83,29.0,119,674,,2.0,2.0,2.0,10.0,19.0,11.0,31.0,8.0,64.0,,10.0,39.0,9.0,48.0,6.0,3.0,19.0,6.0,14.0,105.0,2.0,8.0,6.0,17.0,1.0,24.0,10.0,34.0,2.0,21.0,10.0,11.0,11.0,,7.0,11.0,2.0,4.0,1.0,22.0,,3.0,11.0,37.0,,1.0,4.0,38.0,5.0,18.0,3.0,1.0,,1.0,1.0,1.0,,,31.0,191,7.0,0.1111111111111111,0.1111111111111111,0.4337349397590361,,0.5263157894736842,0.4736842105263157,,0.4545454545454545,0.536036036036036,0.3333333333333333,0.5740740740740741,0.1204819277108433,0.1818181818181818,0.1,18.42105263157895,0.5,0.0333333333333333,0.0829268292682926,0.0382775119617224,0.0967741935483871,0.0392156862745098,0.0861423220973782,0.0384615384615384,0.0632911392405063,0.0212765957446808,0.0240963855421686,0.0303030303030303,0.0555555555555555,0.0491803278688524,0.064516129032258,0.1219512195121951,0.1081081081081081,0.08,0.05,1.0,0.4631578947368421,0.5454545454545454,0.6666666666666666,0.1666666666666666,0.1052631578947368,0.2,0.2222222222222222,,0.3052631578947368,0.3448275862068966,0.3571428571428571,,1.0,,,0.4090909090909091,0.6666666666666666,0.5894736842105263,0.5146877659574468,0.5434,0.4942261904761904,0.1666666666666666,0.1875,0.0168067226890756,0.2605042016806723,8.497590361445784,0.2984375,4.0,4.0,,,2.0,8.0,,,3.0,6.0,12.0,,,,3.0,18.0,,7.0,2.0,,1.0,0.5,,,0.5454545454545454,0.1263157894736842,0.0421052631578947,1.0,1.0,1.0,0.0842105263157894,0.25,0.25,1.0,,,,,0.1363636363636363,,0.2857142857142857,26.675,,,,,0.0344827586206896,,,,,,1.0,,,,,,,,,,,,,,True,,,
56,1610612738,Gary Payton,Gary Payton,56,BOS,42253.0,704,-22.0,1394,1388,322,414,152,2782,66.0,107.0,3.0,5.0,10.0,19.0,21.0,57.0,19.0,48.0,106.0,212,40.0,282,1531,6.0,12.0,1.0,19.0,17.0,33.0,13.0,50.0,74.0,138.0,2.0,15.0,100.0,31.0,131.0,23.0,8.0,51.0,15.0,34.0,293.0,2.0,11.0,6.0,41.0,,47.0,13.0,60.0,1.0,25.0,16.0,9.0,27.0,7.0,20.0,15.0,2.0,7.0,1.0,42.0,2.0,7.0,11.0,29.0,,,3.0,54.0,6.0,28.0,2.0,2.0,1.0,1.0,3.0,1.0,,,50.0,322,8.0,0.3490566037735849,0.3523809523809524,0.5,0.5,0.5151515151515151,0.4859437751004016,0.5625,0.4868421052631579,0.5164835164835165,0.5588235294117647,0.5555555555555556,0.070754716981132,0.102803738317757,0.0701754385964912,20.02542911633821,0.6428571428571429,,0.0808678500986193,0.022633744855967,0.044776119402985,0.0139860139860139,0.0733229329173166,0.0206677265500794,0.0175438596491228,0.0260869565217391,0.025,0.0192307692307692,,0.057471264367816,0.0873015873015873,0.0966183574879227,0.053763440860215,0.024390243902439,0.0085470085470085,0.3333333333333333,0.429718875502008,0.616822429906542,0.6875,0.3484848484848485,0.2289156626506024,0.3684210526315789,0.3962264150943396,0.1428571428571428,0.1927710843373494,0.3958333333333333,0.3958333333333333,0.5789473684210527,0.3125,0.6,0.6666666666666666,0.5,0.5263157894736842,0.5783132530120482,0.5230008032128515,0.52008125,0.5359421052631578,0.1033210332103321,0.1196581196581196,0.0673758865248227,0.1773049645390071,6.852830188679246,0.2309899569583931,3.0,11.0,1.0,1.0,7.0,26.0,3.0,1.0,5.0,10.0,37.0,2.0,4.0,1.0,5.0,30.0,,26.0,7.0,,1.0,0.2702702702702703,0.5,0.2,0.2702702702702703,0.1485943775100401,0.0441767068273092,0.2727272727272727,0.2727272727272727,1.0,0.1044176706827309,0.2692307692307692,0.2692307692307692,1.0,0.0625,1.0,1.0,0.1875,0.131578947368421,0.2,0.2692307692307692,24.648648648648653,,1.0,,,,0.3333333333333333,1.0,,,,,,,,,,,,,1.0,,1.0,,,True,,,
2753,1610612738,Delonte West,Delonte West,2753,BOS,3894.0,65,12.0,121,122,46,55,7,243,2.0,3.0,,1.0,1.0,2.0,,1.0,2.0,8.0,4.0,12,1.0,18,119,1.0,3.0,,2.0,2.0,4.0,,7.0,4.0,4.0,,2.0,7.0,1.0,8.0,1.0,,2.0,1.0,4.0,17.0,1.0,,2.0,1.0,,3.0,1.0,4.0,,2.0,2.0,,2.0,,2.0,,,,,2.0,,1.0,6.0,13.0,,,,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,,7.0,46,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.4473684210526316,0.3333333333333333,0.7,0.4736842105263157,0.3333333333333333,0.7,0.1666666666666666,,1.0,16.40625,1.0,,0.0277777777777777,,0.1052631578947368,0.1,0.0545454545454545,0.0256410256410256,,,,0.1428571428571428,,,0.0833333333333333,,0.1818181818181818,,,0.5,0.1578947368421052,0.6666666666666666,0.6666666666666666,1.0,0.0526315789473684,,,,0.4210526315789473,0.25,0.2857142857142857,,0.3333333333333333,,,0.4,0.5,0.5263157894736842,0.4678,0.3712,0.52101,0.0526315789473684,0.0833333333333333,0.1111111111111111,0.3888888888888889,13.516666666666666,0.3801652892561983,1.0,2.0,,,2.0,5.0,,,,3.0,7.0,,,1.0,1.0,9.0,,5.0,2.0,,1.0,0.4285714285714285,,1.0,0.4285714285714285,0.3684210526315789,0.1052631578947368,0.5,0.5,1.0,0.2631578947368421,0.4,0.4,1.0,,,,,,,0.4,25.0,1.0,,,,0.125,,,0.2,,1.0,,,,,,,,1.0,,1.0,,1.0,,,True,,,
2744,1610612738,Al Jefferson,Al Jefferson,2744,BOS,15035.0,251,-25.0,489,483,159,183,55,972,29.0,52.0,11.0,21.0,11.0,16.0,11.0,30.0,6.0,12.0,46.0,94,11.0,103,547,12.0,27.0,2.0,26.0,18.0,31.0,1.0,37.0,56.0,36.0,20.0,12.0,4.0,1.0,5.0,1.0,,1.0,,3.0,11.0,4.0,23.0,10.0,35.0,11.0,56.0,27.0,83.0,4.0,5.0,1.0,4.0,8.0,,4.0,5.0,2.0,4.0,1.0,13.0,2.0,1.0,28.0,42.0,,3.0,1.0,19.0,3.0,11.0,,18.0,13.0,5.0,18.0,11.0,,,37.0,159,3.0,0.6086956521739131,0.7777777777777778,0.4893617021276595,0.4444444444444444,0.5806451612903226,0.4893617021276595,0.4444444444444444,0.5806451612903226,0.5049019607843137,0.4642857142857143,0.5606060606060606,0.1276595744680851,0.1923076923076923,0.0333333333333333,20.683453237410077,0.6153846153846154,0.4583333333333333,0.2058823529411764,0.132183908045977,0.1923076923076923,0.125,0.2027027027027027,0.1310679611650485,0.1587301587301587,0.1304347826086956,0.1076923076923077,0.1578947368421052,0.0769230769230769,0.1458333333333333,0.2727272727272727,0.2051282051282051,0.2258064516129032,0.1428571428571428,0.1142857142857142,0.6111111111111112,0.5531914893617021,0.5576923076923077,0.6904761904761905,0.5517241379310345,0.3191489361702128,0.3666666666666666,0.3793103448275862,0.6363636363636364,0.1276595744680851,0.5,0.5454545454545454,0.8333333333333334,0.7777777777777778,0.5238095238095238,0.0909090909090909,0.5161290322580645,0.6875,0.5531914893617021,0.4955648936170214,0.527904347826087,0.4831387096774193,0.1078431372549019,0.1078431372549019,0.2524271844660194,0.3592233009708738,4.872340425531915,0.3251533742331288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833333333333333,,,,,,,,,1.0,,,,,,,,,,,True,,,
339,1610612738,Tom Gugliotta,Tom Gugliotta,339,BOS,8430.0,140,-59.0,266,267,77,97,28,533,2.0,5.0,1.0,1.0,,1.0,1.0,1.0,6.0,18.0,9.0,24,2.0,20,292,2.0,4.0,,4.0,2.0,7.0,,4.0,16.0,2.0,2.0,1.0,5.0,3.0,8.0,2.0,1.0,4.0,,1.0,19.0,2.0,6.0,2.0,11.0,4.0,17.0,8.0,25.0,,5.0,3.0,2.0,5.0,2.0,4.0,2.0,,1.0,,7.0,,5.0,12.0,18.0,,,,4.0,,2.0,,2.0,1.0,1.0,2.0,2.0,,,4.0,77,2.0,0.8888888888888888,1.0,0.375,0.5,0.2857142857142857,0.375,0.5,0.2857142857142857,0.3846153846153846,0.5,0.2857142857142857,0.0416666666666666,0.2,,11.0,0.7142857142857143,0.3076923076923077,0.1208791208791208,0.0606060606060606,0.0666666666666666,0.1333333333333333,0.1074380165289256,0.0701754385964912,0.081081081081081,0.0769230769230769,0.0408163265306122,0.1,0.2,0.1333333333333333,0.15,0.0975609756097561,0.0869565217391304,,,1.0,0.2083333333333333,0.4,0.5,0.5,0.0416666666666666,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,,0.1428571428571428,,0.2083333333333333,0.40805,0.4247666666666667,0.4231714285714286,0.0769230769230769,0.0769230769230769,0.2,0.2,13.679166666666664,0.2894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
