EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,Travels,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,FTOffRebounds,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Clear Path Fouls,on,BlockedCorner3
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,37428.0,624,-44.0,1157,1146,261,238,174.0,2303,26.0,38.0,2.0,2.0,6.0,11.0,9.0,21.0,18.0,66.0,9.0,22.0,1.0,3.0,5.0,19.0,49.0,3.0,8.0,4.0,9.0,53.0,125.0,28.0,71.0,29.0,219.0,1220,5.0,8.0,3.0,9.0,19.0,11.0,29.0,7.0,14.0,16.0,59.0,52.0,54.0,75.0,9.0,2.0,49.0,19.0,4.0,50.0,10.0,60.0,10.0,25.0,6.0,19.0,130.0,2.0,8.0,15.0,38.0,2.0,55.0,10.0,65.0,2.0,20.0,11.0,9.0,25.0,4.0,20.0,12.0,3.0,5.0,1.0,37.0,3.0,9.0,17.0,48.0,3.0,3.0,42.0,5.0,14.0,1.0,8.0,2.0,2.0,2.0,1.0,59.0,261,7.0,0.49056603773584906,0.5,0.8928571428571429,0.39436619718309857,0.3333333333333333,0.5,0.39436619718309857,0.424,0.625,0.3793103448275862,0.4846938775510204,0.5588235294117647,0.5,0.5116822429906542,0.5588235294117647,0.5566037735849056,0.3622448979591837,0.032,0.05263157894736842,0.047619047619047616,0.015151515151515152,18.4966838614591,0.6756756756756757,0.05128205128205128,0.08962264150943396,0.016913319238900635,0.11904761904761904,0.01834862385321101,0.09636363636363636,0.01718213058419244,0.0196078431372549,0.014814814814814815,0.016216216216216217,0.011627906976744186,0.043478260869565216,0.08148148148148149,0.06363636363636363,0.11173184357541899,0.10989010989010989,0.14285714285714285,0.01818181818181818,0.19387755102040816,0.6842105263157895,0.7222222222222222,0.5384615384615384,0.10714285714285714,0.42857142857142855,0.45,0.2222222222222222,0.336734693877551,0.2727272727272727,0.27692307692307694,0.5555555555555556,0.11224489795918367,0.4090909090909091,0.4090909090909091,1.0,0.25,0.3877551020408163,0.3877551020408163,0.8421052631578947,0.11764705882352941,1.0,0.058823529411764705,0.47058823529411764,0.375,0.6666666666666666,0.2558139534883721,0.5454545454545454,0.11627906976744186,0.6,0.20930232558139536,0.4444444444444444,0.5561224489795918,0.3877551020408163,0.48703928571428573,0.50141875,0.48546976744186043,0.07281553398058252,0.1044776119402985,0.013888888888888888,0.0867579908675799,0.2694063926940639,11.448799999999999,24.2169014084507,0.22558340535868626,,,,,,,,,,,,,,,,,,,,,,,,,True,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,38086.0,635,-44.0,1205,1213,371,349,155.0,2418,82.0,134.0,12.0,24.0,32.0,44.0,10.0,29.0,11.0,25.0,,2.0,1.0,,1.0,,10.0,,,,9.0,103.0,188.0,,12.0,69.0,275.0,1317,16.0,36.0,,1.0,40.0,34.0,54.0,,10.0,25.0,93.0,140.0,66.0,,,24.0,7.0,,18.0,36.0,15.0,51.0,12.0,22.0,6.0,8.0,117.0,6.0,31.0,13.0,35.0,1.0,49.0,37.0,86.0,4.0,32.0,14.0,18.0,23.0,7.0,12.0,21.0,1.0,11.0,,44.0,4.0,9.0,19.0,57.0,3.0,9.0,113.0,7.0,50.0,,10.0,3.0,,4.0,1.0,93.0,371,8.0,0.6796116504854369,0.7692307692307693,,,,,,0.5478723404255319,0.4444444444444444,0.6296296296296297,0.515,0.43243243243243246,0.53125,0.5434782608695652,0.47619047619047616,0.5740740740740741,0.06,0.09574468085106383,0.1044776119402985,0.10344827586206896,0.04,21.397694524495677,0.5227272727272727,0.022222222222222223,0.07510729613733906,0.0773067331670823,0.09774436090225563,0.05357142857142857,0.08013355592654424,0.07212475633528265,0.0728476821192053,0.10909090909090909,0.05714285714285714,0.043478260869565216,0.1,0.04046242774566474,0.11320754716981132,0.0855614973262032,0.06666666666666667,0.16279069767441862,0.05714285714285714,0.67,0.6119402985074627,0.6833333333333333,0.6951219512195121,0.145,0.3448275862068966,0.38461538461538464,0.4,0.125,0.44,0.4583333333333333,0.8181818181818182,0.01,,,,0.05,,,,0.6486486486486487,0.5,0.02702702702702703,,,,0.6875,0.7272727272727273,0.015625,,0.140625,,0.73,,0.536370812182741,0.5307759259259259,0.5288762295081967,0.205761316872428,0.21645021645021645,,0.14545454545454545,0.3381818181818182,3.6898936170212764,33.94166666666666,0.3078838174273859,8.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.08333333333333333,0.1,0.5,0.08333333333333333,,,,,,,,,,,True,
2032,1610612757,Darius Miles,Darius Miles,2032,POR,42180.0,703,-38.0,1346,1340,306,343,161.0,2686,73.0,104.0,10.0,16.0,21.0,32.0,23.0,67.0,37.0,102.0,2.0,2.0,,1.0,1.0,1.0,5.0,,,1.0,4.0,133.0,273.0,3.0,7.0,47.0,322.0,1454,15.0,28.0,,,32.0,35.0,57.0,2.0,5.0,15.0,91.0,174.0,92.0,9.0,,16.0,4.0,1.0,16.0,46.0,9.0,55.0,5.0,33.0,4.0,9.0,119.0,2.0,21.0,19.0,59.0,7.0,85.0,25.0,110.0,5.0,29.0,21.0,8.0,35.0,5.0,22.0,35.0,2.0,13.0,2.0,70.0,6.0,14.0,45.0,82.0,2.0,11.0,74.0,6.0,33.0,,7.0,26.0,5.0,28.0,,91.0,306,4.0,0.6541353383458647,0.696,1.0,0.42857142857142855,,0.4,0.5,0.48717948717948717,0.5357142857142857,0.6140350877192983,0.49107142857142855,0.5357142857142857,0.6129032258064516,0.5127388535031847,0.5333333333333333,0.6232876712328768,0.025,0.05860805860805861,0.057692307692307696,0.14925373134328357,,25.032594524119947,0.5,0.16279069767441862,0.11302681992337164,0.04430379746835443,0.12751677852348994,0.022222222222222223,0.11624441132637854,0.040780141843971635,0.087248322147651,0.02962962962962963,0.021052631578947368,0.02702702702702703,,0.10714285714285714,0.11475409836065574,0.11764705882352941,0.13592233009708737,0.10869565217391304,0.04032258064516129,0.37142857142857144,0.7019230769230769,0.7448979591836735,0.6712328767123288,0.2392857142857143,0.34328358208955223,0.40350877192982454,0.34782608695652173,0.36428571428571427,0.3627450980392157,0.3627450980392157,0.8108108108108109,0.007142857142857143,1.0,1.0,1.0,0.017857142857142856,0.2,0.2,1.0,0.5714285714285714,0.625,,,,,0.5161290322580645,0.65625,0.016129032258064516,1.0,0.06451612903225806,0.25,0.3964285714285714,0.25,0.48047186379928314,0.489908,0.5052155737704919,0.10749185667752444,0.11,,0.09937888198757763,0.2826086956521739,9.078754578754577,27.385714285714283,0.22734026745913818,2.0,1.0,,4.0,4.0,2.0,2.0,19.0,2.0,13.0,,,0.4642857142857143,0.3,2.0,1.0,2.0,0.043478260869565216,,,,,,,True,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,36090.0,602,-38.0,1106,1101,257,204,178.0,2207,64.0,119.0,27.0,46.0,15.0,24.0,40.0,98.0,36.0,72.0,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,140.0,289.0,,3.0,78.0,358.0,1182,32.0,61.0,,2.0,88.0,32.0,63.0,,2.0,42.0,106.0,144.0,136.0,,,44.0,1.0,,27.0,21.0,12.0,33.0,8.0,14.0,5.0,2.0,78.0,7.0,57.0,17.0,83.0,8.0,108.0,64.0,172.0,19.0,18.0,13.0,5.0,20.0,6.0,9.0,22.0,,11.0,1.0,42.0,5.0,6.0,19.0,40.0,3.0,5.0,92.0,6.0,37.0,,12.0,9.0,2.0,9.0,,106.0,257,3.0,0.5142857142857142,0.6101694915254238,,,,,,0.4844290657439446,0.5245901639344263,0.5079365079365079,0.4794520547945205,0.5079365079365079,0.49230769230769234,0.5343283582089552,0.5789473684210527,0.6091954022988506,0.010273972602739725,0.09342560553633218,0.17647058823529413,0.061224489795918366,,28.62566438876234,0.47619047619047616,0.27586206896551724,0.20544554455445543,0.12284482758620689,0.136,0.06796116504854369,0.1890359168241966,0.1128747795414462,0.23333333333333334,0.07746478873239436,0.06395348837209303,0.06172839506172839,0.09090909090909091,0.12686567164179105,0.2636363636363636,0.23125,0.13636363636363635,0.13513513513513514,0.152,0.4075342465753425,0.5378151260504201,0.6530612244897959,0.484375,0.3356164383561644,0.40816326530612246,0.43478260869565216,0.475,0.2465753424657534,0.5,0.5,0.6111111111111112,0.00684931506849315,,,,0.003424657534246575,,,,0.7301587301587301,0.5869565217391305,0.015873015873015872,0.015873015873015872,,,0.36923076923076925,0.625,0.015384615384615385,,0.015384615384615385,,0.4178082191780822,,0.45925136986301335,0.5227245454545456,0.4484438461538462,0.11455108359133127,0.115625,,0.24581005586592178,0.29608938547486036,7.471626297577855,24.266666666666666,0.23236889692585896,24.0,,,4.0,6.0,,,7.0,,7.0,,,0.7777777777777778,0.1111111111111111,,,2.0,,,,,,,,True,
949,1610612757,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,POR,112443.0,1874,-205.0,3530,3527,933,900,476.0,7057,181.0,293.0,50.0,91.0,33.0,62.0,72.0,183.0,69.0,155.0,7.0,12.0,,1.0,2.0,8.0,27.0,,2.0,4.0,12.0,322.0,631.0,15.0,39.0,220.0,909.0,3862,56.0,111.0,,2.0,155.0,61.0,133.0,5.0,14.0,81.0,218.0,400.0,244.0,45.0,,70.0,26.0,8.0,62.0,86.0,25.0,111.0,17.0,42.0,10.0,34.0,247.0,20.0,102.0,48.0,194.0,27.0,269.0,123.0,392.0,18.0,49.0,33.0,16.0,57.0,10.0,26.0,60.0,7.0,31.0,1.0,117.0,11.0,25.0,71.0,150.0,10.0,26.0,254.0,23.0,107.0,,27.0,26.0,8.0,26.0,3.0,218.0,933,16.0,0.6211180124223602,0.6968641114982579,1.0,0.38461538461538464,,0.35714285714285715,0.39473684210526316,0.5103011093502378,0.5045045045045045,0.45864661654135336,0.514179104477612,0.49557522123893805,0.46598639455782315,0.5768245838668374,0.5656934306569343,0.5710526315789474,0.058208955223880594,0.098256735340729,0.15699658703071673,0.0546448087431694,0.03870967741935484,22.0151998038735,0.48717948717948717,0.24324324324324326,0.14285714285714285,0.07750759878419453,0.12972972972972974,0.0641025641025641,0.1400462962962963,0.07493857493857493,0.09174311926605505,0.08450704225352113,0.06095238095238095,0.06451612903225806,0.0625,0.12525252525252525,0.16314199395770393,0.14661654135338345,0.12595419847328243,0.1388888888888889,0.06792452830188679,0.4373134328358209,0.6177474402730375,0.7327935222672065,0.6187845303867403,0.27313432835820894,0.39344262295081966,0.4161849710982659,0.3888888888888889,0.23134328358208955,0.44516129032258067,0.46308724832214765,0.8695652173913043,0.01791044776119403,0.5833333333333334,0.5833333333333334,1.0,0.04029850746268657,0.2962962962962963,0.2962962962962963,1.0,0.8053097345132744,0.5494505494505495,,0.017699115044247787,,,0.4217687074829932,0.532258064516129,0.013605442176870748,0.5,0.08163265306122448,0.3333333333333333,0.4955223880597015,0.3076923076923077,0.47335508221225703,0.5193958333333334,0.45953287671232873,0.1419098143236074,0.14965034965034965,,0.1705170517051705,0.23982398239823982,7.032646592709985,24.994871794871788,0.2643059490084986,43.0,1.0,,8.0,10.0,,,18.0,,12.0,,,0.46153846153846156,0.22,1.0,,5.0,0.009174311926605505,9.0,,,,,,True,
2742,1610612757,Sebastian Telfair,Sebastian Telfair,2742,POR,48639.0,811,-177.0,1548,1548,382,421,182.0,3096,39.0,72.0,1.0,3.0,10.0,18.0,12.0,32.0,48.0,112.0,3.0,11.0,2.0,2.0,5.0,4.0,26.0,,1.0,2.0,8.0,99.0,216.0,7.0,37.0,68.0,287.0,1776,4.0,9.0,1.0,3.0,15.0,20.0,49.0,4.0,13.0,27.0,79.0,70.0,128.0,15.0,6.0,,26.0,4.0,11.0,107.0,26.0,133.0,16.0,67.0,7.0,33.0,292.0,2.0,4.0,14.0,38.0,1.0,53.0,6.0,59.0,1.0,22.0,11.0,11.0,48.0,10.0,37.0,22.0,5.0,11.0,,70.0,3.0,15.0,30.0,70.0,,3.0,85.0,6.0,36.0,,9.0,4.0,1.0,4.0,,79.0,382,7.0,0.35353535353535354,0.35353535353535354,0.7142857142857143,0.1891891891891892,0.3333333333333333,0.3076923076923077,0.1891891891891892,0.4583333333333333,0.4444444444444444,0.40816326530612246,0.43280632411067194,0.4583333333333333,0.41935483870967744,0.4914383561643836,0.5357142857142857,0.49375,0.14624505928853754,0.05092592592592592,0.1111111111111111,0.09375,,20.673900628212447,0.6857142857142857,0.02,0.06495726495726496,0.007259528130671506,0.08917197452229299,0.018867924528301886,0.07008086253369272,0.0091324200913242,0.005780346820809248,0.007194244604316547,0.008368200836820083,0.02531645569620253,,0.06278026905829596,0.051470588235294115,0.0752212389380531,0.08035714285714286,0.1111111111111111,0.007633587786259542,0.2845849802371542,0.5416666666666666,0.609375,0.358974358974359,0.12648221343873517,0.375,0.41379310344827586,0.3333333333333333,0.4426877470355731,0.42857142857142855,0.42857142857142855,0.3541666666666667,0.043478260869565216,0.2727272727272727,0.2727272727272727,1.0,0.10276679841897234,0.15384615384615385,0.16,0.5,0.25,0.3333333333333333,0.16666666666666666,0.08333333333333333,,,0.2903225806451613,0.5555555555555556,0.08064516129032258,0.4,0.12903225806451613,0.25,0.4308300395256917,0.15384615384615385,0.46446126482213446,0.46695000000000003,0.45862419354838707,0.127208480565371,0.14634146341463414,,0.05226480836236934,0.27526132404181186,10.961111111111112,24.445945945945944,0.2467700258397933,4.0,,1.0,10.0,2.0,,,2.0,1.0,2.0,0.02702702702702703,0.038461538461538464,0.5,,,,,,,1.0,0.5,1.0,,,True,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,83383.0,1390,-149.0,2608,2599,643,592,357.0,5207,38.0,86.0,2.0,5.0,8.0,25.0,26.0,53.0,62.0,186.0,12.0,31.0,6.0,4.0,14.0,63.0,200.0,3.0,13.0,15.0,62.0,126.0,325.0,75.0,231.0,69.0,546.0,2875,12.0,27.0,6.0,19.0,46.0,33.0,86.0,19.0,76.0,29.0,152.0,84.0,168.0,189.0,36.0,2.0,199.0,63.0,25.0,233.0,31.0,264.0,20.0,122.0,30.0,81.0,559.0,7.0,22.0,23.0,101.0,1.0,125.0,30.0,155.0,11.0,40.0,23.0,17.0,51.0,11.0,34.0,28.0,5.0,17.0,,79.0,4.0,16.0,22.0,71.0,2.0,5.0,80.0,8.0,24.0,1.0,11.0,1.0,1.0,1.0,,152.0,643,10.0,0.3333333333333333,0.336,0.84,0.3246753246753247,0.3157894736842105,0.25,0.32608695652173914,0.38769230769230767,0.4444444444444444,0.38372093023255816,0.4289568345323741,0.45652173913043476,0.37962962962962965,0.4563356164383562,0.46875,0.42613636363636365,0.4154676258992806,0.07692307692307693,0.2558139534883721,,0.016129032258064516,21.982758620689655,0.6455696202531646,0.015384615384615385,0.09824902723735408,0.022448979591836733,0.09163346613545817,0.027888446215139442,0.09695074276778734,0.023558082859463852,0.00625,0.0199203187250996,0.03667481662591687,0.02,0.058823529411764705,0.10695187165775401,0.08433734939759036,0.09876543209876543,0.08791208791208792,0.10144927536231885,0.034055727554179564,0.15467625899280577,0.4418604651162791,0.59375,0.2631578947368421,0.09532374100719425,0.49056603773584906,0.49056603773584906,0.3076923076923077,0.3345323741007194,0.3333333333333333,0.33879781420765026,0.3870967741935484,0.05575539568345324,0.3870967741935484,0.3870967741935484,1.0,0.3597122302158273,0.315,0.3165829145728643,0.8095238095238095,0.10869565217391304,0.4,0.13043478260869565,0.2826086956521739,0.23076923076923078,0.6666666666666666,0.15432098765432098,0.32,0.08641975308641975,0.2857142857142857,0.38271604938271603,0.24193548387096775,0.5701438848920863,0.3165829145728643,0.4928696750902528,0.48637763157894726,0.47652592592592574,0.04363001745200698,0.07038123167155426,0.004310344827586207,0.08424908424908426,0.2783882783882784,12.718461538461542,24.799999999999994,0.24654907975460122,4.0,1.0,1.0,11.0,4.0,,,,,1.0,0.004329004329004329,0.005,1.0,0.5,1.0,,,0.0136986301369863,15.0,3.0,0.5,1.0,,,True,
89,1610612757,Nick Van Exel,Nick Van Exel,89,POR,18864.0,314,-7.0,599,585,177,188,92.0,1184,4.0,10.0,,,1.0,2.0,9.0,24.0,6.0,17.0,3.0,7.0,,,1.0,14.0,38.0,,1.0,3.0,11.0,19.0,51.0,17.0,45.0,16.0,105.0,626,2.0,5.0,,1.0,4.0,6.0,12.0,3.0,12.0,12.0,33.0,14.0,24.0,42.0,9.0,,38.0,14.0,1.0,36.0,3.0,39.0,1.0,22.0,4.0,10.0,81.0,2.0,2.0,10.0,22.0,2.0,34.0,4.0,38.0,1.0,12.0,6.0,6.0,10.0,1.0,6.0,3.0,1.0,4.0,1.0,13.0,3.0,1.0,3.0,15.0,,,19.0,,3.0,1.0,5.0,,,,,33.0,177,4.0,0.3684210526315789,0.3684210526315789,0.8235294117647058,0.37777777777777777,,0.25,0.37777777777777777,0.37254901960784315,0.4,0.5,0.4635416666666667,0.3333333333333333,0.4375,0.5,0.3333333333333333,0.55,0.46875,0.0196078431372549,0.1,,,16.69024045261669,0.7692307692307693,0.08,0.10891089108910891,0.008928571428571428,0.13333333333333333,0.03571428571428571,0.11552346570397112,0.014285714285714285,,,0.03225806451612903,0.0425531914893617,,0.07575757575757576,0.09803921568627451,0.1411764705882353,0.14583333333333334,0.1111111111111111,0.017241379310344827,0.10416666666666667,0.4,0.4444444444444444,0.5,0.25,0.375,0.375,0.3333333333333333,0.17708333333333334,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.07291666666666667,0.42857142857142855,0.42857142857142855,1.0,0.3958333333333333,0.3684210526315789,0.3684210526315789,0.7857142857142857,,,,0.16666666666666666,,,0.08333333333333333,0.5,0.041666666666666664,,0.4583333333333333,0.2727272727272727,0.5729166666666666,0.3684210526315789,0.47901822916666653,0.44752000000000003,0.45778958333333336,0.04,0.05555555555555555,0.021739130434782608,0.0380952380952381,0.3142857142857143,10.709803921568628,24.375555555555557,0.29549248747913187,,,,2.0,,,,,,,,,,,,,,,,,,,,,True,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,46948.0,782,-163.0,1490,1489,378,335,195.0,2979,65.0,98.0,13.0,22.0,11.0,18.0,9.0,29.0,4.0,13.0,,,,,,,,,,,,78.0,140.0,,,44.0,200.0,1675,15.0,26.0,,,42.0,15.0,26.0,,,11.0,41.0,124.0,32.0,,,18.0,,,19.0,33.0,2.0,35.0,1.0,20.0,7.0,6.0,72.0,13.0,54.0,30.0,116.0,21.0,167.0,67.0,234.0,,14.0,11.0,3.0,26.0,3.0,16.0,22.0,3.0,10.0,,48.0,9.0,8.0,54.0,99.0,10.0,8.0,75.0,7.0,38.0,,3.0,79.0,17.0,80.0,2.0,41.0,378,8.0,0.7948717948717948,0.8985507246376812,,,,,,0.5571428571428572,0.5769230769230769,0.5769230769230769,0.5571428571428572,0.5769230769230769,0.5769230769230769,0.5747126436781609,0.5833333333333334,0.5857142857142857,,0.1357142857142857,0.14285714285714285,0.1724137931034483,,12.990052662375659,0.5416666666666666,0.4375,0.19863013698630136,0.10018552875695733,0.1875,0.104,0.19623655913978494,0.10090361445783133,0.07317073170731707,0.09655172413793103,0.12173913043478261,0.09278350515463918,0.14285714285714285,0.16129032258064516,0.17293233082706766,0.24786324786324787,0.19298245614035087,0.17391304347826086,,0.7,0.6632653061224489,0.7738095238095238,0.8307692307692308,0.20714285714285716,0.3103448275862069,0.375,0.6666666666666666,0.09285714285714286,0.3076923076923077,0.3076923076923077,0.5,,,,,,,,,0.8461538461538461,0.5909090909090909,,,,,0.6923076923076923,0.6111111111111112,,,,,0.7,,0.5131464285714286,0.552292,0.5116961538461539,0.2222222222222222,0.2222222222222222,,0.21,0.205,3.0885714285714294,,0.2536912751677852,12.0,,,1.0,3.0,1.0,1.0,62.0,,45.0,,,0.5625,0.3076923076923077,,18.0,3.0,,,,,,1.0,,True,
689,1610612757,Theo Ratliff,Theo Ratliff,689,POR,40279.0,671,5.0,1215,1219,263,231,174.0,2434,23.0,43.0,7.0,17.0,5.0,8.0,4.0,17.0,12.0,28.0,,,,,,,,,,,,39.0,88.0,,,36.0,114.0,1272,8.0,24.0,,,24.0,8.0,13.0,,,7.0,23.0,54.0,24.0,,,12.0,,,12.0,11.0,3.0,14.0,3.0,6.0,3.0,2.0,31.0,4.0,38.0,14.0,59.0,9.0,82.0,42.0,124.0,4.0,9.0,5.0,4.0,8.0,1.0,1.0,17.0,2.0,7.0,,25.0,3.0,8.0,38.0,77.0,4.0,10.0,47.0,4.0,24.0,,2.0,72.0,10.0,72.0,1.0,23.0,263,4.0,0.6923076923076923,0.8181818181818182,,,,,,0.4431818181818182,0.3333333333333333,0.6153846153846154,0.4431818181818182,0.3333333333333333,0.6153846153846154,0.5181818181818182,0.42857142857142855,0.71875,,0.13636363636363635,0.23255813953488372,0.11764705882352941,,9.513742071881607,0.32,0.32142857142857145,0.11895161290322581,0.07835051546391752,0.11864406779661017,0.03333333333333333,0.11889250814332247,0.06942148760330578,0.0975609756097561,0.06557377049180328,0.07035175879396985,0.030927835051546393,0.043478260869565216,0.09815950920245399,0.16058394160583941,0.10714285714285714,0.10227272727272728,0.16666666666666666,0.10810810810810811,0.48863636363636365,0.5348837209302325,0.696969696969697,0.5652173913043478,0.19318181818181818,0.23529411764705882,0.26666666666666666,0.75,0.3181818181818182,0.42857142857142855,0.42857142857142855,0.9166666666666666,,,,,,,,,0.7083333333333334,0.4117647058823529,,,,,0.6153846153846154,0.625,,,,,0.48863636363636365,,0.47755795454545447,0.5299227272727273,0.48811538461538456,0.2222222222222222,0.2222222222222222,,0.21052631578947367,0.20175438596491227,7.051136363636363,,0.21646090534979423,8.0,,,,,,,60.0,2.0,52.0,,,0.7222222222222222,0.14285714285714285,,1.0,1.0,,,,,,,,True,
