EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceFtPoints,OffThreePtRebounds,FTDefRebounds,BlockedLongMidRange,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,3SecondViolations,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3,HeaveMakes
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,19349.0,322.0,-17.0,588.0,573.0,182.0,214.0,56.0,1161.0,18.0,33.0,2.0,3.0,8.0,4.0,13.0,32.0,67.0,1.0,8.0,32.0,3.0,13.0,54.0,113.0,8.0,33.0,59.0,191.0,625.0,1.0,6.0,2.0,12.0,27.0,3.0,13.0,24.0,57.0,34.0,74.0,12.0,12.0,32.0,8.0,3.0,1.0,28.0,9.0,37.0,5.0,4.0,12.0,6.0,10.0,83.0,6.0,1.0,12.0,26.0,38.0,7.0,45.0,1.0,9.0,5.0,4.0,14.0,2.0,11.0,10.0,3.0,3.0,1.0,24.0,1.0,7.0,5.0,16.0,1.0,2.0,82.0,5.0,2.0,27.0,5.0,8.0,5.0,2.0,3.0,5.0,2.0,2.0,57.0,182.0,3.0,0.3148148148148148,0.3148148148148148,0.5,0.2424242424242424,0.2307692307692307,0.2424242424242424,0.4778761061946903,0.1666666666666666,0.4444444444444444,0.4520547945205479,0.1666666666666666,0.4125,0.5248618784530387,0.1666666666666666,0.5277777777777778,0.2260273972602739,0.0303030303030303,0.0265486725663716,0.0606060606060606,0.0149253731343283,0.03125,31.6358024691358,0.5833333333333334,0.0526315789473684,0.1171171171171171,0.0331491712707182,0.2105263157894736,0.1362007168458781,0.0239043824701195,0.0238095238095238,0.0357142857142857,0.036144578313253,0.1304347826086956,0.064516129032258,0.1403508771929824,0.22,0.1428571428571428,0.0126582278481012,0.4,0.2260273972602739,0.5454545454545454,0.5806451612903226,0.3333333333333333,0.0890410958904109,0.3076923076923077,0.3076923076923077,0.4589041095890411,0.4776119402985074,0.4848484848484848,0.34375,0.0068493150684931,0.2191780821917808,0.25,0.2580645161290322,0.5,0.3333333333333333,0.2,0.375,0.325,0.2307692307692307,0.4520547945205479,0.25,0.4482479310344827,0.3822333333333333,0.4407576923076923,0.1849710982658959,0.2,0.131578947368421,0.0104712041884816,0.2984293193717277,12.257522123893809,26.118181818181817,0.3095238095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,12859.0,214.0,-27.0,398.0,395.0,150.0,172.0,39.0,793.0,9.0,15.0,2.0,7.0,8.0,3.0,8.0,10.0,29.0,1.0,,1.0,,,22.0,52.0,1.0,2.0,6.0,53.0,424.0,1.0,5.0,3.0,13.0,20.0,,,4.0,30.0,28.0,16.0,3.0,,1.0,,5.0,,5.0,5.0,10.0,2.0,3.0,3.0,2.0,,25.0,4.0,1.0,8.0,15.0,25.0,8.0,33.0,,3.0,2.0,1.0,8.0,1.0,5.0,7.0,1.0,3.0,1.0,15.0,2.0,3.0,19.0,32.0,2.0,4.0,9.0,1.0,,4.0,,1.0,2.0,1.0,,2.0,1.0,,30.0,150.0,4.0,0.6363636363636364,0.6363636363636364,1.0,0.5,,0.5,0.4230769230769231,0.2,0.65,0.4351851851851852,0.2,0.65,0.4568965517241379,0.25,0.6818181818181818,0.037037037037037,,0.0961538461538461,0.2,0.0344827586206896,,16.666666666666668,0.5333333333333333,0.0769230769230769,0.0903614457831325,0.03125,0.2105263157894736,0.1127450980392156,0.0391061452513966,,0.0588235294117647,0.037037037037037,0.0952380952380952,0.0769230769230769,0.0941176470588235,0.1818181818181818,0.4,,0.5,0.2777777777777778,0.6,0.75,0.7777777777777778,0.1481481481481481,0.375,0.4285714285714285,0.5370370370370371,0.3448275862068966,0.3571428571428571,0.5,0.0185185185185185,0.0185185185185185,,,,0.4,0.4,0.875,,,0.3148148148148148,,0.4388666666666666,0.3900666666666666,0.447905,0.0701754385964912,0.0727272727272727,,0.0566037735849056,0.5660377358490566,11.815384615384618,23.85,0.3768844221105528,1.0,1.0,3.0,2.0,1.0,0.125,0.1428571428571428,0.0588235294117647,0.088235294117647,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1731,1610612745,Tyronn Lue,Tyronn Lue,1731,HOU,28809.0,480.0,-57.0,855.0,856.0,262.0,322.0,98.0,1711.0,11.0,24.0,,2.0,6.0,10.0,21.0,12.0,32.0,17.0,9.0,28.0,2.0,9.0,33.0,77.0,15.0,45.0,14.0,125.0,910.0,3.0,4.0,12.0,8.0,23.0,4.0,16.0,7.0,35.0,18.0,48.0,42.0,3.0,25.0,9.0,4.0,,46.0,12.0,58.0,7.0,5.0,19.0,12.0,15.0,128.0,,,5.0,32.0,40.0,,40.0,,8.0,4.0,4.0,11.0,6.0,9.0,13.0,1.0,2.0,,24.0,4.0,8.0,12.0,48.0,,3.0,18.0,,,6.0,,3.0,,,,,,,35.0,262.0,10.0,0.2727272727272727,0.2727272727272727,0.9333333333333332,0.3333333333333333,0.25,0.3571428571428571,0.4285714285714285,0.75,0.3478260869565217,0.4549180327868852,1.0,0.358974358974359,0.4770992366412214,1.0,0.3977272727272727,0.3688524590163934,,0.0519480519480519,0.125,0.03125,,16.045548654244307,0.4583333333333333,,0.0943952802359882,,0.0595238095238095,0.0874704491725768,,,,,0.0657894736842105,0.0879120879120879,0.1104651162790697,0.0704225352112676,,,,0.1967213114754098,0.4583333333333333,0.5238095238095238,0.3636363636363636,0.1721311475409836,0.4761904761904761,0.4761904761904761,0.2622950819672131,0.375,0.3870967741935484,0.4166666666666667,0.1393442622950819,0.2295081967213114,0.3214285714285714,0.3214285714285714,0.8888888888888888,,0.1538461538461538,0.3333333333333333,0.2307692307692307,0.2222222222222222,0.5655737704918032,0.36,0.4739147058823528,0.4038833333333333,0.4590097222222222,0.046875,0.072289156626506,,0.096,0.28,9.964935064935064,25.482222222222223,0.3064327485380117,6.0,,,3.0,,,0.09375,,,,0.3529411764705882,0.3529411764705882,1.0,2.0,7.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.1794871794871795,0.2857142857142857,,,,,,,,,,,,,,,True,,,,,,
1763,1610612745,Ryan Bowen,Ryan Bowen,1763,HOU,4775.0,80.0,-8.0,144.0,151.0,42.0,51.0,16.0,295.0,5.0,8.0,4.0,1.0,2.0,,2.0,2.0,4.0,1.0,,,,,7.0,14.0,,1.0,,14.0,146.0,2.0,4.0,4.0,1.0,4.0,,,,2.0,12.0,2.0,,,,,2.0,,4.0,1.0,5.0,,1.0,2.0,1.0,1.0,11.0,3.0,,,3.0,3.0,3.0,6.0,1.0,3.0,1.0,2.0,,1.0,,1.0,,,,1.0,,,2.0,6.0,,,,,,,,,,,,,,,2.0,42.0,1.0,0.8571428571428571,1.0,,,,,0.5,0.5,0.25,0.4666666666666667,0.5,0.25,0.4666666666666667,0.5,0.25,0.0666666666666666,,0.1428571428571428,0.125,,,9.696969696969695,,,0.0428571428571428,0.0508474576271186,,0.0379746835443038,0.0410958904109589,0.0526315789473684,0.1176470588235294,,0.1363636363636363,,,,,0.1666666666666666,,0.5333333333333333,0.625,0.7142857142857143,0.8,0.1333333333333333,,,0.2666666666666666,0.5,0.5,1.0,0.0666666666666666,,,,,1.0,0.5,0.5,,,0.6,,0.5177766666666667,0.5504249999999999,0.493825,,,,0.2857142857142857,0.1428571428571428,6.9,22.5,0.2916666666666667,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.5,0.5,,,,,,,,,,,True,,,,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,2689.0,45.0,9.0,84.0,84.0,42.0,44.0,8.0,168.0,,,,,,,,1.0,4.0,1.0,2.0,5.0,,2.0,1.0,4.0,2.0,6.0,,8.0,75.0,,,,,,,2.0,,,2.0,,6.0,,5.0,2.0,1.0,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,,,1.0,6.0,9.0,3.0,12.0,,3.0,2.0,1.0,,,,1.0,,,,1.0,,1.0,3.0,6.0,,,,,,,,,,,,,,,,42.0,1.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,,,0.4,,,0.4,,,0.6,,0.25,,0.25,,11.827956989247312,,,0.2142857142857142,,0.1666666666666666,0.2058823529411764,0.073170731707317,,,,,0.1428571428571428,0.2941176470588235,0.25,,,,,,,,,,,0.4,0.25,0.3333333333333333,1.0,0.1,0.5,0.4,0.4,1.0,,,,1.0,,0.6,0.4,0.4725849999999999,,0.504525,,,,,,16.700000000000003,25.33333333333333,0.5,,,3.0,2.0,,,0.2857142857142857,0.1764705882352941,0.1538461538461538,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,0.25,1.0,,,,,,,,True,,,,,,
221,1610612745,Clar. Weatherspoon,Clar. Weatherspoon,221,HOU,3007.0,50.0,5.0,93.0,95.0,37.0,39.0,5.0,188.0,5.0,8.0,2.0,,2.0,2.0,5.0,,4.0,,,,,,7.0,17.0,,,1.0,15.0,93.0,2.0,3.0,5.0,,5.0,,,,,10.0,4.0,,,,,,,,,,,,,,,,2.0,,5.0,3.0,10.0,3.0,13.0,,,,,,1.0,,3.0,,,,3.0,,1.0,3.0,5.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,37.0,1.0,0.7142857142857143,1.0,,,,,0.4117647058823529,0.6666666666666666,,0.4117647058823529,0.6666666666666666,,0.4411764705882353,0.8333333333333334,,,,,,,,20.2020202020202,,,0.0909090909090909,0.064516129032258,0.3333333333333333,0.1666666666666666,0.0789473684210526,0.1666666666666666,0.1111111111111111,,0.1111111111111111,,0.125,0.3571428571428571,,,1.0,0.4705882352941176,0.625,0.625,0.8,0.2941176470588235,0.4,0.4,0.2352941176470588,,,,,,,,,0.6666666666666666,0.4,,,,0.4705882352941176,,0.4699,0.4821,0.4401,0.0588235294117647,0.0588235294117647,,0.3333333333333333,,7.223529411764707,,0.3978494623655914,,1.0,1.0,2.0,,,0.3333333333333333,0.1428571428571428,0.1666666666666666,0.5,,,,,,,,,,,,,,,,,,1.0,4.0,0.5,,,,,2.0,,,,,,,True,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,14561.0,243.0,-76.0,433.0,436.0,118.0,156.0,51.0,869.0,21.0,35.0,10.0,6.0,10.0,30.0,62.0,,11.0,,,,,,51.0,108.0,,,49.0,151.0,484.0,8.0,16.0,27.0,14.0,25.0,,,26.0,54.0,70.0,32.0,,,,,8.0,,5.0,4.0,9.0,4.0,,2.0,2.0,1.0,22.0,18.0,,5.0,32.0,40.0,19.0,59.0,1.0,2.0,2.0,,5.0,,2.0,16.0,,3.0,4.0,21.0,4.0,10.0,21.0,33.0,3.0,7.0,63.0,3.0,,26.0,,7.0,7.0,5.0,2.0,7.0,4.0,2.0,54.0,118.0,4.0,0.6862745098039216,0.7777777777777778,,,,,0.4722222222222222,0.5,0.56,0.4722222222222222,0.5,0.56,0.5471014492753623,0.6136363636363636,0.675,,,0.074074074074074,0.2,,,32.78350515463918,0.238095238095238,,0.1916167664670658,0.1184210526315789,0.1162790697674418,0.1761904761904762,0.0931372549019607,0.2702702702702703,0.074074074074074,0.0655737704918032,0.1538461538461538,0.25,0.1847826086956521,0.1176470588235294,0.1111111111111111,0.0212765957446808,0.5714285714285714,0.324074074074074,0.6,0.75,0.7142857142857143,0.5740740740740741,0.4838709677419355,0.4918032786885246,0.1018518518518518,,,,,,,,,0.625,0.4,0.6,,,0.324074074074074,,0.4343851851851851,0.5040266666666666,0.457932,0.1984732824427481,0.1984732824427481,,0.1788079470198675,0.3576158940397351,7.525925925925925,,0.2725173210161662,,11.0,1.0,3.0,,0.0161290322580645,0.25,0.0192307692307692,0.0238095238095238,0.6666666666666666,,,,,,,,,,,,,,,,,,6.0,12.0,0.6,,,,,3.0,1.0,1.0,,,,,True,,,,,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,10321.0,172.0,9.0,298.0,296.0,92.0,112.0,39.0,594.0,13.0,20.0,13.0,3.0,5.0,5.0,12.0,,1.0,,,,,,18.0,33.0,,,18.0,54.0,299.0,8.0,14.0,21.0,3.0,8.0,,,9.0,15.0,12.0,24.0,,,,,2.0,,,,,,,,,,,18.0,,3.0,24.0,29.0,20.0,49.0,1.0,2.0,,2.0,1.0,,,4.0,,1.0,1.0,5.0,1.0,2.0,7.0,12.0,1.0,2.0,20.0,2.0,,10.0,,1.0,22.0,13.0,7.0,22.0,10.0,,15.0,92.0,1.0,0.3333333333333333,0.5454545454545454,,,,,0.5454545454545454,0.5714285714285714,0.375,0.5454545454545454,0.5714285714285714,0.375,0.6428571428571429,0.65625,0.5769230769230769,,,0.0606060606060606,0.1,,,13.505747126436782,0.2,,0.1804511278195488,0.1607142857142857,0.1153846153846153,0.1698113207547169,0.1379310344827586,0.2142857142857142,0.1666666666666666,0.125,0.0714285714285714,0.2222222222222222,0.2,0.1304347826086956,,0.0769230769230769,0.4545454545454545,0.6060606060606061,0.65,0.7222222222222222,0.3076923076923077,0.3636363636363636,0.4166666666666667,0.4166666666666667,0.0303030303030303,,,,,,,,,0.9285714285714286,0.625,0.6,,,0.6060606060606061,,0.4813636363636364,0.5360846153846154,0.472425,0.2439024390243902,0.2439024390243902,,0.3888888888888889,0.2777777777777778,3.490909090909091,,0.3087248322147651,,5.0,2.0,2.0,2.0,,0.1666666666666666,0.0606060606060606,0.0476190476190476,0.4,,,,,,,,,,,,,,,,,,8.0,14.0,0.6153846153846154,,,0.0833333333333333,,1.0,,2.0,,,,,True,,,,,,
682,1610612745,Bob Sura,Bob Sura,682,HOU,966.0,16.0,-16.0,28.0,28.0,13.0,10.0,4.0,56.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,1.0,3.0,32.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,4.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,1.0,13.0,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,0.5,,,,,,,12.5,1.0,,0.2222222222222222,,,0.1428571428571428,0.0526315789473684,,,,0.25,0.5,,,,,,,,,,0.5,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.353,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,13.1,,0.4642857142857143,,,1.0,1.0,,,0.3333333333333333,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,21338.0,356.0,-38.0,637.0,637.0,217.0,267.0,73.0,1274.0,4.0,11.0,2.0,,2.0,9.0,16.0,7.0,19.0,18.0,5.0,25.0,3.0,6.0,20.0,46.0,12.0,43.0,15.0,91.0,664.0,1.0,3.0,8.0,9.0,16.0,7.0,16.0,9.0,48.0,22.0,18.0,33.0,3.0,24.0,5.0,4.0,1.0,26.0,6.0,32.0,3.0,3.0,10.0,8.0,8.0,70.0,1.0,,9.0,25.0,39.0,1.0,40.0,,6.0,5.0,1.0,10.0,1.0,7.0,5.0,1.0,3.0,,15.0,1.0,5.0,12.0,21.0,,,16.0,1.0,5.0,3.0,,3.0,,,,,,,48.0,217.0,2.0,0.55,0.55,0.9166666666666666,0.2790697674418604,0.4375,0.2857142857142857,0.4347826086956521,0.3333333333333333,0.5625,0.4269662921348314,0.6666666666666666,0.609375,0.4627659574468085,0.6666666666666666,0.6571428571428571,0.4831460674157303,0.0232558139534883,0.0869565217391304,0.1818181818181818,0.0526315789473684,,15.159944367176632,0.6666666666666666,,0.1016260162601626,0.0045045045045045,0.1304347826086956,0.1079365079365079,0.0033444816053511,,0.0133333333333333,,0.0344827586206896,0.0625,0.1532258064516129,0.1166666666666666,0.2222222222222222,,,0.1235955056179775,0.3636363636363636,0.4444444444444444,0.75,0.1797752808988764,0.5625,0.6,0.2134831460674157,0.3684210526315789,0.3888888888888889,0.8571428571428571,0.2022471910112359,0.2808988764044944,0.2,0.2,1.0,0.3333333333333333,0.0625,,0.1875,0.5,0.6067415730337079,0.2083333333333333,0.4717460227272727,0.44467,0.4427209677419355,0.0329670329670329,0.0625,,0.0879120879120879,0.5274725274725275,10.489130434782608,25.10697674418605,0.3406593406593406,7.0,,,5.0,,0.0625,0.2272727272727272,,,0.2222222222222222,0.3888888888888889,0.4117647058823529,0.8571428571428571,4.0,10.0,1.0,1.0,2.0,3.0,1.0,,0.6666666666666666,0.1666666666666666,1.0,1.0,0.3125,0.4,1.0,,0.5,1.0,2.0,,0.3333333333333333,,,,1.0,0.0555555555555555,0.5,1.0,True,,,,,,
