EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeFGA,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,PtsUnassisted3s,LiveBallTurnovers,BadPassTurnovers,NonShootingFoulsDrawn,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BadPassOutOfBoundsTurnovers,LostBallTurnovers,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFGM,BadPassSteals,BlockedShortMidRange,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,HeaveMakes
2212,1610612756,Steven Hunter,Steven Hunter,2212,PHX,1037.0,17,-2,42,41,39,36,10,83,4.0,5,1.0,1.0,4.0,5,1.0,1.0,5.0,6,10.0,37,1.0,1.0,2.0,5.0,6,10.0,6.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,10.0,39,0.6,0.75,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.7142857142857143,1.0,0.8333333333333334,13.72549019607843,1.0,0.06666666666666667,0.4,0.1111111111111111,0.05,0.125,0.4,1.0,0.5,0.8333333333333334,0.8,0.8,0.75,0.16666666666666666,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,0.8333333333333334,0.5756,0.5924,0.5756,0.14285714285714285,0.14285714285714285,0.2,1.0,2.5500000000000003,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,1610612756,Casey Jacobsen,Casey Jacobsen,2418,PHX,614.0,10,4,22,20,19,15,6,42,,1,,,,1,,,,1,6.0,14,,,,,1,6.0,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,6.0,19,,,,,,0.6,,0.6,0.6,,0.6,18.51851851851852,,,0.25,0.09090909090909091,,,0.25,,,0.2,,,,,,,,,0.2,,1.0,0.51751,0.56085,0.51751,,,,1.0,,0.8636363636363636,2.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,6.0,4.0,2.0,1.0,0.5,0.5,0.5,0.8,0.8,0.5,0.5,1.0,1.0,0.8,0.5,0.5,25.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,1610612756,Zarko Cabarkapa,Zarko Cabarkapa,2560,PHX,255.0,4,-1,10,8,10,5,4,18,,1,,,,1,,,,1,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,7.692307692307692,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,0.6205,,0.6205,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,1037.0,17,-2,42,41,39,36,10,83,1.0,1,,,1.0,1,,,1.0,2,4.0,37,,,2.0,1.0,1,4.0,2.0,,,1.0,2.0,,3.0,1.0,4.0,,,,,3.0,2.0,1.0,,,,,,4.0,39,1.0,1.0,0.5,,1.0,0.2,,0.25,0.3333333333333333,1.0,0.4,15.686274509803921,,0.06666666666666667,0.4,0.16666666666666666,0.05,0.125,0.4,,,0.2,1.0,1.0,1.0,,,,,,0.25,1.0,0.8,0.5165200000000001,,0.54315,0.16666666666666666,0.3333333333333333,0.5,1.0,4.65,0.9285714285714286,,3.0,,,3.0,,3.0,,,3.0,,3.0,,,,,,0.6,0.6,,,,,0.75,,,25.166666666666668,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.07692307692307693,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,1610612756,Yuta Tabuse,Yuta Tabuse,2657,PHX,1037.0,17,-2,42,41,39,36,10,83,,2,,,,2,,3.0,,5,7.0,37,,1.0,,,4,7.0,,,,2.0,,,2.0,2.0,4.0,1.0,,,,1.0,4.0,,,,,,,7.0,39,,,,,,0.25,,0.3,0.4375,,0.5,17.647058823529413,,0.13333333333333333,,0.1111111111111111,0.1,0.125,,0.2,,0.3333333333333333,,,,0.5,,,,,0.4,,0.5,0.5089833333333333,0.3649,0.5386200000000001,,,,1.0,10.34,0.9285714285714286,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,,,0.2,1.0,1.0,24.6,,,,,4.0,,4.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,,,1.0,1.0,,1.0,0.15384615384615385,,,3.0,1.0,1.0,2.0,1.0,0.25,0.4,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,1610612756,Maciej Lampe,Maciej Lampe,2573,PHX,605.0,10,1,26,27,26,27,5,53,1.0,2,1.0,2.0,1.0,2,1.0,2.0,2.0,6,4.0,27,1.0,3.0,2.0,2.0,6,4.0,,4.0,2.0,3.0,,,1.0,3.0,4.0,1.0,,,1.0,1.0,,,,,,,,4.0,26,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,32.25806451612903,,0.42857142857142855,,0.1,0.3333333333333333,0.5,,0.25,,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,0.5,0.3333333333333333,0.45259999999999995,0.5274,0.45259999999999995,,,0.5,1.0,9.916666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,1.0,4.0,4.0,,,0.125,,0.3333333333333333,,2.0,1.0,,0.5,,,1.0,1.0,0.5,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,1610612756,Jackson Vroman,Jackson Vroman,2761,PHX,600.0,10,-8,26,27,23,25,5,53,1.0,3,1.0,1.0,,2,,,2.0,4,4.0,27,2.0,2.0,4.0,1.0,3,2.0,,4.0,4.0,2.0,,,2.0,2.0,4.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,2.0,23,,,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,19.35483870967742,,0.2222222222222222,,0.2,0.16666666666666666,,,,1.0,0.75,0.3333333333333333,0.5,,,,,0.5,1.0,0.6666666666666666,,0.75,0.616025,0.5664,0.6175333333333333,,,1.0,0.5,3.175,0.8846153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,0.3333333333333333,1.0,,,,1.0,,1.0,,1.0,2.0,2.0,,,2.0,2.0,,,0.2222222222222222,,0.25,,2.0,1.0,,1.0,0.5,0.5,,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,188617.0,3144,658,6348,6340,1839,1454,765,12688,298.0,451,71.0,131.0,85.0,131,78.0,210.0,499.0,948,1569.0,6753,96.0,183.0,255.0,129.0,263,430.0,680.0,318.0,124.0,164.0,128.0,70.0,680.0,235.0,915.0,56.0,163.0,21.0,129.0,199.0,275.0,116.0,114.0,61.0,119.0,71.0,4.0,430.0,1839,0.6813627254509018,0.7780320366132724,0.5263713080168776,0.5245901639344263,0.49049429657794674,0.5197827773467805,0.5352112676056338,0.47982708933717577,0.5536984352773826,0.5548245614035088,0.5339195979899497,21.103448275862068,0.37037037037037035,0.0859538784067086,0.17344173441734417,0.1905059337913804,0.07805907172995781,0.09576138147566719,0.1763668430335097,0.09046849757673667,0.5966386554621849,0.34988363072148954,0.6607538802660754,0.7028301886792453,0.7181208053691275,0.16291698991466252,0.37142857142857144,0.3786407766990291,0.6150234741784038,0.5419847328244275,0.37752161383285304,0.648854961832061,0.6144297905352987,0.5243391776570985,0.5188970238095237,0.516384293948127,0.0841799709724238,0.11186113789778207,0.16252390057361377,0.27405991077119185,6.717088607594936,0.2896975425330813,70.0,206.0,18.0,17.0,50.0,114.0,341.0,30.0,25.0,84.0,330.0,206.0,70.0,0.9649122807017544,0.3343108504398827,0.2976190476190476,0.3343108504398827,0.26454615981380913,0.15981380915438323,0.33980582524271846,0.34146341463414637,0.9428571428571428,0.08450704225352113,0.1440922190201729,0.34,0.33980582524271846,24.526392961876827,50.0,0.052742616033755275,0.0598669623059867,287.0,229.0,27.0,97.0,89.0,65.0,154.0,41.0,58.0,373.0,482.0,50.0,7.0,125.0,39.0,5.0,18.0,0.1956168831168831,0.21808014911463186,0.22265321955003878,12.0,75.0,50.0,28.0,0.6,0.06715328467153285,0.1655450874831763,22.0,25.0,0.09726962457337884,0.19290123456790123,123.0,142.0,37.0,0.42857142857142855,0.458955223880597,False,44.0,135.0,2.0,12.0,8.0,34.0,10.0,12.0,1.0,24.0,10.0,21.0,58.0,13.0,2.0,9.0,9.0,1.0,9.0,27.0,14.0,5.0,5.0,16.0,1.0,1.0,2.0,0.4,0.002932551319648094,0.06620209059233449,0.01904761904761905,0.0048543689320388345,0.06598984771573604,0.06196581196581197,0.06003159557661927,0.066006600660066,0.16374269005847952,0.5691056910569106,0.717948717948718,0.10473235065942592,0.32592592592592595,0.32592592592592595,1.0,0.23943661971830985,0.056338028169014086,0.16666666666666666,1.0,0.5555555555555556,0.7,0.09798270893371758,0.23529411764705882,,,,,,,
2047,1610612756,Quentin Richardson,Quentin Richardson,2047,PHX,170681.0,2845,518,5726,5717,1515,1150,699,11443,120.0,227,25.0,51.0,31.0,58,39.0,109.0,181.0,414,1176.0,6106,27.0,67.0,90.0,38.0,101,320.0,176.0,186.0,26.0,56.0,98.0,11.0,388.0,91.0,479.0,28.0,96.0,25.0,104.0,197.0,184.0,78.0,25.0,15.0,27.0,15.0,2.0,320.0,1515,0.4861878453038674,0.5238095238095238,0.43719806763285024,0.40298507462686567,0.37623762376237624,0.49760765550239233,0.40384615384615385,0.5152091254752852,0.5208333333333334,0.4090909090909091,0.5460750853242321,18.797797491587644,0.06875,0.032806092560046865,0.1410071942446043,0.127580372250423,0.03406046689628779,0.048027444253859346,0.15168539325842698,0.04852686308492201,0.5555555555555556,0.21722488038277513,0.5286343612334802,0.594059405940594,0.5833333333333334,0.10430622009569378,0.3577981651376147,0.3611111111111111,0.49038461538461536,0.49019607843137253,0.22053231939163498,0.5344827586206896,0.8210526315789474,0.5372775096525098,0.5398279220779222,0.529784765625,0.07284172661870504,0.162839248434238,0.07653061224489796,0.272108843537415,6.779468599033816,0.2645826056584003,184.0,518.0,31.0,52.0,131.0,226.0,631.0,37.0,65.0,162.0,606.0,510.0,184.0,0.8938053097345132,0.358161648177496,0.4012345679012346,0.36276083467094705,0.6038277511961723,0.49569377990430624,0.3552123552123552,0.3607843137254902,0.8804347826086957,0.2980769230769231,0.49809885931558934,0.3969465648854962,0.3607843137254902,25.498573692551513,36.0,0.08695652173913043,0.11013215859030837,78.0,136.0,6.0,49.0,106.0,52.0,158.0,24.0,68.0,368.0,279.0,44.0,11.0,102.0,26.0,10.0,17.0,0.12345132743362831,0.12951807228915663,0.07464114832535886,72.0,58.0,37.0,16.0,0.5686274509803921,0.023608768971332208,0.1062874251497006,8.0,21.0,0.026365348399246705,0.1325503355704698,22.0,71.0,9.0,0.28205128205128205,0.3235294117647059,False,42.0,113.0,3.0,6.0,13.0,31.0,7.0,10.0,9.0,28.0,18.0,20.0,33.0,2.0,2.0,6.0,7.0,1.0,3.0,13.0,3.0,2.0,2.0,1.0,,1.0,2.0,0.2702702702702703,0.014263074484944533,0.1282051282051282,0.009174311926605505,0.015444015444015444,0.01098901098901099,0.03642384105960265,0.0328125,0.045112781954887216,0.10559006211180125,0.2727272727272727,0.3076923076923077,0.10813397129186603,0.37168141592920356,0.375,0.9523809523809523,0.32,0.057692307692307696,0.5,1.0,0.22580645161290322,0.7142857142857143,0.11787072243346007,0.41935483870967744,8.0,1.0,3.0,0.008849557522123894,0.004739336492890996,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,21733.0,362,55,719,720,232,272,93,1439,23.0,36,11.0,17.0,6.0,12,4.0,20.0,27.0,59,80.0,710,11.0,18.0,30.0,7.0,19,30.0,34.0,20.0,18.0,19.0,10.0,6.0,62.0,30.0,92.0,,4.0,2.0,24.0,60.0,38.0,12.0,10.0,4.0,11.0,4.0,,30.0,232,0.6296296296296297,0.9444444444444444,0.4576271186440678,0.6111111111111112,0.3684210526315789,0.4576271186440678,0.6111111111111112,0.3684210526315789,0.5194805194805194,0.625,0.5172413793103449,11.686746987951807,0.3,0.076,0.10309278350515463,0.14893617021276595,0.08928571428571429,0.1518987341772152,0.10810810810810811,,0.36363636363636365,0.6101694915254238,0.6388888888888888,0.71875,0.5652173913043478,0.3389830508474576,0.2,0.2,0.9444444444444444,0.6470588235294118,0.631578947368421,0.5,0.6101694915254238,0.509128813559322,0.5913499999999999,0.5054315789473685,0.17391304347826086,0.17391304347826086,0.375,0.375,6.47457627118644,0.3226703755215577,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0847457627118644,0.1111111111111111,3.0,26.0,8.0,16.0,12.0,5.0,17.0,2.0,6.0,39.0,46.0,12.0,,20.0,4.0,6.0,6.0,0.16487455197132617,0.17419354838709677,0.05084745762711865,,8.0,5.0,8.0,0.4,0.018691588785046728,0.1509433962264151,,3.0,0.078125,0.15492957746478872,,2.0,6.0,,,False,,,,,,,,,,3.0,2.0,4.0,11.0,,,2.0,2.0,,7.0,2.0,,1.0,,,1.0,3.0,3.0,,,0.3333333333333333,,,,0.12790697674418605,0.06779661016949153,0.25925925925925924,0.08695652173913043,,1.0,,,,,0.09090909090909091,,,,,,,,,,,,,1.0,
