EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,FG2A,SecondChanceFG2A,PenaltyFG2A,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Fouls,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,AtRimFGM,PenaltyAtRimFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,Points,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,ShootingFouls,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyPointsPct,Avg3ptShotDistance,LongMidRangeFGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefShortMidRangeReboundPct,LongMidRangeFrequency,Avg2ptShotDistance,DeadBallTurnovers,Offensive Fouls,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,Steals,LostBallSteals,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,on,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Clear Path Fouls
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,233.0,4,-3.0,7,7,7.0,7,1.0,14,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,7.0,25.0,1.0,0.25,0.2,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,1610612760,Danny Fortson,Danny Fortson,1504,SEA,119.0,2,-1.0,3,5,3.0,5,1.0,8,3.0,1.0,2.0,3.0,,,,,,3.0,25.0,,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.4602,0.4602,0.4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,551.0,9,-13.0,17,17,13.0,15,2.0,34,17.0,,,,,,,,,13.0,26.31578947368421,,,,,0.7647058823529411,2.0,,2.0,2.0,,2.0,,,,1.0,,,,,,,0.4,,0.4,1.0,0.59555,,0.59555,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.2,0.2,0.2,0.2,0.6,0.5,0.5,1.0,0.2,0.4,0.5,0.2,0.4,1.0,24.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,601.0,10,-17.0,18,19,16.0,17,2.0,37,21.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,16.0,25.0,1.0,0.1,0.08333333333333333,,0.8888888888888888,1.0,,1.0,2.0,,2.0,,,,,,,,,,,0.25,,0.25,0.75,0.4551875,,0.4551875,,,,,2.0,2.0,,2.0,,,2.0,,,2.0,,,,,,,,,,,0.5,,,,,0.5,,,0.5,,25.55,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.25,9.7,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,1610612760,Ibrahim Kutluay,Ibrahim Kutluay,2825,SEA,654.0,11,-17.0,20,20,16.0,18,2.0,40,21.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,16.0,13.636363636363637,0.5,0.1,0.07692307692307693,0.2,0.8,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,0.36,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,15.2,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,429.0,7,-12.0,14,12,10.0,12,1.0,26,14.0,,2.0,3.0,,,,,,10.0,13.333333333333334,,,0.16666666666666666,,0.7142857142857143,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,0.5,0.14285714285714285,,,1.0,1.0,1.0,1.0,0.6201000000000001,,0.7173,1.0,1.0,,,,,1.0,,2.0,1.0,,2.0,,,,2.0,,,0.5,1.0,0.5,1.0,0.5,1.0,,0.5,0.5,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1610612760,Vitaly Potapenko,Vitaly Potapenko,958,SEA,324.0,5,-11.0,9,9,9.0,7,,18,11.0,1.0,1.0,1.0,,,,,,9.0,,,0.2,0.2,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,253.0,4,-11.0,8,9,6.0,7,1.0,17,13.0,,1.0,1.0,,,,,,6.0,,,,0.16666666666666666,,0.75,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,53.0,1,,2,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612760,Ray Allen,Ray Allen,951,SEA,53.0,1,,2,1,,1,,3,,,,,1.0,1.0,,1.0,,,50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,121316.0,2022,211.0,3786,3779,1507.0,1610,519.0,7565,4105.0,100.0,148.0,168.0,52.0,30.0,22.0,76.0,28.0,1507.0,19.035706163293156,0.6842105263157895,0.07898894154818326,0.08502024291497975,0.10453648915187377,0.39804543053354463,162.0,7.0,69.0,458.0,30.0,171.0,7.0,47.0,20.0,78.0,20.0,0.00608695652173913,0.10151187904967603,0.009883720930232558,0.006787330316742082,0.08,0.26003210272873195,0.14583333333333334,0.2875,0.5248796147672552,0.4694142972536348,0.4732672413793104,0.46338818565400847,99.0,37.0,21.0,9.0,144.0,60.0,224.0,165.0,843.0,77.0,69.0,374.0,98.0,141.0,30.0,374.0,0.21875,0.21875,0.4890829694323144,0.4502923976608187,0.47752808988764045,0.4583333333333333,0.5512483574244416,0.5634441087613293,0.26484751203852325,0.6111111111111112,0.6923076923076923,0.21212121212121213,0.033707865168539325,0.23113964686998395,0.5362318840579711,0.0375,0.25,0.44365361803084225,25.721818181818183,182.0,172.0,309.0,95.0,755.0,0.07142857142857142,0.29213483146067415,9.511790393013102,24.0,5.0,5.0,13.0,67.0,350.0,,10.0,1.0,51.0,19.0,0.43333333333333335,0.4583333333333333,0.5491803278688525,0.006896551724137931,0.017543859649122806,0.016,0.10946745562130178,0.7142857142857143,0.07947805456702253,False,50.0,114.0,75.0,11.0,1.0,2.0,6.0,38.0,5.0,16.0,16.0,49.0,248.0,6.0,18.0,23.0,22.0,154.0,102.0,45.0,3.0,38.0,26.0,2.0,137.0,93.0,44.0,28.0,49.0,3.0,5.0,32.0,7.0,3.0,2.0,5.0,2.0,304.0,22.0,5.0,100.0,60.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6938775510204082,0.296969696969697,0.3333333333333333,0.3188405797101449,0.30246913580246915,0.012121212121212121,0.056768558951965066,0.11728395061728394,0.03508771929824561,0.016483516483516484,0.013888888888888888,0.025,0.0029498525073746312,0.008130081300813009,0.017977528089887642,0.053164556962025315,0.016611295681063124,0.3333333333333333,0.18298555377207062,0.43859649122807015,0.45454545454545453,0.22,0.41208791208791207,0.41899441340782123,0.22666666666666666,0.5238095238095238,0.5238095238095238,1.0,0.2638888888888889,0.2676056338028169,0.6052631578947368,0.4,0.041666666666666664,0.5,1.0,0.3333333333333333,0.3125,1.0,0.6666666666666666,0.26666666666666666,0.2695035460992908,0.14265335235378032,0.1865671641791045,,,,,,,,,,
