EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,BlockedArc3,3SecondViolations,on,Corner3PctBlocked,OffensiveGoaltends
133,1610612745,David Wesley,David Wesley,133,HOU,71610.0,1194.0,48.0,2259,2249,604,603.0,301.0,4508,26.0,34.0,1.0,3.0,4.0,1.0,9.0,45.0,130.0,29.0,71.0,7.0,10.0,4.0,19.0,32.0,87.0,4.0,11.0,10.0,27.0,72.0,173.0,61.0,158.0,67.0,394.0,2403,2.0,9.0,11.0,21.0,4.0,41.0,11.0,25.0,14.0,46.0,31.0,95.0,118.0,26.0,171.0,12.0,1.0,86.0,32.0,4.0,1.0,70.0,29.0,99.0,21.0,8.0,31.0,15.0,24.0,227.0,7.0,14.0,14.0,53.0,2.0,69.0,21.0,90.0,7.0,37.0,24.0,13.0,24.0,4.0,22.0,7.0,2.0,1.0,31.0,3.0,10.0,42.0,99.0,2.0,2.0,76.0,1.0,20.0,14.0,3.0,10.0,3.0,2.0,1.0,3.0,95.0,604,15.0,0.8194444444444444,0.8194444444444444,0.9344262295081968,0.3860759493670886,0.5238095238095238,0.30434782608695654,0.3885350318471338,0.4161849710982659,0.2222222222222222,0.44,0.49395770392749244,0.6166666666666667,0.4507042253521127,0.5266106442577031,0.640625,0.5174418604651163,0.4773413897280967,0.006329113924050633,0.023121387283236993,0.08823529411764706,0.007692307692307693,0.011494252873563218,14.942084942084943,0.7741935483870968,0.03076923076923077,0.06734434561626429,0.017766497461928935,0.055776892430278883,0.02527075812274368,0.06454720616570328,0.01971830985915493,0.014778325123152709,0.02727272727272727,0.0136986301369863,0.01485148514851485,0.05333333333333334,0.09545454545454546,0.034653465346534656,0.0684931506849315,0.05025125628140704,0.07692307692307693,0.03723404255319149,0.1027190332326284,0.7647058823529411,0.8387096774193549,0.6923076923076923,0.027190332326283987,0.1111111111111111,0.1111111111111111,0.39274924471299094,0.34615384615384615,0.3488372093023256,0.9111111111111111,0.21450151057401812,0.4084507042253521,0.4084507042253521,0.896551724137931,0.2628398791540785,0.367816091954023,0.37209302325581395,0.96875,0.03333333333333333,0.3333333333333333,0.7,1.0,0.36666666666666664,0.36363636363636365,1.0,0.056338028169014086,0.75,0.2676056338028169,0.21052631578947367,0.38028169014084506,0.37037037037037035,0.5800604229607251,0.37209302325581395,0.5155536474164136,0.53459,0.5155268115942029,0.04899135446685879,0.07526881720430108,0.018633540372670808,0.10406091370558376,0.24111675126903553,14.97630057803468,24.503164556962027,0.2673749446657813,,,,,,,,,,,,,,,,,,,,,,True,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,99298.0,1655.0,119.0,3104,3102,854,864.0,424.0,6206,111.0,196.0,28.0,21.0,47.0,26.0,74.0,158.0,347.0,5.0,15.0,,1.0,2.0,3.0,61.0,204.0,9.0,21.0,24.0,72.0,295.0,617.0,66.0,219.0,224.0,1012.0,3223,28.0,58.0,9.0,22.0,26.0,109.0,75.0,153.0,26.0,75.0,104.0,332.0,230.0,360.0,108.0,90.0,3.0,201.0,61.0,21.0,5.0,167.0,59.0,226.0,35.0,24.0,65.0,39.0,63.0,511.0,4.0,24.0,54.0,153.0,6.0,213.0,28.0,241.0,14.0,74.0,47.0,27.0,67.0,22.0,48.0,40.0,19.0,1.0,107.0,8.0,25.0,49.0,79.0,4.0,4.0,282.0,18.0,1.0,99.0,8.0,39.0,30.0,21.0,5.0,31.0,332.0,854,11.0,0.3898305084745763,0.40069686411149824,0.5454545454545454,0.3013698630136986,0.4090909090909091,0.3466666666666667,0.3055555555555556,0.47811993517017826,0.4827586206896552,0.49019607843137253,0.47129186602870815,0.51875,0.5,0.5249221183800623,0.5736842105263158,0.5743944636678201,0.2619617224880383,0.0228310502283105,0.03403565640194489,0.09183673469387756,0.002881844380403458,0.024509803921568627,29.85491071428571,0.6261682242990654,0.05825242718446602,0.13539823008849558,0.021937842778793418,0.15472779369627507,0.010526315789473684,0.13995943204868155,0.018995929443690638,0.050335570469798654,0.009836065573770493,0.012219959266802444,0.007326007326007326,0.018691588785046728,0.09174311926605505,0.12773722627737227,0.166351606805293,0.17669172932330826,0.08433734939759036,0.031746031746031744,0.23444976076555024,0.5663265306122449,0.6235955056179775,0.36936936936936937,0.08851674641148326,0.35135135135135137,0.3611111111111111,0.4150717703349282,0.4553314121037464,0.45664739884393063,0.4177215189873418,0.017942583732057416,0.3333333333333333,0.3333333333333333,0.6,0.24401913875598086,0.29901960784313725,0.3065326633165829,0.5409836065573771,0.35,0.0125,,,0.2625,0.42857142857142855,0.8888888888888888,0.20614035087719298,0.44680851063829785,0.013157894736842105,0.6666666666666666,0.3157894736842105,0.3333333333333333,0.4964114832535885,0.3034825870646766,0.48198125000000014,0.5084198529411764,0.4716861607142855,0.11580086580086581,0.14183381088825214,0.035398230088495575,0.10770750988142293,0.32806324110671936,11.908427876823339,25.872602739726023,0.27512886597938147,16.0,16.0,8.0,1.0,1.0,1.0,1.0,4.0,12.0,4.0,1.0,0.02702702702702703,0.3870967741935484,0.3076923076923077,0.5714285714285714,0.375,,,,,,True,,
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,16524.0,275.0,2.0,505,502,209,204.0,67.0,1007,13.0,32.0,13.0,5.0,12.0,10.0,21.0,12.0,39.0,,,,,,,,1.0,,,,1.0,35.0,92.0,,1.0,18.0,88.0,526,6.0,19.0,,,3.0,15.0,12.0,34.0,,1.0,11.0,35.0,48.0,22.0,,,1.0,,,11.0,,14.0,,14.0,,,6.0,3.0,5.0,28.0,2.0,12.0,6.0,20.0,6.0,32.0,15.0,47.0,2.0,4.0,1.0,3.0,14.0,2.0,11.0,9.0,3.0,2.0,23.0,3.0,6.0,19.0,42.0,4.0,5.0,25.0,3.0,,13.0,,1.0,4.0,4.0,,4.0,35.0,209,8.0,0.6857142857142857,0.7272727272727273,,,,,,0.3804347826086957,0.3157894736842105,0.35294117647058826,0.3763440860215054,0.3157894736842105,0.34285714285714286,0.4230769230769231,0.375,0.4268292682926829,0.010752688172043012,,0.11956521739130435,0.28125,0.05128205128205128,,21.70940170940171,0.6086956521739131,0.3333333333333333,0.11235955056179775,0.06349206349206349,0.10714285714285714,0.038461538461538464,0.1111111111111111,0.058091286307053944,0.12,0.06666666666666667,0.031914893617021274,0.05128205128205128,,0.11764705882352941,0.12195121951219512,0.10465116279069768,0.08108108108108109,0.15789473684210525,0.044444444444444446,0.34408602150537637,0.40625,0.5652173913043478,0.6923076923076923,0.22580645161290322,0.47619047619047616,0.47619047619047616,0.41935483870967744,0.3076923076923077,0.32432432432432434,0.9166666666666666,,,,,0.010752688172043012,,,,0.6842105263157895,,,,,,,0.34285714285714286,0.4166666666666667,,,0.02857142857142857,,0.3548387096774194,,0.44315760869565224,0.5261647058823529,0.4368676470588235,0.1262135922330097,0.12745098039215685,,0.17045454545454544,0.3977272727272727,10.113043478260868,44.4,0.41386138613861384,5.0,4.0,,,,,,,1.0,,1.0,,0.25,0.4,0.38461538461538464,0.4,1.0,0.05263157894736842,,,,True,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,20555.0,343.0,69.0,656,648,279,298.0,94.0,1304,9.0,20.0,4.0,2.0,4.0,3.0,5.0,7.0,13.0,4.0,11.0,2.0,5.0,3.0,7.0,15.0,37.0,1.0,3.0,6.0,15.0,19.0,38.0,19.0,48.0,14.0,109.0,641,2.0,5.0,3.0,8.0,7.0,20.0,5.0,8.0,9.0,22.0,8.0,45.0,26.0,12.0,57.0,,1.0,36.0,15.0,6.0,1.0,10.0,8.0,18.0,4.0,4.0,5.0,,5.0,44.0,7.0,12.0,11.0,32.0,6.0,49.0,19.0,68.0,,9.0,6.0,3.0,8.0,2.0,6.0,6.0,2.0,,14.0,2.0,7.0,24.0,40.0,1.0,2.0,20.0,2.0,,8.0,,3.0,7.0,4.0,2.0,7.0,45.0,279,6.0,0.6842105263157895,0.7222222222222222,1.0,0.3958333333333333,0.375,0.4090909090909091,0.40425531914893614,0.5,0.4,0.625,0.5523255813953488,0.5,0.6166666666666667,0.5736842105263158,0.5555555555555556,0.625,0.5581395348837209,0.020833333333333332,0.15789473684210525,0.25,,0.02702702702702703,14.39894319682959,0.5714285714285714,0.2222222222222222,0.13389121338912133,0.06451612903225806,0.16176470588235295,0.06666666666666667,0.14006514657980457,0.06529209621993128,0.06153846153846154,0.10869565217391304,0.04,0.06666666666666667,0.06666666666666667,0.14864864864864866,0.13043478260869565,0.125,0.2,0.05555555555555555,,0.23255813953488372,0.45,0.6,0.4444444444444444,0.05813953488372093,0.6,0.75,0.1511627906976744,0.5384615384615384,0.5384615384615384,1.0,0.12790697674418605,0.36363636363636365,0.36363636363636365,1.0,0.43023255813953487,0.40540540540540543,0.4166666666666667,1.0,0.3076923076923077,0.38461538461538464,0.4,1.0,0.23076923076923078,0.3333333333333333,1.0,0.13333333333333333,0.5,0.23333333333333334,0.42857142857142855,0.5,0.4,0.7906976744186046,0.4166666666666667,0.5232547058823531,0.535025,0.5261172413793104,0.08695652173913043,0.18181818181818182,,0.1834862385321101,0.41284403669724773,8.157894736842104,25.393749999999997,0.4253048780487805,1.0,2.0,2.0,,,,,1.0,3.0,,1.0,0.2,0.42857142857142855,0.6666666666666666,0.25,,,,,,,True,,
682,1610612745,Bob Sura,Bob Sura,682,HOU,115529.0,1925.0,154.0,3620,3616,1042,1054.0,488.0,7236,100.0,182.0,19.0,31.0,52.0,18.0,66.0,42.0,101.0,19.0,51.0,1.0,4.0,7.0,15.0,36.0,104.0,3.0,7.0,12.0,29.0,160.0,349.0,55.0,155.0,141.0,626.0,3731,18.0,38.0,4.0,11.0,5.0,53.0,52.0,101.0,19.0,44.0,83.0,244.0,130.0,190.0,156.0,9.0,1.0,103.0,36.0,37.0,1.0,250.0,67.0,317.0,41.0,26.0,89.0,41.0,120.0,701.0,26.0,46.0,50.0,188.0,20.0,258.0,79.0,337.0,10.0,65.0,40.0,25.0,92.0,19.0,62.0,55.0,30.0,2.0,147.0,10.0,39.0,62.0,168.0,4.0,21.0,188.0,10.0,,60.0,2.0,37.0,5.0,,1.0,7.0,244.0,1042,28.0,0.40625,0.41935483870967744,0.9454545454545454,0.3548387096774194,0.36363636363636365,0.4318181818181818,0.35714285714285715,0.4584527220630373,0.47368421052631576,0.5148514851485149,0.48115079365079366,0.4897959183673469,0.5551724137931034,0.5287162162162162,0.5,0.6130653266331658,0.30753968253968256,0.0064516129032258064,0.10601719197707736,0.15384615384615385,,0.009615384615384616,17.73883821411426,0.6258503401360545,0.16260162601626016,0.1419939577039275,0.03650793650793651,0.12594458438287154,0.059770114942528735,0.13829169087739687,0.04247787610619469,0.029498525073746312,0.04155124653739612,0.0375,0.05806451612903226,0.064,0.10554089709762533,0.1529051987767584,0.15857605177993528,0.12871287128712872,0.11702127659574468,0.04149377593360996,0.3611111111111111,0.5494505494505495,0.6493506493506493,0.34,0.13095238095238096,0.2727272727272727,0.3157894736842105,0.2003968253968254,0.4158415841584158,0.4158415841584158,0.5952380952380952,0.10119047619047619,0.37254901960784315,0.37254901960784315,0.9473684210526315,0.20634920634920634,0.34615384615384615,0.34951456310679613,0.9444444444444444,0.3877551020408163,0.08163265306122448,0.25,1.0,0.14285714285714285,0.42857142857142855,1.0,0.3586206896551724,0.5961538461538461,0.10344827586206896,0.4666666666666667,0.2,0.41379310344827586,0.6686507936507936,0.34951456310679613,0.5125677932405568,0.5018971428571429,0.49499722222222226,0.11171171171171171,0.15037593984962405,0.01282051282051282,0.08466453674121406,0.38977635782747605,7.087392550143266,24.758709677419358,0.2878453038674033,12.0,10.0,6.0,4.0,1.0,2.0,,4.0,7.0,,,0.13636363636363635,1.0,0.3333333333333333,0.631578947368421,0.4166666666666667,7.0,0.06930693069306931,3.0,2.0,,True,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,82959.0,1383.0,87.0,2609,2597,602,622.0,336.0,5206,147.0,200.0,68.0,27.0,37.0,119.0,263.0,23.0,52.0,,,,,,,,,,,,,289.0,515.0,,,211.0,789.0,2702,64.0,93.0,,,64.0,192.0,47.0,81.0,,,80.0,174.0,392.0,186.0,,,,,,38.0,,22.0,6.0,28.0,3.0,3.0,11.0,2.0,9.0,62.0,20.0,101.0,56.0,174.0,23.0,253.0,122.0,375.0,10.0,20.0,16.0,4.0,51.0,5.0,13.0,56.0,38.0,9.0,107.0,15.0,21.0,90.0,153.0,10.0,17.0,269.0,23.0,,122.0,,25.0,83.0,64.0,17.0,83.0,174.0,602,14.0,0.6782006920415224,0.8099173553719008,,,,,,0.5611650485436893,0.6881720430107527,0.5802469135802469,0.5611650485436893,0.6881720430107527,0.5802469135802469,0.6173708920187794,0.7619047619047619,0.6744186046511628,,,0.07378640776699029,0.13,,,24.949698189134807,0.4766355140186916,0.27380952380952384,0.18412698412698414,0.11026200873362445,0.199288256227758,0.0684931506849315,0.18760195758564438,0.10016556291390728,0.1574468085106383,0.11307420494699646,0.08040201005025126,0.07425742574257425,0.05555555555555555,0.14559386973180077,0.2290748898678414,0.1838074398249453,0.19138755980861244,0.2222222222222222,0.053475935828877004,0.3883495145631068,0.735,0.8448275862068966,0.6598639455782312,0.5106796116504855,0.4524714828897338,0.47410358565737054,0.10097087378640776,0.4423076923076923,0.4423076923076923,0.9565217391304348,,,,,,,,,0.7311827956989247,,,,,,,0.4567901234567901,0.7297297297297297,,,,,0.3883495145631068,,0.457529708737864,0.5172918604651162,0.4639814814814815,0.1986970684039088,0.1986970684039088,,0.24334600760456274,0.22053231939163498,6.311067961165048,,0.23073974702951322,51.0,94.0,6.0,1.0,,,,2.0,58.0,7.0,5.0,0.045627376425855515,0.6987951807228916,0.6470588235294118,0.75,0.11764705882352941,1.0,0.014285714285714285,,,16.0,True,,
436,1610612745,Juwan Howard,Juwan Howard,436,HOU,54524.0,909.0,52.0,1713,1709,383,362.0,226.0,3422,37.0,60.0,20.0,8.0,15.0,40.0,99.0,57.0,143.0,,,,,,,,,,,,,134.0,302.0,,,51.0,319.0,1778,33.0,54.0,,,13.0,79.0,29.0,69.0,,,25.0,83.0,182.0,86.0,,,,,,16.0,,45.0,15.0,60.0,11.0,4.0,16.0,14.0,15.0,135.0,21.0,48.0,20.0,102.0,8.0,130.0,70.0,200.0,3.0,21.0,14.0,7.0,15.0,4.0,7.0,17.0,8.0,1.0,32.0,2.0,5.0,32.0,75.0,8.0,8.0,59.0,9.0,,28.0,,6.0,4.0,4.0,,4.0,83.0,383,9.0,0.6791044776119403,0.7647058823529411,,,,,,0.44370860927152317,0.6111111111111112,0.42028985507246375,0.44370860927152317,0.6111111111111112,0.42028985507246375,0.4877675840978593,0.6583333333333333,0.5060975609756098,,,0.052980132450331126,0.08333333333333333,0.006993006993006993,,18.17721518987342,0.46875,0.14545454545454545,0.15863141524105753,0.07704654895666131,0.11695906432748537,0.10552763819095477,0.14987714987714987,0.08394160583941605,0.07692307692307693,0.07960199004975124,0.07526881720430108,0.09395973154362416,0.14,0.14136125654450263,0.1597222222222222,0.16883116883116883,0.11940298507462686,0.10810810810810811,0.019736842105263157,0.1986754966887417,0.6166666666666667,0.6727272727272727,0.4594594594594595,0.32781456953642385,0.40404040404040403,0.449438202247191,0.4735099337748344,0.3986013986013986,0.4014084507042254,0.9824561403508771,,,,,,,,,0.37037037037037035,,,,,,,0.21739130434782608,0.5333333333333333,,,,,0.1986754966887417,,0.436503642384106,0.47033658536585354,0.4339565217391304,0.08722741433021806,0.08722741433021806,,0.2476489028213166,0.2601880877742947,11.524834437086092,,0.22358435493286632,15.0,30.0,2.0,1.0,,,,,1.0,,1.0,0.10101010101010101,0.25,0.45,0.75,0.2,1.0,0.024390243902439025,,,1.0,True,,
468,1610612745,Jon Barry,Jon Barry,468,HOU,24429.0,407.0,82.0,773,772,331,323.0,103.0,1545,8.0,14.0,1.0,3.0,3.0,4.0,10.0,11.0,25.0,5.0,16.0,1.0,3.0,1.0,9.0,8.0,24.0,2.0,5.0,2.0,8.0,23.0,49.0,13.0,40.0,20.0,105.0,804,2.0,4.0,3.0,8.0,4.0,17.0,9.0,16.0,3.0,17.0,18.0,45.0,30.0,16.0,36.0,3.0,,24.0,8.0,2.0,,41.0,6.0,47.0,4.0,2.0,19.0,7.0,15.0,100.0,3.0,6.0,6.0,23.0,2.0,31.0,9.0,40.0,,10.0,7.0,3.0,9.0,3.0,3.0,3.0,6.0,,12.0,,4.0,12.0,25.0,,,26.0,1.0,2.0,4.0,,9.0,1.0,,1.0,1.0,45.0,331,4.0,0.6521739130434783,0.6521739130434783,0.9230769230769231,0.325,0.375,0.17647058823529413,0.325,0.46938775510204084,0.5,0.5625,0.47752808988764045,0.5416666666666666,0.4090909090909091,0.5148514851485149,0.6071428571428571,0.5116279069767442,0.449438202247191,,0.04081632653061224,0.07142857142857142,0.04,,12.641083521444695,0.75,0.05555555555555555,0.08582089552238806,0.026200873362445413,0.07894736842105263,0.033707865168539325,0.08430232558139535,0.02830188679245283,0.015384615384615385,,0.04950495049504951,0.04838709677419355,,0.07317073170731707,0.06060606060606061,0.10833333333333334,0.07407407407407407,0.09090909090909091,,0.15730337078651685,0.5714285714285714,0.6153846153846154,0.5,0.11235955056179775,0.4,0.4,0.2808988764044944,0.44,0.4583333333333333,0.7272727272727273,0.1797752808988764,0.3125,0.3125,1.0,0.2696629213483146,0.3333333333333333,0.3333333333333333,0.875,0.08333333333333333,0.25,0.3333333333333333,1.0,0.4166666666666667,0.4,0.5,0.09090909090909091,1.0,0.2727272727272727,0.1111111111111111,0.24242424242424243,0.25,0.6067415730337079,0.3333333333333333,0.4937258426966292,0.48358571428571434,0.47196969696969704,0.043478260869565216,0.07692307692307693,,0.1619047619047619,0.42857142857142855,11.624489795918368,24.72,0.4282018111254851,1.0,,,,,,,,1.0,,,,1.0,0.75,1.0,,,,,,,True,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,26871.0,448.0,91.0,825,829,328,326.0,130.0,1654,28.0,45.0,24.0,13.0,20.0,12.0,29.0,3.0,11.0,,,,,,,,,,,,,43.0,85.0,,,31.0,117.0,801,18.0,30.0,,,9.0,45.0,16.0,33.0,,,11.0,43.0,48.0,38.0,,,,,,5.0,,3.0,2.0,5.0,2.0,,1.0,,2.0,12.0,14.0,39.0,23.0,70.0,12.0,105.0,54.0,159.0,5.0,6.0,2.0,4.0,6.0,,3.0,14.0,3.0,4.0,20.0,4.0,7.0,33.0,59.0,7.0,5.0,46.0,3.0,,19.0,,6.0,34.0,27.0,7.0,34.0,43.0,328,8.0,0.5581395348837209,0.8,,,,,,0.5058823529411764,0.6,0.48484848484848486,0.5058823529411764,0.6,0.48484848484848486,0.5467289719626168,0.5625,0.524390243902439,,,0.058823529411764705,0.08888888888888889,,,12.989690721649486,0.3,0.4,0.22151898734177214,0.12956810631229235,0.22549019607843138,0.12844036697247707,0.22248803827751196,0.12926829268292683,0.17777777777777778,0.14705882352941177,0.09090909090909091,0.12048192771084337,0.15384615384615385,0.15463917525773196,0.2289156626506024,0.2647058823529412,0.20481927710843373,0.3157894736842105,0.13513513513513514,0.5294117647058824,0.6222222222222222,0.6829268292682927,0.5357142857142857,0.3411764705882353,0.41379310344827586,0.42857142857142855,0.12941176470588237,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,,,,,,,0.8,,,,,,,0.6060606060606061,0.65,,,,,0.5294117647058824,,0.48423882352941183,0.5425833333333334,0.5067303030303031,0.18811881188118812,0.18811881188118812,,0.38461538461538464,0.36752136752136755,5.052941176470588,,0.3975757575757576,15.0,26.0,2.0,,,,,,19.0,4.0,3.0,0.034482758620689655,0.5588235294117647,0.6666666666666666,0.625,0.2,1.0,0.043478260869565216,,,2.0,True,,
1763,1610612745,Ryan Bowen,Ryan Bowen,1763,HOU,13018.0,217.0,28.0,399,422,122,128.0,55.0,821,6.0,13.0,2.0,3.0,4.0,1.0,5.0,15.0,32.0,1.0,2.0,,,1.0,2.0,,,,,,,22.0,50.0,1.0,2.0,7.0,54.0,404,,3.0,,,,,6.0,9.0,1.0,2.0,3.0,18.0,40.0,4.0,3.0,,,,,3.0,,7.0,3.0,10.0,2.0,1.0,3.0,,4.0,23.0,2.0,3.0,7.0,14.0,2.0,23.0,5.0,28.0,,7.0,6.0,1.0,3.0,,3.0,1.0,,,4.0,,2.0,9.0,25.0,1.0,,8.0,2.0,,4.0,,1.0,2.0,,2.0,2.0,18.0,122,5.0,0.9090909090909091,0.9090909090909091,1.0,0.5,,0.5,0.5,0.44,,0.6666666666666666,0.4519230769230769,,0.6818181818181818,0.4909090909090909,,0.75,0.038461538461538464,,0.06,0.15384615384615385,0.03125,,12.770562770562771,0.75,0.125,0.09210526315789473,0.020134228187919462,0.1346153846153846,0.047619047619047616,0.10294117647058823,0.02617801047120419,0.023809523809523808,0.022222222222222223,0.016129032258064516,0.03125,0.1,0.1,0.05714285714285714,0.1038961038961039,0.14583333333333334,,,0.25,0.46153846153846156,0.5454545454545454,1.0,0.09615384615384616,0.2,0.2,0.6153846153846154,0.46875,0.4838709677419355,0.8666666666666667,0.038461538461538464,0.5,0.5,1.0,,,,,0.6666666666666666,,,,,,,0.36363636363636365,0.75,0.18181818181818182,0.5,,,0.28846153846153844,,0.44373269230769224,0.5230666666666667,0.4996,0.07407407407407407,0.07692307692307693,,,0.3333333333333333,12.912000000000003,22.85,0.3057644110275689,,,1.0,,,,,,1.0,,,,0.5,1.0,,,,,,,,True,,
