EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted2s,DefTwoPtRebounds,Steals,BadPassSteals,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,Travels,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,SecondChanceOffPoss,Corner3FGA,FG3A,FTOffRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,FG3APct,LiveBallTurnoverPct,OffFTReboundPct,Corner3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,DefensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
1743,1610612752,Bruno Sundov,Bruno Sundov,1743,NYK,263.0,4,1,11,11,11,10,22,1.0,2.0,1.0,2.0,2.0,13,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,11,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,18.181818181818183,0.5,1.0,0.5,0.5,1.0,0.34805,0.34805,1.0,18.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1610612752,Jermaine Jackson,Jermaine Jackson,1983,NYK,263.0,4,1,11,11,11,10,22,,,1.0,1.0,2.0,13,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,2.0,11,,,,1.0,1.0,1.0,1.0,1.0,1.0,9.090909090909092,,,,,,0.63,0.63,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,263.0,4,1,11,11,11,10,22,,,,,,13,,,,,1.0,1.0,,2.0,,,,1.0,1.0,,11,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612752,Trevor Ariza,Trevor Ariza,2772,NYK,263.0,4,1,11,11,11,10,22,,,,,,13,,,,,,,,,,,,,,,11,,,,,,,,,,9.090909090909092,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,1610612752,Jackie Butler,Jackie Butler,2866,NYK,263.0,4,1,11,11,11,10,22,,,4.0,4.0,10.0,13,4.0,4.0,10.0,4.0,,,,,,,,,,10.0,11,,0.5,0.5,1.0,1.0,1.0,1.0,1.25,1.25,45.45454545454545,,,,,,0.57285,0.57285,1.0,1.225,1.0,3.0,3.0,3.0,3.0,4.0,,1.0,1.0,,,,0.75,1.0,1.0,0.75,1.0,0.75,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.6666666666666666,0.25,1.0,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,1214.0,20,-7,35,36,19,11,71,,1.0,,1.0,,40,,1.0,,,,,,,,,1.0,1.0,2.0,,19,,,,,,,,,,7.142857142857143,,0.5,,,,0.442975,0.3896,,17.1,0.5428571428571428,,,,,,,,,,,,,,,,,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.16666666666666666,0.5,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,160817.0,2680,-181,5142,5123,1319,1450,10265,119.0,297.0,252.0,585.0,1241.0,5629,61.0,145.0,361.0,156.0,246.0,301.0,95.0,657.0,1.0,170.0,203.0,54.0,134.0,361.0,1319,27.0,0.30952380952380953,0.3183673469387755,0.4307692307692308,0.4206896551724138,0.4826800364630811,0.46452702702702703,0.5160608622147084,0.5187319884726225,22.544037940379404,0.00510204081632653,0.2707383773928897,0.4006734006734007,0.4075342465753425,0.3445378151260504,0.48988835174953943,0.4614458041958045,0.2908944399677679,11.404957264957265,0.25651497471800855,83.0,160.0,20.0,40.0,348.0,122.0,92.0,65.0,0.06947608200455581,0.07409031126698816,0.0550098231827112,0.14585232452142205,0.51875,0.5763888888888888,0.13513513513513514,0.5,0.6125797629899726,124.0,22.0,62.0,148.0,40.0,50.0,128.0,182.0,86.0,6.0,216.0,10.0,56.0,0.3493975903614458,0.11668185961713765,0.390625,0.4098360655737705,0.057391304347826085,0.08874801901743265,False,651.0,140.0,512.0,1.0,33.0,86.0,62.0,0.4667274384685506,0.581081081081081,0.00684931506849315,0.1276207839562443,25.272460937499993,9.0,14.0,60.0,8.0,14.0,12.0,31.0,125.0,372.0,11.0,34.0,39.0,120.0,185.0,18.0,39.0,19.0,48.0,22.0,115.0,51.0,151.0,444.0,111.0,14.0,5.0,367.0,125.0,27.0,1.0,55.0,34.0,21.0,27.0,5.0,27.0,47.0,9.0,27.0,4.0,24.0,4.0,4.0,4.0,22.0,3.0,24.0,10.0,33.0,16.0,3.0,3.0,8.0,4.0,4.0,19.0,12.0,1.0,0.8,0.361328125,0.3958333333333333,0.33774834437086093,0.36489151873767256,0.46153846153846156,0.5344827586206896,0.5876288659793815,0.001953125,0.046153846153846156,0.1,0.046875,0.016835016835016835,0.002688172043010753,0.014323607427055704,0.08952380952380952,0.008992805755395683,0.013109381401065138,0.017064846416382253,0.020366598778004074,0.008663366336633664,0.012315270935960592,0.06981132075471698,0.0794979079497908,0.0862533692722372,0.09740259740259741,0.014975041597337771,0.631578947368421,0.16,0.42857142857142855,0.42857142857142855,0.95,0.3391066545123063,0.33602150537634407,0.33692722371967654,0.728,0.16091954022988506,0.6428571428571429,0.2222222222222222,0.16091954022988506,0.5714285714285714,0.875,0.39080459770114945,0.3235294117647059,0.8181818181818182,0.10472972972972973,0.3870967741935484,0.40540540540540543,0.325,0.3405994550408719,0.49935857142857143,0.019267822736030827,0.0926672038678485,,,,,,,
2552,1610612752,Michael Sweetney,Michael Sweetney,2552,NYK,90120.0,1502,-34,2832,2820,731,704,5652,18.0,54.0,237.0,445.0,650.0,3087,42.0,89.0,129.0,278.0,35.0,44.0,13.0,97.0,23.0,249.0,418.0,116.0,224.0,129.0,731,23.0,0.5864978902953587,0.7595628415300546,0.5325842696629214,0.47191011235955055,0.531390134529148,0.47191011235955055,0.5909090909090909,0.5608695652173913,20.17167381974249,0.24468085106382978,0.1210762331838565,0.3333333333333333,0.34615384615384615,0.8888888888888888,0.5091491031390135,0.5137831460674156,0.19846153846153847,4.106292134831462,0.2581214689265537,182.0,287.0,36.0,62.0,196.0,183.0,27.0,13.0,0.18336673346693386,0.17587548638132297,0.2013888888888889,0.6434977578475336,0.6341463414634146,0.7,0.6966292134831461,0.5806451612903226,0.6457399103139013,13.0,10.0,72.0,108.0,18.0,37.0,104.0,176.0,45.0,14.0,235.0,27.0,121.0,0.5659340659340659,0.23318385650224216,0.3557692307692308,0.4065934065934066,0.22407407407407406,0.22448979591836735,False,367.0,,1.0,2.0,169.0,36.0,19.0,0.002242152466367713,0.3333333333333333,0.021505376344086023,,31.7,62.0,94.0,,,,,,,1.0,,1.0,,,,67.0,106.0,,1.0,55.0,189.0,,,,,108.0,,1.0,,42.0,,9.0,7.0,2.0,9.0,23.0,144.0,43.0,22.0,14.0,8.0,17.0,1.0,11.0,12.0,32.0,,,,10.0,28.0,,,17.0,1.0,10.0,28.0,18.0,,,,,,,0.6320754716981132,0.6261682242990654,0.6847826086956522,,0.09438202247191012,0.09407665505226481,0.125,0.037037037037037035,,0.13533834586466165,0.14982578397212543,0.09663865546218488,0.1282642089093702,0.18820224719101122,0.125,0.0990990990990991,0.09836065573770492,0.17940199335548174,0.17359413202933985,0.14646464646464646,0.15730337078651685,0.1317365269461078,0.6428571428571429,0.5405405405405406,,,,0.002242152466367713,,,,0.8785046728971962,0.6595744680851063,0.0967741935483871,,,,0.009345794392523364,,,,,,,,0.5481958762886598,,0.2907692307692308,7.0,6.0,0.09090909090909091,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,171590.0,2860,-145,5480,5454,1444,1548,10934,290.0,630.0,422.0,897.0,916.0,5979,95.0,210.0,233.0,704.0,105.0,160.0,47.0,375.0,101.0,661.0,831.0,191.0,310.0,233.0,1444,44.0,0.8341232227488151,0.9119170984455959,0.47045707915273133,0.4523809523809524,0.4716981132075472,0.455188679245283,0.48775292864749736,0.4894957983193277,16.599967984632624,0.48095238095238096,0.6992230854605993,0.4603174603174603,0.4738562091503268,0.9482758620689655,0.41296270810210894,0.40915778301886785,0.25436681222707425,13.921739130434784,0.2635036496350365,60.0,102.0,21.0,31.0,140.0,441.0,70.0,42.0,0.2329635499207607,0.22885165508786268,0.26373626373626374,0.11320754716981132,0.5882352941176471,0.6666666666666666,0.14622641509433962,0.6774193548387096,0.11764705882352941,42.0,14.0,42.0,98.0,15.0,72.0,165.0,66.0,40.0,4.0,84.0,8.0,25.0,0.43333333333333335,0.18312985571587126,0.43636363636363634,0.4528301886792453,0.027233115468409588,0.02735229759299781,False,649.0,2.0,4.0,6.0,170.0,56.0,42.0,0.004439511653718091,0.5714285714285714,0.03870967741935484,0.0022197558268590455,24.725,32.0,56.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,2.0,65.0,123.0,,1.0,13.0,143.0,1.0,2.0,6.0,,72.0,,2.0,1.0,36.0,,55.0,34.0,21.0,16.0,41.0,123.0,119.0,19.0,28.0,6.0,14.0,1.0,9.0,23.0,16.0,,,,21.0,79.0,,,55.0,6.0,18.0,79.0,47.0,,1.0,0.5,,0.5,0.5,0.5284552845528455,0.5241935483870968,0.5458015267175572,,0.04013377926421405,0.11764705882352941,0.03636363636363636,0.02857142857142857,,0.060650887573964495,0.2148014440433213,0.07347670250896057,0.0634184068058778,0.08391608391608392,0.03925233644859813,0.05863192182410423,0.08020050125313283,0.20302013422818793,0.23435419440745672,0.21804511278195488,0.2064516129032258,0.043478260869565216,0.5949367088607594,0.7083333333333334,0.5,0.5,1.0,0.0022197558268590455,0.5,0.5,1.0,0.45161290322580644,0.5714285714285714,0.09375,0.008064516129032258,,,,,,0.009433962264150943,0.5,,,0.5,0.47622783018867904,,0.15611353711790393,,1.0,0.05660377358490566,2.0,,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,197687.0,3295,-27,6306,6283,1761,1829,12589,146.0,327.0,489.0,983.0,1781.0,6866,132.0,284.0,586.0,208.0,526.0,668.0,182.0,1478.0,12.0,198.0,248.0,73.0,186.0,586.0,1761,43.0,0.21267893660531698,0.2157676348547718,0.49745676500508645,0.4647887323943662,0.5057339449541285,0.4796954314720812,0.5710135571336346,0.5736738703339882,24.64048672566372,0.05128205128205128,0.25,0.44648318042813456,0.44785276073619634,0.4041095890410959,0.5010914176245209,0.49220498721227596,0.3290286355979787,7.706002034587994,0.2792578496669838,273.0,489.0,83.0,163.0,770.0,135.0,122.0,76.0,0.0621260929590428,0.06605113636363637,0.07448494453248812,0.3738532110091743,0.558282208588957,0.6453900709219859,0.4137055837563452,0.50920245398773,0.6223241590214067,266.0,38.0,87.0,233.0,63.0,70.0,167.0,458.0,208.0,10.0,549.0,49.0,224.0,0.1391941391941392,0.12767584097859327,0.41916167664670656,0.4697986577181208,0.15343203230148048,0.19343696027633853,False,785.0,29.0,325.0,,50.0,146.0,94.0,0.2484709480122324,0.6266094420600858,,0.02217125382262997,25.464,29.0,44.0,12.0,,,3.0,8.0,103.0,296.0,7.0,20.0,35.0,102.0,115.0,45.0,80.0,7.0,20.0,41.0,152.0,38.0,110.0,219.0,126.0,14.0,2.0,294.0,103.0,85.0,3.0,142.0,92.0,50.0,78.0,14.0,36.0,51.0,10.0,46.0,9.0,52.0,,12.0,2.0,22.0,1.0,15.0,4.0,63.0,5.0,1.0,,3.0,,2.0,6.0,4.0,,0.6347826086956522,0.35384615384615387,0.35,0.34545454545454546,0.3560371517027864,0.5625,0.555,0.6239669421487604,0.009230769230769232,0.08646998982706001,0.13496932515337423,0.10778443113772455,0.0030581039755351682,0.010135135135135136,0.01559792027729636,0.07931570762052877,0.021705426356589147,0.016931933626820182,0.03389830508474576,0.0112,0.005128205128205128,0.021321961620469083,0.0471976401179941,0.06481481481481481,0.07236842105263158,0.0962566844919786,0.016611295681063124,0.6666666666666666,0.1,0.41379310344827586,0.41379310344827586,0.9166666666666666,0.22629969418960244,0.34797297297297297,0.3515358361774744,0.6019417475728155,0.44,0.6590909090909091,0.06896551724137931,,,,0.2,0.35,0.7142857142857143,0.02030456852791878,0.375,0.25888324873096447,0.3431372549019608,0.35034013605442177,0.48796891891891897,0.012195121951219513,0.08534531162268388,,,0.022727272727272728,,1.0,,
