EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,FG3APct,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceCorner3FGA,SecondChanceFG3A,Fg3aBlocked,ShootingFouls,Fouls,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,PenaltyAtRimFGA,OffThreePtRebounds,LostBallTurnovers,OffensiveGoaltends,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,FTDefRebounds,DefFTReboundPct,PenaltyAtRimFGM,PtsPutbacks,FTOffRebounds,Steals,LostBallSteals,Loose Ball Fouls Drawn,OffFTReboundPct,OffShortMidRangeReboundPct,PenaltyAtRimAccuracy,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,LongMidRangeAssists,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceArc3FGA,NonShootingPenaltyNonTakeFouls,SecondChanceArc3Frequency,Offensive Fouls,LongMidRangePctAssisted,RecoveredBlocks,BlocksRecoveredPct,on,Corner3FGM,PenaltyCorner3FGM,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassSteals,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,Assisted3sPct,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,StepOutOfBoundsTurnovers,Travels,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Charge Fouls Drawn,Technical Free Throw Trips,HeaveAttempts,Arc3PctBlocked
1628990,1610612764,Chandler Hutchison,Chandler Hutchison,1628990,WAS,578.0,10.0,1,18,18,7,18.0,5.0,36,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,6.0,14,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,7,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.6,0.6666666666666666,1.0,0.25,0.5,25.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.5,0.5,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.25,0.5,1.0,1.0,0.25,0.48519999999999996,0.5595,0.4104,0.2,0.2,0.6666666666666666,0.6666666666666666,8.3,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629067,1610612764,Isaac Bonga,Isaac Bonga,1629067,WAS,549.0,9.0,4,18,18,15,10.0,4.0,36,,,,,,2.0,,,2.0,,,10,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,15,,,,,,,,,,,,0.5,0.5,18.181818181818183,,,,,,,,,,,0.5,,,,,,,0.5,0.4945,,0.5291,,,,,7.6,0.8333333333333334,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629726,1610612764,Garrison Mathews,Garrison Mathews,1629726,WAS,948.0,16.0,-3,31,31,18,18.0,8.0,62,,,,,,,,,,4.0,4.0,27,,,,,,,4.0,4.0,,,,1.0,,1.0,1.0,,,,4.0,5.0,,4.0,18,,,,,,,,,0.3333333333333333,,0.4,,,14.634146341463415,,0.3333333333333333,0.07692307692307693,,,0.3333333333333333,,,,,,,,,,,,1.0,0.48,0.34905,0.451,0.2,,,1.0,,0.5806451612903226,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,,,,1.0,0.5,0.5,0.3333333333333333,0.6666666666666666,24.950000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630216,1610612764,Cassius Winston,Cassius Winston,1630216,WAS,329.0,5.0,-2,10,10,4,10.0,4.0,20,1.0,1.0,,,,,1.0,1.0,2.0,,2.0,10,,,,,,,,,,2.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,,,,4,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,33.333333333333336,0.3333333333333333,,0.2,0.5,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,,,0.6666666666666666,0.5212,,0.471,,,,,9.0,0.4,,,1.0,1.0,1.0,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,1.0,26.2,,,,,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630264,1610612764,Anthony Gill,Anthony Gill,1630264,WAS,1974.0,33.0,-16,68,67,49,38.0,11.0,135,,1.0,,1.0,,1.0,,,2.0,,,77,,1.0,,,,2.0,,,,,1.0,1.0,2.0,3.0,4.0,,1.0,3.0,,,,,49,,,,,,,,,,,,0.5,1.0,7.4074074074074066,0.1111111111111111,0.14285714285714285,0.12,,0.4,,0.3333333333333333,,,,0.3333333333333333,,,,1.0,,,0.6666666666666666,0.52435,,0.4884,,,,,4.15,0.7205882352941176,,,1.0,,1.0,,1.0,,,,,0.3333333333333333,,0.3333333333333333,,,25.5,,,,7.0,7.0,,,,,,,,,,,,,1.0,2.0,1.0,,2.0,,,0.6666666666666666,,0.029411764705882353,,1.0,1.0,1.0,1.0,0.07692307692307693,0.1,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203458,1610612764,Alex Len,Alex Len,203458,WAS,100.0,2.0,2,3,3,3,3.0,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,1.0,1.0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629655,1610612764,Daniel Gafford,Daniel Gafford,1629655,WAS,1000.0,17.0,-13,33,31,23,14.0,6.0,64,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,4.0,2.0,8.0,47,3.0,3.0,,6.0,2.0,3.0,,4.0,2.0,4.0,,,1.0,1.0,4.0,,,,2.0,2.0,1.0,4.0,23,0.3333333333333333,1.0,0.75,1.0,0.6666666666666666,0.75,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,,,12.195121951219512,0.14285714285714285,,0.1111111111111111,,0.25,,0.5,1.0,1.0,0.5,0.5,0.5,0.5,,0.6666666666666666,1.0,0.5,0.5,0.4573499999999999,0.5025999999999999,0.40573333333333333,0.2,0.2,0.75,0.5,4.85,0.696969696969697,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,0.1,0.10526315789473684,,1.0,1.0,,,0.1111111111111111,0.14285714285714285,,0.3333333333333333,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612764,Ish Smith,Ish Smith,202397,WAS,1039.0,17.0,-12,36,36,25,20.0,4.0,72,1.0,2.0,,,1.0,2.0,4.0,3.0,8.0,,9.0,44,,,,,2.0,5.0,,7.0,,6.0,,,2.0,2.0,2.0,,,1.0,1.0,,,7.0,25,,,0.375,,0.4,0.45,,0.5,0.45,,0.5,,,27.5,0.2,,0.14285714285714285,,,,0.2,0.5,0.5,,0.2,0.5,0.5,0.4,,,,0.4,0.4911,,0.5254285714285715,,,,0.7777777777777778,11.774999999999999,0.6944444444444444,,,2.0,2.0,2.0,2.0,2.0,,,,,0.2,,0.2,,0.2857142857142857,26.95,,,,1.0,1.0,,,,,,,,2.0,2.0,,4.0,,,1.0,1.0,,,,,1.0,,,,2.0,,,,,,,0.2857142857142857,,,1.0,,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629060,1610612764,Rui Hachimura,Rui Hachimura,1629060,WAS,462.0,8.0,-4,16,15,11,7.0,2.0,31,,,,,1.0,2.0,1.0,2.0,3.0,2.0,6.0,21,,,,,2.0,3.0,2.0,6.0,2.0,2.0,1.0,,1.0,1.0,2.0,,,1.0,2.0,4.0,1.0,6.0,11,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6,,0.75,0.3333333333333333,0.5,31.57894736842105,0.25,,0.25,1.0,,,,,,,0.6666666666666666,0.5,1.0,0.3333333333333333,,,,,0.4302333333333333,,0.4302333333333333,0.25,0.25,,1.0,10.766666666666666,0.6875,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,0.16666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612764,Raul Neto,Raul Neto,203526,WAS,890.0,15.0,-7,33,31,30,12.0,5.0,64,,2.0,,,1.0,2.0,,1.0,4.0,2.0,4.0,36,,,,,1.0,3.0,2.0,4.0,,2.0,,,1.0,1.0,1.0,,,,1.0,2.0,,4.0,30,,,0.25,,0.3333333333333333,0.14285714285714285,,0.16666666666666666,0.25,,0.2857142857142857,,,20.51282051282051,0.1111111111111111,,0.09090909090909091,,,,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,,,,,0.7142857142857143,0.4439,0.5568,0.44691666666666663,,,,1.0,4.125,0.9090909090909091,,,3.0,3.0,3.0,3.0,3.0,,,,,0.42857142857142855,,0.42857142857142855,,0.5,26.566666666666666,,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,,0.2,,,,,,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
