EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,SecondChanceTurnovers,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,LongMidRangeFGM,PenaltyArc3FGM,PtsUnassisted2s,PtsPutbacks,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,Charge Fouls,Offensive Fouls Drawn,OffFTReboundPct,OffCorner3ReboundPct,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,Arc3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations
1626149,1610612747,Montrezl Harrell,Montrezl Harrell,1626149,LAL,326.0,5,-7.0,12,12,1.0,1.0,24,2.0,2.0,2.0,2.0,4.0,15,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.076923076923077,0.2,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.7645,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627936,1610612747,Alex Caruso,Alex Caruso,1627936,LAL,3201.0,53,-14.0,101,103,30.0,13.0,204,2.0,6.0,3.0,8.0,12.0,120,6.0,,2.0,2.0,,2.0,1.0,,,2.0,7.0,,1.0,1.0,0.375,0.375,0.375,15.517241379310345,,0.09090909090909091,0.044444444444444446,,,0.06666666666666667,0.375,0.3333333333333333,0.4,1.0,0.875,0.5627187499999999,3.075,43.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,8.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,41.0,1.0,1.0,0.25,0.5,0.25,1.0,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.25,0.16666666666666666,0.5,1.0,0.14285714285714285,0.125,0.5,1.0,1.0,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.3125,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4,0.5,0.4,0.5,0.4443,0.5664899999999999,0.3333333333333333,0.4166666666666667,24.75,0.42574257425742573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,3065.0,51,-9.0,101,104,35.0,10.0,205,,3.0,,4.0,5.0,111,,,2.0,12.0,1.0,13.0,1.0,1.0,,1.0,4.0,,,,,0.11538461538461539,0.17857142857142858,13.274336283185843,,0.125,0.2619047619047619,0.019230769230769232,,0.18181818181818182,0.23076923076923078,,,,0.9230769230769231,0.5260576923076923,5.875,24.0,,,,,,,,2.0,,1.0,7.0,1.0,1.0,9.0,,,1.0,2.0,,,,2.0,2.0,3.0,7.0,,2.0,4.0,2.0,10.0,,1.0,1.0,,,,,,2.0,24.0,4.0,1.0,0.1111111111111111,,0.1111111111111111,,,,,0.5,0.3333333333333333,0.6923076923076923,,,,1.0,,,,,,0.15384615384615385,,,,0.5384615384615384,,,,1.0,,,0.5,,0.4611,0.5042249999999999,0.4,0.4,24.811111111111114,0.2376237623762376,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.34615384615384615,0.03333333333333333,0.045454545454545456,0.4,0.45454545454545453,0.07692307692307693,0.14285714285714285,0.14285714285714285,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,8635.0,144,-16.0,280,280,58.0,28.0,560,12.0,20.0,23.0,51.0,87.0,311,32.0,4.0,8.0,26.0,7.0,33.0,3.0,3.0,3.0,6.0,9.0,,0.6956521739130435,0.7272727272727273,0.45098039215686275,0.41935483870967744,0.5308641975308642,27.70700636942675,0.06349206349206349,0.14545454545454545,0.19047619047619047,0.05223880597014925,,0.13043478260869565,0.3225806451612903,0.6,0.631578947368421,0.8333333333333334,0.5,0.508333870967742,8.97843137254902,85.0,2.0,5.0,4.0,8.0,8.0,15.0,,1.0,,,10.0,,2.0,11.0,2.0,6.0,,5.0,7.0,15.0,2.0,7.0,33.0,6.0,10.0,1.0,5.0,13.0,5.0,34.0,,3.0,1.0,5.0,7.0,4.0,3.0,8.0,29.0,83.0,1.0,1.0,0.18181818181818182,0.2857142857142857,0.18181818181818182,0.3333333333333333,0.4666666666666667,0.3333333333333333,0.45454545454545453,0.35714285714285715,0.5517241379310345,0.1774193548387097,0.0196078431372549,0.05,,0.5,0.2222222222222222,0.24193548387096775,0.5333333333333333,0.5333333333333333,0.625,0.016129032258064516,,,,0.16129032258064516,0.8333333333333334,0.4,,,0.36363636363636365,0.5,,,0.5959,0.5496454545454545,0.05747126436781609,0.3793103448275862,25.818181818181824,0.30357142857142855,16.0,2.0,7.0,35.0,1.0,13.0,2.0,8.0,6.0,2.0,3.0,16.0,2.0,1.0,,27.0,2.0,42.0,7.0,5.0,0.3333333333333333,0.22535211267605634,0.04225352112676056,0.05555555555555555,0.17391304347826086,0.3333333333333333,0.25806451612903225,0.2,0.2,1.0,0.3181818181818182,0.2,3.0,2.0,14.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,15.0,1.0,1.0,7.0,0.13636363636363635,0.045454545454545456,0.1111111111111111,0.08333333333333333,0.875,0.1875,0.1875,0.3333333333333333,0.2857142857142857,0.20270270270270271,0.23809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,6382.0,106,14.0,205,205,52.0,22.0,410,13.0,15.0,17.0,24.0,65.0,221,8.0,,10.0,13.0,2.0,15.0,6.0,4.0,4.0,13.0,2.0,,0.23529411764705882,0.23529411764705882,0.7083333333333334,0.6224489795918368,0.6372549019607843,27.705627705627705,,0.25,0.12371134020618557,0.01098901098901099,,0.2647058823529412,0.30612244897959184,0.8666666666666667,0.9285714285714286,0.3076923076923077,0.8163265306122449,0.5349744897959184,6.616666666666667,69.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,22.0,,9.0,25.0,2.0,2.0,,4.0,3.0,5.0,2.0,9.0,14.0,15.0,22.0,2.0,18.0,22.0,14.0,48.0,2.0,9.0,9.0,,,,,,14.0,67.0,,0.5555555555555556,0.36,0.2222222222222222,0.36,1.0,0.6,1.0,0.42857142857142855,1.0,0.4666666666666667,0.5102040816326531,0.08333333333333333,0.06666666666666667,0.25,0.6923076923076923,0.16666666666666666,0.08163265306122448,0.25,0.3333333333333333,,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.4489795918367347,1.0,1.0,,,0.14285714285714285,0.5,0.07142857142857142,1.0,0.5402,0.49353571428571424,0.06153846153846154,0.2153846153846154,26.2,0.33658536585365856,5.0,8.0,8.0,4.0,,2.0,8.0,4.0,2.0,2.0,1.0,2.0,1.0,,,8.0,,5.0,,,0.2,0.03508771929824561,0.02,,0.05263157894736842,,0.10204081632653061,0.36363636363636365,0.36363636363636365,0.5,0.5714285714285714,0.36363636363636365,3.0,1.0,26.0,,,3.0,,,,5.0,1.0,,3.0,,,,,,0.0625,,,0.6,0.6,,0.125,0.058823529411764705,0.11538461538461539,12.0,3.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.07692307692307693,,,,,,,,,,,,,,,,,,True,,,,
203471,1610612747,Dennis Schroder,Dennis Schroder,203471,LAL,6913.0,115,-6.0,225,223,39.0,19.0,448,11.0,13.0,15.0,27.0,61.0,241,14.0,,3.0,7.0,1.0,8.0,6.0,4.0,6.0,9.0,8.0,2.0,0.4666666666666667,0.4666666666666667,0.5555555555555556,0.5357142857142857,0.6,23.69477911646586,,0.06818181818181818,0.0673076923076923,0.009900990099009901,,0.05,0.30952380952380953,0.8461538461538461,0.9166666666666666,0.6363636363636364,0.6666666666666666,0.5205523809523809,7.203703703703703,74.0,,,2.0,2.0,3.0,8.0,,2.0,,1.0,13.0,1.0,5.0,15.0,,1.0,1.0,,4.0,5.0,1.0,3.0,20.0,12.0,13.0,3.0,7.0,11.0,5.0,26.0,2.0,3.0,2.0,4.0,1.0,,1.0,1.0,20.0,72.0,,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.8,,0.6875,,0.8636363636363636,0.35714285714285715,0.1111111111111111,0.07692307692307693,0.25,0.3333333333333333,0.25,0.19047619047619047,0.375,0.5,,0.047619047619047616,,,,0.30952380952380953,,,,0.5,0.25,1.0,0.125,,0.3492,0.5095062499999999,,0.32786885245901637,25.506666666666668,0.3288888888888889,6.0,5.0,2.0,16.0,,9.0,5.0,4.0,4.0,,1.0,4.0,,,,12.0,,20.0,1.0,1.0,,0.06666666666666667,0.017857142857142856,0.022222222222222223,,0.08,0.14285714285714285,0.38461538461538464,0.38461538461538464,0.8,0.25,0.38461538461538464,1.0,1.0,16.0,,,,1.0,1.0,1.0,3.0,1.0,1.0,8.0,,,1.0,,,0.1111111111111111,,1.0,0.16666666666666666,0.16666666666666666,,0.5,0.16326530612244897,0.23529411764705882,3.0,1.0,1.0,,,,,,1.0,1.0,0.06666666666666667,0.5,,,,,,,,,,,,,,True,,,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,5472.0,91,5.0,173,174,36.0,12.0,347,2.0,2.0,3.0,4.0,12.0,189,2.0,,5.0,8.0,1.0,9.0,3.0,2.0,,,10.0,,0.3333333333333333,0.5,0.75,0.28125,0.3235294117647059,8.947368421052632,,0.13513513513513514,0.09411764705882353,0.013333333333333334,,0.125,0.125,1.0,1.0,,0.875,0.5803343750000001,10.95,52.0,1.0,1.0,2.0,2.0,,,1.0,6.0,,,6.0,3.0,1.0,12.0,1.0,1.0,4.0,2.0,3.0,3.0,,1.0,8.0,3.0,6.0,,2.0,3.0,2.0,7.0,1.0,,,3.0,,,,,8.0,50.0,,1.0,0.08333333333333333,,0.08333333333333333,1.0,1.0,0.2,0.75,0.2,0.8,0.75,,,,,0.2,,,,,0.375,0.16666666666666666,0.16666666666666666,1.0,0.375,0.2,1.0,,0.6,0.5,1.0,,,0.538875,0.6148874999999999,0.16666666666666666,0.6666666666666666,24.59166666666667,0.30057803468208094,2.0,,1.0,3.0,,2.0,,1.0,1.0,,1.0,3.0,,,1.0,2.0,,3.0,1.0,,,0.0625,0.025,0.03125,,0.043478260869565216,0.125,,,,0.25,,1.0,,4.0,2.0,,,,,,,,1.0,,,,,,,0.15384615384615385,,,0.5,0.5,1.0,,,,,,,,,1.0,,,,,,,1.0,0.2,,,,,,,,,,,,True,,,,
1629659,1610612747,Talen Horton-Tucker,Talen Horton-Tucker,1629659,LAL,397.0,7,-9.0,13,14,,,27,,,,1.0,,14,,,,,,,,,1.0,1.0,,,,,,,,30.769230769230766,,,,,,,,,,,0.6666666666666666,0.5248,6.9,3.0,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.6666666666666666,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,0.4188,,,24.8,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201188,1610612747,Marc Gasol,Marc Gasol,201188,LAL,2808.0,47,-27.0,89,88,21.0,8.0,177,1.0,1.0,1.0,1.0,8.0,109,,2.0,2.0,6.0,2.0,8.0,3.0,3.0,1.0,2.0,5.0,,,,1.0,0.6666666666666666,0.6666666666666666,8.247422680412372,0.08,0.125,0.17647058823529413,0.0392156862745098,,0.09090909090909091,0.16666666666666666,1.0,1.0,,1.0,0.5568166666666666,,27.0,1.0,1.0,,,,,,,,,5.0,,2.0,5.0,1.0,1.0,,2.0,,,1.0,2.0,3.0,6.0,5.0,,3.0,5.0,1.0,12.0,,1.0,,,1.0,,1.0,1.0,3.0,27.0,,1.0,0.4,0.5,0.4,1.0,,1.0,0.75,1.0,0.75,0.8333333333333334,,,,0.5,0.2,,,,,,,,,0.8333333333333334,1.0,1.0,,,,,,,0.661,0.52335,0.25,0.375,25.860000000000003,0.30337078651685395,,2.0,2.0,,,,2.0,2.0,2.0,,,4.0,,,,3.0,1.0,,,,,0.2222222222222222,,,0.2222222222222222,0.25,,0.4,0.4,1.0,1.0,0.4,,1.0,2.0,2.0,,1.0,,1.0,,1.0,,,,,,1.0,0.08333333333333333,0.09090909090909091,,,1.0,,,,0.5,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,
202083,1610612747,Wesley Matthews,Wesley Matthews,202083,LAL,1894.0,32,-12.0,65,63,7.0,11.0,128,1.0,1.0,1.0,1.0,14.0,78,2.0,,,,1.0,1.0,,,,,5.0,,1.0,1.0,1.0,0.7,0.7,12.987012987012987,,,,0.030303030303030304,,,0.1,1.0,1.0,1.0,1.0,0.58014,2.0,25.0,,,,,,,1.0,4.0,,1.0,5.0,1.0,4.0,9.0,,,2.0,6.0,,,,1.0,,12.0,5.0,,,,,,,,,2.0,,,,,,25.0,1.0,1.0,0.4444444444444444,,0.4444444444444444,,,1.5,,1.5,,0.9,,,,,,,,,,0.4,0.25,0.25,1.0,0.5,,,,0.5,,,1.0,,0.6489,0.59805,0.42857142857142855,,25.066666666666666,0.38461538461538464,,3.0,,,,,3.0,,,,1.0,,,,,1.0,,,,,,,0.05555555555555555,0.07692307692307693,,,,0.6,0.6,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.5,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,
