EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyPoints,LongMidRangeAssists,SelfOReb,Travels,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,SecondChanceCorner3FGA,FtPoints,ShortMidRangeAssists,FTA,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,LongMidRangePctAssisted,SecondChanceCorner3Frequency,Corner3Assists,on,Offensive Fouls Drawn,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,PenaltyTurnovers,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,PenaltyFtPoints,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Charge Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Corner3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceFtPoints,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Technical Free Throw Trips
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,1330.0,22,9.0,50,49,6.0,33.0,10.0,99,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,6.0,8.0,41.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,0.5,0.3333333333333333,0.3333333333333333,0.25,0.4,0.4,0.6,18.0327868852459,1.0,0.2222222222222222,0.08333333333333333,0.14285714285714285,0.25,0.5,0.5,0.2,0.5,0.5,0.2,0.3,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,0.3333333333333333,0.5,0.6,0.3333333333333333,0.42379999999999995,0.24835,12.75,25.616666666666664,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628455,1610612751,Mike James,Mike James,1628455,BKN,307.0,5,2.0,12,12,,11.0,1.0,24,2.0,3.0,1.0,,,,1.0,,3.0,4.0,,1.0,6.0,11.0,,,6.0,,,1.0,,,1.0,1.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,0.75,0.6,0.6,0.2,33.333333333333336,,,0.25,0.16666666666666666,,,,0.6,0.6666666666666666,0.6666666666666666,0.2,,,,,0.2,,,,0.2,,0.417,,10.25,28.6,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628993,1610612751,Alize Johnson,Alize Johnson,1628993,BKN,1330.0,22,9.0,50,49,6.0,33.0,10.0,99,1.0,2.0,,,,,,,4.0,7.0,,,8.0,41.0,,,6.0,,,,,,,,,,,4.0,5.0,10.0,13.0,1.0,,3.0,,1.0,6.0,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,16.39344262295082,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.42857142857142855,0.25,0.5,,0.2857142857142857,0.5,1.0,,,,,,,,,,0.7142857142857143,,0.6087857142857143,,2.6714285714285717,,0.12,,0.4,,,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,0.3333333333333333,0.5,0.5,0.5,0.2857142857142857,0.2,0.5,0.5,0.14285714285714285,0.07692307692307693,0.1111111111111111,0.16666666666666666,0.25,0.25,1.0,0.7142857142857143,0.6,0.75,0.3333333333333333,0.5,0.427,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629617,1610612751,Reggie Perry,Reggie Perry,1629617,BKN,1330.0,22,9.0,50,49,6.0,33.0,10.0,99,1.0,3.0,,,1.0,2.0,4.0,,5.0,8.0,2.0,5.0,16.0,41.0,1.0,,4.0,6.0,,4.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,6.0,1.0,,3.0,2.0,4.0,6.0,1.0,0.4,0.4,0.625,0.6153846153846154,0.6153846153846154,0.38461538461538464,26.229508196721312,0.3333333333333333,0.1111111111111111,0.08333333333333333,0.09523809523809523,0.25,,,0.23076923076923078,0.3333333333333333,0.5,,0.07692307692307693,,,,0.3076923076923077,0.5,0.5,,0.7692307692307693,0.5,0.4719576923076923,0.4287,3.5875,25.2,0.12,,0.1,,,4.0,5.0,4.0,4.0,5.0,11.0,6.0,4.0,1.0,2.0,2.0,,4.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,0.6,1.0,0.8,0.7857142857142857,0.7857142857142857,0.125,,0.3333333333333333,,0.14285714285714285,0.15384615384615385,0.14814814814814814,0.16666666666666666,,,,0.38461538461538464,0.8,0.8,0.5,0.5714285714285714,0.41441,0.6875,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.25,0.2222222222222222,0.2,1.0,1.0,0.75,0.3333333333333333,0.2857142857142857,0.5,1.0,1.0,1.0,0.125,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204020,1610612751,Tyler Johnson,Tyler Johnson,204020,BKN,1330.0,22,9.0,50,49,6.0,33.0,10.0,99,,,3.0,,1.0,1.0,4.0,,1.0,3.0,1.0,5.0,7.0,41.0,,,,3.0,,4.0,1.0,3.0,1.0,4.0,1.0,2.0,9.0,1.0,,1.0,2.0,,,,,1.0,6.0,1.0,0.2,0.2,0.3333333333333333,0.3125,0.4375,0.625,13.114754098360656,,,0.08333333333333333,0.047619047619047616,,,0.5,,,,0.375,0.125,,,,0.5,0.25,0.25,,0.625,0.25,0.43161875,,17.5,25.32,0.12,1.0,,0.3333333333333333,0.5,,,,,,,2.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,0.3333333333333333,,,,0.07142857142857142,,0.037037037037037035,,,,,,,,,,0.63855,,,,,,,,1.0,,,,,,,,,,,,0.25,,,,1.0,,,,,,,,,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629185,1610612751,Chris Chiozza,Chris Chiozza,1629185,BKN,1023.0,17,7.0,38,37,6.0,22.0,9.0,75,1.0,2.0,1.0,,,1.0,3.0,,1.0,4.0,1.0,3.0,5.0,30.0,2.0,,2.0,,3.0,3.0,1.0,,1.0,1.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,,0.3333333333333333,0.3333333333333333,0.25,0.35714285714285715,0.35714285714285715,0.42857142857142855,17.391304347826086,1.0,,0.125,0.06666666666666667,,,,0.2857142857142857,0.5,0.5,0.14285714285714285,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.5714285714285714,0.3333333333333333,0.4742285714285714,0.52215,12.175,26.46666666666667,0.15789473684210525,,0.14285714285714285,,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,0.25,1.0,,,,,,,,,,0.14285714285714285,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,142.0,2,3.0,5,4,4.0,3.0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628455,1610612751,Mike James,Mike James,1628455,BKN,5854.0,98,19.0,199,194,50.0,67.0,12.0,393,5.0,11.0,3.0,,1.0,5.0,14.0,3.0,6.0,23.0,5.0,15.0,27.0,177.0,5.0,3.0,8.0,6.0,9.0,14.0,5.0,5.0,6.0,11.0,5.0,1.0,28.0,8.0,5.0,13.0,15.0,3.0,1.0,3.0,3.0,6.0,50.0,0.4,0.3333333333333333,0.3333333333333333,0.2608695652173913,0.35526315789473684,0.35526315789473684,0.39473684210526316,19.248826291079812,1.0,0.09433962264150944,0.19047619047619047,0.1368421052631579,0.05555555555555555,0.09090909090909091,0.25,0.2894736842105263,0.45454545454545453,0.45454545454545453,0.07894736842105263,0.02631578947368421,,,,0.3684210526315789,0.35714285714285715,0.4166666666666667,0.375,0.631578947368421,0.35714285714285715,0.4828697368421052,0.43553125,7.552173913043478,26.133333333333333,0.25125628140703515,,0.17647058823529413,,,1.0,9.0,,,2.0,,4.0,,2.0,2.0,,,2.0,2.0,2.0,,2.0,,,,,1.0,,0.3333333333333333,0.3333333333333333,,,,0.08695652173913043,0.1111111111111111,,,,0.043478260869565216,0.0196078431372549,,,0.125,0.125,0.23684210526315788,0.1111111111111111,0.125,1.0,,0.3214,,,,1.0,,1.0,,1.0,1.0,5.0,1.0,,,,5.0,,0.2,0.3125,0.3125,,0.02631578947368421,,0.2,0.4,,,0.3333333333333333,,,0.125,,0.18518518518518517,,,3.0,,1.0,0.3333333333333333,,,1.0,False,,1.0,1.0,2.0,1.0,0.3333333333333333,0.13333333333333333,0.14285714285714285,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628993,1610612751,Alize Johnson,Alize Johnson,1628993,BKN,31.0,1,3.0,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629651,1610612751,Nicolas Claxton,Nicolas Claxton,1629651,BKN,7771.0,130,11.0,248,256,75.0,79.0,24.0,504,3.0,11.0,,,,,,,14.0,29.0,,,30.0,286.0,3.0,,6.0,,,,,3.0,4.0,7.0,3.0,,18.0,6.0,12.0,19.0,33.0,1.0,,4.0,9.0,20.0,75.0,,,,0.4827586206896552,0.4827586206896552,0.5,,12.318840579710146,0.25,0.17391304347826086,0.10909090909090909,0.14516129032258066,0.08,0.125,0.15384615384615385,0.3793103448275862,0.2727272727272727,0.3333333333333333,,,,,,,,,,0.6206896551724138,,0.5707724137931034,0.7131333333333334,2.996551724137931,,0.3024193548387097,,0.09523809523809523,,,11.0,18.0,6.0,4.0,7.0,8.0,22.0,6.0,4.0,5.0,9.0,1.0,14.0,4.0,1.0,3.0,1.0,3.0,,,1.0,8.0,1.0,0.7857142857142857,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.13793103448275862,0.1111111111111111,0.18181818181818182,0.1111111111111111,0.13043478260869565,0.09615384615384616,0.11570247933884298,0.13333333333333333,0.07142857142857142,,0.2857142857142857,0.6206896551724138,0.6111111111111112,0.6875,0.7272727272727273,0.8571428571428571,0.7117166666666667,0.26666666666666666,4.0,2.0,3.0,,,,,2.0,6.0,,1.0,,,6.0,,0.6666666666666666,0.6666666666666666,0.75,0.16,0.11363636363636363,0.1,1.0,,0.6666666666666666,0.25,,,,1.0,0.6666666666666666,0.2,,2.0,3.0,3.0,,,,,1.0,False,2.0,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,12.0,7.0,1.0,4.0,12.0,7.0,1.0,1.0,0.5833333333333334,0.034482758620689655,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,
