EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,PenaltyFG2A,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,LostBallSteals,BadPassTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefCorner3ReboundPct,PenaltyAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyFG2M,PtsAssisted2s,OffTwoPtRebounds,SelfOReb,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,DefTwoPtRebounds,DefensiveGoaltends,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceFtPoints,on,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,Travels,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,FTOffRebounds,Offensive Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,SecondChanceAtRimPctAssisted,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveAttempts,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,Technical Free Throw Trips
1626253,1610612749,Axel Toupane,Axel Toupane,1626253,MIL,174.0,3,-7.0,6,6,4,4,12,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10,1.0,1.0,3.0,3.0,3.0,4,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,16.666666666666668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6327,0.6327,1.0,23.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627854,1610612749,Bryn Forbes,Bryn Forbes,1627854,MIL,298.0,5,-7.0,13,11,13,2,24,,1.0,,1.0,,2.0,,12,,2.0,,,,12,,,,,,,,,0.6666666666666666,30.769230769230766,0.3333333333333333,,,,0.3333333333333333,,0.6666666666666666,0.4709666666666667,0.4709666666666667,,25.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628382,1610612749,Justin Jackson,Justin Jackson,1628382,MIL,886.0,15,-7.0,35,33,17,15,68,,,,,,2.0,6.0,29,,,,,,16,,,,,0.6,,0.6,,0.4,15.0,,,,,,,0.8,0.52366,,,27.7,0.4857142857142857,,2.0,,3.0,,2.0,,1.0,,2.0,,,1.0,,,,0.4,,3.033333333333333,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.14285714285714285,0.0625,0.07142857142857142,0.16666666666666666,0.14285714285714285,0.4,1.0,1.0,0.2,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630241,1610612749,Sam Merrill,Sam Merrill,1630241,MIL,656.0,11,-3.0,25,24,7,13,49,,,,,,3.0,2.0,23,,,,,,7,,,,,0.2,,0.2,,0.6,20.0,,,,,,,0.8,0.5369400000000001,,,27.46666666666667,0.28,1.0,3.0,,2.0,,3.0,,,,,1.0,,1.0,,1.0,0.2,0.6,,7.2,5.0,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,2.0,1.0,,,,0.5,1.0,1.0,1.0,,0.16666666666666666,,0.09090909090909091,0.16666666666666666,,0.2,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203648,1610612749,Thanasis Antetokounmpo,Thanasis Antetokounmpo,203648,MIL,614.0,10,-2.0,25,24,16,6,49,,,,,,,4.0,19,,,2.0,,,15,,,,,,,0.6666666666666666,0.5,,15.384615384615383,,,,,,,1.0,0.5601,0.5601,0.5,,0.64,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,2.3,1.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,0.125,,0.07142857142857142,,,,1.0,,,,,,,,,,,1.0,,1.0,2.0,,,,1.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629091,1610612749,Elijah Bryant,Elijah Bryant,1629091,MIL,818.0,14,-4.0,32,31,14,15,63,,,,,,,6.0,23,,,2.0,,2.0,13,,,,,0.6,1.0,0.6,1.0,,16.216216216216218,,,,,,,0.6,0.52966,0.3397,0.3333333333333333,,0.4375,,,,5.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,5.840000000000001,5.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,,,,4.0,4.0,1.0,5.0,1.0,,,,,0.6,1.0,1.0,1.0,0.4444444444444444,,0.26666666666666666,0.07692307692307693,,0.5,0.6,0.6666666666666666,0.6666666666666666,0.4,0.5,0.5,0.3333333333333333,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.14285714285714285,1.0,0.5,1.0,0.5,1.0,0.5162,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629603,1610612749,Mamadi Diakite,Mamadi Diakite,1629603,MIL,780.0,13,-2.0,31,29,13,13,60,,,,,,,,21,,,,,,12,,,,,,,,,,5.555555555555555,,,,,,,1.0,0.6317,,,,0.41935483870967744,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,1.4,5.0,,1.0,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,0.26666666666666666,,,,1.0,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629670,1610612749,Jordan Nwora,Jordan Nwora,1629670,MIL,204.0,3,-3.0,8,7,1,7,15,,,,,,,1.0,8,,,,,,1,,,,,,,0.25,,,25.0,,,,,,,,0.4135,,,,0.125,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,17.0,4.0,,,,,,,,1.0,,,,2.0,,,2.0,2.0,,,,,,,,,0.5,,0.6666666666666666,,0.4,0.6666666666666666,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,2.0,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,21972.0,366,69.0,739,734,256,179,1473,11.0,25.0,6.0,11.0,18.0,52.0,176.0,826,8.0,23.0,57.0,54.0,57.0,256,1.0,0.34615384615384615,0.34782608695652173,0.34615384615384615,0.5231788079470199,0.5185185185185185,0.5432098765432098,0.5089285714285714,0.3443708609271523,19.296254256526673,0.16556291390728478,0.44,0.4583333333333333,1.0,0.2037037037037037,0.5454545454545454,0.6423841059602649,0.520487748344371,0.5228759259259259,0.32386363636363635,24.773076923076925,0.34641407307171856,13.0,27.0,12.0,99.0,31.0,27.0,6.0,12.0,3.0,30.0,2.0,1.0,9.0,4.0,0.2222222222222222,0.08609271523178808,0.17880794701986755,0.2222222222222222,6.27979797979798,111.0,30.0,45.0,16.0,41.0,52.0,15.0,26.0,43.0,44.0,6.0,4.0,15.0,36.0,67.0,33.0,100.0,14.0,6.0,7.0,1.0,1.0,0.5252525252525253,0.5769230769230769,0.609375,0.6323529411764706,0.22085889570552147,0.08620689655172414,0.1864406779661017,0.09016393442622951,0.0859375,0.22857142857142856,0.2980132450331126,0.6666666666666666,0.75,0.271523178807947,0.3902439024390244,0.45714285714285713,0.24431818181818182,14.0,21.0,24.0,8.0,1.0,16.0,31.0,20.0,,0.65625,0.6666666666666666,14.0,18.0,1.0,4.0,25.0,11.0,2.0,7.0,5.0,7.0,0.17391304347826086,0.25925925925925924,0.075,0.102803738317757,9.0,16.0,60.0,18.0,4.0,3.0,0.5769230769230769,0.75,0.5161290322580645,0.09375,0.11224489795918367,0.05970149253731343,0.42857142857142855,0.4,0.6428571428571429,0.6364055555555556,30.0,1.0,0.15706806282722513,0.16363636363636364,0.16883116883116883,0.13559322033898305,4.0,False,6.0,2.0,4.0,7.0,1.0,2.0,2.0,3.0,6.0,7.0,11.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,0.5,0.019230769230769232,0.1111111111111111,0.1111111111111111,0.14634146341463414,0.04,0.09090909090909091,0.078125,0.06666666666666667,0.08695652173913043,0.75,0.46153846153846156,0.46153846153846156,1.0,0.25925925925925924,0.25925925925925924,1.0,0.125,0.5,1.0,0.0625,0.5,1.0,0.16666666666666666,0.25925925925925924,0.018867924528301886,,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,32749.0,546,41.0,1078,1094,372,295,2172,15.0,29.0,6.0,9.0,37.0,95.0,158.0,1218,13.0,30.0,50.0,111.0,48.0,366,1.0,0.3894736842105263,0.43333333333333335,0.3894736842105263,0.6176470588235294,0.6617647058823529,0.6370967741935484,0.6756756756756757,0.7983193277310925,10.785091197462332,0.24369747899159663,0.5172413793103449,0.5172413793103449,1.0,0.2647058823529412,0.6666666666666666,0.9663865546218487,0.558525630252101,0.5491323529411765,0.31645569620253167,25.70631578947369,0.3450834879406308,,66.0,21.0,24.0,4.0,66.0,9.0,20.0,3.0,49.0,9.0,2.0,12.0,5.0,0.75,,0.5546218487394958,0.6176470588235294,2.4208333333333334,158.0,15.0,20.0,3.0,4.0,18.0,7.0,8.0,20.0,12.0,11.0,8.0,21.0,26.0,72.0,29.0,101.0,10.0,8.0,3.0,,3.0,0.75,0.875,0.6666666666666666,0.6666666666666666,0.1092436974789916,0.08267716535433071,0.13745019920318724,0.05273069679849341,0.07537688442211055,0.11442786069651742,0.16806722689075632,0.75,0.8823529411764706,0.03361344537815126,0.75,0.75,0.12658227848101267,5.0,6.0,10.0,2.0,7.0,23.0,38.0,17.0,1.0,0.4,0.8333333333333334,2.0,11.0,5.0,4.0,13.0,6.0,2.0,6.0,2.0,6.0,0.08108108108108109,0.058823529411764705,0.04918032786885246,0.2222222222222222,2.0,3.0,24.0,7.0,2.0,4.0,0.6666666666666666,0.9230769230769231,0.75,0.02527075812274368,0.03076923076923077,0.03278688524590164,0.6666666666666666,0.6666666666666666,1.0,0.5114937500000001,43.0,,0.16287878787878787,0.13253012048192772,0.17857142857142858,0.17391304347826086,,False,,1.0,2.0,22.0,1.0,5.0,7.0,2.0,7.0,22.0,3.0,,6.0,1.0,3.0,2.0,,1.0,2.0,3.0,,2.0,,3.0,1.0,0.2857142857142857,,0.125,0.15,,,0.15789473684210525,0.02127659574468085,0.018867924528301886,0.10909090909090909,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,1.0,0.13333333333333333,0.5,1.0,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,,2.0,1.0,5.0,2.0,0.025,0.2,,,,,,,,,,,,,,
