EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Arc3FGA,FG3A,NonHeaveArc3FGA,FTDefRebounds,FG3APct,DefFTReboundPct,Arc3Frequency,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,Technical Free Throw Trips,SecondChanceArc3Frequency,PenaltyArc3Frequency,Blocked2s,BlockedAtRim,Blocks,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Fg3aBlocked,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyTurnovers,Charge Fouls,OffThreePtRebounds,Steals,LostBallSteals,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Arc3PctBlocked,on,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTOffRebounds,BadPassSteals,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Offensive Fouls Drawn,SecondChanceArc3FGM,SecondChanceFG3M,ShortMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,Travels,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,OffensiveGoaltends
1628990,1610612764,Chandler Hutchison,Chandler Hutchison,1628990,WAS,1088.0,18,-15.0,36,36,8.0,32.0,9.0,72,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,6.0,38.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0,0.5,0.5,0.4,0.5,1.0,0.4,0.5,1.0,0.5,0.6666666666666666,1.0,0.2,0.3333333333333333,14.893617021276597,0.2,0.3333333333333333,0.23076923076923078,0.25,0.5,0.3333333333333333,0.2,1.0,1.0,1.0,0.6,0.3333333333333333,0.5,0.2,0.5,1.0,1.0,0.2,0.46055999999999997,0.5595,0.4104,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,7.62,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629060,1610612764,Rui Hachimura,Rui Hachimura,1629060,WAS,221.0,4,-10.0,7,9,,6.0,3.0,16,,,,,,,1.0,,1.0,,,12.0,,,,,,,,,,,1.0,,,,,,2.0,2.0,3.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,27.272727272727273,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,0.4497,,,,,,,16.6,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201566,1610612764,Russell Westbrook,Russell Westbrook,201566,WAS,299.0,5,-6.0,11,9,1.0,6.0,2.0,20,,,,,,1.0,,,1.0,1.0,1.0,11.0,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,1.0,,,1.0,2.0,1.0,,1.0,,,,,,,,,0.16666666666666666,,,,,28.57142857142857,,1.0,0.3333333333333333,,,1.0,,,,,0.5,,,,,,,0.5,0.462275,,,0.3333333333333333,0.5,,,8.2,0.09090909090909091,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612764,Ish Smith,Ish Smith,202397,WAS,642.0,11,-15.0,22,23,,19.0,5.0,45,1.0,2.0,,,1.0,3.0,1.0,3.0,6.0,,6.0,27.0,,,,,,,,,,6.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,0.5,,,0.5,,,0.5,,,,,24.999999999999996,,,,,,,0.3333333333333333,0.5,0.5,,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,0.3333333333333333,0.48875,,,,,,,7.233333333333333,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,282.0,5,-13.0,10,11,1.0,8.0,3.0,21,,1.0,,,,3.0,,,4.0,,,16.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,0.5,0.6666666666666666,42.857142857142854,,,,,,,0.16666666666666666,,,,0.5,,,,,,,0.5,0.4241416666666667,0.45265,0.2997,,,,,9.375,0.1,,,,,,,,,,,,,2.0,2.0,2.0,,0.3333333333333333,,0.3333333333333333,26.5,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201577,1610612764,Robin Lopez,Robin Lopez,201577,WAS,167.0,3,-7.0,6,6,1.0,6.0,2.0,12,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612764,Raul Neto,Raul Neto,203526,WAS,34.0,1,,1,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629067,1610612764,Isaac Bonga,Isaac Bonga,1629067,WAS,325.0,5,4.0,10,10,7.0,10.0,3.0,20,,,,,,2.0,,,2.0,,,3.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,0.5,0.5,23.076923076923077,,,,,,,,,,,0.6666666666666666,,,,,,,0.3333333333333333,0.4526833333333333,,0.483675,,,,,7.6,0.7,,,,,,,,,,,,,1.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,27.2,,,,,1.0,,1.0,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629726,1610612764,Garrison Mathews,Garrison Mathews,1629726,WAS,578.0,10,1.0,18,18,7.0,18.0,5.0,36,,,,,,,,,,1.0,1.0,14.0,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,2.0,2.0,,1.0,7.0,,,,,,,,,0.16666666666666666,,0.25,,,12.5,,0.5,0.125,,,0.5,,,,,,,,,,,,1.0,0.458025,0.34905,0.34905,,,,1.0,,0.3888888888888889,,,,,,,,,,,,,,2.0,,,1.0,,,23.3,,,,,,1.0,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630216,1610612764,Cassius Winston,Cassius Winston,1630216,WAS,329.0,5,-2.0,10,10,4.0,10.0,4.0,20,1.0,1.0,,,,,1.0,1.0,2.0,,2.0,10.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,,,,,4.0,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,33.333333333333336,0.3333333333333333,,0.2,0.5,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,,,0.6666666666666666,0.5212,,0.471,,,,,9.0,0.4,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,0.2,0.125,0.5,,1.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,26.2,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
