EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,AtRimAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallTurnovers,ShootingFouls,Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,FTDefRebounds,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,Corner3Assists,Technical Free Throw Trips,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeAssists,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,on,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,LostBallSteals,DeadBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,Fg2aBlocked,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffLongMidRangeReboundPct,Fg3aBlocked,FTOffRebounds,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,HeaveMakes,BadPassOutOfBoundsTurnovers,Charge Fouls,DefensiveGoaltends,OffCorner3ReboundPct,Travels,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,Corner3PctBlocked
200765,1610612746,Rajon Rondo,Rajon Rondo,200765,LAC,889.0,15,15,26,26,7,3,1.0,52,1.0,1.0,1.0,1.0,1.0,3.0,28,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7,1.0,1.0,0.75,11.11111111111111,1.0,0.3333333333333333,0.125,0.21428571428571427,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,1.0,0.6665,0.5,0.5,1.7,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201586,1610612746,Serge Ibaka,Serge Ibaka,201586,LAC,1102.0,18,17,32,33,12,10,1.0,65,2.0,3.0,3.0,4.0,4.0,10.0,37,2.0,1.0,1.0,2.0,1.0,,5.0,2.0,1.0,3,4,1.0,,1.0,,2.0,4.0,1.0,12,0.75,0.5,0.625,27.27272727272727,1.0,0.1,0.2222222222222222,0.15789473684210525,,,0.125,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5251750000000001,0.14285714285714285,0.2,3.375,0.375,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.5293,0.457675,0.2,0.4,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201587,1610612746,Nicolas Batum,Nicolas Batum,201587,LAC,1102.0,18,17,32,33,12,10,1.0,65,1.0,1.0,2.0,2.0,1.0,11.0,37,,,,,,,,1.0,,2,2,,,,,1.0,1.0,1.0,12,1.0,1.25,1.375,12.121212121212121,,,0.1111111111111111,0.05263157894736842,,,0.125,0.25,1.0,1.0,0.75,0.4677375,0.25,0.5,3.6,0.375,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,3.0,4.0,,1.0,,,,,1.0,1.0,,,,,,,,,,3.0,,1.0,1.0,,,,1.5,,1.5,0.5,,,,,,,,1.0,0.25,1.0,1.0,1.0,0.25,,,,,0.57975,,0.2727272727272727,24.799999999999997,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202331,1610612746,Paul George,Paul George,202331,LAC,884.0,15,11,24,26,5,9,1.0,50,1.0,1.0,1.0,1.0,1.0,9.0,31,2.0,1.0,1.0,2.0,,,5.0,,2.0,3,3,,,,,,1.0,,5,1.0,1.0,1.0,16.0,,0.25,,0.125,0.3333333333333333,,,0.25,1.0,1.0,1.0,0.5471375,,,2.1,0.20833333333333334,,,,,3.0,,3.0,,,,,,,,,,,3.0,1.0,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,0.75,,,,0.3333333333333333,,,,,,,,,0.75,,,,,,,,25.666666666666668,,,,,2.0,2.0,,3.0,2.0,1.0,,0.5,0.6666666666666666,,0.6666666666666666,0.5,,,,,0.6666666666666666,0.6666666666666666,0.5,,,0.6666666666666666,3.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202695,1610612746,Kawhi Leonard,Kawhi Leonard,202695,LAC,536.0,9,8,17,17,12,10,,34,,,3.0,4.0,5.0,14.0,20,2.0,,1.0,1.0,,,3.0,1.0,2.0,3,3,,,,,3.0,6.0,2.0,12,0.75,0.75,0.7777777777777778,52.94117647058823,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,0.3333333333333333,,,,0.3333333333333333,0.461425,0.25,0.3333333333333333,13.100000000000001,0.7058823529411765,,,1.0,2.0,1.0,,2.0,,,,2.0,3.0,1.0,5.0,12.0,4.0,,1.0,,,,,,,,,,1.0,,,,,,12.0,1.0,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,0.875,,0.8571428571428571,0.3333333333333333,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,,,,,0.4636125,,0.8571428571428571,24.8,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,,,,1.0,0.5,1.0,0.5,,0.16666666666666666,1.0,1.0,1.0,,,,0.25,1.0,,,1.0,,2.0,2.0,0.3333333333333333,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202704,1610612746,Reggie Jackson,Reggie Jackson,202704,LAC,997.0,17,17,29,30,12,8,1.0,59,1.0,1.0,2.0,3.0,,7.0,32,4.0,3.0,,3.0,,2.0,6.0,1.0,,1,1,,,,,,,,12,0.6666666666666666,0.875,0.875,13.333333333333334,,,0.125,0.05555555555555555,,,0.14285714285714285,0.25,1.0,1.0,0.5,0.481375,,,11.533333333333333,0.41379310344827586,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,2.0,,,1.0,,,,,,,,1.0,3.0,,,,,,,2.0,,,,,1.0,,1.0,,1.0,0.25,,,,,,,,,0.25,1.0,1.0,,0.25,,,,,0.5596,,0.2857142857142857,26.8,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,3.0,,,,1.0,0.25,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627812,1610612746,Yogi Ferrell,Yogi Ferrell,1627812,LAC,870.0,14,-2,29,29,20,20,3.0,58,,,2.0,4.0,,4.0,27,2.0,1.0,2.0,3.0,1.0,,8.0,2.0,1.0,3,3,,,,,,,,20,0.5,0.4,0.4,15.625,,0.25,0.2857142857142857,0.2727272727272727,0.3333333333333333,,0.2,,,,0.2,0.41611000000000004,,,16.325,0.6896551724137931,,,1.0,1.0,1.0,1.0,1.0,,,,2.0,3.0,1.0,,4.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,4.0,,0.5,0.5,,0.6666666666666666,,0.5,,0.5,0.2,,,,,0.5,,,,0.2,1.0,1.0,1.0,0.2,,,0.25,,0.42088749999999997,,1.0,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,0.6,0.3333333333333333,0.3333333333333333,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628379,1610612746,Luke Kennard,Luke Kennard,1628379,LAC,13161.0,219,18,425,416,134,121,45.0,841,2.0,2.0,10.0,14.0,1.0,84.0,474,8.0,4.0,3.0,7.0,3.0,,17.0,3.0,6.0,9,14,2.0,2.0,3.0,,6.0,2.0,1.0,131,0.7142857142857143,0.6384615384615384,0.6461538461538462,14.255765199161427,0.6666666666666666,0.061855670103092786,0.02727272727272727,0.043478260869565216,0.03333333333333333,,0.03614457831325301,0.03076923076923077,1.0,1.0,0.8153846153846154,0.5260192307692307,0.03076923076923077,0.07142857142857142,9.87857142857143,0.31529411764705884,1.0,1.0,4.0,8.0,32.0,7.0,51.0,3.0,3.0,9.0,3.0,4.0,14.0,,24.0,12.0,,32.0,3.0,1.0,5.0,,2.0,1.0,,5.0,15.0,,,,,,,24.0,,0.6,0.6,1.0,0.75,0.6428571428571429,0.6666666666666666,0.6428571428571429,0.6666666666666666,0.7846153846153846,0.011111111111111112,0.024509803921568627,0.030303030303030304,0.10416666666666667,,,,1.0,0.12307692307692308,0.5,0.5,0.25,0.49230769230769234,0.14285714285714285,1.0,0.3888888888888889,0.5595500000000001,0.5232527777777778,0.10714285714285714,0.2857142857142857,25.282352941176473,10.0,19.0,5.0,7.0,11.0,21.0,6.0,54.0,11.0,,1.0,0.8571428571428571,0.4117647058823529,0.42857142857142855,0.4117647058823529,,0.2923076923076923,0.5263157894736842,0.5263157894736842,0.8,0.34375,0.34375,0.9090909090909091,0.3888888888888889,0.7142857142857143,0.34375,9.0,,,4.0,4.0,0.06153846153846154,1.0,1.0,0.75,,,1.0,,,False,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.25,0.03508771929824561,0.05194805194805195,1.0,0.5714285714285714,0.25,1.0,0.14285714285714285,0.0196078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629599,1610612746,Amir Coffey,Amir Coffey,1629599,LAC,971.0,16,-4,31,33,20,24,3.0,64,1.0,1.0,2.0,3.0,,7.0,31,2.0,1.0,,1.0,,1.0,2.0,2.0,,2,2,1.0,,1.0,,,1.0,,20,0.6666666666666666,0.875,0.875,14.705882352941176,1.0,,0.2222222222222222,0.13333333333333333,,,0.14285714285714285,0.25,1.0,1.0,0.5,0.4440875,,,9.7,0.6451612903225806,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,0.5,0.5,,,,,,,0.25,,,,,0.5,,,1.0,0.25,1.0,1.0,,0.25,,,,,0.4293,,,24.0,,,,,1.0,1.0,,3.0,1.0,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,0.25,,,,,,,,,False,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,22655.0,378,103,717,736,212,205,66.0,1453,31.0,41.0,38.0,67.0,20.0,144.0,813,46.0,5.0,9.0,14.0,6.0,,37.0,18.0,17.0,35,52,3.0,2.0,4.0,,28.0,28.0,12.0,208,0.5671641791044776,0.5961538461538461,0.6260869565217392,14.987405541561712,0.75,0.08374384236453201,0.10285714285714286,0.09259259259259259,0.0784313725490196,0.1111111111111111,0.07913669064748201,0.3942307692307692,0.7560975609756098,0.8157894736842105,0.75,0.5573432038834952,0.10714285714285714,0.16,5.488059701492537,0.29567642956764295,8.0,10.0,5.0,16.0,13.0,2.0,37.0,10.0,12.0,29.0,9.0,16.0,10.0,10.0,43.0,30.0,12.0,12.0,4.0,14.0,17.0,3.0,10.0,7.0,1.0,16.0,41.0,3.0,5.0,,4.0,5.0,3.0,42.0,2.0,0.39473684210526316,0.46875,0.8333333333333334,0.5625,0.7647058823529411,0.6346153846153846,0.8055555555555556,0.6935483870967742,0.3557692307692308,0.09333333333333334,0.05501618122977346,0.17857142857142858,0.07476635514018691,0.19444444444444445,0.06666666666666667,0.6,0.45161290322580644,0.15384615384615385,0.3125,0.3333333333333333,0.2,0.125,0.5882352941176471,0.8,0.07692307692307693,0.6309214285714286,0.5534173076923078,0.2013888888888889,0.2986111111111111,24.672972972972968,10.0,24.0,4.0,8.0,6.0,16.0,5.0,48.0,6.0,,4.0,1.0,0.43243243243243246,0.5,0.4444444444444444,,0.23076923076923078,0.4166666666666667,0.4166666666666667,1.0,0.46153846153846156,0.46153846153846156,1.0,0.3076923076923077,0.5,0.5,,3.0,,2.0,10.0,0.09615384615384616,0.2,0.2,,8.0,10.0,1.0,0.38461538461538464,0.8,False,1.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,,1.0,,,3.0,0.4,0.018867924528301886,0.02631578947368421,0.25,0.11764705882352941,0.5,1.0,0.5,,1.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,0.05970149253731343,0.07317073170731707,0.0625,0.07547169811320754,0.17647058823529413,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,
