EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,ShootingFouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,BlockedCorner3,OffCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,Charge Fouls,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Defensive 3 Seconds Violations,DefensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations
1627885,1610612743,Shaquille Harrison,Shaquille Harrison,1627885,DEN,1334.0,22,-7.0,45,49,21.0,28.0,5.0,94,1.0,1.0,1.0,1.0,2.0,4.0,60,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,7.8431372549019605,0.08333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.9081,1.0,1.0,0.5,0.7,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,17185.0,286,-33.0,566,568,179.0,159.0,67.0,1134,20.0,37.0,34.0,76.0,21.0,137.0,715,15.0,44.0,18.0,9.0,8.0,17.0,24.0,3.0,1.0,7.0,,4.0,12.0,,24.0,29.0,2.0,7.0,6.0,1.0,1.0,1.0,,2.0,1.0,172.0,0.2647058823529412,0.2647058823529412,0.4473684210526316,0.5,0.52734375,0.5,20.833333333333332,0.055944055944055944,0.07964601769911504,0.06640625,0.045454545454545456,0.08536585365853659,0.5,0.31896551724137934,0.5405405405405406,0.6060606060606061,0.4,0.6637931034482759,0.5000817391304349,0.06557377049180328,0.08641975308641975,0.32116788321167883,9.043421052631578,0.31625441696113077,2.0,9.0,15.0,3.0,12.0,11.0,27.0,6.0,12.0,2.0,3.0,1.0,1.0,10.0,28.0,1.0,1.0,2.0,7.0,16.0,40.0,1.0,4.0,3.0,4.0,11.0,10.0,26.0,3.0,8.0,50.0,30.0,18.0,1.0,27.0,10.0,7.0,34.0,21.0,55.0,17.0,4.0,22.0,6.0,6.0,131.0,3.0,4.0,7.0,2.0,10.0,9.0,1.0,4.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,37.0,3.0,1.0,0.625,0.4,0.75,0.375,0.41025641025641024,0.25,0.38461538461538464,0.6875,0.4264705882352941,0.6875,0.3448275862068966,0.09210526315789473,0.10810810810810811,0.25,0.5714285714285714,0.02666666666666667,0.0234375,0.025179856115107913,0.017857142857142856,0.047619047619047616,0.019230769230769232,0.027777777777777776,0.08163265306122448,0.04,0.06451612903225806,0.034482758620689655,0.10344827586206896,0.25,0.3333333333333333,0.23275862068965517,0.4074074074074074,0.4074074074074074,0.09090909090909091,0.10344827586206896,0.5,0.5,1.0,0.2413793103448276,0.35714285714285715,0.35714285714285715,0.4,0.25,0.375,0.6666666666666666,1.0,0.125,1.0,1.0,0.4411764705882353,0.6,0.029411764705882353,1.0,0.20588235294117646,0.2857142857142857,0.37037037037037035,0.533975,0.49798787878787876,0.024390243902439025,0.08029197080291971,25.8825,,,,,,,,,,,,,,,,True,,,,,,,
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,189.0,3,1.0,5,5,2.0,,,10,1.0,1.0,1.0,1.0,,2.0,6,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,20.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5688,1.0,1.0,,1.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1630210,1610612743,Markus Howard,Markus Howard,1630210,DEN,5007.0,83,,155,156,32.0,42.0,23.0,311,,1.0,1.0,4.0,,23.0,212,,,2.0,4.0,1.0,5.0,6.0,,,,,,8.0,,2.0,,,,,1.0,,,,1.0,1.0,32.0,1.0,1.0,0.25,0.5476190476190477,0.5476190476190477,,11.475409836065573,0.027777777777777776,0.0975609756097561,0.06493506493506493,0.0625,0.12121212121212122,1.0,0.047619047619047616,,,,0.8571428571428571,0.5240619047619047,,,,15.65,0.2064516129032258,,,1.0,,,1.0,3.0,3.0,6.0,,1.0,,1.0,4.0,11.0,,1.0,,3.0,7.0,17.0,,1.0,,2.0,,,1.0,,4.0,,21.0,,,11.0,4.0,,3.0,,3.0,,,3.0,,,6.0,,1.0,1.0,1.0,,,,,,,,5.0,1.0,,,,,,1.0,,,,1.0,0.4117647058823529,,,0.4117647058823529,,,,,,0.8095238095238095,,,,,0.02702702702702703,,0.013333333333333334,,,0.06666666666666667,,,,,0.08333333333333333,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.5,0.5,1.0,0.5238095238095238,0.36363636363636365,0.36363636363636365,1.0,,0.3333333333333333,,,0.3333333333333333,,,0.2,,0.2,,0.6,,0.36363636363636365,0.51205,0.51388,,,24.999999999999996,,,,,,,,,,,,,,,,True,,,,,,,
201580,1610612743,JaVale McGee,JaVale McGee,201580,DEN,613.0,10,-12.0,23,26,17.0,16.0,1.0,49,,1.0,1.0,4.0,,2.0,36,,2.0,,1.0,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,17.0,,,0.25,0.25,0.25,0.5,20.833333333333336,0.14285714285714285,0.3333333333333333,0.2,,0.5,,0.25,,,,0.25,0.478825,,,1.0,6.25,0.7391304347826086,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,0.5,,0.5,,,,,,1.0,,,,,,,,,0.5,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4027,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,9883.0,165,,319,317,107.0,85.0,37.0,636,10.0,13.0,21.0,36.0,13.0,94.0,403,2.0,20.0,24.0,13.0,9.0,23.0,30.0,,,2.0,1.0,,12.0,,10.0,15.0,1.0,4.0,1.0,1.0,,,,1.0,1.0,103.0,0.5714285714285714,0.631578947368421,0.5833333333333334,0.5869565217391305,0.6266666666666667,0.45454545454545453,21.095890410958905,0.12857142857142856,0.19402985074626866,0.16058394160583941,0.16,0.17391304347826086,1.0,0.18840579710144928,0.7692307692307693,0.8333333333333334,0.4,0.6666666666666666,0.5144804347826087,0.08108108108108109,0.10256410256410256,0.2127659574468085,10.722222222222221,0.335423197492163,3.0,5.0,6.0,3.0,4.0,8.0,19.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,31.0,,2.0,1.0,9.0,13.0,33.0,5.0,7.0,1.0,3.0,14.0,6.0,11.0,2.0,10.0,18.0,33.0,6.0,,31.0,12.0,1.0,2.0,5.0,7.0,5.0,,2.0,,,19.0,2.0,5.0,7.0,1.0,6.0,5.0,1.0,2.0,,,2.0,8.0,1.0,,,,,2.0,1.0,20.0,,1.0,0.8461538461538461,0.3939393939393939,0.3333333333333333,0.2,0.3939393939393939,0.7142857142857143,0.5454545454545454,0.65,0.42857142857142855,0.6363636363636364,0.4782608695652174,0.027777777777777776,0.07692307692307693,,1.0,0.060240963855421686,0.0273972602739726,0.04487179487179487,0.038461538461538464,0.125,0.030303030303030304,0.031746031746031744,0.15,0.08,0.23809523809523808,0.029411764705882353,0.057971014492753624,0.75,0.75,0.2753623188405797,0.42105263157894735,0.42105263157894735,0.75,0.028985507246376812,0.5,0.5,1.0,0.4492753623188406,0.3870967741935484,0.3870967741935484,0.8333333333333334,0.3,0.1,1.0,1.0,0.2,,,0.2857142857142857,0.8333333333333334,0.047619047619047616,1.0,0.42857142857142855,0.1111111111111111,0.3870967741935484,0.51715,0.5622976190476191,0.05714285714285714,0.14893617021276595,25.62424242424243,3.0,1.0,4.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,True,,,,,,,
1630267,1610612743,Facundo Campazzo,Facundo Campazzo,1630267,DEN,5016.0,84,-18.0,174,175,52.0,45.0,19.0,349,2.0,5.0,2.0,7.0,9.0,22.0,215,3.0,3.0,2.0,1.0,7.0,8.0,11.0,2.0,,5.0,1.0,1.0,15.0,,7.0,11.0,,2.0,1.0,2.0,,,1.0,2.0,1.0,46.0,0.5,0.5,0.2857142857142857,0.38235294117647056,0.5238095238095238,0.375,13.06532663316583,0.14,0.038461538461538464,0.10526315789473684,0.07692307692307693,0.05555555555555555,0.5,0.29411764705882354,0.4,0.4,0.5,0.8823529411764706,0.5264882352941176,0.15,0.2222222222222222,0.13636363636363635,4.871428571428572,0.2988505747126437,1.0,,,,2.0,,,2.0,3.0,,,,,1.0,7.0,1.0,1.0,,2.0,3.0,10.0,,1.0,1.0,1.0,3.0,,1.0,,2.0,2.0,9.0,,,7.0,1.0,1.0,12.0,2.0,14.0,2.0,,7.0,1.0,4.0,30.0,1.0,2.0,3.0,1.0,6.0,3.0,3.0,3.0,2.0,3.0,,5.0,,,,1.0,,1.0,1.0,2.0,4.0,,1.0,0.3,1.0,,0.3,,,0.75,,0.75,0.5882352941176471,0.14285714285714285,,0.5,0.6,0.045454545454545456,0.023255813953488372,0.034482758620689655,0.11764705882352941,,,0.029411764705882353,0.05263157894736842,0.2777777777777778,,0.09090909090909091,0.11764705882352941,,,,,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.4117647058823529,0.14285714285714285,0.14285714285714285,1.0,0.5,,,,0.5,1.0,1.0,,,,,0.6666666666666666,,0.14285714285714285,0.72605,0.5056333333333334,0.09090909090909091,0.13636363636363635,25.23,,,,,,,,,,,,,,,,True,,,,,,,
203085,1610612743,Austin Rivers,Austin Rivers,203085,DEN,7545.0,126,-47.0,259,253,90.0,60.0,21.0,512,4.0,4.0,5.0,9.0,6.0,31.0,325,4.0,10.0,6.0,3.0,3.0,6.0,6.0,,,3.0,,1.0,14.0,,6.0,6.0,,1.0,2.0,2.0,,,2.0,2.0,1.0,83.0,0.6,0.6,0.5555555555555556,0.5434782608695652,0.5961538461538461,0.8333333333333334,10.104529616724738,0.043478260869565216,0.06521739130434782,0.05217391304347826,0.05555555555555555,0.09090909090909091,0.5,0.17391304347826086,1.0,1.0,0.5,0.782608695652174,0.5249152173913043,0.041666666666666664,0.1,0.3225806451612903,6.511111111111111,0.3474903474903475,1.0,,,1.0,3.0,,2.0,2.0,5.0,,,1.0,1.0,3.0,9.0,,,1.0,3.0,5.0,14.0,1.0,1.0,,,2.0,,,2.0,4.0,4.0,15.0,,,9.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,,1.0,12.0,,,,,1.0,1.0,,3.0,,1.0,2.0,6.0,1.0,,,1.0,,,,10.0,4.0,2.0,1.0,0.35714285714285715,,0.5,0.35714285714285715,1.0,,1.0,0.75,1.0,0.6086956521739131,0.2222222222222222,,0.3333333333333333,1.0,,,,,,,,0.03571428571428571,0.043478260869565216,,,0.13043478260869565,0.3333333333333333,0.5,0.08695652173913043,,,,0.21739130434782608,0.4,0.4,1.0,0.391304347826087,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,0.25,1.0,0.75,0.3333333333333333,0.3333333333333333,0.787,0.5009250000000001,,0.06451612903225806,24.85,1.0,,,,,1.0,1.0,1.0,0.5,,,,,,,True,,,,,,,
200794,1610612743,Paul Millsap,Paul Millsap,200794,DEN,6323.0,105,-5.0,197,198,18.0,21.0,26.0,395,13.0,16.0,16.0,27.0,8.0,58.0,247,4.0,14.0,14.0,10.0,14.0,25.0,34.0,4.0,,8.0,1.0,,14.0,3.0,15.0,13.0,4.0,5.0,2.0,6.0,,,4.0,6.0,3.0,18.0,0.4375,0.5833333333333334,0.5925925925925926,0.5102040816326531,0.5471698113207547,1.0,26.637554585152838,0.25925925925925924,0.25,0.2553191489361702,0.3684210526315789,0.2413793103448276,0.5,0.32653061224489793,0.8125,0.8666666666666667,0.46153846153846156,0.7755102040816326,0.5117552083333333,0.11764705882352941,0.17857142857142858,0.2413793103448276,5.062962962962963,0.09137055837563451,8.0,1.0,1.0,3.0,9.0,,2.0,,,,,,,6.0,22.0,1.0,3.0,2.0,3.0,6.0,22.0,5.0,8.0,1.0,3.0,15.0,2.0,2.0,2.0,3.0,18.0,18.0,,1.0,21.0,6.0,2.0,4.0,10.0,14.0,6.0,4.0,1.0,1.0,2.0,38.0,5.0,4.0,9.0,,3.0,1.0,2.0,4.0,,1.0,3.0,7.0,,1.0,2.0,1.0,,1.0,2.0,14.0,,2.0,1.0,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.625,1.0,0.5909090909090909,1.0,0.6818181818181818,0.4489795918367347,0.07407407407407407,0.0625,0.1111111111111111,0.5,0.0784313725490196,0.09090909090909091,0.08490566037735849,0.17647058823529413,,0.045454545454545456,0.1,0.21052631578947367,0.1875,0.2727272727272727,,0.1836734693877551,0.3333333333333333,0.375,0.04081632653061224,,,,,,,,0.4489795918367347,0.2727272727272727,0.2727272727272727,1.0,0.7272727272727273,,,,0.2727272727272727,0.3333333333333333,1.0,0.2,1.0,,,0.6,0.6666666666666666,0.2857142857142857,0.6675357142857142,0.53185,0.043478260869565216,0.25862068965517243,27.36818181818181,5.0,2.0,8.0,1.0,0.5,0.3333333333333333,0.625,,,1.0,,,,,,True,,,,,,,
203210,1610612743,JaMychal Green,JaMychal Green,203210,DEN,10336.0,172,-3.0,320,322,78.0,73.0,51.0,642,11.0,21.0,12.0,23.0,8.0,47.0,401,2.0,6.0,16.0,12.0,13.0,26.0,41.0,1.0,,1.0,,1.0,11.0,1.0,9.0,9.0,1.0,5.0,,1.0,1.0,,1.0,2.0,1.0,77.0,0.6666666666666666,1.0,0.5217391304347826,0.4642857142857143,0.5108695652173914,0.375,12.368421052631579,0.1511627906976744,0.16216216216216217,0.15625,0.14285714285714285,0.1896551724137931,0.5,0.5,0.5238095238095238,0.6875,0.6363636363636364,0.9523809523809523,0.5771333333333333,0.10869565217391304,0.18518518518518517,0.1276595744680851,2.930434782608696,0.24375,8.0,2.0,5.0,,,1.0,2.0,3.0,4.0,,,,,2.0,15.0,,,,2.0,5.0,19.0,4.0,8.0,,,10.0,2.0,5.0,,2.0,8.0,15.0,,,15.0,2.0,5.0,4.0,7.0,11.0,4.0,3.0,2.0,,2.0,29.0,4.0,11.0,15.0,3.0,2.0,,2.0,,,,,3.0,1.0,1.0,3.0,,,,,6.0,3.0,,1.0,0.2631578947368421,,,0.2631578947368421,0.5,0.4,0.5,0.2857142857142857,0.5555555555555556,0.4523809523809524,0.21739130434782608,0.23809523809523808,,,0.12941176470588237,0.047058823529411764,0.08823529411764706,0.17857142857142858,0.17391304347826086,0.058823529411764705,0.013157894736842105,0.14705882352941177,0.16666666666666666,0.0625,0.15,,,,0.047619047619047616,0.5,0.5,1.0,0.09523809523809523,0.75,0.75,1.0,0.35714285714285715,0.13333333333333333,0.13333333333333333,1.0,1.0,,,,,,,0.7142857142857143,0.4,,,0.2857142857142857,,0.13333333333333333,0.5950428571428572,0.5877071428571429,,0.2127659574468085,24.74736842105263,4.0,2.0,8.0,1.0,0.3333333333333333,,0.5,,,,1.0,0.3333333333333333,,,,True,,,,,,,
