EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyArc3FGA,PenaltyFG3A,ShootingFouls,Fouls,DefShortMidRangeReboundPct,Corner3Frequency,PenaltyArc3Frequency,Fg3aBlocked,OffTwoPtRebounds,OffRebounds,FG3APctBlocked,Corner3PctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyCorner3FGA,Charge Fouls Drawn,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyFG3M,Loose Ball Fouls,PenaltyFg3Pct,PenaltyCorner3Accuracy,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,Blocked2s,BlockedAtRim,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFtPoints,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,PenaltyArc3FGM,HeaveAttempts,Charge Fouls,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceFtPoints,Arc3PctBlocked,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations
1626163,1610612756,Frank Kaminsky,Frank Kaminsky,1626163,PHX,513.0,9,-5.0,20,20,7.0,14.0,3.0,40,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,26,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.875,1.0,0.5,1.0,1.0,0.5,0.25,0.3333333333333333,1.0,16.666666666666668,0.3333333333333333,0.25,0.5,0.375,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,1.0,0.6216125,0.8263,0.56855,0.25,0.3333333333333333,0.25,0.25,1.866666666666667,25.6,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628470,1610612756,Torrey Craig,Torrey Craig,1628470,PHX,674.0,11,10.0,26,24,11.0,17.0,2.0,50,,,,,,,,,3.0,,,,4.0,2.0,2.0,21,,,,,,,,,3.0,,,1.0,1.0,1.0,,2.0,1.0,2.0,,3.0,3.0,1.0,2.0,,1.0,,11.0,,,,,,,,,,,,0.2,,,1.0,,,18.51851851851852,,0.18181818181818182,0.25,0.2,,0.25,,,,,,,0.75,,,,,,,,,1.0,,0.5233125000000001,,0.49090000000000006,0.2,1.0,,,,24.725,0.4230769230769231,1.0,3.0,3.0,2.0,2.0,0.3333333333333333,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628969,1610612756,Mikal Bridges,Mikal Bridges,1628969,PHX,1099.0,18,-7.0,37,37,17.0,17.0,4.0,74,,1.0,,,,,,,2.0,,1.0,,3.0,,,40,,,,,,,,,2.0,,,1.0,1.0,1.0,,2.0,1.0,,,1.0,2.0,,,,,,17.0,,,,,,,,,,,,,,,0.75,,,9.75609756097561,,,0.1,0.05555555555555555,,0.25,,0.25,,,,,0.5,,,,,,,,,1.0,,0.55175,,0.592725,,,,,3.3,24.833333333333332,0.4594594594594595,1.0,2.0,2.0,1.0,1.0,,0.25,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.1,0.05263157894736842,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629661,1610612756,Cameron Johnson,Cameron Johnson,1629661,PHX,1164.0,19,14.0,41,39,14.0,19.0,4.0,80,2.0,2.0,1.0,1.0,2.0,2.0,,,,3.0,3.0,2.0,2.0,2.0,14.0,35,1.0,1.0,2.0,3.0,3.0,6.0,4.0,6.0,,,,,,,,,,1.0,1.0,2.0,3.0,1.0,2.0,,1.0,6.0,14.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.1666666666666667,1.0,1.0,0.4,,,13.636363636363637,0.5,0.09090909090909091,,0.045454545454545456,0.2,,,0.4,1.0,1.0,0.5,,,,,,1.0,1.0,,0.6666666666666666,1.0,0.8,,0.57734,,0.5806333333333332,0.16666666666666666,0.25,0.14285714285714285,0.42857142857142855,5.8999999999999995,23.45,0.34146341463414637,2.0,,,,1.0,,0.4,,,,1.0,,,,0.05555555555555555,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.1111111111111111,0.125,0.2,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202734,1610612756,E'Twaun Moore,E'Twaun Moore,202734,PHX,2780.0,46,4.0,100,97,41.0,58.0,10.0,197,4.0,7.0,,,2.0,3.0,4.0,,3.0,7.0,13.0,1.0,5.0,,17.0,94,1.0,2.0,2.0,3.0,5.0,6.0,8.0,3.0,3.0,,,7.0,9.0,3.0,1.0,20.0,4.0,4.0,2.0,10.0,10.0,,,,,6.0,41.0,0.5714285714285714,0.5714285714285714,1.0,0.2,0.2,0.5384615384615384,0.5,0.6,0.4722222222222222,0.3333333333333333,0.42857142857142855,0.4722222222222222,0.3333333333333333,0.42857142857142855,0.2777777777777778,,,19.09090909090909,0.4,0.14285714285714285,0.17391304347826086,0.1568627450980392,0.2,0.23076923076923078,0.1,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.5,0.2222222222222222,0.16666666666666666,,,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.47221944444444436,0.32971666666666666,0.4890785714285714,,,0.11764705882352941,0.35294117647058826,5.938461538461539,25.0,0.41,2.0,2.0,2.0,2.0,3.0,0.09090909090909091,0.1111111111111111,0.2857142857142857,,,,,,,,,1.0,2.0,1.0,6.0,,,,,,0.1111111111111111,0.5,0.5,,0.5,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.6666666666666666,0.14285714285714285,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628975,1610612756,Jevon Carter,Jevon Carter,1628975,PHX,1064.0,18,-5.0,38,38,24.0,31.0,5.0,76,,,,,,,1.0,,2.0,2.0,5.0,,2.0,,4.0,39,,1.0,,,3.0,,,,2.0,,,1.0,4.0,,1.0,11.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,,24.0,,,,,,0.4,,,0.2857142857142857,,,0.25,,,0.2857142857142857,,,18.181818181818183,,,0.125,0.05555555555555555,,0.14285714285714285,,,,,,0.14285714285714285,0.2857142857142857,,,,,,,,,0.2857142857142857,,0.4359928571428571,0.3956,0.4256125,0.125,0.16666666666666666,,,15.5,25.0,0.631578947368421,,1.0,1.0,,,,,0.25,,,,,,,,,1.0,4.0,,4.0,,,,,,0.5714285714285714,0.25,0.25,,,,,1.0,,,3.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,1610612756,Langston Galloway,Langston Galloway,204038,PHX,884.0,15,-5.0,33,33,21.0,27.0,4.0,66,1.0,2.0,,,1.0,1.0,2.0,,,1.0,5.0,,2.0,,2.0,36,,,,1.0,3.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,21.0,1.0,1.0,,,,0.2,,0.3333333333333333,0.14285714285714285,,0.2,0.14285714285714285,,0.2,0.2857142857142857,0.2,,18.42105263157895,,0.14285714285714285,0.125,0.13333333333333333,,0.14285714285714285,,0.2857142857142857,0.5,1.0,1.0,0.2857142857142857,,,,,,,,0.2,1.0,0.5714285714285714,,0.47904285714285716,,0.50592,0.14285714285714285,0.2,,1.0,7.38,24.05,0.6363636363636364,2.0,,2.0,1.0,1.0,0.3333333333333333,0.2857142857142857,,,,,,,,,,,1.0,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630188,1610612756,Jalen Smith,Jalen Smith,1630188,PHX,843.0,14,1.0,30,29,16.0,22.0,5.0,59,1.0,2.0,,1.0,,,1.0,,,1.0,3.0,1.0,1.0,,5.0,29,,2.0,,,,3.0,2.0,3.0,,,1.0,,,,,,1.0,2.0,,3.0,5.0,,,,,3.0,16.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,0.625,,1.5,0.625,,1.5,0.25,0.3333333333333333,1.0,11.11111111111111,,0.4,0.14285714285714285,0.25,,0.16666666666666666,,0.5,0.5,0.5,1.0,0.25,,,,,0.5,,,,,0.75,,0.618125,0.3615,0.6183,,,,0.6,1.9333333333333333,23.9,0.5333333333333333,1.0,,1.0,,2.0,0.5,0.25,,,1.0,2.0,,,0.07692307692307693,0.1111111111111111,0.25,,,1.0,,,1.0,2.0,0.2,0.2,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.5,,,,,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,1240.0,21,7.0,45,43,10.0,18.0,3.0,88,2.0,3.0,,,,,7.0,2.0,4.0,7.0,17.0,2.0,4.0,3.0,23.0,38,,,,1.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,,,2.0,2.0,3.0,,5.0,5.0,6.0,3.0,1.0,2.0,2.0,10.0,0.2857142857142857,0.2857142857142857,0.5,0.5,0.5,0.4117647058823529,,0.3333333333333333,0.47619047619047616,,0.3333333333333333,0.5227272727272727,,0.3333333333333333,0.19047619047619047,0.058823529411764705,0.14285714285714285,56.25,,0.2,0.18181818181818182,0.19230769230769232,,,0.2222222222222222,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.19047619047619047,0.5,0.5,0.5,,,,,,0.3333333333333333,0.5,0.4434904761904762,,0.42429999999999995,0.09090909090909091,0.1111111111111111,,0.08695652173913043,11.494117647058825,28.05,0.2222222222222222,,,,,2.0,0.16666666666666666,,,,,,,,,,,4.0,7.0,,10.0,,,,,,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.25,,,,1.0,,,,,,1.0,,,3.0,2.0,2.0,5.0,2.0,0.6,0.4,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629028,1610612756,Deandre Ayton,Deandre Ayton,1629028,PHX,1151.0,19,-3.0,41,41,15.0,21.0,4.0,82,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,5.0,5.0,,,,10.0,40,2.0,2.0,4.0,4.0,4.0,8.0,6.0,,,,,,,,,,2.0,3.0,,5.0,7.0,2.0,1.0,1.0,1.0,8.0,15.0,0.6,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,13.333333333333332,,0.3,0.2,0.25,0.25,,0.3333333333333333,0.6,1.0,1.0,0.3333333333333333,0.2,,,,,1.0,1.0,,0.5,1.0,0.6,,0.53352,0.48969999999999997,0.550925,0.2,0.2,0.4,0.8,6.220000000000001,,0.36585365853658536,,,,,1.0,,,,,2.0,2.0,,,0.16666666666666666,0.09523809523809523,0.5,1.0,1.0,,4.0,4.0,,1.0,,,0.2,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,0.14285714285714285,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
