EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedArc3,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg3Pct,DefFTReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Corner3Assists,SecondChanceCorner3Frequency,SelfOReb,Offensive Fouls,BlockedLongMidRange,SelfORebPct,Charge Fouls Drawn,HeaveAttempts,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LostBallSteals,OffLongMidRangeReboundPct,on,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceAtRimPctAssisted
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,2773.0,46.0,-7.0,90,87,43.0,38.0,14.0,177,3.0,5.0,1.0,3.0,8.0,5.0,7.0,4.0,13.0,3.0,8.0,11.0,20.0,4.0,13.0,17.0,51.0,108.0,1.0,2.0,2.0,5.0,9.0,3.0,8.0,11.0,30.0,8.0,14.0,3.0,9.0,13.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,12.0,19.0,1.0,10.0,2.0,1.0,2.0,1.0,3.0,2.0,30.0,43.0,1.0,0.36363636363636365,0.36363636363636365,0.25,0.3076923076923077,0.375,0.3076923076923077,0.55,0.5555555555555556,0.5151515151515151,0.5588235294117647,0.6071428571428571,0.5,0.6818181818181818,0.3939393939393939,0.15384615384615385,0.1,0.25,0.15384615384615385,44.33962264150943,0.6,0.06666666666666667,0.05555555555555555,0.0625,0.07692307692307693,0.09090909090909091,0.125,0.6666666666666666,0.15151515151515152,0.6,0.6,0.3333333333333333,0.24242424242424243,0.375,0.5,0.21212121212121213,0.7142857142857143,0.7142857142857143,0.6,0.3939393939393939,0.3076923076923077,0.36363636363636365,0.25,0.058823529411764705,0.47058823529411764,0.375,0.5454545454545454,0.3076923076923077,0.4725500000000001,0.3826,0.45651176470588234,0.23809523809523808,0.3448275862068966,0.0392156862745098,0.5882352941176471,9.870000000000001,26.807692307692307,0.4777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,1203.0,20.0,,39,40,11.0,12.0,5.0,79,3.0,4.0,2.0,1.0,3.0,,,,,,,4.0,7.0,,,,8.0,44.0,3.0,,2.0,2.0,5.0,,,,4.0,6.0,2.0,,,,,2.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,3.0,3.0,7.0,,,,,,,,,,4.0,,2.0,,,,4.0,1.0,4.0,,5.0,1.0,4.0,11.0,1.0,0.75,1.0,,,,,0.5714285714285714,0.4,0.5714285714285714,0.4,0.5714285714285714,0.3333333333333333,0.4,,,0.2857142857142857,0.3333333333333333,,15.555555555555555,,0.1875,,0.13043478260869565,0.14285714285714285,0.25,,0.2,0.5714285714285714,0.75,1.0,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.5,,,,,,,,,0.4,,,0.5714285714285714,,0.5608714285714286,0.5624,0.50022,,,0.25,0.5,3.9571428571428564,,0.28205128205128205,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.1111111111111111,0.19047619047619047,0.2,0.3333333333333333,0.14285714285714285,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1630174,1610612738,Aaron Nesmith,Aaron Nesmith,1630174,BOS,4495.0,75.0,-8.0,147,149,63.0,58.0,23.0,296,,3.0,1.0,,,1.0,1.0,3.0,11.0,1.0,2.0,1.0,4.0,4.0,14.0,2.0,16.0,177.0,,,6.0,,1.0,2.0,4.0,,6.0,2.0,,12.0,,11.0,3.0,1.0,,1.0,,1.0,,,,2.0,4.0,5.0,11.0,13.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,7.0,,2.0,2.0,,1.0,1.0,,,,1.0,,6.0,63.0,,1.0,1.0,1.0,0.2857142857142857,0.5,0.2857142857142857,0.25,,0.3888888888888889,0.6,0.42105263157894735,1.5,0.6,0.7777777777777778,,0.25,,,12.138728323699421,0.5,0.11904761904761904,0.13333333333333333,0.125,0.058823529411764705,0.1875,0.1111111111111111,,0.16666666666666666,,,,,,,0.05555555555555555,1.0,1.0,1.0,0.6111111111111112,0.2727272727272727,0.2727272727272727,1.0,0.2,0.4,0.5,0.9444444444444444,0.2727272727272727,0.5326694444444445,0.5814,0.5311199999999999,0.05263157894736842,0.2,0.375,0.375,6.225,24.91428571428571,0.42857142857142855,,,,,,2.0,,2.0,4.0,,,,,1.5,0.3333333333333333,,0.05128205128205128,0.02631578947368421,,,0.03225806451612903,,,,,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.125,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.4,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,1866.0,31.0,-4.0,61,62,29.0,18.0,9.0,123,1.0,2.0,1.0,,,1.0,2.0,,4.0,,3.0,2.0,4.0,1.0,6.0,2.0,9.0,71.0,,,,2.0,2.0,1.0,5.0,,7.0,2.0,2.0,3.0,,4.0,,,,4.0,2.0,6.0,1.0,2.0,1.0,14.0,2.0,1.0,3.0,4.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,,7.0,29.0,,0.5,0.5,1.0,0.16666666666666666,0.2,0.16666666666666666,0.5,1.0,0.35,0.5,0.4090909090909091,,0.5,0.6,,,,,16.901408450704228,,0.05555555555555555,0.18181818181818182,0.10344827586206896,,,,,0.2,0.5,0.5,1.0,,,,0.2,0.5,0.5,,0.4,,,,0.14285714285714285,0.42857142857142855,,0.8,,0.55187,0.61605,0.5326571428571428,0.09090909090909091,0.2,,0.7777777777777778,12.0,25.05,0.47540983606557374,,,1.0,,,1.0,,1.0,,,,,,,,,0.0625,0.03333333333333333,,,0.06666666666666667,,,,1.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,0.16666666666666666,0.2222222222222222,0.2,0.5,0.5,1.0,,,,0.2857142857142857,0.5,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,
203953,1610612738,Jabari Parker,Jabari Parker,203953,BOS,1912.0,32.0,14.0,61,62,41.0,24.0,7.0,123,2.0,3.0,3.0,1.0,2.0,2.0,2.0,,,,,5.0,7.0,,2.0,2.0,12.0,60.0,2.0,2.0,6.0,4.0,5.0,,2.0,2.0,10.0,6.0,4.0,,,,,,,,1.0,1.0,,,,3.0,1.0,4.0,6.0,8.0,,,1.0,2.0,1.0,3.0,,4.0,1.0,4.0,,2.0,4.0,,2.0,2.0,1.0,,,3.0,2.0,10.0,41.0,1.0,0.6,0.75,,,,,0.7142857142857143,0.8,0.5555555555555556,0.5714285714285714,0.5454545454545454,1.0,0.5555555555555556,0.2222222222222222,,,,,21.73913043478261,0.25,0.16666666666666666,0.07692307692307693,0.13513513513513514,0.14285714285714285,0.18181818181818182,,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.5,0.5,0.2222222222222222,1.0,1.0,1.0,,,,,0.42857142857142855,,,0.5555555555555556,,0.5500277777777778,0.6541,0.5856071428571429,0.18181818181818182,0.2222222222222222,0.5,0.8333333333333334,8.442857142857143,22.950000000000003,0.6721311475409836,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,0.1,0.06666666666666667,0.08,0.25,,0.08333333333333333,,0.5,1.0,0.6666666666666666,,2.0,,2.0,,,,,,1.0,,,1.0,,,0.5,,0.16666666666666666,0.125,0.2222222222222222,,,,,,,0.2857142857142857,,,1.0,,1.0,1.0,1.0,0.25,,,,,,,,True,,,,,,,,,,
202689,1610612738,Kemba Walker,Kemba Walker,202689,BOS,1168.0,19.0,-13.0,37,40,7.0,12.0,5.0,77,1.0,2.0,,,3.0,1.0,2.0,,3.0,,,2.0,7.0,,4.0,,4.0,59.0,1.0,,,,,,,,,4.0,,,,3.0,,2.0,,,5.0,5.0,4.0,,,15.0,,,,,,,1.0,,,,1.0,1.0,,3.0,,3.0,,,,,,,,,,,7.0,,1.0,1.0,,,,,0.2857142857142857,,0.18181818181818182,,0.18181818181818182,,,0.36363636363636365,,0.2857142857142857,0.3333333333333333,,28.571428571428573,1.0,,,,,,,,0.18181818181818182,0.5,1.0,1.0,0.2727272727272727,,,0.18181818181818182,0.5,0.5,1.0,0.2727272727272727,,,,,,,0.5454545454545454,,0.4945363636363636,0.4289,,,,,,7.828571428571428,25.225,0.1891891891891892,,,,,,,,,3.0,,1.0,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,1.0,,,,,,1.0,,,,,,,True,,,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,3044.0,51.0,-5.0,105,105,53.0,46.0,15.0,210,1.0,3.0,1.0,1.0,3.0,,1.0,6.0,13.0,3.0,6.0,2.0,7.0,6.0,13.0,6.0,28.0,126.0,1.0,,8.0,2.0,3.0,3.0,6.0,6.0,19.0,,4.0,15.0,3.0,12.0,6.0,3.0,,7.0,3.0,10.0,1.0,3.0,3.0,23.0,4.0,5.0,9.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,6.0,,11.0,8.0,,2.0,,,,,,,19.0,53.0,3.0,,,0.8333333333333334,0.46153846153846156,0.5,0.5,0.2857142857142857,0.6666666666666666,0.55,0.7222222222222222,0.5833333333333334,0.8,0.7307692307692307,0.65,,0.42857142857142855,0.3333333333333333,,21.487603305785125,0.5,0.1724137931034483,0.21052631578947367,0.1875,0.2,0.15384615384615385,0.42857142857142855,,0.15,0.3333333333333333,1.0,,0.15,0.3333333333333333,0.5,0.05,,,,0.65,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.1111111111111111,0.6666666666666666,0.5,0.8,0.5,0.5472236842105263,0.6570625,0.5427500000000001,0.09090909090909091,0.2222222222222222,0.2857142857142857,0.6785714285714286,6.885714285714286,27.42307692307692,0.5047619047619047,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,,1.0,0.8,0.6666666666666666,0.07407407407407407,,0.03636363636363636,0.08333333333333333,0.08333333333333333,,,0.2,1.0,1.0,,,,,2.0,4.0,2.0,4.0,1.0,,,,,,0.5,,,0.16666666666666666,0.08333333333333333,,,,,0.8,0.5,1.0,,,,2.0,,,,,,1.0,1.0,1.0,2.0,2.0,,,True,,,,,,,,,,
203095,1610612738,Evan Fournier,Evan Fournier,203095,BOS,1450.0,24.0,-10.0,49,49,12.0,21.0,9.0,98,1.0,1.0,,1.0,3.0,,1.0,2.0,3.0,,,2.0,5.0,3.0,5.0,1.0,14.0,75.0,1.0,,,,,,,,,2.0,2.0,3.0,6.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,,1.0,2.0,1.0,,1.0,,,,1.0,1.0,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,12.0,1.0,0.5,0.5,0.3333333333333333,0.6,,0.6,0.4,,0.65,,0.7,,,0.5,,0.2,0.3333333333333333,,18.333333333333336,1.0,,0.14285714285714285,0.07692307692307693,,,,,0.1,1.0,1.0,,0.3,0.3333333333333333,0.5,0.1,,,,0.3,0.6666666666666666,0.6666666666666666,,,,,0.6,0.6666666666666666,0.5058400000000001,,,0.1,0.2,,,8.42,24.580000000000002,0.24489795918367346,,,,,,1.0,,1.0,2.0,,,,,,,,0.08333333333333333,0.03571428571428571,,,0.1111111111111111,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,0.16666666666666666,0.2,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,
1629641,1610612738,Romeo Langford,Romeo Langford,1629641,BOS,1497.0,25.0,10.0,49,50,26.0,21.0,9.0,99,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,4.0,2.0,4.0,,10.0,47.0,,,,,1.0,1.0,3.0,,3.0,4.0,,6.0,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,26.0,,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,,0.625,0.375,0.625,,0.375,0.5,,0.25,,,13.559322033898306,,0.07692307692307693,0.06666666666666667,0.07142857142857142,0.2,,0.2,,0.25,0.5,1.0,1.0,0.125,1.0,1.0,0.125,,,,0.25,0.5,0.5,1.0,0.25,0.25,,0.75,0.5,0.5264625,0.3075,0.495825,,,,0.3,7.95,25.3,0.5306122448979592,,,,,,1.0,,1.0,,,,,,,0.5,,0.07142857142857142,0.041666666666666664,,,0.1,1.0,,,,1.0,2.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,0.25,0.5,0.5,1.0,1.0,,,0.5,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,1617.0,27.0,-5.0,52,52,20.0,27.0,9.0,104,1.0,1.0,,,2.0,,,,,,,1.0,3.0,1.0,1.0,2.0,7.0,66.0,,,,,,,,2.0,2.0,2.0,,3.0,,,,,,2.0,1.0,3.0,1.0,,,7.0,1.0,1.0,2.0,3.0,,,,,,1.0,,1.0,,3.0,,3.0,2.0,,,2.0,,2.0,,2.0,1.0,2.0,20.0,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,,0.625,,0.7,,1.0,0.25,,,,,9.67741935483871,,0.09090909090909091,0.1,0.09523809523809523,0.16666666666666666,,0.3333333333333333,0.5,0.25,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,0.5,,0.509525,,,,,,0.2857142857142857,6.666666666666667,23.3,0.38461538461538464,,,,,,,1.0,1.0,2.0,1.0,,,,,,0.09090909090909091,,0.038461538461538464,,0.25,,,,,,1.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,
