EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Fg2Pct,EfgPct,TsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,HeaveAttempts,FTDefRebounds,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,DefFTReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3FGM,PtsUnassisted3s,Fg3aBlocked,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Corner3Assists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffCorner3ReboundPct,on,BlockedArc3,3SecondViolations
1626145,1610612763,Tyus Jones,Tyus Jones,1626145,MEM,552.0,9,10.0,16,17,2.0,33,1.0,1.0,1.0,1.0,2.0,20.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.555555555555555,0.2,0.09090909090909091,0.25,1.0,1.0,1.0,0.3786,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,9777.0,163,-10.0,330,334,40.0,664,11.0,24.0,37.0,68.0,113.0,423.0,42.0,7.0,10.0,3.0,23.0,8.0,15.0,20.0,0.5441176470588235,0.5568181818181818,0.5894736842105263,27.540106951871657,0.09523809523809523,0.10344827586206896,0.07575757575757576,0.2727272727272727,0.4583333333333333,0.5,0.5014693181818182,7.451470588235294,82.0,62.0,19.0,28.0,1.0,1.0,6.0,8.0,7.0,16.0,4.0,1.0,8.0,16.0,3.0,4.0,2.0,3.0,8.0,20.0,15.0,1.0,4.0,3.0,5.0,2.0,13.0,11.0,20.0,2.0,3.0,4.0,32.0,32.0,24.0,2.0,16.0,8.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,7.0,5.0,2.0,7.0,4.0,3.0,6.0,5.0,2.0,1.0,8.0,3.0,6.0,14.0,1.0,1.0,21.0,1.0,20.0,4.0,2.0,11.0,2.0,2.0,2.0,32.0,82.0,2.0,0.43243243243243246,0.4444444444444444,1.0,0.4,0.6,0.6666666666666666,0.4,0.25,0.55,0.6111111111111112,0.6086956521739131,0.65,0.64,0.22727272727272727,0.058823529411764705,0.03571428571428571,0.08333333333333333,0.0625,0.75,0.16666666666666666,0.11475409836065574,0.03333333333333333,0.01639344262295082,0.026490066225165563,0.041666666666666664,0.03636363636363636,0.018518518518518517,0.09090909090909091,0.15151515151515152,0.16666666666666666,0.05128205128205128,0.3181818181818182,0.6785714285714286,0.7037037037037037,0.5263157894736842,0.45454545454545453,0.18181818181818182,0.4375,0.4666666666666667,0.14285714285714285,0.045454545454545456,0.18181818181818182,0.5,0.5,1.0,0.1111111111111111,1.0,0.1111111111111111,0.4444444444444444,0.75,1.0,0.34782608695652173,0.75,0.13043478260869565,0.6666666666666666,0.5454545454545454,0.5,0.4960857142857143,0.46598695652173916,0.11578947368421053,0.14666666666666667,0.11504424778761062,0.2831858407079646,24.944999999999997,0.24848484848484848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,7066.0,118,-46.0,239,243,28.0,482,3.0,8.0,13.0,22.0,58.0,329.0,8.0,4.0,5.0,2.0,11.0,10.0,15.0,22.0,0.5909090909090909,0.5238095238095238,0.5918367346938775,19.25925925925926,0.16666666666666666,0.13725490196078433,0.16326530612244897,0.19047619047619047,0.375,0.5,0.5425097560975609,3.3454545454545457,59.0,50.0,10.0,14.0,4.0,5.0,5.0,6.0,,,3.0,,6.0,17.0,,,2.0,6.0,6.0,20.0,14.0,4.0,5.0,,,3.0,11.0,6.0,8.0,2.0,8.0,3.0,21.0,18.0,18.0,6.0,16.0,6.0,4.0,1.0,1.0,2.0,,1.0,6.0,,4.0,7.0,,3.0,2.0,1.0,1.0,1.0,2.0,,3.0,2.0,8.0,15.0,1.0,1.0,10.0,,16.0,1.0,,7.0,5.0,1.0,5.0,21.0,59.0,,0.6923076923076923,0.9,1.0,0.3,,0.25,0.3157894736842105,0.8,0.75,0.8,0.5625,0.9166666666666666,0.5833333333333334,0.47619047619047616,0.18181818181818182,0.14285714285714285,0.25,,0.3333333333333333,,0.09523809523809523,0.08571428571428572,0.021739130434782608,0.0603448275862069,0.11764705882352941,0.06818181818181818,0.02631578947368421,,0.19047619047619047,0.18181818181818182,,0.3333333333333333,0.7142857142857143,0.8333333333333334,0.6,1.0,,,,,0.07142857142857142,0.40476190476190477,0.35294117647058826,0.35294117647058826,1.0,1.0,0.8,,,,,0.375,0.8333333333333334,0.375,0.3333333333333333,0.8095238095238095,0.375,0.6822600000000001,0.5315333333333333,0.16326530612244897,0.25,0.1896551724137931,0.3620689655172414,26.29,0.24686192468619247,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.25,0.1111111111111111,0.4,0.25,0.125,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,True,,
1629001,1610612763,De'Anthony Melton,De'Anthony Melton,1629001,MEM,3023.0,50,-15.0,100,103,16.0,203,1.0,2.0,5.0,8.0,31.0,125.0,10.0,1.0,2.0,1.0,5.0,3.0,8.0,10.0,0.625,0.5833333333333334,0.5961538461538461,22.5,0.13636363636363635,0.17391304347826086,0.11764705882352941,0.08333333333333333,0.5,0.5,0.5766217391304347,2.8499999999999996,22.0,33.0,4.0,6.0,3.0,3.0,1.0,2.0,,,7.0,,3.0,9.0,1.0,1.0,1.0,2.0,6.0,16.0,3.0,4.0,4.0,1.0,1.0,,11.0,1.0,2.0,1.0,4.0,,5.0,,15.0,4.0,8.0,3.0,1.0,1.0,1.0,,,,2.0,,5.0,2.0,1.0,,,,,,1.0,,1.0,,2.0,6.0,,1.0,3.0,,5.0,1.0,,2.0,,,2.0,5.0,22.0,,,,0.8333333333333334,0.375,1.0,0.25,0.4,1.0,0.5,1.1,0.4166666666666667,1.1,0.35714285714285715,0.6666666666666666,0.125,0.16666666666666666,,,,,0.20833333333333334,0.05714285714285714,,0.03225806451612903,,0.08695652173913043,,0.2,,0.2,0.1,0.25,0.6666666666666666,0.8,,,,,,,0.2916666666666667,0.375,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6,1.0,,0.2,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.9166666666666666,0.375,0.6297900000000001,0.58522,0.08,0.2222222222222222,0.3548387096774194,0.16129032258064516,26.293750000000003,0.22,2.0,1.0,,1.0,1.0,1.0,,,2.0,,,,1.0,,0.3333333333333333,,3.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0625,0.14285714285714285,0.75,0.42857142857142855,0.5,1.0,,,,,,,,True,,
1629630,1610612763,Ja Morant,Ja Morant,1629630,MEM,12151.0,203,-50.0,414,420,50.0,834,21.0,47.0,45.0,82.0,151.0,544.0,80.0,24.0,41.0,12.0,99.0,9.0,17.0,24.0,0.5487804878048781,0.5309734513274337,0.5763358778625954,31.422505307855626,0.08823529411764706,0.09770114942528736,0.07407407407407407,0.415929203539823,0.44680851063829785,0.525,0.4823915929203541,6.824390243902438,129.0,116.0,22.0,31.0,2.0,2.0,8.0,11.0,2.0,4.0,,,10.0,31.0,1.0,2.0,2.0,11.0,10.0,31.0,31.0,3.0,5.0,1.0,2.0,2.0,11.0,15.0,26.0,2.0,11.0,18.0,54.0,10.0,9.0,4.0,31.0,10.0,9.0,17.0,14.0,12.0,,2.0,5.0,,8.0,7.0,4.0,2.0,2.0,,9.0,7.0,8.0,2.0,17.0,7.0,3.0,9.0,,,27.0,,40.0,1.0,,10.0,,,,54.0,129.0,2.0,0.1111111111111111,0.11627906976744186,0.3,0.3225806451612903,0.5,0.18181818181818182,0.3225806451612903,0.6,0.5769230769230769,0.6428571428571429,0.4864864864864865,0.6111111111111112,0.574468085106383,0.2743362831858407,0.10975609756097561,0.06451612903225806,0.14893617021276595,,0.5294117647058824,,0.1111111111111111,0.043478260869565216,0.024390243902439025,0.03553299492385787,0.03125,0.028169014084507043,0.029411764705882353,0.12,0.10256410256410256,0.14285714285714285,0.08333333333333333,0.2743362831858407,0.7096774193548387,0.7586206896551724,0.18181818181818182,0.047619047619047616,0.035398230088495575,0.5,0.5,,,0.2743362831858407,0.3225806451612903,0.3225806451612903,0.3,0.2857142857142857,1.0,,0.2857142857142857,0.5,1.0,0.2972972972972973,0.7272727272727273,0.2972972972972973,0.18181818181818182,0.5486725663716814,0.3225806451612903,0.5280400000000001,0.4615054054054054,0.08943089430894309,0.10989010989010989,0.0728476821192053,0.3576158940397351,25.951612903225804,0.3115942028985507,,,,1.0,2.0,,1.0,,,1.0,,0.16666666666666666,,,,0.03125,,21.0,,8.0,,,7.0,,,0.125,,,,3.0,3.0,2.0,2.0,,,,True,,
1628960,1610612763,Grayson Allen,Grayson Allen,1628960,MEM,5614.0,94,-54.0,190,197,22.0,387,,2.0,2.0,7.0,16.0,266.0,,1.0,1.0,,2.0,5.0,9.0,12.0,0.2857142857142857,0.38095238095238093,0.38095238095238093,9.722222222222221,0.11904761904761904,0.10810810810810811,0.08571428571428572,0.09523809523809523,,,0.5272071428571428,4.3,88.0,96.0,2.0,5.0,,1.0,1.0,2.0,,,1.0,,4.0,13.0,,2.0,2.0,4.0,4.0,14.0,,,2.0,,2.0,,,1.0,2.0,2.0,4.0,,8.0,4.0,12.0,,13.0,4.0,1.0,,,,1.0,3.0,,,3.0,3.0,1.0,2.0,,2.0,,,,,,,6.0,11.0,,,3.0,,,,,,1.0,,1.0,8.0,88.0,3.0,1.0,1.0,1.0,0.2857142857142857,,0.5,0.2857142857142857,,0.5,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.2,,,,,0.09375,,0.06521739130434782,0.030927835051546393,,,0.08571428571428572,0.08333333333333333,0.058823529411764705,0.2857142857142857,0.07142857142857142,0.23809523809523808,0.4,0.5,1.0,,,,,,0.047619047619047616,0.6190476190476191,0.3076923076923077,0.3076923076923077,1.0,0.25,,,0.5,,,0.3333333333333333,0.5,0.6666666666666666,0.5,0.9047619047619048,0.3076923076923077,0.6135,0.5332333333333333,,,,0.5,25.849999999999998,0.4631578947368421,,,1.0,,,,,1.0,1.0,,0.2,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,True,,
1629634,1610612763,Brandon Clarke,Brandon Clarke,1629634,MEM,400.0,7,4.0,13,12,1.0,25,,,,,,10.0,,,,,,,1.0,1.0,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,5367.0,89,-22.0,190,193,16.0,383,2.0,3.0,5.0,6.0,19.0,250.0,4.0,5.0,9.0,4.0,22.0,10.0,14.0,16.0,0.8333333333333334,0.6785714285714286,0.6785714285714286,8.095238095238095,0.21739130434782608,0.18666666666666668,0.24324324324324326,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5223214285714286,8.950000000000001,90.0,74.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,2.0,7.0,,,2.0,5.0,3.0,8.0,,1.0,1.0,,,,2.0,2.0,2.0,3.0,6.0,,13.0,6.0,9.0,2.0,7.0,2.0,,4.0,3.0,1.0,,2.0,,,4.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,,,1.0,,,,,,2.0,2.0,2.0,13.0,90.0,2.0,0.6,0.75,1.0,0.375,,0.5,0.375,1.0,1.0,1.0,0.8125,1.0,0.8125,0.5714285714285714,,,,,0.6666666666666666,,0.13793103448275862,,0.05263157894736842,0.025,,,0.06451612903225806,0.25,0.11764705882352941,0.1111111111111111,0.16666666666666666,0.07142857142857142,1.0,1.0,,0.5,0.14285714285714285,1.0,1.0,1.0,0.07142857142857142,0.5,0.2857142857142857,0.2857142857142857,1.0,,,,,,,0.125,1.0,0.625,0.4,0.6428571428571429,0.2857142857142857,,0.56856875,,,0.10526315789473684,0.6842105263157895,25.125,0.47368421052631576,1.0,,,,,,,,1.0,,,,0.5,,0.125,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,True,,
202685,1610612763,Jonas Valanciunas,Jonas Valanciunas,202685,MEM,9028.0,150,-32.0,307,309,43.0,616,12.0,27.0,29.0,47.0,68.0,400.0,24.0,4.0,9.0,1.0,23.0,16.0,25.0,44.0,0.6170212765957447,0.5754716981132075,0.5964912280701754,18.30985915492958,0.2077922077922078,0.18604651162790697,0.2542372881355932,0.5094339622641509,0.4444444444444444,0.5,0.49811320754716987,5.455319148936169,82.0,76.0,15.0,17.0,8.0,10.0,3.0,3.0,2.0,3.0,,,1.0,6.0,,,,,1.0,6.0,7.0,10.0,13.0,,,1.0,21.0,7.0,8.0,,,4.0,18.0,34.0,3.0,16.0,6.0,1.0,3.0,5.0,5.0,2.0,1.0,3.0,16.0,,8.0,19.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,4.0,8.0,1.0,11.0,16.0,,3.0,15.0,,8.0,,,4.0,3.0,3.0,3.0,18.0,82.0,1.0,0.5862068965517241,0.8095238095238095,1.0,0.16666666666666666,,,0.16666666666666666,0.7692307692307693,0.875,0.7692307692307693,0.875,0.75,0.9,0.11320754716981132,0.06382978723404255,,0.1111111111111111,,0.625,,0.15384615384615385,0.17582417582417584,0.05357142857142857,0.1292517006802721,0.15384615384615385,0.2,0.04,0.25,0.13333333333333333,0.05555555555555555,0.15,0.32075471698113206,0.8823529411764706,0.8823529411764706,0.4,0.75,0.05660377358490566,0.6666666666666666,0.6666666666666666,1.0,,0.11320754716981132,0.16666666666666666,0.16666666666666666,1.0,0.7692307692307693,0.8,,,,,0.375,1.0,,,0.4339622641509434,0.16666666666666666,0.7088363636363636,0.45665,0.07017543859649122,0.0784313725490196,0.3088235294117647,0.2647058823529412,25.383333333333336,0.2671009771986971,,,1.0,,,3.0,,,2.0,,0.14285714285714285,0.1,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,True,,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,458.0,8,-8.0,18,20,,38,,,,,,28.0,,,,,,,,,,,,11.11111111111111,,,,,,,0.55875,,18.0,14.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,0.55875,,,,,24.3,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
