EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,Points,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,BadPassTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,LostBallSteals,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,SelfOReb,DeadBallTurnovers,Travels,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGM,FtPoints,PenaltyFtPoints,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGA,FTDefRebounds,DefFTReboundPct,PenaltyCorner3Frequency,Corner3FGM,SecondChanceTurnovers,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,HeaveAttempts,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,ShortMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGM,Loose Ball Fouls Drawn,PenaltyCorner3Accuracy,Charge Fouls Drawn,on,Charge Fouls,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,3pt And 1 Free Throw Trips
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,449.0,7,5.0,17,16,4.0,14,1.0,33,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,0.25,0.16666666666666666,1.0,1.0,0.3927,11.7,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628455,1610612751,Mike James,Mike James,1628455,BKN,6161.0,103,21.0,211,206,50.0,78,13.0,417,14.0,27.0,188.0,9.0,14.0,16.0,3.0,1.0,3.0,3.0,6.0,1.0,,50.0,20.17543859649123,1.0,0.1956521739130435,0.13861386138613863,0.2222222222222222,0.32558139534883723,0.47521046511627896,7.951851851851853,0.23696682464454977,1.0,9.0,1.0,7.0,1.0,4.0,1.0,5.0,15.0,1.0,1.0,3.0,9.0,5.0,16.0,33.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,4.0,14.0,6.0,9.0,15.0,5.0,2.0,2.0,5.0,7.0,12.0,6.0,1.0,1.0,3.0,1.0,31.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,0.2222222222222222,0.2222222222222222,0.4,0.3125,0.3333333333333333,0.3125,0.3333333333333333,0.2,0.38372093023255816,0.3125,0.38372093023255816,0.3125,0.37209302325581395,0.125,0.07407407407407407,0.1111111111111111,0.25,0.13333333333333333,0.09090909090909091,0.04081632653061224,0.018518518518518517,0.024390243902439025,0.125,0.05263157894736842,0.12,0.09090909090909091,0.1891891891891892,0.20930232558139536,0.1111111111111111,0.125,1.0,0.5,0.5,0.14285714285714285,0.09302325581395349,0.25,0.3333333333333333,0.023255813953488372,0.3488372093023256,0.3333333333333333,0.38461538461538464,0.4,0.3333333333333333,0.125,0.375,0.3333333333333333,0.5813953488372093,0.3333333333333333,0.3214,0.43553125,0.15151515151515152,26.2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628993,1610612751,Alize Johnson,Alize Johnson,1628993,BKN,338.0,6,5.0,13,13,,11,1.0,26,,1.0,11.0,2.0,3.0,3.0,,,,,,,,,6.25,,0.5,0.5,,,0.8864,1.1,,1.0,1.0,,,,,,,,,,,1.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,0.5,,,,,,1.0,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1629617,1610612751,Reggie Perry,Reggie Perry,1629617,BKN,307.0,5,2.0,12,12,,11,1.0,24,,2.0,11.0,,1.0,3.0,,,1.0,1.0,1.0,,,,26.666666666666668,,,0.16666666666666666,,,0.5438500000000001,1.0,,1.0,2.0,,,,,,,1.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,0.5,,0.3333333333333333,,,1.0,,,,0.6666666666666666,0.5,0.5,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,0.564,,,26.2,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
204020,1610612751,Tyler Johnson,Tyler Johnson,204020,BKN,723.0,12,-2.0,26,25,5.0,15,3.0,51,,,22.0,,,,,,,,1.0,,,5.0,12.903225806451614,,,,,,0.500175,,0.19230769230769232,,,,,,,1.0,1.0,3.0,,,,,1.0,4.0,3.0,,,,,,,,,,3.0,,3.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,1.0,0.25,,0.25,,,0.375,,0.375,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.3333333333333333,,,,25.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1629651,1610612751,Nicolas Claxton,Nicolas Claxton,1629651,BKN,2230.0,37,16.0,73,75,27.0,26,5.0,148,2.0,5.0,69.0,1.0,5.0,8.0,,,1.0,2.0,8.0,4.0,1.0,27.0,8.974358974358974,,0.08333333333333333,0.1388888888888889,,0.4,0.6141400000000001,3.12,0.3698630136986301,3.0,3.0,1.0,,,,,,,,,,3.0,,,8.0,2.0,,1.0,1.0,,,4.0,2.0,4.0,,,,,,,2.0,1.0,3.0,,1.0,,2.0,,7.0,,4.0,3.0,2.0,1.0,,,4.0,,0.3333333333333333,1.0,,,,,0.6,1.0,0.6,1.0,0.6666666666666666,1.0,,,,,,,0.16666666666666666,,0.08571428571428572,,,,0.5714285714285714,,0.125,0.6,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,1.0,,,0.6,,0.7729,0.7278,0.5,,1.0,2.0,2.0,2.0,4.0,4.0,3.0,,1.0,,1.0,1.0,1.0,0.15,0.25,0.1111111111111111,,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,0.5,1.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1629013,1610612751,Landry Shamet,Landry Shamet,1629013,BKN,2283.0,38,14.0,76,74,37.0,29,6.0,150,1.0,5.0,68.0,1.0,5.0,5.0,,,,1.0,1.0,1.0,,37.0,15.853658536585368,,0.08333333333333333,0.05555555555555555,,0.07692307692307693,0.5121923076923077,9.559999999999999,0.4868421052631579,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,7.0,,,2.0,2.0,2.0,8.0,10.0,,,1.0,3.0,,3.0,2.0,2.0,2.0,6.0,,7.0,2.0,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,,8.0,,1.0,,2.0,1.0,,,2.0,,0.5,0.5,1.0,0.25,,0.25,0.4,0.3333333333333333,0.38461538461538464,0.16666666666666666,0.38461538461538464,0.16666666666666666,0.6153846153846154,,0.2,0.5,,,0.041666666666666664,,,,,,,0.2,0.1111111111111111,0.15384615384615385,0.5,1.0,1.0,1.0,1.0,,0.15384615384615385,,,0.07692307692307693,0.5384615384615384,0.2857142857142857,0.2857142857142857,1.0,,0.3333333333333333,0.3333333333333333,,0.7692307692307693,0.2857142857142857,,0.5343666666666668,0.2,25.7125,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,1.0,3.0,0.6,0.16666666666666666,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1629185,1610612751,Chris Chiozza,Chris Chiozza,1629185,BKN,111.0,2,,4,3,4.0,3,,7,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628971,1610612751,Bruce Brown,Bruce Brown,1628971,BKN,1924.0,32,18.0,62,61,6.0,16,5.0,123,9.0,15.0,52.0,4.0,9.0,12.0,1.0,,1.0,1.0,3.0,1.0,,6.0,26.086956521739133,1.0,0.36363636363636365,0.2571428571428571,1.0,0.5294117647058824,0.5490970588235294,6.986666666666667,0.0967741935483871,4.0,5.0,,7.0,1.0,1.0,2.0,,,,,,12.0,1.0,2.0,27.0,1.0,,1.0,1.0,,,2.0,20.0,4.0,3.0,,,,,,4.0,1.0,5.0,1.0,,3.0,1.0,,11.0,1.0,5.0,3.0,,,1.0,,2.0,,0.8333333333333334,0.9090909090909091,1.0,0.5,,0.5,0.8,1.0,0.7941176470588235,1.0,0.7941176470588235,1.0,0.11764705882352941,,,,,,0.20833333333333334,0.06666666666666667,0.0967741935483871,0.1,,0.2222222222222222,0.18181818181818182,0.25,0.3,0.29411764705882354,0.8,0.8,0.75,0.7777777777777778,0.7777777777777778,0.8571428571428571,0.058823529411764705,1.0,1.0,0.11764705882352941,,,,,,,,,0.4117647058823529,,0.7509,0.4359,0.07407407407407407,22.9,,1.0,1.0,1.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,0.125,0.2857142857142857,,,1.0,1.0,0.07407407407407407,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612751,Kevin Durant,Kevin Durant,201142,BKN,4586.0,76,9.0,157,155,45.0,60,8.0,312,20.0,30.0,141.0,2.0,13.0,13.0,3.0,2.0,7.0,4.0,8.0,17.0,2.0,45.0,34.337349397590366,0.42857142857142855,0.05555555555555555,0.15584415584415584,,0.4444444444444444,0.4843193181818181,8.303333333333335,0.28662420382165604,4.0,7.0,1.0,10.0,1.0,3.0,2.0,4.0,13.0,,2.0,4.0,15.0,4.0,15.0,51.0,2.0,,5.0,9.0,2.0,5.0,23.0,8.0,22.0,9.0,3.0,12.0,4.0,4.0,,5.0,4.0,9.0,4.0,,1.0,3.0,1.0,22.0,,10.0,,3.0,2.0,1.0,1.0,23.0,1.0,0.26666666666666666,0.26666666666666666,0.75,0.26666666666666666,0.4,0.2857142857142857,0.5,0.5555555555555556,0.4666666666666667,0.5714285714285714,0.51,0.6388888888888888,0.3333333333333333,,0.13333333333333333,0.14285714285714285,,,0.24390243902439024,,,,,0.2857142857142857,0.1111111111111111,0.4444444444444444,0.07142857142857142,0.15555555555555556,0.5714285714285714,0.6666666666666666,0.25,0.5,0.5882352941176471,0.3,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.044444444444444446,0.28888888888888886,0.3076923076923077,0.3076923076923077,0.75,,0.07142857142857142,0.2857142857142857,0.5,0.4888888888888889,0.3333333333333333,0.4404,0.43545000000000006,0.45098039215686275,27.259999999999998,1.0,,2.0,,,,,,4.0,,,,,,,,,1.0,,,,9.0,7.0,,1.0,11.0,1.0,3.0,3.0,2.0,,,2.0,1.0,3.0,0.5,,0.06382978723404255,0.09375,1.0,1.0,0.1111111111111111,0.07142857142857142,,,,,,,1.0,1.0,2.0,2.0,0.15,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
