EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,FTDefRebounds,BlockedAtRim,RecoveredBlocks,DefFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Corner3FGM,PtsUnassisted3s,Loose Ball Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceTurnovers,Loose Ball Fouls Drawn,3SecondViolations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Corner3Assists,BadPassOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,on,HeaveAttempts,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked
1626145,1610612763,Tyus Jones,Tyus Jones,1626145,MEM,1259.0,21,14,42,42,4.0,3.0,4,84,2.0,3.0,2.0,3.0,4.0,42.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,6.521739130434782,0.0625,0.2857142857142857,0.13043478260869565,0.1,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.41356666666666664,0.4194,0.5,8.666666666666666,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,10484.0,175,-6,356,359,86.0,65.0,42,715,15.0,31.0,42.0,77.0,129.0,445.0,11.0,22.0,32.0,52.0,7.0,4.0,11.0,4.0,3.0,26.0,9.0,7.0,16.0,21.0,17.0,32.0,86.0,0.5454545454545454,0.5,0.5567010309278351,0.56,0.5990566037735849,0.5925925925925926,28.606965174129357,0.09859154929577464,0.10465116279069768,0.10191082802547771,0.07142857142857142,0.08823529411764706,0.31958762886597936,0.4838709677419355,0.5357142857142857,0.49616907216494854,0.46142399999999995,0.24806201550387597,7.611688311688313,0.24157303370786518,20.0,29.0,1.0,1.0,6.0,8.0,7.0,17.0,4.0,1.0,8.0,16.0,3.0,4.0,2.0,3.0,8.0,20.0,21.0,1.0,4.0,3.0,5.0,2.0,13.0,2.0,3.0,4.0,32.0,24.0,2.0,16.0,8.0,5.0,1.0,3.0,1.0,3.0,1.0,5.0,2.0,7.0,4.0,3.0,6.0,5.0,3.0,1.0,1.0,9.0,3.0,7.0,1.0,1.0,26.0,1.0,26.0,5.0,3.0,14.0,2.0,2.0,2.0,2.0,0.38095238095238093,0.3902439024390244,1.0,0.4,0.6,0.6666666666666666,0.4,0.25,0.6111111111111112,0.65,0.20618556701030927,0.06493506493506493,0.034482758620689655,0.0967741935483871,0.058823529411764705,0.6666666666666666,0.16666666666666666,0.029411764705882353,0.015873015873015872,0.024242424242424242,0.03571428571428571,0.03225806451612903,0.01818181818181818,0.13513513513513514,0.16666666666666666,0.047619047619047616,0.29896907216494845,0.6896551724137931,0.7142857142857143,0.5,0.3333333333333333,0.17525773195876287,0.4117647058823529,0.4375,0.14285714285714285,0.041237113402061855,0.16494845360824742,0.5,0.5,1.0,0.1111111111111111,1.0,0.1111111111111111,0.4444444444444444,0.75,1.0,0.32,0.75,0.12,0.6666666666666666,0.5051546391752577,0.5,0.4960857142857143,0.1320754716981132,0.16279069767441862,0.10077519379844961,24.944999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628960,1610612763,Grayson Allen,Grayson Allen,1628960,MEM,3937.0,66,-27,133,137,52.0,47.0,16,270,,2.0,2.0,9.0,13.0,180.0,1.0,2.0,8.0,,,,,,,,2.0,2.0,5.0,7.0,8.0,8.0,52.0,0.2222222222222222,0.5,0.3611111111111111,1.0,0.3611111111111111,1.0,11.920529801324504,0.07692307692307693,0.06451612903225806,0.07017543859649122,,0.038461538461538464,0.1111111111111111,,,0.5189527777777778,0.54965,0.6153846153846154,4.744444444444444,0.39097744360902253,2.0,7.0,,1.0,1.0,2.0,,,1.0,,3.0,8.0,,2.0,2.0,2.0,3.0,9.0,,,1.0,,2.0,,,2.0,2.0,,4.0,9.0,,8.0,3.0,2.0,,,2.0,,,2.0,1.0,1.0,,1.0,,,,,,,,5.0,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,,,,0.5,0.2222222222222222,0.2857142857142857,,,,,,0.07142857142857142,0.029850746268656716,,,0.08695652173913043,0.07142857142857142,0.2,0.09090909090909091,0.3888888888888889,0.2857142857142857,0.4,1.0,,,,,,0.05555555555555555,0.4444444444444444,0.375,0.375,1.0,0.3333333333333333,,,0.6666666666666666,,,0.5,0.5,0.5,1.0,0.8888888888888888,0.375,0.6135,,,,25.48888888888889,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629001,1610612763,De'Anthony Melton,De'Anthony Melton,1629001,MEM,2233.0,37,13,74,75,3.0,12.0,8,149,1.0,2.0,3.0,4.0,21.0,73.0,,,,6.0,1.0,,1.0,,1.0,2.0,2.0,4.0,6.0,7.0,3.0,,3.0,0.75,,0.6923076923076923,,0.75,,17.073170731707318,0.16,0.16666666666666666,0.16216216216216217,0.13333333333333333,0.1111111111111111,0.15384615384615385,0.5,0.5,0.5311923076923077,,,4.475,0.04054054054054054,2.0,2.0,1.0,1.0,,,,,3.0,,2.0,6.0,,,,,4.0,9.0,3.0,2.0,2.0,,,,4.0,,,,,9.0,2.0,6.0,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,2.0,,3.0,1.0,,2.0,,,,,,,0.75,0.4444444444444444,,,0.4444444444444444,1.0,1.0,1.0,0.6923076923076923,,,,,,,0.04,,0.024390243902439025,,0.0625,,,0.3333333333333333,0.16666666666666666,0.15384615384615385,1.0,1.0,,,,,,,0.23076923076923078,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,0.8461538461538461,0.3333333333333333,0.64465,0.14285714285714285,0.4,0.19047619047619047,24.544444444444448,,,,,1.0,,2.0,3.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,
202685,1610612763,Jonas Valanciunas,Jonas Valanciunas,202685,MEM,8119.0,135,-22,277,278,69.0,57.0,37,555,12.0,26.0,27.0,43.0,64.0,362.0,7.0,8.0,18.0,20.0,4.0,4.0,8.0,4.0,1.0,20.0,13.0,8.0,22.0,38.0,14.0,18.0,69.0,0.627906976744186,0.875,0.5816326530612245,0.875,0.6037735849056604,0.9,19.49685534591195,0.16666666666666666,0.19117647058823528,0.1810344827586207,0.25,0.23076923076923078,0.5306122448979592,0.46153846153846156,0.5217391304347826,0.48280000000000006,0.45665,0.28125,5.641860465116279,0.2490974729241877,13.0,14.0,7.0,8.0,3.0,3.0,2.0,3.0,,,1.0,6.0,,,,,1.0,6.0,7.0,9.0,11.0,,,1.0,19.0,,,4.0,34.0,3.0,14.0,6.0,1.0,3.0,2.0,1.0,2.0,14.0,,16.0,3.0,3.0,1.0,2.0,5.0,1.0,4.0,,4.0,9.0,1.0,10.0,,3.0,14.0,,8.0,,,4.0,3.0,3.0,3.0,,0.6296296296296297,0.85,1.0,0.16666666666666666,,,0.16666666666666666,0.8181818181818182,0.8181818181818182,0.7916666666666666,0.12244897959183673,0.06976744186046512,,0.11538461538461539,,0.5555555555555556,,0.175,0.04081632653061224,0.12403100775193798,0.19047619047619047,0.1836734693877551,0.022727272727272728,0.14814814814814814,0.0625,0.16666666666666666,0.2857142857142857,0.9285714285714286,0.9285714285714286,0.46153846153846156,0.75,0.061224489795918366,0.6666666666666666,0.6666666666666666,1.0,,0.12244897959183673,0.16666666666666666,0.16666666666666666,1.0,0.7272727272727273,0.875,,,,,0.375,1.0,,,0.40816326530612246,0.16666666666666666,0.69863,0.07547169811320754,0.0851063829787234,0.296875,25.383333333333336,1.0,,2.0,0.16666666666666666,,0.6666666666666666,,,,,,,1.0,3.0,1.0,0.1,0.2,,,,,,,,,,,,,,True,,,,,,,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,251.0,4,-1,9,9,9.0,3.0,1,18,,,,1.0,,14.0,,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,,9.0,,,,,,,20.0,0.5,,0.3333333333333333,,,,,,0.5087,0.5087,,1.9,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,0.5,,0.5,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,0.5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,3540.0,59,16,126,128,57.0,34.0,10,254,2.0,2.0,4.0,4.0,20.0,149.0,2.0,2.0,16.0,4.0,4.0,2.0,6.0,2.0,3.0,14.0,6.0,4.0,10.0,11.0,2.0,16.0,57.0,1.0,1.0,0.7692307692307693,0.8888888888888888,0.7692307692307693,0.8888888888888888,11.76470588235294,0.15384615384615385,0.1875,0.1724137931034483,0.3333333333333333,0.24,0.15384615384615385,1.0,1.0,0.5211576923076924,0.5405444444444444,0.8,8.175,0.4523809523809524,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,8.0,,,3.0,6.0,4.0,9.0,,1.0,1.0,,,,2.0,4.0,7.0,,4.0,12.0,2.0,8.0,3.0,,1.0,,1.0,,,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,,0.5,0.6666666666666666,1.0,0.4444444444444444,,0.5714285714285714,0.4444444444444444,1.0,1.0,1.0,0.6923076923076923,,,,,0.6666666666666666,,,0.05263157894736842,0.021739130434782608,,,0.05263157894736842,0.06666666666666667,,0.2,0.07692307692307693,1.0,1.0,,0.5,0.07692307692307693,1.0,1.0,1.0,0.07692307692307693,0.6153846153846154,0.375,0.375,1.0,,,,,,,0.1111111111111111,1.0,0.6666666666666666,0.5,0.7692307692307693,0.375,,,,0.1,25.533333333333335,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.1111111111111111,1.0,,,,,,,,,,True,,,,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,6154.0,103,-12,208,210,29.0,18.0,23,418,2.0,5.0,10.0,18.0,46.0,267.0,2.0,3.0,10.0,4.0,4.0,1.0,5.0,1.0,2.0,11.0,9.0,4.0,14.0,20.0,12.0,10.0,29.0,0.5555555555555556,0.6666666666666666,0.5757575757575758,0.875,0.6216216216216216,0.8333333333333334,16.30901287553648,0.09523809523809523,0.18,0.14130434782608695,0.058823529411764705,0.17073170731707318,0.15151515151515152,0.4,0.5,0.5466227272727273,0.5130625,0.21739130434782608,2.938888888888889,0.13942307692307693,8.0,13.0,3.0,4.0,2.0,3.0,,,1.0,,6.0,14.0,,,1.0,1.0,6.0,15.0,8.0,3.0,4.0,,,3.0,9.0,1.0,1.0,3.0,16.0,18.0,4.0,14.0,6.0,4.0,2.0,,1.0,5.0,,6.0,,3.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,8.0,,,7.0,1.0,10.0,1.0,,4.0,4.0,1.0,4.0,,0.8,1.0,1.0,0.4,,1.0,0.4,0.75,0.75,0.9,0.45454545454545453,0.2222222222222222,0.23076923076923078,0.2,,1.0,,0.08196721311475409,0.02857142857142857,0.0625,0.14285714285714285,0.05263157894736842,0.03225806451612903,0.14285714285714285,0.2222222222222222,,0.3939393939393939,0.6153846153846154,0.8,0.75,1.0,,,,,0.030303030303030304,0.42424242424242425,0.42857142857142855,0.42857142857142855,1.0,1.0,0.75,,,,,0.75,0.6666666666666666,0.25,1.0,0.8484848484848485,0.42857142857142855,0.62955,0.13513513513513514,0.19047619047619047,0.1956521739130435,25.073333333333334,1.0,3.0,2.0,0.3333333333333333,,0.5,,,,,,,1.0,1.0,,0.1111111111111111,,,,,,1.0,1.0,0.3333333333333333,0.0625,,,,,,True,,,,,,,
1629630,1610612763,Ja Morant,Ja Morant,1629630,MEM,9777.0,163,-10,330,334,82.0,62.0,40,664,18.0,34.0,38.0,60.0,115.0,423.0,9.0,12.0,31.0,66.0,21.0,15.0,36.0,12.0,10.0,87.0,8.0,8.0,16.0,21.0,5.0,31.0,82.0,0.6333333333333333,0.75,0.5914634146341463,0.5526315789473685,0.6318681318681318,0.6458333333333334,27.27272727272727,0.13114754098360656,0.09523809523809523,0.1103448275862069,0.13636363636363635,0.07575757575757576,0.4146341463414634,0.5294117647058824,0.6206896551724138,0.48858963414634154,0.46715,0.26956521739130435,6.8533333333333335,0.24848484848484848,19.0,24.0,2.0,2.0,5.0,6.0,1.0,2.0,,,7.0,22.0,1.0,2.0,1.0,7.0,7.0,22.0,18.0,3.0,4.0,1.0,2.0,,9.0,1.0,7.0,10.0,10.0,6.0,4.0,22.0,7.0,6.0,11.0,,2.0,3.0,,5.0,2.0,2.0,2.0,,6.0,5.0,5.0,1.0,1.0,11.0,5.0,3.0,,,16.0,,21.0,,,4.0,,,,,0.13157894736842105,0.1388888888888889,0.2857142857142857,0.3181818181818182,0.5,0.14285714285714285,0.3181818181818182,0.75,0.75,0.75,0.2682926829268293,0.1,0.041666666666666664,0.14705882352941177,,0.5454545454545454,,0.03333333333333333,0.03278688524590164,0.033112582781456956,0.041666666666666664,0.01818181818181818,0.037037037037037035,0.12121212121212122,0.16666666666666666,0.06451612903225806,0.2926829268292683,0.7916666666666666,0.8260869565217391,0.21052631578947367,0.05555555555555555,0.024390243902439025,0.5,0.5,,,0.2682926829268293,0.3181818181818182,0.3181818181818182,0.2857142857142857,0.3333333333333333,1.0,,0.3333333333333333,0.5,1.0,0.3157894736842105,0.8333333333333334,0.3684210526315789,0.14285714285714285,0.5609756097560976,0.3181818181818182,0.557975,0.05747126436781609,0.0625,0.0782608695652174,25.963636363636365,,,,,0.16666666666666666,,,15.0,1.0,,,,1.0,,,0.09090909090909091,,,,,,1.0,1.0,,0.043478260869565216,3.0,2.0,1.0,4.0,3.0,True,,,,,,,
203937,1610612763,Kyle Anderson,Kyle Anderson,203937,MEM,6266.0,104,1,212,211,39.0,24.0,28,423,4.0,13.0,9.0,20.0,27.0,260.0,1.0,2.0,2.0,10.0,12.0,2.0,14.0,2.0,9.0,30.0,8.0,4.0,15.0,17.0,8.0,2.0,39.0,0.45,0.5,0.41379310344827586,0.3333333333333333,0.45,0.3333333333333333,13.524590163934427,0.11428571428571428,0.14545454545454545,0.13333333333333333,0.09090909090909091,0.19047619047619047,0.4482758620689655,0.3076923076923077,0.36363636363636365,0.49535,0.47153333333333336,0.07407407407407407,6.295,0.18396226415094338,4.0,6.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,8.0,,,,1.0,2.0,9.0,3.0,1.0,1.0,,,1.0,3.0,,1.0,,8.0,6.0,2.0,8.0,2.0,2.0,3.0,,,2.0,,2.0,1.0,12.0,4.0,8.0,1.0,1.0,2.0,,,3.0,1.0,3.0,,1.0,3.0,,4.0,,,1.0,,,,,0.4444444444444444,0.5,1.0,0.2222222222222222,,,0.2222222222222222,1.0,1.0,0.75,0.3103448275862069,0.1,,0.15384615384615385,,0.3333333333333333,,0.031746031746031744,,0.020202020202020204,,0.05128205128205128,,0.13636363636363635,,0.06666666666666667,0.20689655172413793,0.6666666666666666,0.6666666666666666,0.5,0.5,0.034482758620689655,1.0,1.0,,0.034482758620689655,0.27586206896551724,0.25,0.25,1.0,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.5172413793103449,0.25,0.4215,0.03333333333333333,0.047619047619047616,0.1111111111111111,25.06666666666667,3.0,,,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,True,,,,,,,
