EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,LongMidRangeFGM,SecondChanceArc3FGA,PenaltyFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,Charge Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PtsPutbacks,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Travels,OffLongMidRangeReboundPct,Offensive Fouls,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3
1626149,1610612747,Montrezl Harrell,Montrezl Harrell,1626149,LAL,1262.0,21,-2.0,39,38,1,1,6.0,77,3.0,5.0,1.0,2.0,4.0,7.0,4.0,12.0,40,1.0,1.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,1,0.75,0.75,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.25,0.14285714285714285,0.2,22.22222222222222,1.0,1.0,0.16666666666666666,0.1111111111111111,0.058823529411764705,0.14285714285714285,0.08333333333333333,0.4,0.125,0.5,0.7142857142857143,0.6,0.75,1.0,0.2857142857142857,0.5,0.5,0.7142857142857143,0.5745714285714286,0.4356,0.3333333333333333,0.3333333333333333,0.08333333333333333,4.185714285714285,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627936,1610612747,Alex Caruso,Alex Caruso,1627936,LAL,5469.0,91,10.0,171,172,53,48,26.0,343,7.0,12.0,1.0,1.0,8.0,14.0,2.0,30.0,180,4.0,,6.0,14.0,2.0,,,2.0,,4.0,2.0,6.0,1.0,1.0,,4.0,3.0,5.0,3.0,9.0,6.0,2.0,,1.0,51,0.875,0.875,0.5714285714285714,0.5185185185185185,0.5357142857142857,0.6,,,16.256157635467982,0.8,,,0.06060606060606061,0.04819277108433735,0.02247191011235955,,,0.037037037037037035,0.06666666666666667,0.4444444444444444,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.037037037037037035,1.0,1.0,0.9259259259259259,0.5651444444444444,0.45623333333333327,0.03571428571428571,0.06666666666666667,0.2,3.5857142857142854,0.30994152046783624,2.0,3.0,2.0,3.0,1.0,3.0,9.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,13.0,3.0,1.0,2.0,3.0,2.0,4.0,10.0,12.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,10.0,1.0,0.3076923076923077,0.5,0.3076923076923077,0.75,0.6666666666666666,0.6,0.7142857142857143,0.7142857142857143,0.48148148148148145,0.04,0.05,0.041666666666666664,0.0625,0.05,0.06666666666666667,0.16666666666666666,0.6666666666666666,1.0,0.037037037037037035,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.14814814814814814,0.25,0.25,1.0,0.6,0.6666666666666666,0.5,0.2,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.14285714285714285,1.0,0.25,0.5602285714285714,0.3333333333333333,24.092307692307696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,5066.0,84,14.0,163,166,38,61,22.0,329,5.0,12.0,2.0,2.0,8.0,18.0,5.0,24.0,168,4.0,2.0,4.0,10.0,6.0,3.0,3.0,1.0,,12.0,3.0,15.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,3.0,6.0,,2.0,38,0.625,0.625,0.4444444444444444,0.3064516129032258,0.35294117647058826,0.2857142857142857,0.16666666666666666,0.25,19.689119170984455,0.75,,0.061224489795918366,0.04,0.15584415584415584,0.03488372093023256,0.07142857142857142,0.09090909090909091,,0.1111111111111111,0.3870967741935484,0.4166666666666667,0.5555555555555556,0.6,0.06451612903225806,1.0,1.0,0.8064516129032258,0.5225741935483871,0.5367166666666666,0.06060606060606061,0.1,0.16666666666666666,6.611111111111111,0.2331288343558282,,3.0,1.0,2.0,4.0,,4.0,,,1.0,1.0,9.0,,3.0,1.0,13.0,1.0,2.0,1.0,3.0,,4.0,4.0,3.0,9.0,1.0,3.0,5.0,2.0,12.0,,11.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,4.0,1.0,0.07692307692307693,,0.07692307692307693,0.25,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.25,0.41935483870967744,0.21153846153846154,,,,0.19047619047619047,0.1,0.14285714285714285,1.0,0.5,0.12903225806451613,0.12903225806451613,,,,0.2903225806451613,0.1111111111111111,0.1111111111111111,1.0,0.5,,,,0.2857142857142857,0.5,0.14285714285714285,,0.42857142857142855,,0.1111111111111111,0.5079142857142857,0.16666666666666666,24.73846153846154,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.2857142857142857,0.25,0.25,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629659,1610612747,Talen Horton-Tucker,Talen Horton-Tucker,1629659,LAL,1475.0,25,-2.0,46,44,5,10,10.0,90,2.0,5.0,3.0,4.0,6.0,11.0,3.0,15.0,56,2.0,2.0,6.0,2.0,10.0,,,2.0,,2.0,2.0,4.0,,1.0,,,,,1.0,1.0,3.0,5.0,1.0,2.0,5,0.16666666666666666,0.25,0.5454545454545454,0.5,0.5357142857142857,1.0,,,25.454545454545453,,,,0.16666666666666666,0.09090909090909091,0.043478260869565216,,,0.2222222222222222,,0.4166666666666667,0.4,0.4,,0.3333333333333333,0.75,0.75,0.5,0.5316333333333334,0.6005,0.15384615384615385,0.16666666666666666,0.4,5.972727272727273,0.10869565217391304,2.0,2.0,1.0,1.0,2.0,,,,,,,1.0,,,,1.0,2.0,,1.0,3.0,,,4.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,4.0,,,,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.08333333333333333,,0.125,0.2,,,,,,0.3333333333333333,0.16666666666666666,,,,,0.08333333333333333,,,,1.0,1.0,,,0.3333333333333333,1.0,,,,,,0.4885,0.26666666666666666,25.4,1.0,,2.0,,,,,,1.0,1.0,,1.0,,0.5,0.5,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,13417.0,224,10.0,426,427,110,105,54.0,853,30.0,43.0,3.0,14.0,36.0,66.0,14.0,140.0,469,6.0,,14.0,20.0,52.0,6.0,3.0,17.0,2.0,36.0,7.0,43.0,2.0,9.0,5.0,16.0,14.0,25.0,2.0,7.0,27.0,23.0,5.0,12.0,108,0.2777777777777778,0.2857142857142857,0.5454545454545454,0.5526315789473685,0.5737704918032787,0.875,0.09090909090909091,0.11627906976744186,29.81744421906694,0.64,0.2222222222222222,0.02702702702702703,0.19101123595505617,0.1642512077294686,0.023923444976076555,0.03773584905660377,0.03225806451612903,0.2054794520547945,0.03773584905660377,0.37719298245614036,0.6976744186046512,0.7894736842105263,0.3333333333333333,0.12280701754385964,0.21428571428571427,0.23076923076923078,0.7982456140350878,0.5405679824561406,0.57836,0.10655737704918032,0.1643835616438356,0.1,5.428787878787878,0.25821596244131456,4.0,5.0,6.0,7.0,9.0,1.0,3.0,,1.0,1.0,17.0,45.0,5.0,16.0,18.0,48.0,4.0,2.0,9.0,11.0,6.0,17.0,42.0,21.0,45.0,17.0,30.0,48.0,23.0,114.0,2.0,17.0,4.0,7.0,9.0,2.0,1.0,7.0,,1.0,2.0,2.0,,2.0,2.0,42.0,0.3888888888888889,0.375,0.35294117647058826,0.375,0.6666666666666666,0.8181818181818182,0.875,0.6428571428571429,0.6774193548387096,0.42105263157894735,0.1440677966101695,0.02040816326530612,0.014285714285714285,0.03571428571428571,0.0851063829787234,0.1935483870967742,0.125,1.0,,0.07894736842105263,0.02631578947368421,0.3333333333333333,0.3333333333333333,1.0,0.39473684210526316,0.37777777777777777,0.37777777777777777,0.35294117647058826,0.625,0.8,0.25,,0.25,0.8571428571428571,0.03571428571428571,1.0,0.5714285714285714,0.3125,0.37777777777777777,0.5144017857142857,0.3,26.30208333333334,3.0,2.0,6.0,18.0,11.0,7.0,5.0,1.0,1.0,,,,0.175,0.3333333333333333,0.3333333333333333,,0.25,2.0,2.0,0.18181818181818182,2.0,2.0,33.0,2.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.02040816326530612,,,,,,,,,,,True,,,,,,,
202083,1610612747,Wesley Matthews,Wesley Matthews,202083,LAL,5117.0,85,-6.0,164,165,37,35,27.0,329,2.0,4.0,,2.0,2.0,6.0,4.0,29.0,191,2.0,2.0,13.0,2.0,2.0,,2.0,4.0,,4.0,5.0,9.0,1.0,,,,,,3.0,8.0,7.0,4.0,,2.0,37,0.5,1.0,0.3333333333333333,0.5434782608695652,0.58,1.0833333333333333,,,12.690355329949238,,,0.043478260869565216,0.12903225806451613,0.05333333333333334,0.056818181818181816,0.09090909090909091,,0.08333333333333333,0.07142857142857142,0.17391304347826086,0.5,0.5,0.5,0.08695652173913043,,,0.9130434782608695,0.5695391304347827,0.64805,0.08,0.25,0.4482758620689655,4.883333333333334,0.22560975609756098,1.0,2.0,1.0,1.0,,3.0,8.0,2.0,,1.0,4.0,9.0,,,7.0,17.0,1.0,3.0,1.0,1.0,,1.0,2.0,21.0,9.0,4.0,1.0,2.0,,5.0,3.0,,,,,,,,1.0,2.0,,,,,,2.0,1.0,0.4117647058823529,,0.4117647058823529,0.5,1.0,1.1,0.5,0.5,0.7391304347826086,,0.07142857142857142,0.1,,,,0.2857142857142857,,,,0.34782608695652173,0.375,0.375,1.0,0.391304347826087,0.4444444444444444,0.4444444444444444,1.0,0.4,0.5,,0.4,0.5,1.0,0.5,,,,0.4444444444444444,0.53625,0.06896551724137931,24.85882352941176,,1.0,,1.0,1.0,,1.0,,1.0,,3.0,,,,,,0.2,2.0,,,1.0,3.0,,,,1.0,,,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,,True,,,,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,6382.0,106,14.0,205,205,69,52,22.0,410,9.0,15.0,4.0,9.0,15.0,34.0,25.0,58.0,221,5.0,1.0,3.0,24.0,6.0,,3.0,5.0,2.0,20.0,6.0,26.0,2.0,2.0,2.0,3.0,1.0,6.0,4.0,8.0,22.0,31.0,3.0,11.0,67,0.8,0.8,0.4411764705882353,0.39285714285714285,0.5178571428571429,0.25,,,26.839826839826838,0.5,0.4,0.07317073170731707,0.125,0.18556701030927836,0.06593406593406594,0.13333333333333333,,0.14705882352941177,0.07692307692307693,0.35714285714285715,0.6,0.6,0.8888888888888888,0.21428571428571427,0.4444444444444444,0.4444444444444444,0.5476190476190477,0.52485,0.5636,0.22,0.2619047619047619,0.05172413793103448,8.705882352941176,0.33658536585365856,1.0,4.0,3.0,5.0,10.0,,1.0,,,,1.0,7.0,1.0,6.0,1.0,8.0,1.0,,4.0,8.0,1.0,6.0,22.0,3.0,7.0,1.0,4.0,10.0,4.0,26.0,3.0,13.0,,1.0,3.0,2.0,1.0,5.0,,,7.0,4.0,3.0,7.0,6.0,18.0,1.0,0.125,0.16666666666666666,0.125,0.2,0.5,0.2,0.39285714285714285,0.55,0.19047619047619047,0.22807017543859648,0.06,0.08108108108108109,,0.36363636363636365,0.0625,,0.8571428571428571,0.75,0.23809523809523808,0.023809523809523808,,,,0.16666666666666666,0.14285714285714285,0.14285714285714285,1.0,0.8,0.25,,,0.35714285714285715,0.6,,,0.42857142857142855,0.16666666666666666,0.14285714285714285,0.5757928571428571,0.3793103448275862,25.8625,2.0,,11.0,6.0,4.0,2.0,,,1.0,6.0,1.0,4.0,0.21052631578947367,0.2,0.2,0.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.07142857142857142,,,,,True,,,,,,,
203463,1610612747,Ben McLemore,Ben McLemore,203463,LAL,961.0,16,1.0,28,29,7,4,5.0,57,,,,,,1.0,,6.0,33,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,,,,7,,,,0.75,0.75,,,,15.15151515151515,1.0,,,,,,,,,,,,,,,,,0.75,0.53425,,,,,14.4,0.25,,,,,1.0,,1.0,,,1.0,2.0,2.0,,,2.0,3.0,,,,,,1.0,,6.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,,,,0.75,,,,,,,,,,0.25,0.25,,,,0.5,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,0.6657,,24.366666666666664,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
203471,1610612747,Dennis Schroder,Dennis Schroder,203471,LAL,9573.0,160,11.0,305,306,90,68,33.0,611,12.0,18.0,3.0,9.0,16.0,32.0,18.0,68.0,329,2.0,,5.0,16.0,16.0,3.0,,9.0,,16.0,1.0,17.0,,5.0,3.0,2.0,1.0,6.0,3.0,12.0,13.0,20.0,1.0,7.0,88,0.5,0.5,0.5,0.4716981132075472,0.5416666666666666,0.5,0.09375,0.1111111111111111,19.07514450867052,0.3333333333333333,,,0.13043478260869565,0.10256410256410256,0.006944444444444444,,,0.13793103448275862,,0.33962264150943394,0.6666666666666666,0.75,0.6666666666666666,0.16981132075471697,0.3333333333333333,0.375,0.7358490566037735,0.5277867924528302,0.5421833333333334,0.11864406779661017,0.18421052631578946,0.07352941176470588,6.3812500000000005,0.29508196721311475,1.0,1.0,2.0,4.0,5.0,1.0,3.0,1.0,,1.0,5.0,18.0,1.0,3.0,6.0,21.0,1.0,3.0,4.0,7.0,1.0,4.0,22.0,12.0,18.0,5.0,11.0,14.0,9.0,31.0,1.0,7.0,2.0,,4.0,1.0,,2.0,1.0,,,,,,,22.0,0.6666666666666666,0.2857142857142857,0.25,0.2857142857142857,0.5,0.5714285714285714,0.5,0.5,0.7,0.39622641509433965,0.08045977011494253,0.014084507042253521,0.01818181818181818,,0.08108108108108109,0.125,0.09090909090909091,,,0.09433962264150944,0.05660377358490566,0.3333333333333333,0.3333333333333333,1.0,0.33962264150943394,0.2777777777777778,0.2777777777777778,0.6,0.2,1.0,1.0,0.2,0.36363636363636365,0.5,0.09090909090909091,,0.2727272727272727,0.3333333333333333,0.2777777777777778,0.5166681818181819,0.3235294117647059,25.266666666666662,1.0,2.0,11.0,3.0,3.0,,1.0,,1.0,1.0,,1.0,0.038461538461538464,0.2,0.2,,0.4,,,,1.0,1.0,6.0,1.0,1.0,,3.0,,0.3333333333333333,0.1111111111111111,0.5,,,,,1.0,1.0,,2.0,,,,True,,,,,,,
202693,1610612747,Markieff Morris,Markieff Morris,202693,LAL,1974.0,33,-13.0,58,60,15,20,11.0,118,,2.0,1.0,3.0,1.0,5.0,3.0,8.0,71,,2.0,2.0,2.0,,,1.0,,,,4.0,4.0,,,,1.0,1.0,2.0,1.0,6.0,3.0,4.0,,2.0,15,1.0,1.0,0.2,0.35714285714285715,0.4444444444444444,1.0,,,15.068493150684931,0.5,,0.05,,,0.1111111111111111,,,,,0.2857142857142857,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.44092857142857145,,0.2222222222222222,0.2857142857142857,0.25,7.140000000000001,0.25862068965517243,,,,1.0,,,,,,,1.0,2.0,,,1.0,2.0,,,,2.0,,,,3.0,2.0,1.0,1.0,3.0,1.0,8.0,3.0,,,,1.0,,2.0,1.0,,,1.0,,1.0,1.0,,,1.0,0.5,,0.5,,,,,,0.2857142857142857,,0.1875,0.09090909090909091,0.4,,,,,1.0,,,,,,0.2857142857142857,0.5,0.5,1.0,,,,,0.5,,,,,,0.5,0.38525,,24.4,,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.25,,,,,True,,,,,,,
