EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Offensive Fouls Drawn,Corner3FGM,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockedShortMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangePctBlocked,on,OffensiveGoaltends,SecondChanceAtRimPctAssisted,BlockedCorner3
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,8151.0,136,-47.0,286,283,60,80.0,25,569,9.0,17.0,1.0,5.0,5.0,5.0,15.0,31.0,2.0,9.0,26.0,57.0,10.0,62.0,324,1.0,6.0,2.0,4.0,7.0,10.0,2.0,16.0,36.0,16.0,2.0,9.0,8.0,17.0,6.0,2.0,3.0,2.0,4.0,42.0,5.0,9.0,11.0,11.0,1.0,23.0,14.0,37.0,1.0,5.0,4.0,1.0,3.0,3.0,2.0,8.0,1.0,1.0,1.0,1.0,11.0,1.0,4.0,7.0,11.0,1.0,1.0,1.0,13.0,13.0,3.0,7.0,1.0,2.0,2.0,2.0,1.0,16.0,60,1.0,0.6923076923076923,0.72,0.45614035087719296,0.16666666666666666,0.7,0.45614035087719296,0.16666666666666666,0.7,0.5,0.2857142857142857,0.7272727272727273,23.32268370607029,0.2727272727272727,0.1,0.16417910447761194,0.1111111111111111,0.15492957746478872,0.07246376811594203,0.15942028985507245,0.09333333333333334,0.08695652173913043,0.15789473684210525,0.05,0.057692307692307696,0.11764705882352941,0.038461538461538464,0.2857142857142857,0.15384615384615385,0.16071428571428573,0.13333333333333333,0.03225806451612903,0.5,0.2982456140350877,0.5294117647058824,0.5294117647058824,0.5555555555555556,0.543859649122807,0.4838709677419355,0.4838709677419355,0.7333333333333333,0.15789473684210525,0.2222222222222222,0.2222222222222222,1.0,0.8333333333333334,0.2,0.5,1.0,0.2982456140350877,0.49607192982456133,0.73955,0.57846,0.11475409836065574,0.11475409836065574,0.06451612903225806,0.25806451612903225,8.142105263157895,0.2097902097902098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1629130,1610612748,Duncan Robinson,Duncan Robinson,1629130,MIA,4842.0,81,-24.0,170,167,27,49.0,14,337,1.0,2.0,,,,,,,,,1.0,2.0,7.0,39.0,178,,,,3.0,,,4.0,13.0,2.0,,,2.0,1.0,3.0,,1.0,2.0,,,7.0,,,5.0,4.0,,9.0,,9.0,,2.0,2.0,,3.0,1.0,2.0,1.0,,1.0,,,4.0,1.0,,2.0,11.0,,,,5.0,8.0,,,1.0,,,,,13.0,27,1.0,1.0,1.0,0.5,,,0.64,1.5,1.125,0.6964285714285714,1.5,1.0833333333333333,17.391304347826086,0.75,,0.1,,0.11904761904761904,,0.10975609756097561,,,,,,,0.21428571428571427,,0.09090909090909091,0.125,0.1,,,0.08,0.5,1.0,1.0,,,,,,,,,,,,,1.0,0.52638,,0.5383875,0.07407407407407407,,0.07692307692307693,0.3333333333333333,2.15,0.1588235294117647,1.0,10.0,22.0,1.0,1.0,3.0,4.0,10.0,23.0,1.0,1.0,3.0,4.0,27.0,3.0,22.0,10.0,1.0,1.0,2.0,2.0,0.9,0.43478260869565216,1.0,0.75,0.43478260869565216,0.92,0.5,0.5,0.04,0.88,0.45454545454545453,0.45454545454545453,0.9,1.0,1.0,1.0,1.0,0.75,0.45454545454545453,0.08,26.66956521739131,,,,,,,,,,,,,,,,,,,,,,True,,,
1629134,1610612748,Kendrick Nunn,Kendrick Nunn,1629134,MIA,4216.0,70,-24.0,151,148,24,27.0,8,299,1.0,2.0,,,1.0,1.0,4.0,7.0,4.0,8.0,9.0,17.0,,27.0,173,,,,,2.0,4.0,,4.0,6.0,12.0,,3.0,1.0,4.0,,1.0,1.0,2.0,,9.0,,,5.0,,,5.0,,5.0,,2.0,,2.0,3.0,,2.0,,,1.0,,,3.0,,,2.0,4.0,,,,3.0,,,,,,,,,4.0,24,,0.3333333333333333,0.3333333333333333,0.5294117647058824,,0.5,0.43548387096774194,,0.3333333333333333,0.43548387096774194,,0.3333333333333333,21.11801242236025,1.0,,,,0.125,,0.06578947368421052,,,,,,,,,,0.15151515151515152,,,,0.06451612903225806,0.5,0.5,,0.22580645161290322,0.5714285714285714,0.5714285714285714,,0.25806451612903225,0.5,0.5,0.75,,,0.16666666666666666,1.0,0.5161290322580645,0.480308064516129,,0.49350000000000005,,,,0.14814814814814814,12.08235294117647,0.15894039735099338,,3.0,14.0,,,,2.0,3.0,14.0,,,,2.0,3.0,6.0,14.0,3.0,,,,1.0,0.3333333333333333,0.21428571428571427,,,0.21428571428571427,0.45161290322580644,,,,0.45161290322580644,0.21428571428571427,0.21428571428571427,0.3333333333333333,,,,0.3333333333333333,,0.21428571428571427,,26.9,2.0,,,,,,,,,,,,,,,,,,,,,True,,,
202710,1610612748,Jimmy Butler,Jimmy Butler,202710,MIA,7004.0,117,-57.0,244,244,56,75.0,24,488,7.0,11.0,1.0,1.0,3.0,4.0,5.0,16.0,3.0,6.0,15.0,33.0,13.0,55.0,290,1.0,1.0,3.0,5.0,5.0,11.0,6.0,16.0,12.0,18.0,2.0,7.0,13.0,20.0,8.0,5.0,4.0,2.0,1.0,53.0,,1.0,11.0,7.0,,18.0,1.0,19.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,,3.0,,,8.0,,4.0,2.0,5.0,1.0,,,13.0,19.0,,7.0,2.0,,,1.0,,16.0,56,2.0,0.4,0.42857142857142855,0.45454545454545453,1.0,0.45454545454545453,0.4375,0.3333333333333333,0.4166666666666667,0.4824561403508772,0.5,0.5,24.1635687732342,0.5,,0.11864406779661017,0.013888888888888888,0.1864406779661017,,0.15254237288135594,0.007518796992481203,0.05555555555555555,,,,,0.08333333333333333,0.08695652173913043,0.25,0.15555555555555556,0.2857142857142857,0.03571428571428571,,0.22916666666666666,0.6363636363636364,0.7,0.42857142857142855,0.3333333333333333,0.3125,0.3125,0.4,0.125,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.75,0.5416666666666666,0.46859062500000004,0.6739,0.45441250000000005,0.12727272727272726,0.175,0.09090909090909091,0.2909090909090909,8.248484848484848,0.22950819672131148,3.0,2.0,12.0,,2.0,,1.0,4.0,15.0,,2.0,,1.0,9.0,3.0,12.0,2.0,1.0,1.0,,,0.75,0.26666666666666666,,,0.26666666666666666,0.3125,0.030303030303030304,0.09090909090909091,0.0625,0.25,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,,,0.08333333333333333,,0.16666666666666666,,26.0,1.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,True,,,
203473,1610612748,Dewayne Dedmon,Dewayne Dedmon,203473,MIA,503.0,8,-2.0,16,17,12,14.0,4,33,2.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,6.0,25,1.0,1.0,,2.0,1.0,1.0,2.0,4.0,2.0,2.0,,,1.0,1.0,,1.0,,,,3.0,1.0,,,2.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,,1.0,2.0,,,,3.0,2.0,,,1.0,,,,,4.0,12,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,,,0.5,,,1.0,0.25,0.16666666666666666,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.81835,,0.7184,,,0.3333333333333333,0.6666666666666666,0.7,0.75,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2738,1610612748,Andre Iguodala,Andre Iguodala,2738,MIA,2546.0,42,-7.0,89,87,20,17.0,8,176,2.0,2.0,1.0,1.0,,,,1.0,,,2.0,3.0,,13.0,102,1.0,1.0,,2.0,,1.0,,,,4.0,2.0,1.0,,1.0,,,,1.0,,2.0,1.0,,2.0,4.0,,6.0,1.0,7.0,,3.0,,3.0,1.0,2.0,1.0,2.0,,,,,3.0,,1.0,3.0,5.0,,1.0,,,,,,,2.0,1.0,2.0,2.0,,20,,,,0.6666666666666666,1.0,,0.7222222222222222,1.0,,0.7222222222222222,1.0,,12.244897959183673,0.3333333333333333,,0.18181818181818182,,0.08333333333333333,0.05263157894736842,0.13043478260869565,0.023809523809523808,,,,0.06666666666666667,,0.2222222222222222,0.18181818181818182,,0.10526315789473684,,,1.0,0.2222222222222222,1.0,1.0,,0.1111111111111111,,,,,,,,1.0,1.0,,,0.8888888888888888,0.5027333333333334,,0.4337,,,0.15384615384615385,,5.066666666666666,0.2247191011235955,3.0,2.0,3.0,,,,,3.0,6.0,,,,,9.0,,3.0,2.0,,,,,1.0,0.5,,,0.5,0.6666666666666666,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.6666666666666666,,25.150000000000002,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,True,,,
2772,1610612748,Trevor Ariza,Trevor Ariza,2772,MIA,4723.0,79,-41.0,169,169,28,48.0,11,338,1.0,4.0,,,,,,,,,1.0,4.0,,11.0,182,,,,3.0,,,,6.0,2.0,,,1.0,1.0,2.0,,1.0,,,1.0,5.0,1.0,,5.0,9.0,5.0,19.0,1.0,20.0,,3.0,2.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,5.0,10.0,,,,3.0,,,,,1.0,,1.0,1.0,6.0,28,,1.0,1.0,0.25,,,0.2894736842105263,1.5,0.75,0.2894736842105263,1.5,0.75,11.11111111111111,,0.7142857142857143,0.21428571428571427,,0.11904761904761904,0.022727272727272728,0.16666666666666666,0.010638297872340425,,,,0.030303030303030304,,0.3125,0.125,0.2,0.12121212121212122,0.1111111111111111,,1.0,0.21052631578947367,0.25,0.25,1.0,,,,,,,,,,,,,1.0,0.5843052631578947,0.6582,0.5786625,,,0.2727272727272727,0.5454545454545454,2.075,0.16568047337278108,10.0,,5.0,,,,1.0,3.0,15.0,1.0,1.0,2.0,4.0,9.0,,5.0,,,1.0,,2.0,1.0,0.2,1.0,0.5,0.2,0.7894736842105263,,,0.5263157894736842,0.2631578947368421,,,,,,,0.25,,,,24.43333333333333,,3.0,1.0,,,,0.3,0.3,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.75,0.6666666666666666,,True,,,
1629639,1610612748,Tyler Herro,Tyler Herro,1629639,MIA,2989.0,50,-15.0,108,105,32,27.0,9,213,,3.0,,,,,,1.0,,3.0,,7.0,4.0,16.0,129,,1.0,,,,1.0,,6.0,,,,1.0,3.0,4.0,3.0,,,,1.0,11.0,1.0,,3.0,3.0,1.0,7.0,1.0,8.0,1.0,1.0,1.0,,2.0,,2.0,,,,,,2.0,,1.0,1.0,2.0,,,,3.0,4.0,,2.0,,1.0,,1.0,1.0,6.0,32,,,,,,,0.3157894736842105,,1.0,0.38095238095238093,,1.0,19.327731092436977,1.0,0.5,0.13043478260869565,,0.10714285714285714,0.041666666666666664,0.11764705882352941,0.018518518518518517,,,,,0.2,0.1,0.18181818181818182,,0.08333333333333333,0.25,0.07142857142857142,1.0,0.15789473684210525,,,,0.05263157894736842,,,,0.15789473684210525,,,,,,,,0.7894736842105263,0.5107473684210525,,0.5084000000000001,0.09523809523809523,0.2222222222222222,,0.375,10.557142857142859,0.2962962962962963,2.0,3.0,10.0,,1.0,1.0,1.0,4.0,12.0,,1.0,2.0,2.0,9.0,3.0,10.0,3.0,1.0,,,,0.75,0.3333333333333333,,1.0,0.3333333333333333,0.631578947368421,0.14285714285714285,0.3333333333333333,0.10526315789473684,0.5263157894736842,0.3,0.3,0.6666666666666666,0.5,,,0.3333333333333333,1.0,0.3,,25.59166666666667,,1.0,,,,,0.5,0.5,1.0,1.0,,,,1.0,1.0,,,,0.3333333333333333,1.0,,True,,,
201609,1610612748,Goran Dragic,Goran Dragic,201609,MIA,5189.0,86,-13.0,179,175,35,52.0,20,354,3.0,6.0,,,1.0,1.0,1.0,7.0,5.0,8.0,9.0,21.0,4.0,37.0,187,1.0,1.0,2.0,10.0,2.0,3.0,3.0,10.0,8.0,10.0,,8.0,1.0,9.0,1.0,,1.0,6.0,1.0,19.0,1.0,,2.0,1.0,1.0,4.0,1.0,5.0,,2.0,,2.0,4.0,2.0,1.0,2.0,,3.0,,,6.0,2.0,2.0,2.0,11.0,,,,9.0,6.0,,1.0,2.0,1.0,1.0,1.0,,10.0,35,2.0,0.4444444444444444,0.4444444444444444,0.42857142857142855,1.0,0.6666666666666666,0.4583333333333333,0.8,0.875,0.47435897435897434,0.8333333333333334,0.8333333333333334,22.5,0.6666666666666666,0.14285714285714285,0.024390243902439025,,0.046511627906976744,0.023255813953488372,0.03571428571428571,0.010526315789473684,,,,0.029411764705882353,,,0.058823529411764705,,0.058823529411764705,,,,0.16666666666666666,0.5,0.6,0.3333333333333333,0.19444444444444445,0.14285714285714285,0.16666666666666666,1.0,0.2222222222222222,0.625,0.625,0.4,,,0.25,1.0,0.5833333333333334,0.5050027777777778,0.5564125,0.453025,0.02702702702702703,0.045454545454545456,0.2702702702702703,0.2702702702702703,10.176190476190477,0.19553072625698323,10.0,,5.0,,1.0,,,5.0,15.0,2.0,4.0,1.0,1.0,12.0,3.0,5.0,,2.0,1.0,,,0.8,0.3333333333333333,0.5,1.0,0.3333333333333333,0.4166666666666667,0.09523809523809523,0.16666666666666666,0.2777777777777778,0.1388888888888889,,,,0.2,,,,,,,24.433333333333337,1.0,5.0,1.0,,,,0.5,0.5,0.8,,,2.0,3.0,1.0,1.0,0.6,0.6666666666666666,1.0,0.25,1.0,0.14285714285714285,True,,,
202357,1610612748,Nemanja Bjelica,Nemanja Bjelica,202357,MIA,592.0,10,-5.0,18,20,6,11.0,2,38,,,,,,,,,,,,,2.0,11.0,30,,,,,,,,3.0,,,,2.0,,2.0,,,1.0,1.0,,4.0,,1.0,2.0,,,2.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,,,3.0,3.0,,,,1.0,2.0,,1.0,,,,,,3.0,6,,,,,,,0.9,,1.5,0.9166666666666666,,1.5,28.571428571428573,,,,0.3333333333333333,1.0,,0.6666666666666666,0.125,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5140499999999999,,0.54735,0.16666666666666666,1.0,,0.2727272727272727,,0.3333333333333333,,3.0,5.0,,,1.0,1.0,3.0,5.0,,,1.0,1.0,9.0,,5.0,3.0,,,,,1.0,0.6,,1.0,0.6,1.0,,,,1.0,0.6,0.6,1.0,,,,1.0,1.0,0.6,,27.619999999999997,,,,,,,,,,,,,,,,,,,,,,True,,,
