EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,Corner3FGA,FG2A,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Steals,LostBallSteals,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,AtRimFrequency,Corner3Frequency,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGM,FG2M,PtsAssisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyTurnovers,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGA,2pt And 1 Free Throw Trips,PenaltyCorner3Frequency,BadPassSteals,on,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,SecondChanceFG2A,PtsAssisted3s,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,Assisted3sPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls,Charge Fouls Drawn,SecondChanceTurnovers,Loose Ball Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceAtRimPctAssisted
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,146.0,2,1.0,6,6,6.0,6.0,1.0,12,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,14.285714285714285,1.0,1.0,1.0,0.4677,0.4677,26.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628400,1610612738,Semi Ojeleye,Semi Ojeleye,1628400,BOS,718.0,12,-5.0,24,26,17.0,6.0,2.0,50,2.0,2.0,3.0,26.0,2.0,2.0,17.0,0.75,19.23076923076923,0.5,1.0,1.0,0.4913,0.497925,25.099999999999998,0.7083333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.5,0.16666666666666666,1.0,1.0,1.0,0.25,0.25,1.0,1.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629641,1610612738,Romeo Langford,Romeo Langford,1629641,BOS,311.0,5,-8.0,8,10,1.0,1.0,1.0,18,,,,13.0,,,1.0,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,718.0,12,-5.0,24,26,17.0,6.0,2.0,50,1.0,1.0,1.0,26.0,1.0,1.0,17.0,0.3333333333333333,11.538461538461538,0.3333333333333333,1.0,1.0,0.5118833333333334,0.26175,30.0,0.7083333333333334,2.0,,2.0,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,,,0.3333333333333333,,,,,1.0,0.6666666666666666,,,,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.125,0.2,0.07692307692307693,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,449.0,7,-5.0,13,15,6.0,6.0,2.0,28,1.0,,1.0,15.0,,1.0,6.0,0.25,33.333333333333336,0.25,,0.75,0.46618750000000003,0.4536,25.7,0.46153846153846156,2.0,,3.0,,5.0,,3.0,,2.0,,,,,,,,,,,,2.0,,0.625,1.5,0.5,,,,0.5,,0.6,0.4,9.433333333333334,1.0,1.0,,,,1.0,,1.0,,,,,,,,0.3333333333333333,0.625,,,0.125,,,,,0.5,0.5,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.58965,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203953,1610612738,Jabari Parker,Jabari Parker,203953,BOS,138.0,2,3.0,5,5,5.0,5.0,1.0,10,,,,2.0,,,5.0,,33.333333333333336,,,,0.4012,0.4012,,1.0,,,1.0,,2.0,,,,2.0,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,1.0,6.8,,1.0,2.0,,2.0,2.0,,2.0,,,,,,1.0,1.0,1.0,1.0,0.5,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,269.0,4,,11,11,11.0,,,22,,,,11.0,,,11.0,,18.181818181818183,,,1.0,0.7394,0.7394,,1.0,1.0,,1.0,1.0,3.0,,,1.0,3.0,,,,1.0,,2.0,,,,,,3.0,,0.75,,0.75,,,,1.0,,,1.0,0.4,1.0,1.0,2.0,,1.0,2.0,,2.0,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,0.4,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,0.5,0.5,,,,,,1.0,1.0,,,,,,0.5,,,,,,1.0,0.5,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629035,1610612738,Carsen Edwards,Carsen Edwards,1629035,BOS,269.0,4,,11,11,11.0,,,22,2.0,2.0,2.0,11.0,2.0,2.0,11.0,0.6666666666666666,27.272727272727273,0.6666666666666666,0.6666666666666666,1.0,0.6174333333333334,0.6174333333333334,26.15,1.0,1.0,,1.0,,5.0,,,,5.0,,,,,,,,,,,,5.0,,0.8333333333333334,,0.8333333333333334,,,,0.3333333333333333,,,1.0,1.1,1.0,1.0,2.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,0.8333333333333334,,,0.2,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,3.0,1.0,,,,,,1.0,,,,0.5,,0.5,1.0,,0.8333333333333334,,0.5,0.5,,0.5,0.5,,,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629682,1610612738,Tremont Waters,Tremont Waters,1629682,BOS,269.0,4,,11,11,11.0,,,22,,,1.0,11.0,1.0,,11.0,0.3333333333333333,36.36363636363637,,,0.6666666666666666,0.5748666666666666,0.5748666666666666,23.3,1.0,1.0,1.0,2.0,1.0,3.0,,,1.0,3.0,,1.0,1.0,1.0,,1.0,,,,,,3.0,,0.5,,0.5,,,,0.3333333333333333,0.3333333333333333,,1.0,6.15,1.0,1.0,,,,,,,,,,,,,,0.5,0.3333333333333333,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,2.0,2.0,,,2.0,2.0,2.0,,4.0,,1.0,1.0,1.0,,,,0.5,,0.3333333333333333,1.0,,,,,,,,0.3333333333333333,1.0,,,,1.0,1.0,,,0.3333333333333333,,,,1.0,0.3333333333333333,0.5,,,,,1.0,1.0,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630174,1610612738,Aaron Nesmith,Aaron Nesmith,1630174,BOS,133.0,2,,3,4,,,,7,1.0,,1.0,2.0,,1.0,,1.0,33.333333333333336,1.0,,1.0,0.46365,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
