EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,OffensiveGoaltends,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ThreePtAssists,Arc3Assists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,ShortMidRangeFGM,Steals,BadPassSteals,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,PenaltyFG2A,LostBallSteals,AtRimPctBlocked,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyEfgPct,DefLongMidRangeReboundPct,PenaltyAtRimAccuracy,SelfOReb,OffAtRimReboundPct,SelfORebPct,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,on,ShortMidRangeAssists,SecondChanceTurnovers,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Charge Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Loose Ball Fouls,Charge Fouls Drawn,PtsUnassisted3s,Corner3Assists,LongMidRangeAssists,Travels,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,3SecondViolations
1626161,1610612742,Willie Cauley-Stein,Willie Cauley-Stein,1626161,DAL,383.0,6,-8,12,12,1,6.0,1,24,2.0,2.0,1.0,1.0,2.0,2.0,4.0,22,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.076923076923077,1.0,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.37085,0.3043,0.5,3.05,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626196,1610612742,Josh Richardson,Josh Richardson,1626196,DAL,899.0,15,-16,26,25,2,6.0,7,51,,,,,,1.0,3.0,41,,,3.0,,,,,,2.0,,2.0,,,,1.0,1.0,,2,,,,,0.375,0.75,0.375,0.75,12.121212121212121,,,0.1111111111111111,,,,,,,,,,0.75,0.46965,,1.0,5.0,0.07692307692307693,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,1.0,1.0,0.2,0.2,0.25,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,0.3333333333333333,27.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628973,1610612742,Jalen Brunson,Jalen Brunson,1628973,DAL,1143.0,19,-17,33,33,9,8.0,8,66,2.0,3.0,1.0,1.0,3.0,5.0,9.0,51,1.0,1.0,3.0,,6.0,,,,1.0,1.0,2.0,,2.0,,2.0,2.0,,9,,,0.6,1.0,0.42857142857142855,1.0,0.5625,1.5,24.390243902439025,,,0.08333333333333333,0.05,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.7142857142857143,0.46525,,0.3333333333333333,7.159999999999999,0.2727272727272727,1.0,,2.0,,,,2.0,,,,2.0,,,1.0,2.0,1.0,5.0,1.0,,,,,,0.2857142857142857,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,,,,,,,,31.299999999999997,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.3333333333333333,1.0,0.09090909090909091,0.125,0.14285714285714285,1.0,1.0,1.0,0.4857,0.25,0.3333333333333333,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629029,1610612742,Luka Doncic,Luka Doncic,1629029,DAL,604.0,10,-13,19,17,2,6.0,4,36,,,,,3.0,4.0,7.0,31,,,,,6.0,,,,,,,,1.0,,,,,2,,,0.75,,0.5,,0.5,,34.78260869565217,,,,,,,,,,,,,0.3333333333333333,0.40881666666666666,,,11.9,0.10526315789473684,2.0,,2.0,,,,2.0,,,,2.0,,,,,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,29.15,1.0,2.0,,1.0,,,,,,,,1.0,1.0,,3.0,2.0,,1.0,,,1.0,,,0.3333333333333333,0.5,0.5,,,0.14285714285714285,0.2,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629740,1610612742,Nicolo Melli,Nicolo Melli,1629740,DAL,1153.0,19,-17,34,33,10,8.0,9,67,,2.0,,1.0,,2.0,,51,,1.0,,,,,,1.0,4.0,2.0,6.0,,,,2.0,3.0,,10,,,,,,,,,9.30232558139535,0.2,,0.3333333333333333,0.09523809523809523,,0.3333333333333333,0.5,,,,1.0,,1.0,0.542575,,,1.7000000000000002,0.29411764705882354,,,1.0,,,,2.0,,,,1.0,,1.0,,,,,3.0,,,,,,0.5,0.5,,,0.42857142857142855,0.42857142857142855,,0.25,,,,,,,,24.5,,,,,,1.0,,,,,2.0,,,,1.0,,,,,,,0.16666666666666666,0.2222222222222222,,,,,0.5457833333333334,,,,,1.0,,,,2.0,1.0,1.0,2.0,1.0,0.5,0.25,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,465.0,8,-6,14,13,8,2.0,4,27,2.0,2.0,,,2.0,2.0,7.0,19,,,2.0,4.0,,,,1.0,1.0,1.0,2.0,,,,,,,8,1.0,1.0,1.0,,1.0,,0.875,1.0,22.22222222222222,0.3333333333333333,,0.2,0.1,,,1.0,1.0,1.0,1.0,,,1.0,0.7705,,0.2857142857142857,0.95,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,3.0,7.0,,,1.0,,,,2.0,4.0,,2.0,7.0,0.875,,0.14285714285714285,0.16666666666666666,,,,,0.7705,0.5,0.5,1.0,,,,,,2.0,,,2.0,,,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203501,1610612742,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,DAL,305.0,5,-3,8,8,1,,4,16,1.0,2.0,1.0,1.0,1.0,2.0,2.0,10,1.0,1.0,2.0,,2.0,,1.0,,,1.0,1.0,,,,,,,1,,,0.5,1.0,0.2,1.0,0.2,1.0,41.66666666666667,,0.3333333333333333,,0.14285714285714285,,,0.4,0.5,0.5,,1.0,1.0,1.0,0.61406,0.8124,1.0,1.0,0.125,,,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,0.6,,,,,,,0.2,,,,,,,,24.46666666666667,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.42525,,,,,,,,,,2.0,,,,,0.4,,,,,,,,,1.0,0.5,0.25,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204001,1610612742,Kristaps Porzingis,Kristaps Porzingis,204001,DAL,305.0,5,-3,8,8,1,,4,16,,1.0,,,,2.0,2.0,10,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,1,,,,,,,0.25,1.0,33.333333333333336,1.0,,0.16666666666666666,,,1.0,0.3333333333333333,,,,,,0.6666666666666666,0.44505,,1.0,9.3,0.125,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,0.3333333333333333,0.5,,,,,,0.3333333333333333,,,,,,,,25.7,,1.0,,2.0,2.0,,,,,,,,,,2.0,2.0,,1.0,,,,,,0.3333333333333333,,,,,0.25,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630182,1610612742,Josh Green,Josh Green,1630182,DAL,254.0,4,-1,8,8,8,2.0,2,16,,,,,,,,10,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,254.0,4,-1,8,8,8,2.0,2,16,,,,,,1.0,,10,,1.0,,,,,,,,1.0,1.0,,,,,,,8,,,,,,,,,20.0,,,,0.2,,,,,,,,,0.5,0.449875,,,11.2,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,0.5,,,,,,0.5,0.5,,,,,,,,26.1,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,0.3333333333333333,0.5,,,,0.5,0.449875,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
