EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Arc3Frequency,PenaltyArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,Arc3Assists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,Loose Ball Fouls,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,TwoPtAssists,ShortMidRangeAssists,SecondChanceFg2Pct,PenaltyFg2Pct,DefLongMidRangeReboundPct,SecondChanceShotQualityAvg,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,OffCorner3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,PtsPutbacks,NonHeaveArc3FGM,Blocked2s,BlockedShortMidRange,Blocks,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,on,PenaltyAtRimFGM,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFtPoints,Fg2aBlocked,Fg3aBlocked,AtRimAssists,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,FTOffRebounds,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,SecondChanceAtRimPctAssisted,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveAttempts,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,Technical Free Throw Trips
1626253,1610612749,Axel Toupane,Axel Toupane,1626253,MIL,586.0,10,-5.0,19,19,9,11.0,4.0,38,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,22,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,9,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.625,1.5,0.625,1.5,0.5,17.391304347826086,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.2,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.6257250000000001,0.6327,0.6,3.1,22.95,0.47368421052631576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627854,1610612749,Bryn Forbes,Bryn Forbes,1627854,MIL,68.0,1,-3.0,3,2,3,,,5,,,,,,,,,,,,1.0,,6,,,1.0,,,,,,,,,,,,3,,,,,,,,,,,,1.0,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4647,0.4647,,,27.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628382,1610612749,Justin Jackson,Justin Jackson,1628382,MIL,174.0,3,-7.0,6,6,4,4.0,,12,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630241,1610612749,Sam Merrill,Sam Merrill,1630241,MIL,586.0,10,-5.0,19,19,9,11.0,4.0,38,,,,,1.0,2.0,,,,,1.0,3.0,3.0,22,,,,,,3.0,,,,,1.0,,1.0,,9,,,1.0,0.3333333333333333,,0.3333333333333333,,0.5,,0.5,,1.0,13.043478260869565,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,1.0,0.48645000000000005,,,,26.03333333333333,0.47368421052631576,1.0,,1.0,1.0,1.0,,3.0,0.3333333333333333,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203648,1610612749,Thanasis Antetokounmpo,Thanasis Antetokounmpo,203648,MIL,106.0,2,-5.0,4,4,4,2.0,,8,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629091,1610612749,Elijah Bryant,Elijah Bryant,1629091,MIL,518.0,9,-2.0,16,17,6,11.0,4.0,33,,,1.0,1.0,,,,,1.0,1.0,,,2.0,16,1.0,,,2.0,,,,,1.0,1.0,2.0,,2.0,2.0,6,,,,,,,1.0,1.0,1.0,1.0,1.0,,5.0,0.3333333333333333,,0.5,,0.4,,,,,0.5,,1.0,1.0,1.0,,,,,,,,,,0.4389,0.4389,1.0,6.7,,0.375,,,,1.0,2.0,1.0,5.0,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629603,1610612749,Mamadi Diakite,Mamadi Diakite,1629603,MIL,480.0,8,,15,15,5,9.0,4.0,30,1.0,,,1.0,,,,,,2.0,,,2.0,14,,,,2.0,,,1.0,,,,,1.0,1.0,2.0,5,,,,,,,,,,0.3333333333333333,0.5,,15.789473684210526,,,,0.25,,0.1,,,,,0.5,0.5,,,,,,,,,,,0.5,0.5426,0.4578,1.0,3.2,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,2.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629670,1610612749,Jordan Nwora,Jordan Nwora,1629670,MIL,412.0,7,2.0,13,13,5,7.0,4.0,26,2.0,1.0,,,,,,,1.0,4.0,1.0,2.0,5.0,12,1.0,,,,,3.0,1.0,,,,1.0,1.0,2.0,,5,,,1.0,0.5,,0.5,0.25,0.4166666666666667,,0.4166666666666667,,0.3333333333333333,35.29411764705882,,,,0.3333333333333333,,0.1111111111111111,,,,,0.3333333333333333,,,,,,,,,1.0,,,0.6666666666666666,0.4504333333333333,0.32535,,9.325,26.95,0.38461538461538464,2.0,,2.0,,,,,0.3333333333333333,,,,,,2.0,,1.0,,,,1.0,1.0,,1.0,1.0,0.5,,,,0.4,,1.0,,2.0,2.0,,,1.0,,,,,,,,,0.5,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,21972.0,366,69.0,739,734,256,179.0,111.0,1473,45.0,21.0,16.0,41.0,11.0,25.0,6.0,11.0,52.0,99.0,18.0,52.0,176.0,826,26.0,8.0,23.0,57.0,60.0,54.0,15.0,18.0,36.0,30.0,67.0,33.0,100.0,57.0,256,0.5769230769230769,0.75,1.0,0.34615384615384615,0.34782608695652173,0.34615384615384615,0.5252525252525253,0.5231788079470199,0.5185185185185185,0.5432098765432098,0.5089285714285714,0.3443708609271523,19.296254256526673,0.15706806282722513,0.09375,0.22085889570552147,0.08620689655172414,0.1864406779661017,0.09016393442622951,0.078125,0.0859375,0.16363636363636364,0.17391304347826086,0.2980132450331126,0.271523178807947,0.3902439024390244,0.45714285714285713,0.75,0.16556291390728478,0.44,0.4583333333333333,1.0,0.65625,0.2037037037037037,0.5454545454545454,0.6423841059602649,0.520487748344371,0.5228759259259259,0.32386363636363635,6.27979797979798,24.773076923076925,0.34641407307171856,27.0,12.0,27.0,6.0,12.0,3.0,30.0,0.17880794701986755,0.2222222222222222,2.0,4.0,3.0,6.0,43.0,3.0,1.0,14.0,6.0,8.0,16.0,31.0,0.5,0.609375,0.6323529411764706,0.09090909090909091,0.125,0.5,1.0,0.24431818181818182,4.0,15.0,16.0,31.0,44.0,6.0,2.0,0.5769230769230769,0.5161290322580645,0.13559322033898305,0.6364055555555556,18.0,1.0,20.0,25.0,11.0,0.08695652173913043,0.075,0.102803738317757,30.0,14.0,14.0,13.0,7.0,24.0,7.0,7.0,2.0,7.0,0.6666666666666666,0.75,0.08609271523178808,0.25925925925925924,0.25925925925925924,1.0,0.6666666666666666,0.25925925925925924,0.25925925925925924,False,9.0,6.0,1.0,2.0,2.0,4.0,11.0,1.0,4.0,4.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,9.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,0.019230769230769232,0.1111111111111111,0.1111111111111111,0.14634146341463414,0.04,0.2222222222222222,0.11224489795918367,0.06666666666666667,0.16883116883116883,0.22857142857142856,0.05970149253731343,0.42857142857142855,0.4,0.46153846153846156,0.46153846153846156,1.0,0.0625,0.5,1.0,0.6428571428571429,0.16666666666666666,0.018867924528301886,,,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,32749.0,546,41.0,1078,1094,372,295.0,158.0,2172,20.0,6.0,3.0,4.0,15.0,29.0,6.0,9.0,18.0,24.0,37.0,95.0,158.0,1218,8.0,13.0,30.0,50.0,24.0,111.0,21.0,7.0,26.0,43.0,72.0,29.0,101.0,48.0,366,0.6666666666666666,0.9230769230769231,1.0,0.3894736842105263,0.43333333333333335,0.3894736842105263,0.75,0.6176470588235294,0.6617647058823529,0.6370967741935484,0.6756756756756757,0.7983193277310925,10.785091197462332,0.16287878787878787,0.02527075812274368,0.1092436974789916,0.08267716535433071,0.13745019920318724,0.05273069679849341,0.02127659574468085,0.07537688442211055,0.13253012048192772,0.08108108108108109,0.16806722689075632,0.03361344537815126,0.75,0.75,0.6666666666666666,0.24369747899159663,0.5172413793103449,0.5172413793103449,1.0,0.4,0.2647058823529412,0.6666666666666666,0.9663865546218487,0.558525630252101,0.5491323529411765,0.31645569620253167,2.4208333333333334,25.70631578947369,0.3450834879406308,66.0,21.0,66.0,9.0,20.0,3.0,49.0,0.5546218487394958,0.6176470588235294,1.0,2.0,2.0,7.0,20.0,6.0,3.0,10.0,8.0,2.0,23.0,38.0,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.15789473684210525,0.13333333333333333,0.5,1.0,0.12658227848101267,4.0,7.0,3.0,4.0,12.0,11.0,1.0,0.875,0.75,0.17391304347826086,0.5114937500000001,11.0,5.0,17.0,13.0,6.0,0.10909090909090909,0.04918032786885246,0.2222222222222222,15.0,5.0,2.0,,22.0,10.0,22.0,6.0,2.0,6.0,0.75,0.8823529411764706,,0.3333333333333333,0.3333333333333333,1.0,0.8333333333333334,0.058823529411764705,0.3333333333333333,False,2.0,,1.0,5.0,7.0,,3.0,,8.0,2.0,9.0,2.0,7.0,3.0,2.0,,,12.0,3.0,5.0,1.0,2.0,3.0,,2.0,2.0,4.0,,,3.0,1.0,,0.125,0.15,,,0.75,0.03076923076923077,0.018867924528301886,0.17857142857142858,0.11442786069651742,0.03278688524590164,0.6666666666666666,0.6666666666666666,,,,0.3333333333333333,0.2,1.0,1.0,0.3333333333333333,,2.0,1.0,1.0,5.0,2.0,0.025,0.2,,,,,,,,,,,,,,
