EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,LostBallOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,LongMidRangeFrequency,ShortMidRangeFGM,LongMidRangeFGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Loose Ball Fouls,BlockedAtRim,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,Technical Free Throw Trips,Corner3PctBlocked,OffLongMidRangeReboundPct,AtRimPctBlocked,DefensiveGoaltends,on,FTOffRebounds,OffFTReboundPct,Charge Fouls,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,OffensiveGoaltends,BlockedLongMidRange,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,7048.0,117,14,230,225,67,56,36.0,455,4.0,8.0,1.0,2.0,2.0,4.0,2.0,4.0,7.0,1.0,1.0,1.0,3.0,7.0,12.0,1.0,1.0,2.0,3.0,4.0,10.0,11.0,19.0,1.0,42.0,299.0,1.0,2.0,2.0,2.0,8.0,2.0,5.0,3.0,6.0,1.0,14.0,6.0,2.0,33.0,2.0,12.0,7.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,6.0,12.0,8.0,2.0,22.0,6.0,28.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,3.0,1.0,1.0,1.0,14.0,64,2.0,0.75,1.0,1.0,0.5789473684210527,1.0,0.5,0.5789473684210527,0.4,0.5,0.4,0.7068965517241379,1.0,0.5909090909090909,0.7241379310344828,1.0,0.6363636363636364,0.6551724137931034,0.2,1.0,11.278195488721805,0.4,0.13114754098360656,0.3333333333333333,0.12,0.20618556701030927,0.061855670103092786,0.075,0.3,0.125,0.05714285714285714,0.4,0.3448275862068966,0.2857142857142857,0.27586206896551724,0.5,0.5,0.75,0.06896551724137931,0.2413793103448276,0.5714285714285714,0.5714285714285714,1.0,0.41379310344827586,0.5833333333333334,0.5833333333333334,1.0,0.5,0.5,0.25,1.0,1.0,0.25,1.0,1.0,0.36363636363636365,0.5,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.9310344827586207,0.5833333333333334,0.5652913793103448,0.5813333333333334,0.5544863636363637,0.034482758620689655,0.1,0.19047619047619047,0.3333333333333333,2.95,25.084210526315786,0.29130434782608694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,3558.0,59,26,125,126,35,48,13.0,251,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,,,1.0,1.0,5.0,12.0,1.0,2.0,1.0,2.0,1.0,5.0,7.0,16.0,4.0,27.0,133.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,10.0,,2.0,21.0,,12.0,5.0,,3.0,,3.0,,3.0,,6.0,2.0,4.0,4.0,,8.0,2.0,10.0,,,,,2.0,2.0,1.0,1.0,7.0,3.0,1.0,4.0,,1.0,10.0,35,,,,1.0,0.4375,0.5,0.6666666666666666,0.4375,0.2,1.0,1.0,0.5476190476190477,0.8333333333333334,1.0,0.5869565217391305,0.8333333333333334,1.0,0.7619047619047619,,,17.857142857142858,,0.1111111111111111,0.12903225806451613,0.06451612903225806,0.11940298507462686,0.038461538461538464,0.08,,0.1111111111111111,0.13043478260869565,,,0.3333333333333333,0.09523809523809523,0.5,0.5,,0.09523809523809523,0.19047619047619047,0.5,0.5,1.0,0.5714285714285714,0.4166666666666667,0.4166666666666667,1.0,0.3333333333333333,1.0,,,,0.6666666666666666,0.5,1.0,0.25,1.0,0.25,1.0,0.5,0.5,0.8571428571428571,0.4166666666666667,0.5515119047619047,0.5823,0.6368,0.045454545454545456,0.16666666666666666,0.18518518518518517,0.37037037037037035,6.9399999999999995,24.731250000000003,0.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201144,1610612762,Mike Conley,Mike Conley,201144,UTA,10533.0,176,43,354,349,106,102,47.0,703,3.0,7.0,,,,,22.0,,1.0,,,,1.0,18.0,36.0,,3.0,4.0,13.0,11.0,31.0,18.0,37.0,16.0,92.0,425.0,1.0,1.0,,3.0,2.0,2.0,6.0,4.0,14.0,8.0,24.0,4.0,18.0,27.0,,35.0,18.0,1.0,25.0,21.0,46.0,16.0,21.0,3.0,113.0,1.0,8.0,10.0,,18.0,3.0,21.0,1.0,,1.0,,2.0,14.0,1.0,3.0,15.0,15.0,1.0,16.0,1.0,3.0,22.0,103,5.0,0.18181818181818182,0.18181818181818182,0.5,0.4864864864864865,,0.2857142857142857,0.5,0.3548387096774194,1.0,0.3333333333333333,0.5588235294117647,0.25,0.4,0.6133333333333333,0.25,0.5,0.5441176470588235,0.03225806451612903,0.045454545454545456,22.084367245657567,,0.10526315789473684,0.11764705882352941,0.012195121951219513,0.11042944785276074,0.02,,0.0625,0.08333333333333333,0.12280701754385964,0.07142857142857142,0.14285714285714285,0.05263157894736842,0.10294117647058823,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3235294117647059,0.014705882352941176,,,,0.5294117647058824,0.5,0.5142857142857142,0.5,,,,,,0.75,,,,,0.05,,0.65,0.3076923076923077,0.6470588235294118,0.5142857142857142,0.47022761194029855,0.317425,0.43975,0.056338028169014086,0.09090909090909091,0.021739130434782608,0.2608695652173913,7.474193548387096,26.66756756756757,0.2994350282485876,2.0,1.0,,4.0,2.0,2.0,3.0,3.0,3.0,1.0,0.029411764705882353,7.0,1.0,27.0,1.0,1.0,5.0,1.0,2.0,1.0,12.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.02702702702702703,0.027777777777777776,0.8571428571428571,0.029411764705882353,0.045454545454545456,0.023809523809523808,0.029411764705882353,0.3181818181818182,0.3333333333333333,0.5,0.5,1.0,0.02631578947368421,,,,,,,,,,,,True,,,,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,1427.0,24,8,45,49,14,14,6.0,94,6.0,6.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,7.0,8.0,,,2.0,16.0,50.0,2.0,2.0,,,6.0,2.0,2.0,,,1.0,5.0,12.0,2.0,,2.0,,,,,1.0,1.0,1.0,,,3.0,1.0,1.0,7.0,1.0,9.0,3.0,12.0,,,,,,,,1.0,3.0,2.0,,3.0,1.0,2.0,5.0,13,,0.8571428571428571,1.0,,,,,,0.875,1.0,1.0,0.875,1.0,1.0,0.8888888888888888,1.0,1.25,,,,17.307692307692307,0.5,0.3888888888888889,0.125,0.09090909090909091,0.3076923076923077,0.15,0.1,,0.25,0.5454545454545454,,0.14285714285714285,,0.75,1.0,1.0,0.8333333333333334,0.25,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,0.75,,0.5766249999999999,0.8403,0.65515,0.2222222222222222,0.2222222222222222,0.375,0.3125,3.5,,0.3111111111111111,,,,,3.0,2.0,3.0,3.0,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,0.2222222222222222,,0.2857142857142857,,0.5,0.5,,,,,2.0,1.0,1.0,1.0,0.5,,,,,,,True,,,,,,,,,
203903,1610612762,Jordan Clarkson,Jordan Clarkson,203903,UTA,4392.0,73,22,153,151,38,56,19.0,304,3.0,5.0,1.0,1.0,1.0,2.0,15.0,2.0,5.0,,,1.0,2.0,4.0,19.0,,1.0,3.0,3.0,12.0,22.0,6.0,24.0,14.0,56.0,168.0,1.0,1.0,,1.0,2.0,3.0,6.0,4.0,5.0,2.0,20.0,4.0,20.0,12.0,2.0,19.0,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,1.0,4.0,3.0,,7.0,3.0,10.0,1.0,1.0,,2.0,4.0,7.0,1.0,,4.0,7.0,,14.0,,1.0,20.0,38,,0.16666666666666666,0.18181818181818182,0.6666666666666666,0.25,,0.8,0.25,0.5454545454545454,1.0,0.5,0.45652173913043476,0.5,0.8181818181818182,0.5392156862745098,0.5,0.8333333333333334,0.5217391304347826,0.045454545454545456,0.06666666666666667,33.333333333333336,,0.06818181818181818,0.10810810810810811,0.02564102564102564,0.08641975308641975,0.04411764705882353,,0.14285714285714285,0.09090909090909091,0.03571428571428571,0.2,0.08333333333333333,0.15384615384615385,0.10869565217391304,0.6,0.6,0.3333333333333333,0.32608695652173914,0.10869565217391304,0.4,0.5,1.0,0.41304347826086957,0.21052631578947367,0.23529411764705882,0.5,0.5,1.0,,,,0.5,,,0.18181818181818182,0.5,0.18181818181818182,0.5,0.2727272727272727,1.0,0.6304347826086957,0.21052631578947367,0.5000815217391305,,0.4691,0.08,0.043478260869565216,0.03571428571428571,0.35714285714285715,7.627272727272728,25.2375,0.24836601307189543,2.0,,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,0.043478260869565216,7.0,2.0,6.0,,3.0,,,2.0,,3.0,2.0,1.0,1.0,1.0,,3.0,,,0.125,0.10526315789473684,0.42857142857142855,0.06896551724137931,0.1111111111111111,,,0.4666666666666667,0.5,1.0,1.0,,0.1111111111111111,,,2.0,0.14285714285714285,,2.0,1.0,0.2,1.0,,,True,,,,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,4518.0,75,28,149,146,40,23,23.0,295,8.0,12.0,,,1.0,2.0,12.0,,,,,,,13.0,26.0,2.0,7.0,3.0,8.0,12.0,28.0,13.0,26.0,13.0,76.0,185.0,,,2.0,7.0,6.0,1.0,6.0,3.0,8.0,8.0,19.0,2.0,22.0,12.0,,26.0,13.0,2.0,6.0,9.0,15.0,8.0,5.0,1.0,39.0,1.0,1.0,6.0,1.0,8.0,1.0,9.0,4.0,4.0,,1.0,2.0,5.0,2.0,1.0,1.0,17.0,2.0,16.0,3.0,4.0,17.0,38,,0.08333333333333333,0.08333333333333333,0.3076923076923077,0.5,0.2857142857142857,0.375,0.5,0.42857142857142855,,0.16666666666666666,0.5833333333333334,0.42857142857142855,0.39285714285714285,0.6333333333333333,0.42857142857142855,0.5,0.48148148148148145,0.07142857142857142,0.08333333333333333,37.57225433526012,0.5,0.16216216216216217,0.043478260869565216,0.03225806451612903,0.11666666666666667,0.015384615384615385,0.04,,0.1,0.15,0.2857142857142857,,0.2,0.2222222222222222,0.6666666666666666,0.7272727272727273,0.125,0.2222222222222222,,,,,0.48148148148148145,0.5,0.5,0.3076923076923077,,,,,,1.0,0.2857142857142857,,0.14285714285714285,0.5,,,0.5714285714285714,0.375,0.7037037037037037,0.5,0.4864916666666666,0.47325,0.4666607142857143,0.08928571428571429,0.13793103448275862,0.07894736842105263,0.25,7.357142857142857,26.615384615384617,0.2684563758389262,4.0,1.0,,4.0,1.0,1.0,1.0,,3.0,,0.07407407407407407,3.0,1.0,27.0,,,1.0,,,,3.0,1.0,2.0,,,,1.0,,,,,0.6,,,,,0.25,0.2727272727272727,0.25,0.25,,0.037037037037037035,,,,,,,,,,0.08333333333333333,,True,,,,,,,,,
202711,1610612762,Bojan Bogdanovic,Bojan Bogdanovic,202711,UTA,6525.0,109,27,218,213,76,55,29.0,431,3.0,5.0,1.0,1.0,1.0,1.0,11.0,3.0,8.0,1.0,1.0,2.0,6.0,7.0,15.0,,,3.0,5.0,9.0,17.0,10.0,23.0,11.0,59.0,274.0,1.0,1.0,1.0,1.0,8.0,3.0,6.0,5.0,11.0,8.0,29.0,14.0,4.0,24.0,,15.0,7.0,2.0,1.0,4.0,5.0,3.0,1.0,,14.0,1.0,2.0,5.0,,7.0,3.0,10.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,,7.0,7.0,,13.0,,2.0,27.0,73,1.0,0.7777777777777778,0.7777777777777778,0.8,0.43478260869565216,1.0,0.45454545454545453,0.43478260869565216,0.5294117647058824,1.0,0.5,0.6,1.25,0.6176470588235294,0.6413043478260869,1.3333333333333333,0.6904761904761905,0.575,0.11764705882352941,0.09090909090909091,20.647773279352226,,0.09433962264150944,0.05555555555555555,0.021739130434782608,0.07865168539325842,0.03409090909090909,,0.1111111111111111,,0.12903225806451613,0.1111111111111111,0.06666666666666667,,0.125,0.6,0.75,0.3333333333333333,0.275,0.2,0.375,0.375,1.0,0.375,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.5,1.0,0.5,1.0,1.0,,,,0.058823529411764705,1.0,0.35294117647058826,0.3333333333333333,0.29411764705882354,0.6,0.7,0.4666666666666667,0.50576,0.3746,0.48796764705882356,0.06976744186046512,0.10526315789473684,0.13559322033898305,0.4915254237288136,7.864705882352941,24.860869565217396,0.3486238532110092,1.0,,,3.0,,,,,2.0,,0.025,5.0,1.0,6.0,,,1.0,,2.0,,4.0,2.0,2.0,1.0,,,1.0,,,,,0.8,0.047619047619047616,,0.07692307692307693,,0.45454545454545453,0.5,1.0,1.0,1.0,0.041666666666666664,3.0,,,1.0,,1.0,,,,0.2,,True,,,,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,9102.0,152,35,308,300,91,88,40.0,608,31.0,36.0,11.0,12.0,5.0,7.0,1.0,,,,,,,,,,,,,31.0,37.0,,,13.0,75.0,375.0,11.0,12.0,,,24.0,5.0,7.0,,,6.0,16.0,42.0,20.0,,16.0,,,3.0,1.0,4.0,5.0,1.0,,1.0,14.0,8.0,16.0,17.0,2.0,35.0,20.0,55.0,1.0,1.0,,,2.0,6.0,1.0,8.0,17.0,22.0,,24.0,2.0,11.0,16.0,89,,0.6774193548387096,0.9130434782608695,,,,,,0.8378378378378378,0.9166666666666666,0.7142857142857143,0.8378378378378378,0.9166666666666666,0.7142857142857143,0.78125,0.9230769230769231,0.6666666666666666,,0.08108108108108109,1.0,15.472779369627506,0.3333333333333333,0.22077922077922077,0.26666666666666666,0.11428571428571428,0.24087591240875914,0.15503875968992248,0.10909090909090909,0.13333333333333333,0.3,0.21739130434782608,0.09090909090909091,0.2857142857142857,0.2222222222222222,0.972972972972973,0.8611111111111112,0.9117647058823529,0.6774193548387096,0.02702702702702703,,,,,,,,,1.0,0.9166666666666666,,,,,,,1.0,0.7142857142857143,,,,,0.972972972972973,,0.6332891891891892,0.6677583333333333,0.5720857142857143,0.2391304347826087,0.2391304347826087,0.32,0.21333333333333335,1.5621621621621622,,0.29545454545454547,,,1.0,2.0,9.0,5.0,9.0,5.0,2.0,0.5555555555555556,,,,,,,3.0,,12.0,,4.0,1.0,3.0,2.0,1.0,1.0,,,,,,0.6666666666666666,0.2033898305084746,0.1,0.2857142857142857,,,,,,,,2.0,2.0,4.0,,0.2727272727272727,3.0,,,,0.05555555555555555,1.0,True,,,,,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,4901.0,82,7,166,164,56,63,18.0,330,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,5.0,9.0,,,2.0,2.0,2.0,3.0,6.0,11.0,3.0,25.0,198.0,1.0,1.0,,,2.0,1.0,1.0,3.0,3.0,,11.0,2.0,2.0,12.0,,9.0,5.0,,4.0,5.0,9.0,3.0,3.0,,23.0,,4.0,2.0,1.0,7.0,,7.0,1.0,1.0,,,,3.0,1.0,2.0,6.0,1.0,,3.0,,,11.0,55,,0.5,0.5,0.6666666666666666,0.5454545454545454,,1.0,0.5454545454545454,0.6666666666666666,1.0,1.0,0.7857142857142857,1.0,1.375,0.8333333333333334,1.0,1.375,0.7857142857142857,,,9.782608695652174,0.16666666666666666,0.044444444444444446,0.11428571428571428,,0.075,,,,,,0.3333333333333333,0.125,0.09090909090909091,0.14285714285714285,0.5,0.5,1.0,0.07142857142857142,0.14285714285714285,0.5,0.5,1.0,0.6428571428571429,0.5555555555555556,0.5555555555555556,0.6,1.0,1.0,,,,,,,0.25,1.0,0.25,1.0,0.5,1.0,0.9285714285714286,0.5555555555555556,0.5573750000000001,0.5402,0.5715875,0.06666666666666667,,0.08,0.44,2.8333333333333335,25.61818181818182,0.3373493975903614,,,,,,,,,,,,1.0,,6.0,,,2.0,1.0,,,3.0,2.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,0.08333333333333333,,,,,1.0,,,,,,,True,,,,,,,,,
1629671,1610612762,Miye Oni,Miye Oni,1629671,UTA,661.0,11,5,22,22,7,5,4.0,44,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,2.0,,,,,,,7,,,,,,,,,,,,,,,,,,1.0,,,3.7037037037037033,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.60945,,,,,,,,23.2,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
