EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,DefTwoPtRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFtPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Charge Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,SelfOReb,Loose Ball Fouls,Charge Fouls Drawn,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeFGM,PtsUnassisted3s,Fg3aBlocked,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,Corner3Assists,Offensive Fouls Drawn,LongMidRangePctAssisted,Blocked3s,BlockedArc3,OffLongMidRangeReboundPct,Arc3PctBlocked,BlockedLongMidRange,OffShortMidRangeReboundPct,3SecondViolations,OffCorner3ReboundPct,on,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends
1626149,1610612747,Montrezl Harrell,Montrezl Harrell,1626149,LAL,657.0,11,-8.0,21,23,1.0,5,2.0,44,1.0,2.0,1.0,1.0,1.0,2.0,2.0,26,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,13.043478260869565,1.0,0.125,0.3333333333333333,0.2222222222222222,0.08333333333333333,0.25,0.4,1.0,0.5,1.0,1.0,1.0,1.0,0.69885,0.8598,1.0,0.85,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627936,1610612747,Alex Caruso,Alex Caruso,1627936,LAL,3382.0,56,-18.0,109,113,57.0,34,13.0,222,4.0,9.0,1.0,2.0,4.0,10.0,19.0,124,1.0,2.0,2.0,4.0,,2.0,,,,1.0,1.0,2.0,1.0,,1.0,2.0,5.0,,55.0,0.4,0.5,0.4722222222222222,0.25,0.5,0.25,0.2,0.2222222222222222,16.935483870967744,,,,0.018518518518518517,0.01694915254237288,,,0.5,0.4444444444444444,0.5714285714285714,0.5,0.5,0.9444444444444444,0.580047222222222,0.46219999999999994,0.10526315789473684,3.3200000000000003,0.5229357798165137,3.0,4.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,8.0,2.0,2.0,3.0,4.0,3.0,4.0,15.0,4.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,15.0,0.5,0.5,1.0,0.375,0.75,0.375,0.75,0.9375,0.9375,0.4444444444444444,0.5,0.037037037037037035,0.034482758620689655,0.047619047619047616,0.125,0.5,0.5,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,0.5,0.5,1.0,0.25,0.25,0.5,0.75,0.375,0.6666666666666666,0.125,1.0,0.5,0.56458125,0.05263157894736842,0.09090909090909091,0.7894736842105263,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,3720.0,62,-12.0,125,123,35.0,41,18.0,248,3.0,6.0,,,4.0,9.0,19.0,135,,,5.0,2.0,,2.0,,4.0,,11.0,1.0,12.0,2.0,1.0,1.0,2.0,4.0,,35.0,0.4444444444444444,,0.3181818181818182,0.75,0.38,0.8333333333333334,0.2222222222222222,0.3333333333333333,18.75,,,0.18181818181818182,0.2,0.014925373134328358,,0.125,0.2727272727272727,0.5,0.75,,,0.8636363636363636,0.5062545454545454,0.4659,0.2631578947368421,6.788888888888888,0.28,1.0,2.0,2.0,,3.0,,,2.0,2.0,10.0,2.0,1.0,5.0,2.0,13.0,5.0,2.0,1.0,3.0,1.0,7.0,7.0,6.0,6.0,10.0,2.0,1.0,7.0,1.0,1.0,,1.0,,1.0,3.0,6.0,2.0,1.0,,1.0,1.0,7.0,0.75,0.75,1.0,0.15384615384615385,0.14285714285714285,0.15384615384615385,0.3333333333333333,0.25,0.3181818181818182,0.5909090909090909,0.5,0.21212121212121213,0.02857142857142857,0.038461538461538464,,1.0,0.6666666666666666,0.09090909090909091,0.13636363636363635,,,,0.45454545454545453,0.2,0.2,1.0,,1.0,0.2,0.5,0.2,,0.5,0.2,0.2,0.484965,0.08333333333333333,0.18181818181818182,0.3684210526315789,25.546153846153853,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.2727272727272727,0.25,0.3333333333333333,0.045454545454545456,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202083,1610612747,Wesley Matthews,Wesley Matthews,202083,LAL,4272.0,71,-26.0,144,145,54.0,38,21.0,289,2.0,4.0,1.0,2.0,2.0,6.0,20.0,171,1.0,2.0,7.0,2.0,2.0,,2.0,4.0,,4.0,5.0,9.0,2.0,2.0,,,6.0,,54.0,0.3333333333333333,0.5,0.38095238095238093,0.8333333333333334,0.43478260869565216,0.875,,,13.855421686746988,,0.05405405405405406,0.12121212121212122,0.0625,0.0625,0.09523809523809523,0.041666666666666664,0.19047619047619047,0.5,0.5,0.6666666666666666,0.5,0.9047619047619048,0.5601238095238095,0.64635,0.35,4.316666666666667,0.375,1.0,1.0,,2.0,7.0,1.0,,2.0,2.0,8.0,,,2.0,4.0,15.0,4.0,1.0,1.0,1.0,,4.0,4.0,2.0,12.0,8.0,2.0,3.0,,,,,,,1.0,3.0,4.0,1.0,,,,,4.0,0.5,1.0,1.0,0.26666666666666666,,0.26666666666666666,1.0,0.2,0.3333333333333333,0.7142857142857143,,,0.06976744186046512,0.08823529411764706,,,0.5,,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.38095238095238093,0.25,0.25,1.0,0.3333333333333333,,0.2,1.0,0.4,,0.4,,0.25,0.53352,0.045454545454545456,0.14285714285714285,0.2,24.72666666666667,,2.0,,1.0,2.0,2.0,1.0,2.0,,5.0,,,1.0,,2.0,1.0,1.0,,,0.3333333333333333,0.09523809523809523,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203471,1610612747,Dennis Schroder,Dennis Schroder,203471,LAL,11788.0,196,-20.0,381,382,112.0,82,42.0,763,15.0,24.0,1.0,1.0,20.0,44.0,86.0,422,1.0,2.0,5.0,22.0,,6.0,,10.0,,17.0,1.0,18.0,6.0,4.0,6.0,10.0,13.0,2.0,110.0,0.45454545454545453,0.5,0.45714285714285713,0.5,0.51875,0.5,0.13636363636363635,0.16666666666666666,20.833333333333332,,,0.11627906976744186,0.09239130434782608,0.005208333333333333,,0.11267605633802817,0.34285714285714286,0.625,0.75,0.2,1.0,0.7142857142857143,0.5195864285714288,0.5421833333333334,0.05813953488372093,6.609090909090909,0.29396325459317585,2.0,5.0,8.0,1.0,4.0,1.0,,1.0,7.0,22.0,2.0,1.0,4.0,8.0,26.0,22.0,3.0,4.0,9.0,1.0,5.0,22.0,18.0,18.0,22.0,7.0,1.0,7.0,2.0,4.0,,2.0,,4.0,16.0,26.0,10.0,1.0,,1.0,1.0,22.0,0.45,0.45,0.75,0.3076923076923077,0.2,0.3076923076923077,0.4444444444444444,0.39285714285714285,0.5833333333333334,0.37142857142857144,0.4,0.07142857142857142,0.01020408163265306,0.012987012987012988,0.11538461538461539,1.0,0.6,0.11428571428571428,0.05714285714285714,0.25,0.3333333333333333,1.0,0.3142857142857143,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.2,0.4,0.35714285714285715,0.4,0.07142857142857142,,0.2857142857142857,0.25,0.3181818181818182,0.4945535714285714,0.12658227848101267,0.18867924528301888,0.2558139534883721,25.319230769230767,4.0,12.0,1.0,1.0,,11.0,12.0,17.0,10.0,39.0,,1.0,1.0,1.0,,1.0,0.3333333333333333,0.03333333333333333,0.07142857142857142,0.13333333333333333,0.17142857142857143,0.3333333333333333,0.4,,0.5,1.0,,5.0,5.0,1.0,,,1.0,,,,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,0.038461538461538464,0.16666666666666666,0.25,0.125,0.125,1.0,,,,,,,,,,,,True,,,,,
1629659,1610612747,Talen Horton-Tucker,Talen Horton-Tucker,1629659,LAL,990.0,16,-5.0,30,35,4.0,10,5.0,65,2.0,3.0,1.0,1.0,4.0,6.0,8.0,40,1.0,1.0,2.0,4.0,2.0,,,2.0,,2.0,1.0,3.0,,,,,1.0,,4.0,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,,,23.52941176470588,,,0.2,0.11764705882352941,0.05555555555555555,,0.25,0.375,0.6666666666666666,0.6666666666666666,1.0,1.0,0.625,0.5403125,,0.25,4.933333333333333,0.13333333333333333,,,,,1.0,,,,,1.0,,,,,2.0,,,,1.0,,,,4.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,0.5,0.6666666666666666,,,,,,,,0.25,,,0.09090909090909091,0.125,,,0.5,,0.125,,,,0.125,,,,,,,,,,,,,0.4188,,,,24.8,2.0,3.0,,,,,,1.0,,3.0,,1.0,,,,,,,,,0.375,0.6666666666666666,0.6666666666666666,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,7474.0,125,15.0,232,232,61.0,39,22.0,464,5.0,5.0,2.0,2.0,6.0,8.0,23.0,255,2.0,2.0,4.0,8.0,4.0,,1.0,7.0,,11.0,2.0,13.0,4.0,3.0,1.0,2.0,13.0,1.0,59.0,0.75,1.0,0.4090909090909091,0.3333333333333333,0.4782608695652174,0.3333333333333333,,,9.505703422053232,,0.018518518518518517,0.12727272727272726,0.09401709401709402,0.01818181818181818,0.041666666666666664,0.09090909090909091,0.22727272727272727,1.0,1.0,0.3333333333333333,1.0,0.8636363636363636,0.5912727272727273,0.6556166666666666,0.17391304347826086,8.337499999999999,0.2629310344827586,2.0,2.0,3.0,1.0,6.0,1.0,,,1.0,8.0,3.0,,2.0,2.0,14.0,5.0,4.0,3.0,3.0,,2.0,8.0,4.0,6.0,8.0,1.0,1.0,4.0,1.0,1.0,,1.0,,3.0,4.0,5.0,2.0,,,,,8.0,0.3333333333333333,0.5,1.0,0.14285714285714285,,0.14285714285714285,1.0,0.6,0.6666666666666666,0.6363636363636364,0.5,0.06451612903225806,0.017857142857142856,0.02127659574468085,0.15789473684210525,,0.2,0.13636363636363635,0.2727272727272727,0.16666666666666666,0.16666666666666666,1.0,0.36363636363636365,0.125,0.125,1.0,0.16666666666666666,0.5,0.4,1.0,,,0.4,,0.125,0.59586,0.09090909090909091,0.25,0.34782608695652173,24.692857142857143,,,,,,2.0,3.0,5.0,3.0,12.0,,,1.0,,,,,,0.038461538461538464,0.2727272727272727,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,,,,,,,,2.0,1.0,,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,,,,,,,,True,,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,6913.0,115,-6.0,225,223,74.0,39,19.0,448,10.0,15.0,1.0,3.0,16.0,34.0,63.0,241,1.0,4.0,2.0,6.0,,1.0,3.0,6.0,1.0,20.0,4.0,24.0,3.0,3.0,3.0,6.0,8.0,,72.0,0.47058823529411764,0.25,0.4166666666666667,0.25,0.5431034482758621,0.25,0.029411764705882353,0.06666666666666667,25.702811244979916,0.25,0.06666666666666667,0.13636363636363635,0.18269230769230768,0.039603960396039604,0.14285714285714285,0.15,0.35714285714285715,0.6666666666666666,0.7142857142857143,0.75,0.3333333333333333,0.5476190476190477,0.5186380952380952,0.5636,0.031746031746031744,8.605882352941178,0.3288888888888889,3.0,6.0,10.0,,,,,,1.0,8.0,,1.0,5.0,1.0,8.0,28.0,,4.0,10.0,1.0,5.0,23.0,26.0,3.0,8.0,1.0,1.0,13.0,,3.0,1.0,1.0,1.0,4.0,22.0,34.0,11.0,6.0,3.0,7.0,6.0,19.0,0.8125,0.8125,1.0,0.125,0.2,0.125,0.4,0.36666666666666664,0.5227272727272727,0.19047619047619047,0.5,0.21666666666666667,0.017857142857142856,0.022222222222222223,0.1111111111111111,0.8571428571428571,0.9,0.23809523809523808,,,,,0.19047619047619047,0.125,0.125,1.0,,,0.4,0.5,,,0.3333333333333333,0.2,0.125,0.55649,0.21568627450980393,0.2558139534883721,0.36507936507936506,26.275,4.0,9.0,,,,12.0,4.0,10.0,4.0,26.0,,1.0,7.0,3.0,1.0,5.0,,0.17647058823529413,0.32,,0.21428571428571427,0.4444444444444444,0.4444444444444444,0.75,,,,6.0,5.0,,2.0,,,0.08333333333333333,,,2.0,,,,1.0,2.0,,1.0,5.0,2.0,,,,,0.2,0.2,,1.0,,0.5,1.0,1.0,0.06666666666666667,,,,,,True,,,,,
203463,1610612747,Ben McLemore,Ben McLemore,203463,LAL,636.0,11,-3.0,21,18,3.0,1,3.0,39,,,,,,,,20,,,,,,,,1.0,,1.0,,1.0,,,,,3.0,,3.0,,,,,,,,,8.333333333333334,,,0.14285714285714285,0.1111111111111111,,,0.14285714285714285,,,,,,1.0,0.5369999999999999,,,,0.14285714285714285,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,True,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,9573.0,160,11.0,305,306,90.0,68,33.0,611,20.0,30.0,1.0,2.0,25.0,44.0,106.0,329,1.0,2.0,5.0,32.0,,4.0,1.0,12.0,2.0,25.0,2.0,27.0,7.0,4.0,5.0,19.0,6.0,,88.0,0.5681818181818182,0.5,0.5764705882352941,0.8333333333333334,0.5955056179775281,0.8333333333333334,0.09090909090909091,0.1,31.213872832369944,0.25,0.0136986301369863,0.17391304347826086,0.14743589743589744,0.013888888888888888,0.029411764705882353,0.20689655172413793,0.35294117647058826,0.6666666666666666,0.7407407407407407,0.6666666666666666,0.5,0.8352941176470589,0.54459,0.5903,0.04716981132075472,4.750000000000001,0.29508196721311475,4.0,5.0,5.0,,,,,,16.0,41.0,1.0,4.0,14.0,16.0,41.0,8.0,1.0,6.0,7.0,4.0,14.0,28.0,18.0,18.0,41.0,16.0,1.0,11.0,3.0,14.0,3.0,13.0,,1.0,13.0,11.0,6.0,2.0,2.0,2.0,2.0,28.0,0.36,0.36,0.375,0.3902439024390244,0.2857142857142857,0.3902439024390244,0.8571428571428571,0.5714285714285714,0.6086956521739131,0.4823529411764706,0.7368421052631579,0.12643678160919541,0.014084507042253521,0.01818181818181818,0.125,1.0,0.45,0.058823529411764705,,,,,0.4823529411764706,0.3902439024390244,0.3902439024390244,0.375,,0.3333333333333333,0.23809523809523808,0.8,,,0.6666666666666666,0.2857142857142857,0.3902439024390244,0.5242738095238094,0.06741573033707865,0.125,0.2641509433962264,26.534146341463416,3.0,9.0,1.0,1.0,,4.0,19.0,28.0,14.0,65.0,1.0,,,,,,1.0,0.15384615384615385,0.10810810810810811,,0.10588235294117647,0.3333333333333333,0.375,,1.0,,,9.0,5.0,4.0,1.0,1.0,,0.02564102564102564,,,2.0,30.0,,1.0,1.0,1.0,,,6.0,2.0,1.0,,0.1111111111111111,,0.4,0.4,1.0,4.0,,,,,,,,,,,True,,,,,
