EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Technical Free Throw Trips,BlockedShortMidRange,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,LongMidRangeAssists,Steals,BadPassSteals,OffAtRimReboundPct,SecondChanceShotQualityAvg,ShortMidRangeFGM,ThreePtAssists,Corner3Assists,2pt And 1 Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFGM,SelfOReb,LostBallSteals,BadPassTurnovers,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceFG3A,Arc3Assists,ShortMidRangeAssists,SecondChanceTurnovers,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,RecoveredBlocks,SecondChanceFg3Pct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Charge Fouls Drawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,on,PenaltyArc3FGM,Fg3aBlocked,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Offensive Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveAttempts,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,289.0,5,-2.0,9,10,1.0,1.0,19,1.0,1.0,1.0,1.0,2.0,1.0,3.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,40.0,0.3333333333333333,0.25,0.2857142857142857,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.39485000000000003,0.3942,0.3333333333333333,0.3333333333333333,0.6666666666666666,12.75,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,270.0,4,4.0,8,8,1.0,1.0,16,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.75,,0.75,,22.22222222222222,,,,,,,,,,,0.576825,,,,,,0.125,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629670,1610612749,Jordan Nwora,Jordan Nwora,1629670,MIL,1859.0,31,1.0,67,65,22.0,14.0,132,1.0,,4.0,2.0,10.0,5.0,15.0,55.0,,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,,4.0,9.0,,,1.0,4.0,7.0,3.0,1.0,,1.0,5.0,22.0,0.5,1.0,0.2,,0.2777777777777778,0.25,0.3333333333333333,0.2857142857142857,27.160493827160494,,0.17647058823529413,0.10714285714285714,,0.1,0.05555555555555555,0.2222222222222222,,,,0.49046666666666666,0.4595666666666666,0.14285714285714285,0.23076923076923078,0.3333333333333333,8.52,0.3283582089552239,1.0,2.0,6.0,2.0,8.0,6.0,6.0,1.0,0.25,0.25,0.4444444444444444,0.1111111111111111,0.5,0.5,1.0,0.3333333333333333,0.7222222222222222,26.0625,20.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,0.3,0.4,1.0,1.0,0.5,0.041666666666666664,0.21052631578947367,0.11627906976744186,0.125,0.21428571428571427,0.2,0.2857142857142857,0.2777777777777778,0.4,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200782,1610612749,P.J. Tucker,P.J. Tucker,200782,MIL,134.0,2,2.0,4,5,1.0,1.0,9,,,,,,,,2.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201950,1610612749,Jrue Holiday,Jrue Holiday,201950,MIL,79.0,1,2.0,3,3,,1.0,6,,,,1.0,1.0,,2.0,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,25.0,,0.5,0.3333333333333333,,0.5,,,,,,0.8274,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,0.5,,0.5,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,0.8274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612749,Jeff Teague,Jeff Teague,201952,MIL,715.0,12,-2.0,26,26,11.0,4.0,52,3.0,1.0,1.0,3.0,4.0,1.0,7.0,26.0,,,,,2.0,3.0,2.0,7.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,11.0,,,0.75,,0.5,,0.5833333333333334,,22.580645161290324,,,,,,0.5,0.16666666666666666,1.0,1.0,,0.44585,0.53715,0.16666666666666666,0.25,,11.625,0.4230769230769231,,,2.0,,2.0,,2.0,,,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,26.299999999999997,4.0,,,,,,,,,1.0,,,,,,1.0,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627854,1610612749,Bryn Forbes,Bryn Forbes,1627854,MIL,145.0,2,2.0,7,5,4.0,1.0,12,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203648,1610612749,Thanasis Antetokounmpo,Thanasis Antetokounmpo,203648,MIL,853.0,14,,32,31,9.0,5.0,63,1.0,,,2.0,5.0,,4.0,28.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,,,1.0,1.0,,,,,,2.0,9.0,0.5,0.5,0.4,0.3333333333333333,0.4,0.3333333333333333,0.4,0.3333333333333333,16.216216216216218,0.16666666666666666,0.25,0.21428571428571427,,0.3333333333333333,0.2,,,,,0.59608,0.6956666666666665,,,0.5,3.3200000000000003,0.28125,,,,,,,,,,,,,,,,,0.8,,6.0,2.0,4.0,1.0,2.0,3.0,,,,,1.0,2.0,,2.0,,,,2.0,,,1.0,1.0,1.0,,2.0,1.0,,2.0,2.0,,,,0.5,0.5,0.5,0.2,,1.0,1.0,,0.09090909090909091,0.125,0.10526315789473684,,0.16666666666666666,,0.2,0.8,0.5,0.5,0.5,,,,1.0,0.5,1.0,,,,,0.5,,2.0,1.0,0.16666666666666666,0.8526,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629091,1610612749,Elijah Bryant,Elijah Bryant,1629091,MIL,1580.0,26,-3.0,56,55,17.0,12.0,111,4.0,,,4.0,8.0,,8.0,50.0,2.0,3.0,4.0,4.0,1.0,4.0,,11.0,2.0,3.0,5.0,7.0,,,1.0,,,,,,,4.0,17.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,19.11764705882353,0.3,0.18181818181818182,0.23809523809523808,0.3333333333333333,,0.3333333333333333,,,,,0.5157208333333333,0.583025,,,0.5,6.1,0.30357142857142855,,2.0,2.0,,4.0,,2.0,,,,0.3333333333333333,0.16666666666666666,,,,0.16666666666666666,0.6666666666666666,24.650000000000002,20.0,2.0,4.0,,,2.0,,1.0,,,2.0,2.0,,4.0,,1.0,,4.0,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.125,0.25,,1.0,,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.16666666666666666,0.07142857142857142,,0.4,0.3333333333333333,0.5,0.6666666666666666,1.0,,,,,,0.5,0.25,,,,0.5,,,,,0.4538666666666667,2.0,3.0,2.0,,0.5,0.5,1.0,1.0,,,0.5,0.14285714285714285,,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629603,1610612749,Mamadi Diakite,Mamadi Diakite,1629603,MIL,1492.0,25,2.0,54,52,17.0,12.0,106,2.0,,,1.0,7.0,2.0,7.0,44.0,,2.0,2.0,2.0,,,,,1.0,1.0,2.0,3.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,17.0,1.0,1.0,0.14285714285714285,,0.2777777777777778,,0.35,0.25,16.666666666666664,0.125,0.09090909090909091,0.10526315789473684,,0.16666666666666666,0.2222222222222222,,,,,0.4951944444444445,0.48363333333333336,0.1,0.125,0.2857142857142857,3.257142857142857,0.3148148148148148,,,2.0,1.0,2.0,3.0,2.0,1.0,0.5,0.5,0.2222222222222222,,,,,0.2222222222222222,0.7777777777777778,25.15,20.0,1.0,5.0,,,1.0,,,1.0,1.0,,,,3.0,,1.0,2.0,,,1.0,2.0,1.0,,,1.0,1.0,1.0,3.0,4.0,,,,,1.5,1.5,0.2857142857142857,0.2,0.5,1.0,,,0.05555555555555555,0.02702702702702703,,,0.2,,0.5555555555555556,0.2,0.25,1.0,0.5,0.5,1.0,,,0.3333333333333333,,,0.3333333333333333,0.5,0.42857142857142855,,3.0,2.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
