EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,Corner3Assists,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,PenaltyTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeAssists,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceFtPoints,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,SecondChanceAtRimPctAssisted,on,Fg3aBlocked,Technical Free Throw Trips,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SelfOReb,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Corner3PctBlocked
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,3920.0,65,-56,131,130,20.0,29.0,19.0,261,7.0,11.0,1.0,3.0,13.0,3.0,7.0,4.0,10.0,1.0,13.0,31.0,4.0,10.0,12.0,50.0,186.0,2.0,1.0,6.0,1.0,5.0,7.0,6.0,20.0,3.0,9.0,10.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,5.0,1.0,8.0,1.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,7.0,10.0,16.0,5.0,2.0,3.0,3.0,3.0,2.0,7.0,20.0,2.0,0.23076923076923078,0.23076923076923078,0.25,0.4,0.4,0.41935483870967744,0.16666666666666666,0.4634146341463415,0.14285714285714285,0.5208333333333334,0.3888888888888889,0.24390243902439024,0.03225806451612903,0.07692307692307693,34.21052631578947,0.5,1.0,0.18518518518518517,0.023809523809523808,0.08,0.1346153846153846,0.014705882352941176,0.06666666666666667,0.09090909090909091,0.3,0.16666666666666666,0.1,0.6666666666666666,0.2682926829268293,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.3170731707317073,0.23076923076923078,0.25,0.17073170731707318,0.42857142857142855,0.42857142857142855,0.24390243902439024,0.4,0.4,0.25,0.14285714285714285,0.14285714285714285,0.5121951219512195,0.4,0.49536585365853664,0.37335,0.4032642857142857,0.1276595744680851,0.1388888888888889,0.09090909090909091,0.14,8.890322580645162,26.4,0.15267175572519084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,1934.0,32,15,66,65,22.0,22.0,5.0,131,6.0,7.0,2.0,,1.0,,,,,,6.0,8.0,,,1.0,13.0,72.0,3.0,1.0,3.0,,,2.0,8.0,4.0,,,,,1.0,1.0,,1.0,,1.0,,2.0,3.0,2.0,2.0,,4.0,4.0,8.0,1.0,1.0,,,,1.0,,,1.0,3.0,5.0,2.0,2.0,1.0,,5.0,,6.0,,2.0,22.0,2.0,0.6666666666666666,1.0,,,,0.75,0.3333333333333333,0.75,0.3333333333333333,0.7222222222222222,0.3333333333333333,,0.125,1.0,13.88888888888889,,,0.09090909090909091,0.2,0.13333333333333333,0.10810810810810811,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.1,,0.1,,0.875,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.125,,,,,,,,,,0.6666666666666666,,0.875,,0.6904625,0.52925,0.6119,0.1111111111111111,0.1111111111111111,,0.15384615384615385,1.2750000000000001,,0.3333333333333333,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.07692307692307693,0.2,0.08333333333333333,0.2,0.6666666666666666,1.0,0.5,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1629641,1610612738,Romeo Langford,Romeo Langford,1629641,BOS,1183.0,20,-6,41,41,7.0,15.0,5.0,82,,,,,,,,,2.0,,,,1.0,3.0,,3.0,51.0,,,,1.0,,3.0,,,3.0,,2.0,,,1.0,,1.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.5,1.5,0.5,1.5,1.0,,,6.666666666666666,,,,,0.16666666666666666,0.10526315789473684,,,,,,0.2,,,,,,,,,,,,0.6666666666666666,,,,,,1.0,,0.59865,,0.61275,,,,1.0,,25.3,0.17073170731707318,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202689,1610612738,Kemba Walker,Kemba Walker,202689,BOS,5452.0,91,-54,184,185,34.0,48.0,26.0,369,4.0,10.0,,1.0,4.0,5.0,10.0,3.0,15.0,4.0,10.0,24.0,3.0,17.0,9.0,38.0,253.0,2.0,1.0,1.0,4.0,6.0,14.0,8.0,12.0,6.0,3.0,15.0,3.0,3.0,3.0,9.0,12.0,8.0,3.0,,33.0,,6.0,6.0,,12.0,,12.0,1.0,1.0,,5.0,1.0,3.0,4.0,,8.0,5.0,10.0,11.0,10.0,4.0,,,,,,14.0,34.0,1.0,0.4,0.4,0.6666666666666666,0.17647058823529413,0.17647058823529413,0.4166666666666667,1.0,0.35365853658536583,0.8,0.4222222222222222,0.875,0.4146341463414634,0.125,0.25,25.118483412322277,0.625,,0.15789473684210525,,0.15789473684210525,0.15789473684210525,,,0.15384615384615385,0.06666666666666667,0.3,0.1724137931034483,,0.24390243902439024,0.4,0.5,0.25,0.0975609756097561,0.25,0.3333333333333333,0.24390243902439024,0.5,0.5,0.36585365853658536,0.2,0.2,0.6666666666666666,,0.8,0.6585365853658537,0.2,0.4988829268292684,0.4289,0.48096999999999995,0.09302325581395349,0.15384615384615385,,0.3684210526315789,9.554166666666669,25.86470588235294,0.18478260869565216,,1.0,,,,,,2.0,2.0,,,,,,,,,,,0.1111111111111111,0.5,,,,,2.0,,,,,2.0,0.5,0.04878048780487805,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.2,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,4990.0,83,-51,171,172,34.0,48.0,22.0,343,1.0,3.0,,2.0,3.0,1.0,2.0,7.0,16.0,4.0,4.0,8.0,7.0,18.0,3.0,32.0,237.0,,1.0,2.0,4.0,2.0,13.0,2.0,6.0,18.0,3.0,15.0,7.0,1.0,7.0,5.0,12.0,2.0,7.0,,29.0,1.0,5.0,,,5.0,1.0,6.0,3.0,3.0,,5.0,3.0,2.0,2.0,1.0,7.0,3.0,7.0,10.0,5.0,2.0,,,,,,13.0,34.0,2.0,0.25,0.25,0.8571428571428571,0.3888888888888889,0.4117647058823529,0.5,0.5,0.5576923076923077,0.9166666666666666,0.5714285714285714,0.8125,0.6923076923076923,0.125,,17.94871794871795,0.7142857142857143,,,0.02040816326530612,0.15151515151515152,0.07692307692307693,0.011627906976744186,0.05555555555555555,,,,0.16,,0.11538461538461539,0.3333333333333333,0.5,,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.07692307692307693,0.5,0.5,0.6153846153846154,0.4375,0.4375,0.8571428571428571,,0.6666666666666666,0.8076923076923077,0.4666666666666667,0.539104,0.63675,0.46502999999999994,0.07407407407407407,0.2222222222222222,,0.40625,9.512500000000001,26.783333333333335,0.19883040935672514,,,,,6.0,,,1.0,1.0,,,,,,1.0,1.0,,,,0.125,,,,0.1875,,2.0,,,3.0,3.0,3.0,0.75,0.07692307692307693,,,,1.0,,,3.0,3.0,,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,,1.0,0.75,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,
1630174,1610612738,Aaron Nesmith,Aaron Nesmith,1630174,BOS,1168.0,19,-13,37,40,7.0,12.0,5.0,77,,,,,,,,,2.0,1.0,,,,3.0,,,59.0,,,,1.0,,,,,,,2.0,,,1.0,,1.0,,,,2.0,,1.0,1.0,1.0,3.0,1.0,4.0,,,,,,,,,,1.0,2.0,,,,,1.0,,1.0,,,7.0,,,,,,,,,,,,,1.0,,,7.142857142857143,,1.0,0.1,,0.16666666666666666,0.125,0.05263157894736842,,,0.25,,0.2,,,,,,,,,,,,0.6666666666666666,,,,,1.0,1.0,,0.5487000000000001,,0.56235,,,,,,24.2,0.1891891891891892,,,,,,,1.0,,,,,,1.0,,,,0.1,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,
203953,1610612738,Jabari Parker,Jabari Parker,203953,BOS,625.0,10,4,20,21,9.0,,1.0,41,,,,1.0,2.0,,,,,,1.0,2.0,,,2.0,4.0,15.0,,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,1.0,2.0,,3.0,,3.0,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,9.0,,,,,,,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,,,,14.285714285714286,,,0.15384615384615385,,0.125,0.14285714285714285,,,,0.2857142857142857,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,0.429,,0.429,0.3333333333333333,0.3333333333333333,,0.5,9.4,,0.45,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203095,1610612738,Evan Fournier,Evan Fournier,203095,BOS,4418.0,74,-39,150,149,25.0,40.0,25.0,299,2.0,5.0,1.0,,4.0,1.0,4.0,5.0,8.0,2.0,3.0,13.0,8.0,14.0,3.0,33.0,210.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,15.0,9.0,8.0,5.0,1.0,2.0,,2.0,,1.0,,4.0,,5.0,1.0,,6.0,2.0,8.0,4.0,2.0,2.0,1.0,,,1.0,,1.0,5.0,9.0,2.0,4.0,1.0,,,,,,3.0,25.0,2.0,0.3333333333333333,0.3333333333333333,0.625,0.5714285714285714,0.5714285714285714,0.23076923076923078,0.5,0.5555555555555556,0.25,0.5689655172413793,0.3,0.5185185185185185,0.07692307692307693,0.25,17.045454545454547,1.0,,0.04,,0.1724137931034483,0.1111111111111111,0.02631578947368421,,,0.1,,0.22727272727272727,,0.18518518518518517,0.4,0.4,0.5,0.14814814814814814,,,0.14814814814814814,0.25,0.25,0.2962962962962963,0.625,0.625,0.4,0.25,0.5,0.7037037037037037,0.625,0.522411111111111,0.5199750000000001,0.5505625000000001,0.03571428571428571,0.07142857142857142,,0.09090909090909091,8.4,24.664285714285718,0.16666666666666666,,,1.0,,,,2.0,,,,,,,,,,0.0625,,0.04,,,,1.0,,3.0,6.0,,,,1.0,,,0.2222222222222222,0.5,0.5,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,0.14285714285714285,1.0,0.5,,,,,,True,,,,,,,,,,,,,,
202684,1610612738,Tristan Thompson,Tristan Thompson,202684,BOS,3165.0,53,-71,105,106,9.0,22.0,20.0,211,9.0,14.0,,1.0,1.0,,,,,,10.0,15.0,,,2.0,22.0,164.0,11.0,,,,,,12.0,8.0,,,,,1.0,3.0,,3.0,,1.0,1.0,6.0,9.0,3.0,2.0,,5.0,12.0,17.0,1.0,1.0,,3.0,3.0,1.0,,,4.0,1.0,3.0,8.0,4.0,2.0,,1.0,,1.0,,,9.0,1.0,0.6,1.0,,,,0.6666666666666666,,0.6666666666666666,,0.6470588235294118,,,0.06666666666666667,,16.8,0.75,,0.18181818181818182,0.24324324324324326,0.14285714285714285,0.15625,0.1935483870967742,0.3333333333333333,0.25,,0.3333333333333333,0.11764705882352941,,0.9333333333333333,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.06666666666666667,1.0,1.0,,,,,,,,,,0.9333333333333333,,0.7062866666666666,0.7215,,0.11764705882352941,0.11764705882352941,,,0.9133333333333333,,0.08571428571428572,5.0,10.0,,6.0,13.0,8.0,3.0,,3.0,,,1.0,,0.5454545454545454,0.5454545454545454,0.5416666666666666,0.12,0.3125,0.15789473684210525,0.25,0.9090909090909091,0.5,,0.5909090909090909,,,,,,,,,,,,,,,,,,,,1.0,,,,0.07142857142857142,1.0,,,,,,,,,,1.0,3.0,,,,1.0,2.0,1.0,1.0,0.2,True,,,,,,,,,,,,,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,353.0,6,3,13,14,3.0,4.0,1.0,27,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,,,,4.0,16.0,,1.0,1.0,,,2.0,4.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,2.0,3.0,,,,,1.0,,1.0,,2.0,3.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,14.285714285714285,,,,,0.5,0.14285714285714285,,,,,,0.5,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,1.0,,0.5,,0.5144,,0.5809,,,,0.5,5.6499999999999995,,0.23076923076923078,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
