EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,OffThreePtRebounds,OffRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGM,DefTwoPtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,SelfOReb,Steals,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,AtRimAssists,BadPassSteals,DeadBallTurnovers,Offensive Fouls,ShortMidRangePctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangeFGM,2pt And 1 Free Throw Trips,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,SecondChanceFtPoints,FTDefRebounds,Technical Free Throw Trips,DefFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,Charge Fouls Drawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Loose Ball Fouls,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffAtRimReboundPct,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,on,PenaltyCorner3FGM,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,LongMidRangePctAssisted,PenaltyCorner3Accuracy,LongMidRangeAssists,FTOffRebounds,Offensive Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,LostBallOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveAttempts,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,607.0,10,-10.0,20,19,10.0,6.0,2.0,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,27,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,1.0,0.5,0.5,0.5,13.636363636363637,0.4,0.2,0.5,0.5,1.0,1.0,0.5,0.5,0.452125,0.3333333333333333,0.5,5.1,25.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,671.0,11,-9.0,20,19,4.0,2.0,1.0,39,,,1.0,1.0,1.0,3.0,2.0,7.0,24,2.0,1.0,,,,,,,1.0,,,1.0,2.0,1.0,,,,,4.0,1.0,0.625,0.7,0.75,23.80952380952381,,,,,,,0.25,1.0,0.5950375000000001,0.2,0.5,1.6,24.2,0.2,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.125,0.08333333333333333,0.14285714285714285,0.25,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627854,1610612749,Bryn Forbes,Bryn Forbes,1627854,MIL,733.0,12,-8.0,28,26,22.0,10.0,1.0,54,,,2.0,,1.0,3.0,4.0,7.0,27,,2.0,,,,,,1.0,1.0,,,2.0,5.0,,,,,,21.0,,0.375,0.5833333333333334,0.75,24.13793103448276,,0.08333333333333333,,,,,0.5,0.75,0.48601249999999996,0.2,,20.1,26.599999999999998,0.7857142857142857,,,,1.0,1.0,3.0,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,0.25,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.3333333333333333,0.375,0.5833333333333334,1.0,0.16666666666666666,1.0,0.25,0.5,0.5,1.0,0.25,0.5,0.5,0.5,0.48601249999999996,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629091,1610612749,Elijah Bryant,Elijah Bryant,1629091,MIL,2981.0,50,-21.0,106,104,42.0,36.0,15.0,210,3.0,5.0,5.0,7.0,12.0,8.0,,14.0,103,8.0,5.0,3.0,4.0,1.0,11.0,7.0,10.0,12.0,1.0,1.0,,,,1.0,1.0,,1.0,41.0,0.5833333333333334,0.35,0.35,0.4,18.181818181818183,0.28,0.22727272727272727,0.1875,0.25,0.6,0.6,0.25,0.75,0.5080975,,,5.508333333333333,24.7375,0.39622641509433965,4.0,7.0,,3.0,,,1.0,2.0,,,,0.03225806451612903,0.03333333333333333,0.045454545454545456,0.35,0.5714285714285714,0.6666666666666666,0.15,,,,,2.0,,,1.0,4.0,,3.0,,6.0,,3.0,2.0,1.0,2.0,1.0,,,6.0,,,0.42857142857142855,0.42857142857142855,1.0,0.15789473684210525,0.3333333333333333,,,,,0.2857142857142857,0.14285714285714285,,,0.5445857142857142,,0.42857142857142855,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.42857142857142855,0.5,1.0,0.75,0.5,0.5,0.08333333333333333,0.14285714285714285,0.034482758620689655,0.1111111111111111,0.16666666666666666,0.4444444444444444,0.08333333333333333,1.0,0.75,0.25,0.25,0.42857142857142855,0.6666666666666666,0.4538666666666667,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203648,1610612749,Thanasis Antetokounmpo,Thanasis Antetokounmpo,203648,MIL,1679.0,28,-17.0,59,61,21.0,13.0,6.0,120,,2.0,,2.0,5.0,,4.0,8.0,61,2.0,,,1.0,,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,,1.0,20.0,0.4,0.4,0.5714285714285714,,15.384615384615383,0.11764705882352941,0.0967741935483871,,0.4,,,,0.6,0.51874,0.16666666666666666,0.16666666666666666,4.9,,0.3559322033898305,2.0,3.0,,,,,1.0,1.0,,,,0.06666666666666667,0.03225806451612903,0.08333333333333333,0.6,0.6666666666666666,0.6666666666666666,,,,,,,,,,2.0,,,2.0,4.0,,1.0,2.0,,3.0,1.0,,1.0,2.0,,,0.5,0.6666666666666666,0.6666666666666666,0.07142857142857142,0.2,,,,,,,,,0.667,,0.5,1.0,2.0,,,1.0,1.0,,2.0,1.0,2.0,,1.0,1.0,,,,,3.0,1.0,2.0,,,0.5,0.5,1.0,0.5,1.0,1.0,0.2,,,,,0.2857142857142857,,,0.5,,,1.0,0.5,,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612749,Jeff Teague,Jeff Teague,201952,MIL,797.0,13,-17.0,27,27,7.0,5.0,4.0,54,2.0,3.0,2.0,3.0,6.0,2.0,1.0,7.0,38,6.0,2.0,,2.0,,4.0,,,,,1.0,1.0,1.0,1.0,,,,,7.0,0.5,0.375,0.4375,0.25,25.0,,,,0.375,0.6666666666666666,0.6666666666666666,0.25,0.5,0.489325,0.125,0.16666666666666666,7.816666666666666,26.299999999999997,0.25925925925925924,,2.0,,,,,,,,,,,,,0.25,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.125,,,,,0.5,,,0.556925,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201950,1610612749,Jrue Holiday,Jrue Holiday,201950,MIL,134.0,2,,6,4,5.0,4.0,,10,,,,,,1.0,,,4,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,16.666666666666668,,,,,,,,1.0,0.62025,,,,22.8,0.8333333333333334,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.62025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,274.0,5,-2.0,9,10,5.0,4.0,1.0,19,,1.0,1.0,,1.0,1.0,1.0,4.0,13,,1.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,5.0,,0.75,0.6666666666666666,0.5,40.0,,0.3333333333333333,,0.5,,,0.5,0.5,0.514025,,,8.6,25.6,0.5555555555555556,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,0.5,1.0,1.0,,,1.0,1.0,,,,,1.0,,,0.25,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,180.0,3,1.0,7,6,6.0,4.0,1.0,13,,,1.0,1.0,1.0,1.0,,2.0,7,,1.0,,,,,,,,,1.0,,,,,,,,6.0,1.0,0.5,0.5,0.5,37.5,,,,,,,0.5,1.0,0.66865,,,1.4,25.5,0.8571428571428571,1.0,1.0,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,2.0,,,,,1.0,1.0,,,2.0,,,0.5,0.5,,,,,,,,,0.5,,,0.66865,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,1.0,0.5,1.0,0.5997,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629670,1610612749,Jordan Nwora,Jordan Nwora,1629670,MIL,1580.0,26,-3.0,56,55,17.0,20.0,12.0,111,,1.0,6.0,1.0,8.0,7.0,5.0,10.0,50,2.0,6.0,,1.0,,2.0,1.0,2.0,7.0,1.0,1.0,4.0,7.0,3.0,1.0,,1.0,1.0,17.0,0.125,0.16666666666666666,0.25,0.4666666666666667,27.941176470588232,0.09090909090909091,0.047619047619047616,0.16666666666666666,0.06666666666666667,,,0.4,0.6666666666666666,0.45954333333333336,0.16666666666666666,0.2727272727272727,10.200000000000001,26.542857142857144,0.30357142857142855,1.0,3.0,,1.0,1.0,3.0,4.0,5.0,1.0,0.14285714285714285,0.14285714285714285,0.21052631578947367,0.13157894736842105,0.21428571428571427,0.2,0.3333333333333333,0.5,0.06666666666666667,,,,4.0,,1.0,,1.0,4.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,2.0,,,,0.08333333333333333,1.0,,,0.26666666666666666,0.16666666666666666,0.16666666666666666,1.0,,0.2,,0.16666666666666666,0.43871000000000004,,0.2,,2.0,,,1.0,1.0,,3.0,,,2.0,2.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,0.75,0.25,0.3333333333333333,0.05263157894736842,0.16666666666666666,,,,,,,,0.4,,,0.3,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,0.5,0.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
