EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PtsUnassisted3s,Travels,Fg2aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,FG2APctBlocked,AtRimPctBlocked,SecondChanceFtPoints,ShortMidRangePctBlocked,HeaveAttempts,FTOffRebounds,Loose Ball Fouls,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,OffLongMidRangeReboundPct,on,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,LongMidRangePctBlocked
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,8005.0,133,37.0,290,284,93,78,20.0,574,14.0,23.0,1.0,2.0,4.0,6.0,1.0,3.0,15.0,26.0,11.0,41.0,298,1.0,2.0,2.0,5.0,7.0,11.0,21.0,16.0,14.0,2.0,17.0,23.0,40.0,18.0,5.0,10.0,6.0,1.0,103.0,3.0,2.0,13.0,9.0,4.0,26.0,5.0,31.0,1.0,3.0,3.0,3.0,1.0,1.0,6.0,1.0,2.0,9.0,1.0,1.0,2.0,15.0,2.0,2.0,19.0,1.0,1.0,30.0,4.0,10.0,5.0,1.0,4.0,5.0,2.0,21.0,93,3.0,4.0,0.5333333333333333,0.5714285714285714,0.5769230769230769,0.5,0.7142857142857143,0.5769230769230769,0.5,0.7142857142857143,0.5125,0.3333333333333333,0.525,15.555555555555555,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.031746031746031744,0.23636363636363636,0.06,0.16176470588235295,0.04424778761061947,0.09523809523809523,0.047619047619047616,0.125,0.15384615384615385,0.125,0.2857142857142857,0.07692307692307693,0.09090909090909091,0.4,0.8846153846153846,0.6086956521739131,0.6086956521739131,0.5714285714285714,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.5,0.8571428571428571,0.6666666666666666,0.8846153846153846,0.6477923076923076,0.76385,0.6033571428571428,0.13333333333333333,0.13333333333333333,0.04878048780487805,0.5121951219512195,2.0,0.32068965517241377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,11671.0,195,39.0,413,409,157,133,39.0,822,8.0,12.0,3.0,3.0,1.0,2.0,4.0,11.0,16.0,29.0,10.0,84.0,420,4.0,5.0,11.0,3.0,4.0,7.0,31.0,22.0,10.0,6.0,5.0,2.0,7.0,1.0,1.0,3.0,2.0,,16.0,2.0,2.0,10.0,9.0,1.0,20.0,4.0,24.0,1.0,7.0,5.0,2.0,2.0,,3.0,1.0,2.0,5.0,,,3.0,9.0,,,11.0,,,14.0,3.0,,3.0,,3.0,3.0,3.0,31.0,156,1.0,,0.6875,0.8461538461538461,0.5517241379310345,0.8,0.75,0.5068493150684932,0.6875,0.6,0.5384615384615384,0.6875,0.6739130434782609,18.161925601750546,0.4,0.07692307692307693,0.06976744186046512,0.020618556701030927,0.125,0.027777777777777776,0.09090909090909091,0.023668639053254437,0.03333333333333333,0.034482758620689655,,0.07692307692307693,0.047619047619047616,0.125,0.125,0.023809523809523808,1.0,0.1643835616438356,0.6666666666666666,0.6666666666666666,0.625,0.1506849315068493,0.36363636363636365,0.36363636363636365,0.375,1.0,0.1,0.5,0.7671232876712328,0.5468280821917808,0.6626,0.5413000000000001,0.07692307692307693,0.0967741935483871,0.13095238095238096,0.36904761904761907,8.055172413793102,0.3801452784503632,4.0,6.0,4.0,12.0,1.0,1.0,2.0,5.0,10.0,32.0,2.0,4.0,11.0,14.0,44.0,1.0,3.0,6.0,16.0,42.0,32.0,10.0,2.0,1.0,3.0,1.0,0.3181818181818182,0.3333333333333333,0.375,0.3181818181818182,0.6027397260273972,0.02,0.1111111111111111,0.75,0.0821917808219178,0.6666666666666666,0.6666666666666666,0.75,0.1643835616438356,0.3333333333333333,0.3333333333333333,1.0,0.4383561643835616,0.3125,0.3125,1.0,0.125,1.0,1.0,0.25,0.25,0.4,0.55,0.36363636363636365,0.3125,0.06382978723404255,25.42954545454546,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629003,1610612755,Shake Milton,Shake Milton,1629003,PHI,1972.0,33,10.0,66,71,34,33,8.0,137,,,,,,,2.0,7.0,3.0,8.0,4.0,13.0,64,1.0,1.0,2.0,1.0,3.0,,2.0,,6.0,,1.0,2.0,3.0,1.0,1.0,,,1.0,8.0,,,,1.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,,5.0,1.0,,5.0,1.0,2.0,1.0,3.0,,1.0,2.0,,,4.0,2.0,,,,,,,2.0,34,,,,,0.375,1.0,0.3333333333333333,0.4090909090909091,1.0,0.25,0.5,1.0,0.25,24.0,,0.2,0.05,,,,0.02857142857142857,,,,,,0.1,,,,,,,,,0.6363636363636364,0.2857142857142857,0.2857142857142857,,,,,0.2727272727272727,0.4425136363636364,0.4542,0.3859875,0.15384615384615385,0.2,0.15384615384615385,0.15384615384615385,8.7125,0.5151515151515151,1.0,1.0,,1.0,,,,1.0,1.0,2.0,,,,1.0,3.0,,,,1.0,,2.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,0.2727272727272727,,,,0.09090909090909091,1.0,1.0,,0.09090909090909091,,,,0.18181818181818182,0.5,0.5,,,,,,0.25,,,,0.5,,25.03333333333333,3.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629680,1610612755,Matisse Thybulle,Matisse Thybulle,1629680,PHI,3048.0,51,9.0,108,112,62,50,13.0,220,4.0,5.0,,,1.0,1.0,,,4.0,5.0,1.0,18.0,97,,,,1.0,1.0,1.0,9.0,8.0,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,1.0,5.0,4.0,,,,,,,,,,3.0,7.0,,,2.0,,1.0,2.0,,1.0,3.0,,2.0,5.0,3.0,9.0,62,2.0,1.0,1.0,1.0,0.8,,1.0,0.6538461538461539,,1.0,0.6428571428571429,,0.9,11.475409836065573,,,,,0.045454545454545456,0.045454545454545456,0.015625,0.021739130434782608,,0.058823529411764705,,,,0.058823529411764705,,0.2,0.6,0.38461538461538464,0.8,1.0,1.0,,,,,,0.25,1.0,1.0,0.5741269230769231,0.5016,0.616375,,,,0.5,1.98,0.5740740740740741,,,1.0,3.0,,,1.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,8.0,,1.0,2.0,3.0,9.0,5.0,2.0,1.0,,,1.0,0.375,,0.6666666666666666,0.375,0.6153846153846154,,,,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.38461538461538464,0.4,0.4,1.0,,,,1.0,0.25,1.0,0.5,0.5,0.4,,25.325000000000003,,,1.0,2.0,1.0,1.0,1.0,0.2,0.2,,,,,,,,,,,True,,,,,,,,,
201588,1610612755,George Hill,George Hill,201588,PHI,3204.0,53,12.0,111,110,51,28,16.0,221,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,10.0,3.0,14.0,108,1.0,1.0,4.0,1.0,3.0,,5.0,4.0,4.0,,3.0,2.0,5.0,1.0,1.0,2.0,1.0,,12.0,1.0,1.0,1.0,3.0,,4.0,2.0,6.0,,,,3.0,2.0,3.0,2.0,,,5.0,,4.0,2.0,2.0,,,10.0,,1.0,5.0,2.0,1.0,1.0,,1.0,1.0,1.0,5.0,51,,1.0,0.5,0.5,0.4,1.0,0.3333333333333333,0.39285714285714285,1.0,0.5,0.4375,1.0,0.4166666666666667,16.40625,0.6,,0.06976744186046512,0.043478260869565216,0.0625,0.043478260869565216,0.06779661016949153,0.043478260869565216,,0.05555555555555555,,0.1111111111111111,0.08333333333333333,0.07692307692307693,,,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.35714285714285715,0.4,0.5,1.0,1.0,0.2,1.0,0.5,0.4880535714285714,0.4609,0.46134000000000003,0.13333333333333333,0.18181818181818182,0.2857142857142857,0.35714285714285715,8.78,0.4594594594594595,,2.0,1.0,1.0,,,1.0,1.0,,3.0,,,1.0,1.0,4.0,,,1.0,2.0,3.0,3.0,,,1.0,,1.0,0.25,,0.5,0.25,0.2857142857142857,0.07142857142857142,,0.5,0.14285714285714285,,,,0.07142857142857142,1.0,1.0,1.0,0.21428571428571427,,,,,,,,0.2,1.0,0.2,,,,25.125,,,1.0,,,,,0.1,,2.0,0.2,,,,,,,,,True,,,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,3247.0,54,2.0,112,111,52,37,12.0,223,6.0,11.0,,,4.0,6.0,4.0,10.0,10.0,24.0,5.0,28.0,114,,,,7.0,13.0,2.0,19.0,6.0,14.0,,5.0,3.0,8.0,2.0,1.0,4.0,1.0,,19.0,,1.0,3.0,8.0,,11.0,1.0,12.0,,1.0,,,,,1.0,,,1.0,,,3.0,7.0,,1.0,7.0,,,11.0,5.0,1.0,4.0,,3.0,4.0,2.0,18.0,51,2.0,,0.3,0.3,0.4166666666666667,,0.5384615384615384,0.38333333333333336,,0.4722222222222222,0.4,,0.475,28.8,,,0.19047619047619047,0.03225806451612903,0.15,,0.1774193548387097,0.02,,,,0.16666666666666666,0.2857142857142857,0.17647058823529413,,,0.5,0.36666666666666664,0.5454545454545454,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.4,0.5,,,0.3333333333333333,0.6666666666666666,0.5666666666666667,0.4866103448275863,0.5535,0.4905294117647059,0.14705882352941177,0.17857142857142858,,0.6785714285714286,6.8999999999999995,0.4642857142857143,,3.0,,,,,,,1.0,6.0,1.0,1.0,5.0,1.0,6.0,,1.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,,1.0,0.16666666666666666,,0.2,0.2,0.2,0.06666666666666667,,0.5,0.1,,,,,,,,0.2,0.16666666666666666,0.16666666666666666,1.0,,,,1.0,,,0.2777777777777778,0.2,0.2,,30.583333333333332,,,4.0,,,,1.0,0.16666666666666666,0.18181818181818182,,0.2,1.0,,,,,,,,True,,,,,,,,,
203118,1610612755,Mike Scott,Mike Scott,203118,PHI,975.0,16,13.0,34,37,13,18,3.0,71,,,,,,,,,,,,6.0,32,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,13,,,,,,,,0.75,,,0.75,,,10.81081081081081,,,0.1,,0.1111111111111111,,0.10526315789473684,,,,,,0.16666666666666666,0.14285714285714285,,,,,,,,,,,,,,,1.0,0.5198625,,,,,,,,0.38235294117647056,,,1.0,1.0,,,,,1.0,3.0,,,,2.0,4.0,,,,,6.0,3.0,1.0,,,,1.0,0.5,,,0.5,1.0,,,,,,,,0.25,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.3333333333333333,,25.525000000000002,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2730,1610612755,Dwight Howard,Dwight Howard,2730,PHI,2596.0,43,-8.0,87,90,37,25,13.0,177,6.0,6.0,2.0,2.0,3.0,3.0,,1.0,6.0,7.0,10.0,22.0,96,2.0,3.0,9.0,3.0,4.0,7.0,13.0,10.0,2.0,2.0,3.0,,3.0,,,2.0,1.0,,6.0,4.0,3.0,2.0,11.0,1.0,14.0,8.0,22.0,,1.0,1.0,4.0,,1.0,1.0,,3.0,5.0,2.0,1.0,5.0,9.0,,1.0,9.0,1.0,,15.0,7.0,1.0,3.0,2.0,1.0,3.0,2.0,13.0,37,,1.0,0.8333333333333334,1.0,0.8571428571428571,0.6666666666666666,0.75,0.8571428571428571,0.6666666666666666,0.75,0.7857142857142857,0.75,0.7222222222222222,19.0,0.8,0.5,0.3235294117647059,0.13043478260869565,0.15384615384615385,0.3076923076923077,0.2765957446808511,0.19444444444444445,0.3333333333333333,0.3333333333333333,0.25,0.3,0.3333333333333333,0.16666666666666666,,,0.6666666666666666,0.8571428571428571,1.0,1.0,0.8333333333333334,0.14285714285714285,,,0.6666666666666666,1.0,0.75,1.0,0.8571428571428571,0.6665714285714285,0.57865,0.599525,0.5384615384615384,0.5384615384615384,0.4090909090909091,0.5909090909090909,1.4714285714285715,0.42528735632183906,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.08333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.14285714285714285,,5.0,1.0,,1.0,2.0,1.0,0.14285714285714285,0.5,,,True,,,,,,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,7336.0,122,11.0,257,247,85,75,24.0,504,8.0,14.0,,,2.0,3.0,8.0,18.0,18.0,37.0,3.0,48.0,277,1.0,2.0,3.0,3.0,10.0,3.0,12.0,12.0,24.0,,6.0,4.0,10.0,3.0,1.0,4.0,1.0,1.0,24.0,,3.0,6.0,11.0,2.0,19.0,3.0,22.0,,1.0,1.0,2.0,,1.0,3.0,,1.0,5.0,,2.0,7.0,13.0,1.0,1.0,5.0,,,6.0,2.0,,1.0,,1.0,1.0,,12.0,84,,,0.3333333333333333,0.3333333333333333,0.4864864864864865,0.5,0.3,0.4787234042553192,0.3333333333333333,0.32142857142857145,0.47959183673469385,0.375,0.34375,19.014084507042256,0.4,0.3333333333333333,0.1527777777777778,0.046875,0.12,,0.13934426229508196,0.027777777777777776,0.05,,,0.04,0.21875,0.12195121951219512,0.1111111111111111,,,0.2978723404255319,0.5714285714285714,0.6153846153846154,0.375,0.3829787234042553,0.4444444444444444,0.47058823529411764,,,0.21428571428571427,0.6666666666666666,0.5106382978723404,0.49949468085106385,0.45245,0.44742499999999996,0.04081632653061224,0.05128205128205128,0.0625,0.25,7.583783783783783,0.33073929961089493,2.0,5.0,,,,,,,3.0,10.0,1.0,1.0,4.0,3.0,10.0,,1.0,1.0,4.0,6.0,10.0,3.0,,,,0.6666666666666666,0.3,,0.25,0.3,0.2127659574468085,0.06060606060606061,0.2,0.25,0.10638297872340426,0.4,0.4,0.5,,,,,0.2127659574468085,0.3,0.3,0.6666666666666666,,,,0.3333333333333333,,,0.2857142857142857,0.25,0.3,,26.580000000000002,3.0,1.0,2.0,,,,,0.05405405405405406,0.07142857142857142,1.0,0.05555555555555555,,,,,,,2.0,,True,,,,,,,,,
203552,1610612755,Seth Curry,Seth Curry,203552,PHI,7302.0,122,29.0,264,256,89,76,21.0,520,3.0,3.0,,,2.0,2.0,5.0,7.0,14.0,17.0,3.0,70.0,269,1.0,1.0,2.0,6.0,7.0,3.0,27.0,14.0,14.0,2.0,4.0,1.0,5.0,1.0,,4.0,,,11.0,2.0,,4.0,7.0,1.0,12.0,2.0,14.0,1.0,4.0,2.0,3.0,,3.0,1.0,,,4.0,,,4.0,13.0,,1.0,7.0,,,4.0,1.0,1.0,3.0,,2.0,3.0,1.0,27.0,88,1.0,1.0,0.5,0.5384615384615384,0.8235294117647058,1.0,0.8571428571428571,0.8375,1.0,0.75,0.8333333333333334,1.0,0.75,15.916955017301037,0.75,0.14285714285714285,0.09090909090909091,,0.07547169811320754,0.044444444444444446,0.08461538461538462,0.018691588785046728,,0.027777777777777776,0.1111111111111111,0.11538461538461539,0.029411764705882353,0.0975609756097561,,0.09090909090909091,0.3333333333333333,0.075,1.0,1.0,1.0,0.175,0.7142857142857143,1.0,,,0.125,1.0,0.65,0.5092549999999999,,0.506265625,0.024390243902439025,0.05555555555555555,0.02857142857142857,0.38571428571428573,11.66470588235294,0.3371212121212121,6.0,7.0,3.0,5.0,,,,1.0,10.0,18.0,,4.0,8.0,13.0,23.0,,,4.0,9.0,36.0,18.0,10.0,2.0,,,0.9230769230769231,0.5652173913043478,,0.4444444444444444,0.5652173913043478,0.575,,0.17647058823529413,0.8,0.175,0.8571428571428571,0.8571428571428571,,0.125,0.6,0.6,1.0,0.45,0.5555555555555556,0.5555555555555556,0.9,,,,,0.0625,,0.5,0.5,0.5555555555555556,,25.504347826086956,3.0,,2.0,,,,1.0,0.11764705882352941,,,0.2857142857142857,,,1.0,,,,,,True,,,,,,,,,
