EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFGM,PenaltyAtRimFGM,PtsAssisted2s,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,BlockedShortMidRange,DefShortMidRangeReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2A,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,LongMidRangeFGM,ShortMidRangePctBlocked,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,NonShootingPenaltyNonTakeFouls,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,LostBallSteals,Loose Ball Fouls,SecondChanceArc3Frequency,OffThreePtRebounds,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,FtPoints,PenaltyFtPoints,PtsUnassisted3s,ShortMidRangeAssists,FTDefRebounds,Travels,DefFTReboundPct,on,SecondChanceFtPoints,SecondChancePoints,SelfOReb,TwoPtShootingFoulsDrawn,SecondChanceTsPct,SelfORebPct,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,PtsPutbacks,LongMidRangeAssists,FTOffRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,HeaveAttempts,Fg3aBlocked,SecondChanceTurnovers,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct
1626145,1610612763,Tyus Jones,Tyus Jones,1626145,MEM,605.0,10.0,-6.0,22,20,17.0,9.0,3.0,42,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,20.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,17.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.0,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.435025,0.435025,1.0,8.975000000000001,25.75,0.7727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626159,1610612763,Justise Winslow,Justise Winslow,1626159,MEM,168.0,3.0,4.0,6,6,5.0,,1.0,12,,,,,,,,,,,,,,,,,,,1.0,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629634,1610612763,Brandon Clarke,Brandon Clarke,1629634,MEM,168.0,3.0,4.0,6,6,5.0,,1.0,12,1.0,1.0,,1.0,,,1.0,2.0,,2.0,,1.0,1.0,,2.0,,,,,,,2.0,5.0,0.5,1.0,0.5,1.0,0.5,1.0,,28.57142857142857,0.5,0.5,,,,1.0,,0.5,0.5959,0.7674,1.0,5.8,,0.8333333333333334,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629723,1610612763,John Konchar,John Konchar,1629723,MEM,168.0,3.0,4.0,6,6,5.0,,1.0,12,,,,,,,,,1.0,,,,,1.0,,,,,,,,,5.0,,,,,,,1.0,14.285714285714285,,,,,,,,1.0,0.6,0.6,,,24.1,0.8333333333333334,,,1.0,1.0,1.0,0.25,0.25,,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,1063.0,18.0,-14.0,40,40,35.0,23.0,3.0,80,1.0,1.0,1.0,2.0,,,1.0,4.0,1.0,2.0,48.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,3.0,2.0,35.0,0.25,0.5,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,13.953488372093023,0.2,0.4,0.5,0.5,,0.3333333333333333,,0.4,0.44769000000000003,0.48658333333333337,1.0,7.550000000000001,24.3,0.875,,,2.0,2.0,3.0,0.2222222222222222,0.11764705882352941,,,,,,,,,,,,,,,,1.0,,1.0,,,0.14285714285714285,0.2,,0.3333333333333333,0.5087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.05263157894736842,0.14285714285714285,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,251.0,4.0,-1.0,9,9,9.0,3.0,1.0,18,,,1.0,3.0,,,3.0,5.0,,6.0,14.0,3.0,5.0,,6.0,4.0,,,,,,6.0,9.0,0.6,0.6,0.6,0.6,0.6,0.6,,50.0,,0.6,0.3333333333333333,0.5,,,,,0.41231999999999996,0.41231999999999996,1.0,10.919999999999998,,1.0,,,,,,,,,,,2.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,0.2,,,,,,0.4,,2.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628960,1610612763,Grayson Allen,Grayson Allen,1628960,MEM,866.0,14.0,-18.0,33,33,29.0,22.0,2.0,66,,,,,,,,,,,48.0,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,0.8787878787878788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,665.0,11.0,-9.0,26,26,26.0,20.0,1.0,52,,,,,1.0,1.0,,1.0,2.0,6.0,39.0,,1.0,2.0,6.0,,1.0,,,,,6.0,26.0,,,1.0,1.0,1.0,1.0,0.6666666666666666,11.11111111111111,,,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.4500333333333333,0.4500333333333333,1.0,15.5,25.9,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,0.3333333333333333,,0.3333333333333333,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,201.0,3.0,-9.0,7,7,4.0,3.0,1.0,14,,,,,2.0,2.0,,,2.0,,9.0,,,2.0,,,2.0,,,,,,4.0,,,,,,,1.0,37.5,,,,,1.0,,1.0,1.0,0.378525,0.378525,,,27.2,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.4392,,,,,,,,1.0,,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629001,1610612763,De'Anthony Melton,De'Anthony Melton,1629001,MEM,402.0,7.0,-12.0,15,14,11.0,9.0,1.0,29,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,19.0,,1.0,1.0,,,1.0,,,,,,11.0,,,,,,,0.3333333333333333,31.25,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.5,0.5,0.6666666666666666,0.44505,0.46287500000000004,,6.85,25.0,0.7333333333333333,,,1.0,2.0,3.0,0.3333333333333333,0.2,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,1.0,0.5,1.0,,0.125,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.5,0.14285714285714285,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
