EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Corner3Assists,Loose Ball Fouls,DefensiveGoaltends,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceFtPoints,FTOffRebounds,Clear Path Fouls,Offensive Fouls,OffensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,LongMidRangePctAssisted,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,BlockedLongMidRange,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,11423.0,190,84.0,404,405,83.0,108,34.0,809,29.0,37.0,4.0,7.0,4.0,6.0,6.0,12.0,35.0,49.0,13.0,83.0,467,5.0,9.0,10.0,4.0,7.0,11.0,19.0,32.0,38.0,6.0,3.0,29.0,19.0,48.0,19.0,12.0,8.0,9.0,115.0,6.0,6.0,13.0,17.0,3.0,33.0,12.0,45.0,2.0,11.0,7.0,4.0,9.0,1.0,5.0,4.0,1.0,4.0,1.0,13.0,1.0,1.0,3.0,16.0,1.0,29.0,2.0,2.0,36.0,4.0,10.0,10.0,4.0,1.0,1.0,1.0,3.0,5.0,4.0,17.0,78.0,2.0,2.0,0.45714285714285713,0.5,0.7142857142857143,0.5555555555555556,0.5714285714285714,0.7142857142857143,0.5555555555555556,0.5714285714285714,0.6384615384615384,0.5555555555555556,0.5277777777777778,0.061224489795918366,0.02702702702702703,0.16666666666666666,17.410714285714285,0.6923076923076923,0.375,0.15454545454545454,0.07792207792207792,0.20634920634920634,0.08108108108108109,0.17341040462427745,0.07947019867549669,0.1,0.05,0.11764705882352941,0.08064516129032258,0.08333333333333333,0.13333333333333333,0.06382978723404255,0.30303030303030304,0.17391304347826086,0.29411764705882354,0.18181818181818182,0.8,0.7551020408163265,0.7837837837837838,0.8055555555555556,0.5172413793103449,0.24489795918367346,0.5,0.6,0.16666666666666666,0.7777777777777778,0.5714285714285714,0.5,0.8571428571428571,0.6666666666666666,0.7551020408163265,0.5810510204081633,0.5901833333333334,0.5785,0.18181818181818182,0.18181818181818182,0.12048192771084337,0.2289156626506024,2.53265306122449,0.20544554455445543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,786.0,13,,34,33,24.0,22,2.0,67,1.0,1.0,,,,,,,1.0,1.0,,2.0,39,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,24.0,1.0,,1.0,1.0,1.0,,,0.3333333333333333,,,0.3333333333333333,,,,,,10.81081081081081,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,1.0,0.5828000000000001,,0.55815,,,,,1.8,0.7058823529411765,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,1036.0,17,-4.0,38,36,18.0,36,2.0,74,3.0,4.0,,,1.0,1.0,2.0,3.0,6.0,8.0,1.0,16.0,47,,,,3.0,4.0,,9.0,4.0,8.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,,2.0,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,9.0,18.0,2.0,,0.3333333333333333,0.3333333333333333,0.75,,0.75,0.75,,0.75,0.8,,0.75,,,,25.0,,,0.125,,,,0.07692307692307693,,,,,,,,,0.3333333333333333,,,,1.0,0.4,0.75,0.75,0.3333333333333333,0.3,0.6666666666666666,0.6666666666666666,0.5,,,,0.16666666666666666,1.0,0.6,0.4638349999999999,,0.42312500000000003,0.1,0.125,,0.5625,6.5375000000000005,0.47368421052631576,2.0,,2.0,2.0,,2.0,2.0,0.2,0.2,,0.3333333333333333,26.55,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,0.1,1.0,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201980,1610612755,Danny Green,Danny Green,201980,PHI,11910.0,198,79.0,423,422,101.0,125,36.0,845,6.0,7.0,3.0,4.0,2.0,2.0,1.0,2.0,7.0,11.0,,56.0,490,3.0,4.0,9.0,2.0,3.0,,16.0,4.0,10.0,2.0,,15.0,6.0,21.0,5.0,10.0,4.0,1.0,48.0,5.0,4.0,3.0,9.0,,12.0,9.0,21.0,1.0,9.0,5.0,4.0,4.0,1.0,3.0,1.0,,1.0,,5.0,,1.0,6.0,13.0,,2.0,,1.0,,,,,8.0,,,2.0,6.0,8.0,5.0,16.0,96.0,1.0,,0.2857142857142857,0.3333333333333333,0.6363636363636364,0.75,0.6666666666666666,0.5833333333333334,0.6428571428571429,0.6153846153846154,0.5833333333333334,0.6428571428571429,0.6153846153846154,,,,11.300639658848613,0.8,,0.07894736842105263,0.047058823529411764,0.04477611940298507,0.06493506493506493,0.06629834254143646,0.05555555555555555,,0.06521739130434782,0.05555555555555555,0.06153846153846154,0.08333333333333333,0.16129032258064516,0.06,0.030303030303030304,0.06,,0.038461538461538464,0.625,0.14583333333333334,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.041666666666666664,0.5,0.5,,0.5714285714285714,0.75,0.3333333333333333,0.15384615384615385,1.0,0.9166666666666666,0.5642287234042555,0.6645666666666666,0.5124076923076923,,,0.16071428571428573,0.2857142857142857,5.490909090909091,0.23877068557919623,24.0,2.0,7.0,37.0,3.0,10.0,23.0,0.7708333333333334,0.5,0.2857142857142857,0.5384615384615384,26.15945945945946,,2.0,8.0,2.0,14.0,4.0,42.0,8.0,1.0,0.3783783783783784,0.4,0.3888888888888889,0.041666666666666664,,,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.34782608695652173,6.0,13.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.2708333333333333,0.46153846153846156,0.46153846153846156,1.0,0.14285714285714285,0.5,1.0,0.23076923076923078,0.6666666666666666,,,,,,,,,,,,,,True,,,,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,10423.0,174,82.0,372,370,88.0,106,31.0,742,23.0,29.0,1.0,2.0,4.0,8.0,20.0,37.0,48.0,76.0,18.0,138.0,422,3.0,6.0,9.0,6.0,19.0,7.0,22.0,38.0,58.0,2.0,6.0,11.0,11.0,22.0,7.0,9.0,2.0,,55.0,3.0,,19.0,18.0,3.0,40.0,3.0,43.0,,9.0,3.0,6.0,3.0,,2.0,2.0,1.0,1.0,,5.0,,1.0,6.0,8.0,1.0,10.0,,,19.0,1.0,6.0,3.0,2.0,,,1.0,1.0,2.0,1.0,20.0,83.0,1.0,1.0,0.3958333333333333,0.40425531914893614,0.631578947368421,0.5,0.3157894736842105,0.6,0.5,0.28846153846153844,0.6296296296296297,0.5,0.36666666666666664,0.07894736842105263,0.06896551724137931,0.10810810810810811,27.294685990338166,0.6,0.375,0.17475728155339806,,0.3114754098360656,0.04225352112676056,0.22560975609756098,0.020833333333333332,,,,0.03333333333333333,0.09090909090909091,0.2,0.13953488372093023,0.2,0.3409090909090909,0.23529411764705882,,0.5,0.29,0.7931034482758621,0.8518518518518519,0.5217391304347826,0.37,0.5405405405405406,0.6060606060606061,0.35,0.2222222222222222,0.5,,0.3076923076923077,0.5,0.53,0.5004154999999999,0.479025,0.45596730769230764,0.05714285714285714,0.07407407407407407,0.06521739130434782,0.15942028985507245,6.9526315789473685,0.23655913978494625,22.0,2.0,7.0,24.0,3.0,7.0,22.0,0.24,0.22,0.2222222222222222,0.2692307692307692,26.308333333333337,5.0,10.0,8.0,1.0,8.0,1.0,21.0,8.0,0.875,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.1,0.5,0.5,0.36363636363636365,0.36363636363636365,0.875,0.14285714285714285,0.36363636363636365,,2.0,1.0,,,1.0,1.0,,4.0,,,0.3333333333333333,0.02,,,,0.1111111111111111,0.5,1.0,,,3.0,2.0,,,,,,,,,,,,True,,,,,,,
201588,1610612755,George Hill,George Hill,201588,PHI,1137.0,19,1.0,41,42,25.0,33,2.0,83,,,,,,,,,,,2.0,5.0,44,,,,,,2.0,2.0,,,,,1.0,2.0,3.0,,,,1.0,8.0,,,1.0,1.0,,2.0,,2.0,,,,,1.0,,,,,1.0,,1.0,,1.0,2.0,3.0,,1.0,,,2.0,,,1.0,,,,,,,,2.0,22.0,,1.0,,,,,,1.5,,,1.25,,1.0,,,,6.976744186046512,1.0,,0.07692307692307693,,0.09090909090909091,,0.08333333333333333,,,,,,,,0.14285714285714285,,0.125,,,,,,,,,,,,,,,,,1.0,0.5814,,,,,,0.4,,0.6097560975609756,,,,1.0,,,,1.0,,,,24.6,,,,,1.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,8234.0,137,86.0,289,289,48.0,45,23.0,578,15.0,18.0,1.0,1.0,3.0,3.0,15.0,28.0,38.0,62.0,32.0,135.0,319,4.0,6.0,9.0,9.0,14.0,9.0,27.0,30.0,46.0,2.0,4.0,6.0,6.0,12.0,3.0,3.0,2.0,1.0,30.0,,2.0,16.0,18.0,1.0,35.0,3.0,38.0,,6.0,6.0,,4.0,1.0,2.0,9.0,,2.0,3.0,13.0,2.0,1.0,6.0,13.0,3.0,30.0,2.0,,35.0,3.0,17.0,2.0,4.0,,,2.0,2.0,4.0,2.0,25.0,43.0,,1.0,0.39473684210526316,0.40540540540540543,0.6129032258064516,0.6666666666666666,0.6428571428571429,0.6518987341772152,0.5,0.6,0.7105263157894737,0.5625,0.7105263157894737,0.06451612903225806,0.05555555555555555,0.07142857142857142,34.06940063091483,0.3076923076923077,0.3333333333333333,0.2222222222222222,0.04,0.3076923076923077,,0.2556390977443609,0.020202020202020204,0.09090909090909091,,0.07692307692307693,,,0.25,0.21052631578947367,0.21739130434782608,0.2894736842105263,0.35714285714285715,,0.5,0.22784810126582278,0.8333333333333334,0.8823529411764706,0.4666666666666667,0.35443037974683544,0.5357142857142857,0.5769230769230769,0.4,0.125,1.0,,0.2,1.0,0.4430379746835443,0.4882708860759494,0.50255,0.45083,0.1827956989247312,0.2236842105263158,0.06666666666666667,0.2,8.988709677419354,0.16608996539792387,17.0,2.0,1.0,17.0,2.0,1.0,17.0,0.21518987341772153,0.21518987341772153,0.25,0.06666666666666667,26.53529411764706,8.0,16.0,9.0,,9.0,,27.0,9.0,1.0,0.5294117647058824,,0.5294117647058824,0.20253164556962025,0.5,0.5333333333333333,0.5294117647058824,0.5294117647058824,1.0,,0.5294117647058824,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0625,0.08333333333333333,0.25,,,,True,,,,,,,
203552,1610612755,Seth Curry,Seth Curry,203552,PHI,10870.0,181,88.0,379,379,73.0,93,35.0,758,4.0,6.0,,,,,8.0,14.0,24.0,35.0,9.0,117.0,437,2.0,2.0,10.0,3.0,6.0,6.0,18.0,36.0,12.0,,1.0,12.0,4.0,16.0,2.0,10.0,2.0,,36.0,,1.0,1.0,6.0,1.0,8.0,1.0,9.0,,4.0,1.0,3.0,1.0,,1.0,2.0,,,,3.0,1.0,,2.0,14.0,1.0,11.0,,,10.0,,1.0,2.0,,,,,,,,18.0,71.0,2.0,2.0,0.75,0.75,0.6857142857142857,1.0,0.5,0.7012987012987013,0.8333333333333334,0.6,0.7222222222222222,0.8333333333333334,0.6923076923076923,0.02857142857142857,,0.07142857142857142,19.81132075471698,0.3333333333333333,0.16666666666666666,0.0594059405940594,0.013333333333333334,0.01694915254237288,,0.04375,0.006896551724137931,,,0.058823529411764705,,,0.037037037037037035,0.046511627906976744,0.0967741935483871,0.022222222222222223,,,,0.07792207792207792,0.6666666666666666,0.6666666666666666,0.75,0.18181818181818182,0.5714285714285714,0.6153846153846154,0.5,,,,,,0.6233766233766234,0.5046792207792208,0.491525,0.458155,0.02531645569620253,0.027777777777777776,0.08547008547008547,0.15384615384615385,12.208571428571426,0.19261213720316622,33.0,4.0,3.0,42.0,4.0,4.0,33.0,0.5454545454545454,0.42857142857142855,0.6666666666666666,0.3,25.895238095238092,12.0,15.0,14.0,1.0,20.0,2.0,48.0,14.0,0.8,0.47619047619047616,0.5,0.47619047619047616,0.19480519480519481,0.8,0.8,0.42424242424242425,0.42424242424242425,0.8571428571428571,0.3333333333333333,0.42424242424242425,6.0,9.0,,1.0,1.0,2.0,2.0,,2.0,1.0,,0.5,0.11688311688311688,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.5,1.0,0.1,1.0,12.0,1.0,,,,,,,,0.9166666666666666,1.0,1.0,0.023255813953488372,True,,,,,,,
203118,1610612755,Mike Scott,Mike Scott,203118,PHI,797.0,13,-3.0,28,28,12.0,16,4.0,56,,,,,,,,1.0,,1.0,,,30,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,7.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,12.0,,,,,,,,,,,,,,1.0,,1.0,11.76470588235294,,,,0.1,,,,0.05555555555555555,,0.14285714285714285,,,,,,,,,,1.0,,,,,0.25,,,,,,,,,0.75,0.5032375,,,,,,,5.1,0.42857142857142855,3.0,,,3.0,,,3.0,0.75,0.75,,,25.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629003,1610612755,Shake Milton,Shake Milton,1629003,PHI,51.0,1,,2,2,,2,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
