EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Travels,FTOffRebounds,OffFTReboundPct,Corner3PctBlocked,StepOutOfBoundsTurnovers,on
1627812,1610612746,Yogi Ferrell,Yogi Ferrell,1627812,LAC,5.0,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1629599,1610612746,Amir Coffey,Amir Coffey,1629599,LAC,5.0,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,18527.0,82,601,141,1191,688,309.0,590.0,148.0,53.0,27.0,37.0,8.0,10.0,6.0,8.0,4.0,12.0,2.0,7.0,9.0,18.0,1.0,3.0,5.0,6.0,12.0,1.0,2.0,1.0,2.0,33.0,56.0,15.0,30.0,14.0,125.0,9.0,11.0,1.0,3.0,2.0,23.0,7.0,13.0,4.0,7.0,6.0,32.0,26.0,40.0,45.0,12.0,12.0,6.0,4.0,4.0,8.0,12.0,5.0,3.0,4.0,32.0,3.0,12.0,12.0,14.0,26.0,15.0,41.0,3.0,9.0,7.0,2.0,3.0,2.0,1.0,3.0,1.0,12.0,32.0,4.0,20.0,1.0,1.0,2.0,18.0,4.0,9.0,2.0,3.0,1.0,2.0,3.0,2.0,31.0,144.0,1.0,1.0,0.3939393939393939,0.48148148148148145,1.0,0.5,0.3333333333333333,0.5714285714285714,0.5,0.5892857142857143,0.8181818181818182,0.5384615384615384,0.6453488372093024,0.75,0.65,0.6720430107526881,0.8214285714285714,0.6956521739130435,0.3488372093023256,0.07142857142857142,0.08108108108108109,0.08333333333333333,14.723926380368098,1.0,0.08187134502923976,0.0975609756097561,0.08823529411764706,0.023255813953488372,0.08469055374592833,0.05952380952380952,0.2,0.04878048780487805,0.03125,0.06976744186046512,0.07058823529411765,0.11627906976744186,0.07407407407407407,0.14285714285714285,0.08823529411764706,0.6666666666666666,0.43023255813953487,0.7297297297297297,0.7941176470588235,0.4444444444444444,0.13953488372093023,0.3333333333333333,0.36363636363636365,0.25,0.08139534883720931,0.2857142857142857,0.2857142857142857,0.20930232558139536,0.5,0.5,1.0,0.13953488372093023,0.5,0.5,1.0,0.7142857142857143,0.8,0.25,0.07142857142857142,0.14285714285714285,0.5,1.0,0.4,0.75,0.25,0.6,0.1,0.5,0.7790697674418605,0.5,0.5665360465116279,0.6548954545454545,0.5680099999999999,0.0989010989010989,0.14754098360655737,0.184,0.256,5.046428571428571,24.243333333333332,0.25084745762711863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1630187,1610612746,Daniel Oturu,Daniel Oturu,1630187,LAC,5.0,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202331,1610612746,Paul George,Paul George,202331,LAC,46584.0,73,1497,384,2994,1753,776.0,1497.0,395.0,140.0,56.0,89.0,3.0,4.0,11.0,24.0,28.0,66.0,30.0,67.0,6.0,21.0,2.0,,2.0,45.0,131.0,3.0,9.0,9.0,39.0,114.0,222.0,51.0,152.0,130.0,511.0,4.0,12.0,4.0,11.0,7.0,27.0,22.0,53.0,9.0,41.0,48.0,119.0,46.0,182.0,84.0,2.0,128.0,44.0,12.0,51.0,51.0,102.0,32.0,19.0,38.0,255.0,8.0,9.0,73.0,80.0,166.0,17.0,183.0,7.0,19.0,11.0,8.0,40.0,28.0,12.0,67.0,6.0,19.0,59.0,4.0,124.0,2.0,1.0,5.0,154.0,9.0,50.0,21.0,7.0,1.0,4.0,10.0,7.0,112.0,383.0,7.0,12.0,0.20175438596491227,0.20353982300884957,0.5490196078431373,0.3355263157894737,0.36363636363636365,0.21951219512195122,0.3333333333333333,0.5135135135135135,0.3333333333333333,0.41509433962264153,0.5093582887700535,0.43478260869565216,0.3776595744680851,0.5751708428246014,0.48214285714285715,0.4957983193277311,0.40641711229946526,0.05405405405405406,0.0898876404494382,0.06060606060606061,30.458383594692403,0.5970149253731343,0.20202020202020202,0.027607361963190184,0.218562874251497,0.022408963585434174,0.2095890410958904,0.024890190336749635,0.040983606557377046,0.024793388429752067,0.01953125,0.175,0.17318435754189945,0.28865979381443296,0.2222222222222222,0.203125,0.03608247422680412,0.7,0.23796791443850268,0.6292134831460674,0.691358024691358,0.21428571428571427,0.17647058823529413,0.42424242424242425,0.45161290322580644,0.10714285714285714,0.17914438502673796,0.44776119402985076,0.44776119402985076,0.05614973262032086,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.3502673796791444,0.3435114503816794,0.34615384615384615,0.5333333333333333,0.17391304347826086,0.75,0.3333333333333333,0.08695652173913043,0.391304347826087,0.3333333333333333,1.0,0.2553191489361702,0.4583333333333333,0.02127659574468085,,0.4148936170212766,0.23076923076923078,0.6443850267379679,0.34375,0.5007086021505378,0.5351625,0.5050364130434782,0.12679425837320574,0.19011406844106463,0.05283757338551859,0.2328767123287671,8.96036036036036,26.241447368421056,0.2638610554442218,1.0,69.0,1.0,2.0,1.0,12.0,1.0,13.0,11.0,27.0,6.0,19.0,4.0,5.0,7.0,3.0,3.0,2.0,2.0,1.0,1.0,0.006578947368421052,0.007633587786259542,0.3611111111111111,0.012048192771084338,0.0297029702970297,0.26666666666666666,0.5,1.0,0.01935483870967742,,,,,,,,,,True
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,15000.0,-5,474,97,956,551,250.0,482.0,134.0,65.0,24.0,39.0,6.0,13.0,7.0,11.0,6.0,10.0,,1.0,,,,,,,,,,,,30.0,50.0,,,34.0,94.0,6.0,14.0,,,9.0,21.0,9.0,14.0,,,14.0,32.0,50.0,10.0,,10.0,,,3.0,3.0,3.0,6.0,2.0,1.0,1.0,15.0,13.0,24.0,21.0,26.0,50.0,37.0,87.0,4.0,2.0,2.0,,4.0,1.0,3.0,13.0,1.0,13.0,29.0,3.0,32.0,,7.0,,43.0,2.0,14.0,8.0,11.0,,6.0,11.0,6.0,32.0,133.0,1.0,8.0,0.8333333333333334,1.0,,,,,,0.6,0.42857142857142855,0.6428571428571429,0.6,0.42857142857142855,0.6428571428571429,0.6714285714285714,0.5526315789473685,0.64,,0.06,0.07692307692307693,,14.695340501792115,0.3076923076923077,0.20155038759689922,0.16551724137931034,0.20192307692307693,0.11607142857142858,0.2017167381974249,0.14396887159533073,0.24489795918367346,0.1896551724137931,0.10227272727272728,0.1935483870967742,0.21428571428571427,0.19047619047619047,0.2235294117647059,0.10526315789473684,0.23529411764705882,0.5454545454545454,0.78,0.6153846153846154,0.6666666666666666,0.7916666666666666,0.2,0.6,0.6,1.0,0.02,,,,,,,,,,,0.9285714285714286,0.46153846153846156,0.16666666666666666,,,,,0.7857142857142857,0.6363636363636364,,,,,0.78,,0.5368360000000001,0.6095153846153846,0.5486071428571428,0.22580645161290322,0.22580645161290322,0.22340425531914893,0.3404255319148936,2.878,,0.27800829875518673,,,,,,,2.0,3.0,1.0,9.0,1.0,5.0,,5.0,,,,,5.0,,,,,0.3,0.02631578947368421,0.16666666666666666,,,,,1.0,1.0,1.0,,,,,,,True
1628379,1610612746,Luke Kennard,Luke Kennard,1628379,LAC,9359.0,28,296,85,599,337,156.0,303.0,91.0,31.0,2.0,2.0,1.0,1.0,,,3.0,5.0,3.0,3.0,7.0,12.0,,2.0,3.0,6.0,19.0,1.0,3.0,1.0,4.0,8.0,10.0,13.0,31.0,1.0,56.0,3.0,3.0,1.0,3.0,,9.0,3.0,3.0,3.0,7.0,,15.0,10.0,6.0,36.0,,19.0,6.0,,2.0,3.0,5.0,3.0,,1.0,13.0,2.0,,3.0,4.0,7.0,2.0,9.0,,2.0,1.0,1.0,2.0,2.0,,3.0,,4.0,13.0,,4.0,,1.0,,1.0,,,,,,,,,15.0,89.0,3.0,,0.625,0.625,0.9230769230769231,0.41935483870967744,0.3333333333333333,0.42857142857142855,0.41935483870967744,0.8,1.0,1.0,0.6707317073170732,0.75,0.75,0.6829268292682927,0.75,0.75,0.7560975609756098,,,,12.903225806451612,0.6666666666666666,0.05333333333333334,,0.04,0.024390243902439025,0.04666666666666667,0.013513513513513514,,,0.03571428571428571,0.045454545454545456,0.08108108108108109,,0.05454545454545454,,,,0.04878048780487805,1.0,1.0,1.0,0.12195121951219512,0.6,0.6,0.3333333333333333,0.07317073170731707,1.0,1.0,0.2926829268292683,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.4634146341463415,0.3157894736842105,0.3157894736842105,1.0,0.16666666666666666,1.0,1.0,,0.5,0.3333333333333333,1.0,,,0.3,0.6666666666666666,0.4,0.25,0.8048780487804879,0.3157894736842105,0.5343182926829267,0.5595500000000001,0.498425,0.024390243902439025,,0.16071428571428573,0.26785714285714285,9.040000000000001,25.25161290322581,0.30033003300330036,,3.0,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,0.6666666666666666,,,0.03225806451612903,,,,1.0,,,,,,True
200765,1610612746,Rajon Rondo,Rajon Rondo,200765,LAC,8572.0,7,261,88,528,307,143.0,267.0,86.0,34.0,4.0,11.0,,1.0,1.0,3.0,,5.0,,,2.0,4.0,,,,4.0,13.0,,2.0,1.0,3.0,4.0,16.0,6.0,17.0,7.0,33.0,,1.0,,2.0,,,1.0,3.0,1.0,3.0,5.0,10.0,2.0,6.0,12.0,,13.0,4.0,,15.0,11.0,26.0,10.0,1.0,8.0,63.0,4.0,,9.0,11.0,21.0,4.0,25.0,,5.0,1.0,4.0,3.0,3.0,,5.0,2.0,4.0,14.0,,8.0,,1.0,,10.0,,2.0,3.0,1.0,,1.0,2.0,1.0,10.0,86.0,,3.0,0.25,0.25,0.6666666666666666,0.35294117647058826,,0.3333333333333333,0.35294117647058826,0.25,,0.3333333333333333,0.3939393939393939,,0.4166666666666667,0.4342105263157895,,0.5555555555555556,0.5151515151515151,,,,14.006514657980457,0.6,0.16176470588235295,,0.14516129032258066,0.05,0.15384615384615385,0.029411764705882353,,,0.05263157894736842,0.14285714285714285,0.08823529411764706,0.3,0.15384615384615385,0.1,,0.5,0.3333333333333333,0.36363636363636365,0.36363636363636365,0.25,0.15151515151515152,,,,,,,0.12121212121212122,0.5,0.5,1.0,0.3939393939393939,0.3076923076923077,0.3076923076923077,0.5,0.3333333333333333,,,,0.6666666666666666,,,0.5,0.3333333333333333,,,0.5,0.3333333333333333,0.8484848484848485,0.3076923076923077,0.5285287878787879,0.5586,0.49759166666666665,0.05714285714285714,0.1111111111111111,,0.30303030303030304,3.725,25.741176470588236,0.32209737827715357,,6.0,,,,5.0,2.0,1.0,,2.0,2.0,,,,,,1.0,1.0,,,,,,0.14285714285714285,,0.043478260869565216,,,,,,,,,,,,,,True
201587,1610612746,Nicolas Batum,Nicolas Batum,201587,LAC,27758.0,117,895,265,1788,1050,463.0,893.0,222.0,76.0,17.0,25.0,2.0,3.0,3.0,4.0,4.0,7.0,1.0,2.0,13.0,31.0,2.0,2.0,5.0,12.0,31.0,1.0,3.0,3.0,9.0,22.0,34.0,25.0,62.0,16.0,135.0,2.0,3.0,2.0,5.0,,10.0,4.0,5.0,5.0,14.0,6.0,29.0,34.0,10.0,72.0,4.0,31.0,12.0,1.0,12.0,21.0,33.0,15.0,6.0,5.0,87.0,9.0,8.0,28.0,30.0,63.0,17.0,80.0,1.0,22.0,21.0,1.0,4.0,4.0,,5.0,,12.0,24.0,2.0,18.0,1.0,2.0,,19.0,1.0,8.0,2.0,6.0,,2.0,8.0,7.0,29.0,210.0,2.0,1.0,0.7727272727272727,0.85,0.96,0.4032258064516129,0.4,0.35714285714285715,0.4032258064516129,0.6470588235294118,0.6666666666666666,0.8,0.6197916666666666,0.625,0.6052631578947368,0.6428571428571429,0.625,0.6304347826086957,0.6458333333333334,0.029411764705882353,0.04,,11.20162932790224,0.8,0.12396694214876033,0.04790419161676647,0.13658536585365855,0.0430622009569378,0.1297539149888143,0.04521276595744681,0.08571428571428572,0.017543859649122806,0.041666666666666664,0.11627906976744186,0.14285714285714285,0.09090909090909091,0.1437125748502994,0.10526315789473684,0.021739130434782608,0.875,0.2604166666666667,0.68,0.7083333333333334,0.8235294117647058,0.07291666666666667,0.5714285714285714,0.5714285714285714,0.5,0.020833333333333332,0.5,0.5,0.3229166666666667,0.41935483870967744,0.41935483870967744,1.0,0.3229166666666667,0.3870967741935484,0.4,0.9166666666666666,0.375,0.6666666666666666,,0.25,0.375,0.3333333333333333,1.0,0.21052631578947367,0.75,0.2631578947368421,0.4,0.47368421052631576,0.3333333333333333,0.90625,0.3870967741935484,0.5587765625,0.6147571428571429,0.5066842105263157,0.07766990291262135,0.1951219512195122,0.07407407407407407,0.21481481481481482,4.120588235294118,24.645161290322584,0.24860022396416573,1.0,3.0,,,1.0,4.0,3.0,5.0,,1.0,,,,,,,2.0,2.0,4.0,,2.0,0.016129032258064516,0.03225806451612903,0.22727272727272727,0.025,0.046153846153846156,1.0,0.5,1.0,,,,,,1.0,,,,,True
201976,1610612746,Patrick Beverley,Patrick Beverley,201976,LAC,16791.0,-33,543,129,1081,636,280.0,538.0,158.0,53.0,6.0,10.0,,,,1.0,7.0,13.0,,1.0,4.0,10.0,,,1.0,9.0,25.0,,3.0,1.0,4.0,13.0,24.0,13.0,35.0,7.0,72.0,,,,3.0,,,1.0,4.0,1.0,5.0,4.0,9.0,14.0,12.0,39.0,,25.0,9.0,2.0,8.0,13.0,21.0,10.0,3.0,4.0,55.0,5.0,5.0,13.0,10.0,24.0,11.0,35.0,1.0,10.0,3.0,7.0,,,,3.0,1.0,13.0,32.0,1.0,17.0,2.0,4.0,4.0,8.0,,2.0,1.0,9.0,1.0,7.0,12.0,6.0,7.0,155.0,3.0,,0.5384615384615384,0.5384615384615384,1.0,0.37142857142857144,,0.2,0.37142857142857144,0.5416666666666666,,0.25,0.5508474576271186,,0.2777777777777778,0.5806451612903226,,0.4090909090909091,0.5932203389830508,0.08333333333333333,,0.15384615384615385,10.79734219269103,,0.06896551724137931,0.03597122302158273,0.12745098039215685,0.03787878787878788,0.0931174089068826,0.03690036900369004,0.06,0.018518518518518517,0.05154639175257732,0.075,0.05357142857142857,0.08163265306122448,0.0975609756097561,0.25,0.034482758620689655,0.5,0.1694915254237288,0.6,0.6,0.5,0.22033898305084745,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.01694915254237288,,,0.1694915254237288,0.4,0.4,1.0,0.423728813559322,0.36,0.375,1.0,,,,,1.0,,,0.1111111111111111,,0.1111111111111111,,0.4444444444444444,0.25,0.7627118644067796,0.36,0.5113389830508475,0.62025,0.46638888888888885,0.03278688524590164,0.07692307692307693,,0.125,4.779166666666668,25.17142857142857,0.2936802973977695,,,,,1.0,3.0,1.0,1.0,,3.0,2.0,,,1.0,,,3.0,2.0,1.0,1.0,,0.02857142857142857,0.04,0.09090909090909091,0.02857142857142857,,,,,,,,,,,1.0,0.1,,,True
