EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted2s,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,FTDefRebounds,DeadBallTurnovers,PenaltyTurnovers,DefFTReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,ShootingFouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,OffLongMidRangeReboundPct,FtPoints,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFtPoints,PtsUnassisted3s,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedArc3,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,PenaltyArc3FGM,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Charge Fouls,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceFtPoints,Arc3PctBlocked,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations
1626163,1610612756,Frank Kaminsky,Frank Kaminsky,1626163,PHX,365.0,6,-6.0,14,14,4.0,10.0,3.0,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,20,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.8333333333333334,1.0,0.5,0.8333333333333334,1.0,0.5,0.3333333333333333,0.5,1.0,16.666666666666668,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.5530833333333333,0.8263,0.56855,0.4,0.4,2.6,25.6,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628975,1610612756,Jevon Carter,Jevon Carter,1628975,PHX,978.0,16,,35,33,17.0,22.0,5.0,68,,,,,,,1.0,,1.0,2.0,5.0,,1.0,4.0,34,,1.0,,,3.0,,,,1.0,,,1.0,4.0,,11.0,2.0,2.0,2.0,,17.0,,,,,,0.4,,,0.3333333333333333,,,0.2857142857142857,,,0.16666666666666666,,,17.073170731707318,0.2222222222222222,0.14285714285714285,0.25,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,0.16666666666666666,,0.42383333333333334,0.3956,0.3978333333333333,,,15.5,24.9,0.4857142857142857,1.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630188,1610612756,Jalen Smith,Jalen Smith,1630188,PHX,1052.0,18,,37,36,19.0,25.0,6.0,73,1.0,2.0,,1.0,,,1.0,,,1.0,3.0,1.0,1.0,5.0,36,,2.0,,,,3.0,2.0,3.0,,,1.0,1.0,1.0,,2.0,1.0,3.0,5.0,3.0,19.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,0.625,,1.5,0.625,,1.5,0.25,0.3333333333333333,1.0,11.363636363636363,0.1,0.1875,0.1111111111111111,,0.5,0.5,0.5,1.0,0.25,,,,,0.5,,,,,0.75,,0.618125,0.3615,0.6183,,0.6,1.9333333333333333,23.9,0.5135135135135135,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.07142857142857142,0.14285714285714285,0.09523809523809523,0.2,0.16666666666666666,0.5,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202734,1610612756,E'Twaun Moore,E'Twaun Moore,202734,PHX,843.0,14,1.0,30,29,16.0,22.0,5.0,59,2.0,4.0,,,,1.0,2.0,,2.0,4.0,8.0,1.0,3.0,11.0,29,1.0,1.0,2.0,1.0,3.0,2.0,6.0,3.0,2.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,16.0,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,0.5,0.25,0.5,0.5,0.25,0.2727272727272727,,,36.111111111111114,,0.08333333333333333,,,0.36363636363636365,0.5,0.5,1.0,0.18181818181818182,0.18181818181818182,,,,,,,0.25,,0.6363636363636364,,0.45001363636363634,0.32137499999999997,0.44987499999999997,0.18181818181818182,0.18181818181818182,7.45,25.133333333333336,0.5333333333333333,1.0,1.0,2.0,2.0,,,,,,,,0.5,0.5,0.18181818181818182,0.5,0.5,,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,0.5,0.2,,,,,,,,0.09090909090909091,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,1610612756,Langston Galloway,Langston Galloway,204038,PHX,629.0,10,-4.0,23,22,13.0,18.0,4.0,45,1.0,2.0,,,1.0,1.0,2.0,,,1.0,4.0,,,2.0,26,,,,1.0,2.0,2.0,2.0,,,,1.0,,,,,1.0,1.0,1.0,2.0,13.0,1.0,1.0,,,,0.25,,0.5,0.25,,0.5,0.25,,0.5,,0.25,,14.285714285714285,0.16666666666666666,0.125,0.2,,0.5,0.5,1.0,1.0,0.5,,,,,,,,0.5,1.0,0.5,,0.4558,,0.49975,,1.0,5.4,,0.5652173913043478,,,,,,,,,3.0,1.0,1.0,,,,,,0.25,0.25,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626166,1610612756,Cameron Payne,Cameron Payne,1626166,PHX,209.0,3,-1.0,7,7,3.0,3.0,1.0,14,,,,,,,1.0,,1.0,1.0,1.0,,1.0,2.0,7,,,,,,,2.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,3.0,1.0,1.0,,,,1.0,,,0.5,,,0.5,,,0.5,,,25.0,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,0.44225,,,,,4.5,27.0,0.42857142857142855,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627846,1610612756,Abdel Nader,Abdel Nader,1627846,PHX,195.0,3,3.0,6,7,2.0,4.0,1.0,13,1.0,2.0,,,1.0,2.0,,,,1.0,2.0,,1.0,2.0,5,,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,42.857142857142854,1.0,0.25,1.0,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,0.6666666666666666,0.5,1.0,,0.6574666666666666,0.5994,0.6574666666666666,,1.0,1.45,22.3,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628470,1610612756,Torrey Craig,Torrey Craig,1628470,PHX,302.0,5,1.0,10,10,6.0,6.0,2.0,20,,,,,,,,,1.0,,,,1.0,,7,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,6.0,,,,,,,,,,,,,,,1.0,,,8.333333333333334,0.25,0.16666666666666666,0.25,,,,,,,1.0,,,,,,,,,1.0,,0.45585,,0.45585,,,,26.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203967,1610612756,Dario Saric,Dario Saric,203967,PHX,552.0,9,7.0,18,18,14.0,15.0,3.0,36,,,,,,,,,1.0,,,1.0,2.0,3.0,11,,,,,,3.0,,3.0,1.0,,,2.0,3.0,2.0,7.0,2.0,2.0,4.0,3.0,14.0,,,1.0,0.5,0.5,,,,0.75,,0.75,0.75,,0.75,1.0,,,9.523809523809524,0.4,0.2,0.4,,,,,,,0.5,,,,,,,,,1.0,,0.556875,,0.556875,,1.0,,24.4,0.7777777777777778,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,2.0,,,,1.0,,,0.5,,,0.3333333333333333,,0.2,0.5,,,,0.5,1.0,1.0,1.0,0.5,1.0,,1.0,,,,,,,,,0.5,1.0,,,,,,,,,,,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629661,1610612756,Cameron Johnson,Cameron Johnson,1629661,PHX,135.0,2,-1.0,5,4,1.0,,,9,,,,,,,,,,,,,,2.0,5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
